"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"State"	"MaxFC"	"InitialState"
"SNX22"	"SNX22"	0.0689176610312797	-0.176020649146871	0.401876965540347	0.185744873902292	0.218322634740854	0.478456884413475	-0.0202431992551645	0.00288037644540086	0.0162826490195806	-0.217819963738121	-0.0072157602751934	0.0305131293068615	0.232738647467102	0.00907467470265116	-0.0201968804063403	0.159787069022366	"S01"	0.478456884413475	"IS06"
"CIRBP"	"CIRBP"	-0.135857770031832	0.22922326030187	0.227938581335163	-0.239537087010564	0.120400760523838	0.46816984119778	-0.0798931845854582	0.383823705095754	0.103143582863922	-0.375514444856808	-0.0209681397251787	0.232237916123333	0.382751276462564	0.168501616381236	-0.973634733810613	0.302123283438523	"S01"	0.46816984119778	"IS06"
"EEF1D"	"EEF1D"	-0.741606686456094	0.0700775858406393	0.172756866345473	-0.00184307830540026	0.0990212840575646	0.414392912677325	0.235796490365596	0.0963490738328347	0.17542443967311	-0.0522378067259415	0.38068348387143	0.352263639116513	0.150991518053826	0.260281652135166	-1.71978206478293	-0.195407393726631	"S01"	0.414392912677325	"IS06"
"CCDC152"	"CCDC152"	-0.0535706029401684	-0.133759580274407	-0.0515367564817074	-0.140627165888033	-0.0425639988883094	0.408549171147111	-0.140740210233602	0.294652178236695	-0.146022369917098	-0.0840142129802517	-0.049126689446397	0.0795273440020693	0.362545358071317	0.128028446961596	0.0954971920288651	-0.140514302994062	"S01"	0.408549171147111	"IS06"
"RHBDF2"	"RHBDF2"	-0.0422440972861665	0.032508669605056	0.121399430267286	-0.0403128518219081	0.0654595324779175	0.374639899289172	-0.216271281348297	-0.208137987443126	-0.240399784688419	0.174362687902612	-0.144936296938642	0.0583285507382282	0.0953147139270155	-0.0258272611175351	-0.0894296879955385	0.321189899797984	"S01"	0.374639899289172	"IS06"
"CD52"	"CD52"	-0.494842620170816	-0.109165170820307	0.293524575222633	-0.0659800530056191	0.144730997792349	0.353339058051179	-0.184424396442121	0.104829084433415	0.310546391227782	-0.592691471830524	0.151741016122754	0.0726853414424342	0.032395014672875	0.349497838388739	-0.0486622920416969	0.222361858833288	"S01"	0.353339058051179	"IS06"
"RNASET2"	"RNASET2"	-0.0911504315715581	0.285828276957789	0.318350471452184	-0.554279826971245	0.0225982455160883	0.342406896380134	-0.0731465496439393	0.291919826592206	-0.151572663655827	0.133279173310047	-0.271112961598566	0.254388538032053	-0.403707502336178	-0.0560671930162633	-0.275657548189779	0.216727881048886	"S01"	0.342406896380134	"IS06"
"GNG7"	"GNG7"	-0.303689847533402	0.153419134663967	-0.0412122786999048	-0.596429053965621	0.0199372238669398	0.333502363730739	-0.191847242709526	-0.0394685832717441	0.00418112855789691	0.0032508647727978	-0.0377795599446695	-0.00520616798784915	0.117054386360264	-0.0710526235217722	0.0230915691868949	-0.595950378962439	"S01"	0.333502363730739	"IS06"
"LSM7"	"LSM7"	-0.533808904162547	0.112982373441411	0.107954440092963	-0.455876576835644	0.0389173032054594	0.322961748915129	0.243738683726513	0.026358057062011	0.253962205432269	0.0428193321397607	-0.163024048612454	0.129302092976467	0.320514818524953	-0.359910344642288	0.209755641492493	0.204184194729723	"S01"	0.322961748915129	"IS06"
"UXT"	"UXT"	-0.599174577808696	0.00419198881945054	0.254532585083106	0.260273862437587	-0.0965266694515909	0.296950028851038	0.142788937337446	0.245314500366403	-0.089437866598346	0.0954283289549573	-0.0805082900493001	0.118970928568758	0.108511734664526	-0.149123495284864	0.176752505392848	-0.2200733902335	"S01"	0.296950028851038	"IS06"
"TSGA10"	"TSGA10"	0.227708768792863	-0.0809129210761661	-0.153839253906618	-0.178676089993037	0.166549112197811	0.282997888174344	-0.178819720290459	0.19979742558276	0.229795354162639	0.0466666841699211	-0.0766749774437722	0.0676892576904773	-0.0719693119298086	0.0738074496522377	-0.0543440514074271	-0.178532690241839	"S01"	0.282997888174344	"IS06"
"TULP1"	"TULP1"	-0.0208594075928244	-0.0243427458617332	-0.0212947189097104	5	-0.0204582651391162	-0.0201045436268597	-0.020096463022508	-0.0201045436268597	-0.0208507089241034	-0.0226244343891403	-0.0245098039215686	-0.0219683655536028	-0.0212044105173876	-0.0225631768953069	-0.0215982721382289	-0.0200642054574639	"S02"	5	"IS04"
"KLHL10"	"KLHL10"	-0.0208594075928244	-0.0243427458617332	-0.0212947189097104	5	-0.0204582651391162	-0.0201045436268597	-0.020096463022508	-0.0201045436268597	-0.0208507089241034	-0.0226244343891403	-0.0245098039215686	-0.0219683655536028	-0.0212044105173876	-0.0225631768953069	-0.0215982721382289	-0.0200642054574639	"S02"	5	"IS04"
"ATRNL1"	"ATRNL1"	-0.054263297007609	-0.0157437736937429	-0.0553957082313624	3.73019759649998	0.194859149823724	-0.0522996071279609	-0.0522785863855462	-0.0522996071279609	-0.0542406684433857	0.0169749229657309	-0.00101238505999029	-0.0571481207940417	-0.0551607815637145	-0.0586954525844941	0.0511472226958743	-0.0521946721216849	"S02"	3.73019759649998	"IS04"
"FGF9"	"FGF9"	-0.0874288040476867	0.0241407900212056	-0.0130334951261412	3.50772657623227	-0.0857474808929235	-0.0842649148782891	-0.0842310463433702	-0.0842649148782891	-0.0873923449967911	0.213886022090389	-0.102728844756032	-0.0397796570381352	-0.0888748275243024	-0.0489652868021977	-0.000682829084847043	-0.0840958440217917	"S02"	3.50772657623227	"IS04"
"IGHE"	"IGHE"	-0.0736186052743901	0.0642988071349223	0.12918704535583	2.26267207189113	0.00285315289301527	-0.142005749401538	-0.141948673135701	0.310894633407719	-0.0902607917358658	-0.0718043863175831	-0.0359502319233983	0.0125596706934243	-0.149774511773378	0.0801701415903647	-0.109362090746206	-0.141720826148324	"S02"	2.26267207189113	"IS04"
"ZDHHC19"	"ZDHHC19"	-0.0550518225941472	0.0848429714065742	-0.0562006894200046	1.76460734430398	-0.0539931336981059	-0.0530595974097993	-0.0530382712050526	-0.0530595974097993	0.132113701348705	0.0129595704270423	-0.0646858915481229	-0.0579785671169467	-0.0559623489220402	-0.059548383916142	0.0730882980451067	-0.0529531375434072	"S02"	1.76460734430398	"IS04"
"NTNG1"	"NTNG1"	-0.0688768738343371	-0.0803787081698666	0.0283201519322322	1.71158353687247	-0.0675523185682922	-0.0663843452275457	-0.0663576634167629	-0.0663843452275457	-0.0688481512013787	0.037096414973295	-0.0478271671676544	-0.00149334777664362	0.160087587520589	-0.0180356258578932	0.119567347705982	-0.0662511503133652	"S02"	1.71158353687247	"IS04"
"METTL21A"	"METTL21A"	-0.137154832479118	-0.126169823419413	-0.0266044305342981	1.59178608587377	-0.102476738304461	-0.102843334077602	0.133818668572929	0.0604345692886186	0.00696628748939558	0.118504155368115	-0.147351659126086	0.247389297704341	0.298554063282607	0.179169439955595	-0.367035060488396	0.484943420963273	"S02"	1.59178608587377	"IS04"
"ZNF670"	"ZNF670"	0.127645191391793	0.0222745048534312	-0.0582036376061866	1.20751552355855	-0.139986535028378	-0.137566180783818	-0.137510888910512	0.353040724369886	0.0229962394289636	0.159771313724588	-0.105392910229057	-0.011535729686675	-0.00760175457389883	-0.0284227484783971	-0.0583419603520569	-0.137290165172293	"S02"	1.20751552355855	"IS04"
"ZNF626"	"ZNF626"	0.0850095348617088	-0.109937057768881	-0.077314243661268	1.19566661946498	0.348958083392865	-0.187785666642689	0.198407746248697	-0.187785666642689	0.171309132807934	-0.00737066238346601	0.0286265980718678	-0.0534892505408063	0.0753955862716602	0.0832270791495792	-0.17431447288231	-0.18740888962294	"S02"	1.19566661946498	"IS04"
"TRPV3"	"TRPV3"	-0.113477161692358	0.120528520006949	0.100025275360199	1.08738016258854	-0.11129490858289	-0.109370629906145	-0.109326670649752	-0.109370629906145	-0.113429840106998	0.0775277283372683	-0.0503422421715046	-0.0383469848328294	-0.115354010422639	0.0260052250945377	-0.117496655108675	-0.1091511864272	"S02"	1.08738016258854	"IS04"
"HDAC9"	"HDAC9"	-0.00475107698694414	-0.16558431110704	0.113443699246136	1.06424272742464	0.302976627157679	-0.263919913090046	0.133517412391773	-0.263919913090046	-0.116111560157117	0.0420961252139507	-0.184066453833784	0.295508573698565	0.306091719084588	0.0039680873713062	-0.0969739359229222	0.878957542052753	"S02"	1.06424272742464	"IS04"
"TRIM38"	"TRIM38"	0.214538055659309	-0.266675704760144	-0.0172059115936437	1.05583817940834	0.266760237065997	0.47135036991715	0.230011432026045	0.125549969519014	0.0262256749680507	-0.0232753738639906	-0.237464330734607	-0.101011527092682	0.150650950572627	0.111582293099416	0.658095520864435	-0.560345334361176	"S02"	1.05583817940834	"IS04"
"IGLV7-46"	"IGLV7-46"	-0.0768226249453368	-0.0896513300846993	0.0815333336404232	0.959178687070833	-0.0753452667733111	-0.0740425540787987	-0.074012794209796	-0.0740425540787987	-0.0767905888215064	-0.0833230009022499	-0.017405780410922	0.307199763210056	0.254329810064317	-0.0830973971091933	-0.0795437719196425	-0.0738939935770355	"S02"	0.959178687070833	"IS04"
"ZFP14"	"ZFP14"	-0.00440283557591472	-0.14583694881718	0.034547269343452	0.891758050553879	0.377606486894592	-0.248518335322228	-0.248418448531504	-0.248518335322228	0.195553997206812	0.0248968983711215	-0.0771212449223842	-0.0568025565271794	-0.026266864796482	0.247504325094726	-0.0759486692171646	-0.248019703028243	"S02"	0.891758050553879	"IS04"
"CD27"	"CD27"	-0.252771255777702	-0.353803010593975	0.518949787353894	0.878789895514939	0.559746645560977	-0.100329870375716	0.408967505359906	0.266693616116527	-0.566651721056622	-0.146429024410857	0.0331490601177932	0.0743798352392603	0.834394921162699	0.0473110486268362	-0.113250051682798	-0.602405948650068	"S02"	0.878789895514939	"IS04"
"CREBRF"	"CREBRF"	0.190972044816584	-0.141340076958082	-0.0512318273565578	0.857618360034964	0.130843458654725	0.2041453626276	-0.136093608472073	-0.282696540155349	-0.0172322118462496	0.436600891278201	-0.330848272261139	-0.241839026352123	-0.125848671884293	-0.0951737779830272	0.762554035757731	0.0786813051617348	"S02"	0.857618360034964	"IS04"
"ARID5B"	"ARID5B"	-0.0815511414446266	0.069016100321557	-0.0716360965915704	0.856473729312884	0.00964594687244322	-0.226020256582917	0.16689070442378	-0.438870399221889	-0.414253354755245	0.398158616386853	-0.367264663427403	0.0661694465192769	0.049725585145523	-0.16253919502128	0.533283951874601	-0.469198568244004	"S02"	0.856473729312884	"IS04"
"AP1S3"	"AP1S3"	-0.100931020162445	-0.0012058218254542	0.0645567994521526	0.828044863864781	0.182021886799373	-0.251717088945072	0.0833220378294199	0.0910655114896776	-0.119862413471465	0.136877731848879	-0.0761630704156957	0.0808738263132202	0.00738214388283006	-0.0129767386542332	-0.154279977453422	0.188681403920183	"S02"	0.828044863864781	"IS04"
"ARHGAP25"	"ARHGAP25"	0.0502307530655524	-0.167408267245893	0.0917338113952655	0.826525541364006	0.51822778672389	-0.176765755118067	0.172067243125961	0.190134902387791	-0.0829105995560438	0.144040370289554	-0.239563295964032	0.19912948737788	-0.00194131645416926	0.0214802689170598	0.116120364560383	-0.0104423864104637	"S02"	0.826525541364006	"IS04"
"SNX25"	"SNX25"	0.0956626865545518	-0.0672250070405649	0.0695033639653813	0.809924390064215	0.11276230229312	-0.201597316783353	0.176663266088922	0.154165566454525	-0.209079452393744	0.189333070578009	-0.105018744540053	-0.121526224891242	0.0700560272040821	-0.0621490948751513	0.195642364896903	-0.201192827784991	"S02"	0.809924390064215	"IS04"
"ZNF891"	"ZNF891"	0.0246848785583439	-0.0911182494345329	-0.185010132280552	0.802066743699409	-0.00503162079119246	0.202777030008637	-0.200249895016107	0.734672525577655	-0.0559903376566965	-0.0375342386631771	-0.0909521559559552	-0.0699193326785329	-0.123084623901158	0.18078415027223	0.443556867242651	-0.199928466613192	"S02"	0.802066743699409	"IS04"
"CBWD5"	"CBWD5"	0.0292078770649606	-0.103561864534835	0.060626950053768	0.790887474828069	-0.199655994455955	0.301527616176865	0.322906039845137	-0.00968659842475007	-0.158138203071239	0.247241986424406	-0.0701804773079843	-0.122099091474007	0.256067363033832	0.174376662186276	-0.2959280391929	-0.292776501545618	"S02"	0.790887474828069	"IS04"
"TMEM154"	"TMEM154"	0.128872400173524	-0.340131013213081	0.182929151757212	0.776291414860779	0.224484937834679	0.313715769515924	-0.105830894678384	0.171018099690133	0.057663442721421	-0.00374983642361969	-0.230137092496508	0.0721764616059206	-0.195274676941662	0.366116439251948	0.359008705266091	0.0300153800595514	"S02"	0.776291414860779	"IS04"
"SEMA4B"	"SEMA4B"	0.0164163083287032	-0.0395231807993506	0.0800606855522146	0.776219504422687	0.215248536546437	0.669158738560016	-0.208057409701512	-0.208141067686917	-0.0194293313253138	0.0226970111428763	-0.157481492627465	0.172695555567149	-0.172253008480734	-0.0357810646515142	0.187677385128531	-0.207723449172296	"S02"	0.776219504422687	"IS04"
"TNFAIP8"	"TNFAIP8"	-0.216051296068966	-0.480823802159823	0.0842868388757388	0.769925401686462	0.010588385114054	-0.187614326825715	-0.323523089553862	0.309914219300371	0.0650010693345564	0.0307360352994083	-0.085573964023618	0.118535982475787	0.216009315959397	0.355349389830517	0.302255353679813	0.385156118900875	"S02"	0.769925401686462	"IS04"
"CNPY3"	"CNPY3"	-0.134856767483339	-0.18615594365268	0.298332753145109	0.762550870209736	0.311858348334086	0.362996240329981	-0.491695132681772	0.20203110177721	0.0501550026084976	-0.0360343687084205	-0.152979688507336	0.42669078393127	-0.133264503139536	-0.0169975511093971	0.0476161546559659	0.194120853093909	"S02"	0.762550870209736	"IS04"
"ZNF860"	"ZNF860"	0.0287562150338539	-0.117377873405914	0.00716457702835587	0.735018093521325	-0.0161107146708443	-0.131988258757962	-0.131935208814732	-0.131988258757962	0.0271287499260927	-0.0101271578013052	-0.0525106139681975	0.0733780860083117	0.0692590324557078	0.0994959315345453	0.0532075347199315	-0.131723434803793	"S02"	0.735018093521325	"IS04"
"CEPT1"	"CEPT1"	-0.173243343236935	-0.271668983464469	0.306408347688005	0.72567524633163	0.322577078428105	-0.380197373965337	0.127059878360961	0.504670060339714	0.118208143779062	-0.109219052962224	-0.0826660589062736	-0.0414231172465643	0.0502021989342822	0.444600774869277	-0.10671205233302	0.0559259722743105	"S02"	0.72567524633163	"IS04"
"DPF3"	"DPF3"	-0.0403506295873609	0.0459878213859508	0.0996306367942449	0.719817093205971	0.207581196730811	-0.131287555598406	-0.131234787288278	-0.131287555598406	0.0948296281251221	-0.0720074580289857	-0.0287879159274314	-0.10945453435787	0.00372517369438085	0.0061117446218887	0.00382813256245323	-0.131024137549453	"S02"	0.719817093205971	"IS04"
"PIKFYVE"	"PIKFYVE"	0.0749364491312327	-0.126643278937666	0.0621602157281033	0.719307293686093	0.167528989754129	-0.114131263828257	0.102619914060667	-0.158889004577682	-0.223693837431561	0.190481436170106	-0.229570803914511	0.217595488492702	0.00131419039998635	-0.144956833470154	0.392566369190701	0.00220666498331759	"S02"	0.719307293686093	"IS04"
"INPP5D"	"INPP5D"	0.11695099508522	0.048938721209303	0.176347352423151	0.673776194263489	0.249783662655239	-0.357064836906386	0.0836734466650275	0.0288332534975175	-0.29316658198528	0.0429411568392943	-0.376486222899982	0.0587569395435432	0.144137524699392	0.193242343647683	0.0217441352662893	0.443481058331323	"S02"	0.673776194263489	"IS04"
"PNISR"	"PNISR"	0.164021908189774	-0.310851678070314	0.31117254980877	0.632484166555372	0.394028343816933	0.173056775071651	-0.263522997378347	0.311762745808666	0.0400451836918109	-0.00428798822303521	-0.0464262973352605	-0.378991304904572	-0.0139994038405331	0.515373624184146	-0.096834837516914	0.365223500350429	"S02"	0.632484166555372	"IS04"
"ESR2"	"ESR2"	-0.063736059321728	-0.114248851866902	-0.155555439065719	0.629706786915072	0.342115545391963	-0.146861347376883	-0.146802319504143	0.392636882924357	-0.0576321667673615	-0.0204317205597017	0.024706662069495	0.0178060119614856	0.245765532315709	0.0878258553499161	-0.0697331561502687	-0.14656668175213	"S02"	0.629706786915072	"IS04"
