"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"	"InitialState"
"NYX"	"NYX"	-0.0366960295397268	-0.0370751207539801	-0.0386731863037207	0.304141668558074	-0.0323905387092534	"S01"	0.304141668558074	"IS04"
"OTOGL"	"OTOGL"	-0.0366960295397268	-0.0370751207539801	-0.0386731863037207	0.304141668558074	-0.0323905387092534	"S01"	0.304141668558074	"IS04"
"LRRTM3"	"LRRTM3"	-0.0366960295397268	-0.0370751207539801	-0.0386731863037207	0.304141668558074	-0.0323905387092534	"S01"	0.304141668558074	"IS04"
"OR3A1"	"OR3A1"	-0.0366960295397268	-0.0370751207539801	-0.0386731863037207	0.304141668558074	-0.0323905387092534	"S01"	0.304141668558074	"IS04"
"NPIPB9"	"NPIPB9"	-0.0366960295397267	-0.03707512075398	-0.0386731863037205	0.304141668558073	-0.0323905387092533	"S01"	0.304141668558073	"IS04"
"TRAJ30"	"TRAJ30"	-0.0366960295397267	-0.03707512075398	-0.0386731863037205	0.304141668558073	-0.0323905387092533	"S01"	0.304141668558073	"IS04"
"USH1G"	"USH1G"	-0.0366960295397267	-0.03707512075398	-0.0386731863037205	0.304141668558073	-0.0323905387092533	"S01"	0.304141668558073	"IS04"
"OR10K2"	"OR10K2"	-0.0366960295397267	-0.03707512075398	-0.0386731863037205	0.304141668558073	-0.0323905387092533	"S01"	0.304141668558073	"IS04"
"NLRC3"	"NLRC3"	-0.175713357775487	-0.114770177853342	0.0195824703262773	0.302628286110457	0.203073672458941	"S01"	0.302628286110457	"IS04"
"SLAMF1"	"SLAMF1"	0.0349837238691496	-0.241750205642444	-0.0671560857624112	0.302541390618115	0.225355089450081	"S01"	0.302541390618115	"IS04"
"TNFSF8"	"TNFSF8"	0.156053361146309	-0.01242206677744	-0.147264186149096	0.297159374619695	-0.176956491068308	"S01"	0.297159374619695	"IS04"
"UBASH3B"	"UBASH3B"	-0.190694134906376	-0.239889870159461	0.292705035981842	0.295673091572276	-0.0325139963987798	"S01"	0.295673091572276	"IS04"
"PTPN13"	"PTPN13"	0.21764114917199	-0.202196050202717	-0.15887612176221	0.295005257755705	0.0451098765412959	"S01"	0.295005257755705	"IS04"
"EMB"	"EMB"	0.133755076838653	-0.301204978923355	0.0164302021288594	0.292618820962098	0.0344034984261886	"S01"	0.292618820962098	"IS04"
"TRPS1"	"TRPS1"	0.0425232273259187	-0.184999622019374	-0.10277195284313	0.292153528690125	0.192602430259344	"S01"	0.292153528690125	"IS04"
"GDF10"	"GDF10"	-0.0735803266872685	-0.0182556321767126	-0.0068810638305564	0.291834045966769	-0.0502849704851347	"S01"	0.291834045966769	"IS04"
"SYTL1"	"SYTL1"	0.0286965104052159	-0.218101367248771	0.0366909468767775	0.291419516583011	0.0319283067703646	"S01"	0.291419516583011	"IS04"
"CSGALNACT1"	"CSGALNACT1"	-0.0254538115877128	-0.164410874627137	-0.0128098420957129	0.288636165703487	0.115700973385364	"S01"	0.288636165703487	"IS04"
"NELL2"	"NELL2"	0.136137358518665	-0.0821584710154078	-0.193859458467064	0.284110641075667	0.0487140814471222	"S01"	0.284110641075667	"IS04"
"CCND2"	"CCND2"	-0.23869845390466	-0.217306106477203	0.152899882588827	0.278187574998231	0.251674525760441	"S01"	0.278187574998231	"IS04"
"SURF4"	"SURF4"	0.074733086679359	-0.152163901249511	-0.107780055775296	0.27375548552181	0.113764498264492	"S01"	0.27375548552181	"IS04"
"IFI16"	"IFI16"	-0.0955479393663967	-0.209964684494016	0.0670476113740916	0.269325897102968	0.172605723847164	"S01"	0.269325897102968	"IS04"
"TMEM244"	"TMEM244"	-0.0351979721743509	-0.0102497401204592	-0.00514416656285274	0.266391734789683	-0.106363813859871	"S01"	0.266391734789683	"IS04"
"JTB"	"JTB"	0.157215172851697	-0.356283971893528	0.0460534997284727	0.258620864811118	0.0581993443815218	"S01"	0.258620864811118	"IS04"
"PARD6G"	"PARD6G"	0.122620880708088	-0.0770525445768064	-0.145363448675244	0.254635053565922	0.000499914927535964	"S01"	0.254635053565922	"IS04"
"ITPR1"	"ITPR1"	0.107736230228232	-0.0566123140103411	-0.108297321597121	0.251372574035312	-0.0684505027321561	"S01"	0.251372574035312	"IS04"
"CD3G"	"CD3G"	0.0691353160512331	-0.351735365157472	0.0138346850556582	0.250896522334695	0.244346350450478	"S01"	0.250896522334695	"IS04"
"SLF1"	"SLF1"	0.186539305862779	-0.215154989757862	-0.0230332288696342	0.238253884093853	-0.0757469277041311	"S01"	0.238253884093853	"IS04"
"SYT11"	"SYT11"	-0.0228993777964532	-0.210694894813645	0.0292984041541559	0.237198471266391	0.148775833207707	"S01"	0.237198471266391	"IS04"
"CD82"	"CD82"	0.0194410374311303	-0.257153132945435	0.115000807178076	0.232588356277897	0.0162003740625239	"S01"	0.232588356277897	"IS04"
"CYTIP"	"CYTIP"	0.220964968849574	-0.272761641335359	-0.0846622222264551	0.230453865379358	0.0700259792988711	"S01"	0.230453865379358	"IS04"
"SLA2"	"SLA2"	-0.139153186722966	-0.066805735039419	0.155106928018151	0.230262175707693	-0.103920531759069	"S01"	0.230262175707693	"IS04"
"RAB27A"	"RAB27A"	-0.0733874564228859	-0.246423108995233	0.164349767813539	0.227861532269743	0.0612570081445344	"S01"	0.227861532269743	"IS04"
"LAX1"	"LAX1"	-0.0940257424192613	-0.238028706621126	0.136508409521777	0.221485877447929	0.130642935500077	"S01"	0.221485877447929	"IS04"
"NFATC3"	"NFATC3"	-0.116008611750123	-0.174481790506356	0.055451296376448	0.220147805253813	0.202066763191265	"S01"	0.220147805253813	"IS04"
"SEMA4D"	"SEMA4D"	0.0101727820260124	-0.230263828663091	0.0593616654535136	0.216018695511697	0.0931972182860908	"S01"	0.216018695511697	"IS04"
"SH2D2A"	"SH2D2A"	0.104028977298487	-0.161625208552524	0.0170687938638258	0.214652914292315	-0.0842950498262608	"S01"	0.214652914292315	"IS04"
"ADGRE5"	"ADGRE5"	0.0201153937521949	-0.346648397962234	0.177234106203657	0.209405999505855	0.0659760338081382	"S01"	0.209405999505855	"IS04"
"PPM1M"	"PPM1M"	-0.100112579526074	-0.103997267728043	0.0328484163500052	0.198247624566823	0.121451361463339	"S01"	0.198247624566823	"IS04"
"FMNL1"	"FMNL1"	0.0534147402997456	-0.297611907175535	0.0448607803286099	0.197784710379607	0.168976819070529	"S01"	0.197784710379607	"IS04"
"GFI1"	"GFI1"	-0.0615829446384598	-0.212920875870097	0.080544096761	0.197708968506104	0.15253317101455	"S01"	0.197708968506104	"IS04"
"METTL8"	"METTL8"	0.113662834874718	-0.151782855021481	-0.126601603405462	0.194568552933953	0.140337385387948	"S01"	0.194568552933953	"IS04"
"RGSL1"	"RGSL1"	-0.0519161628064727	-0.0524524868024073	0.0430521058709765	0.193713590632013	-0.0458249162678071	"S01"	0.193713590632013	"IS04"
"GIMAP7"	"GIMAP7"	0.0357673849544862	-0.306948587085967	0.153973462241727	0.193443609171984	0.03053629972547	"S01"	0.193443609171984	"IS04"
"GBP2"	"GBP2"	0.104842157225686	-0.35057241101721	0.181054530204951	0.191950405934234	-0.0510434500859552	"S01"	0.191950405934234	"IS04"
"ZNF80"	"ZNF80"	-0.0904979794007882	-0.0832553214923614	0.0813950198273856	0.179594510230428	0.00621279319022779	"S01"	0.179594510230428	"IS04"
"CD101"	"CD101"	-0.0533596333625345	-0.125070098321849	0.0391768107843964	0.178529034881241	0.0861581417793518	"S01"	0.178529034881241	"IS04"
"HNRNPA3"	"HNRNPA3"	0.102404256604592	-0.240258585634248	-0.0180586166799464	0.17667728538118	0.12543388291915	"S01"	0.17667728538118	"IS04"
"GZMM"	"GZMM"	0.0329751892611907	-0.225157075418215	0.0472085528589085	0.175275385523323	0.0991640831171506	"S01"	0.175275385523323	"IS04"
"TAP1"	"TAP1"	-0.0458360535218666	-0.152386641738037	0.135501348811292	0.167684747241928	-0.036697683331143	"S01"	0.167684747241928	"IS04"
"TGIF1"	"TGIF1"	0.0992676766651414	-0.121785705890847	-0.0620590979137135	0.163028158128723	0.0293491875510077	"S01"	0.163028158128723	"IS04"
"IL27RA"	"IL27RA"	0.0420073520512243	-0.212850786490143	0.0773403345421407	0.155806742714238	0.0293237703837265	"S01"	0.155806742714238	"IS04"
"LYST"	"LYST"	0.12057098146964	-0.155467985254688	-0.0596322107493289	0.150719591772298	0.0537336295506363	"S01"	0.150719591772298	"IS04"
"CLEC2D"	"CLEC2D"	-0.0145572563721608	-0.225161844062146	0.105431242687343	0.145384029135705	0.0945919233059522	"S01"	0.145384029135705	"IS04"
"XCL1"	"XCL1"	0.0332824031988306	-0.0749628950691698	-0.0964924959906629	0.141589571914508	0.129453991861453	"S01"	0.141589571914508	"IS04"
"CAMK1"	"CAMK1"	0.11521464997503	-0.142891043519374	-0.00513114184822462	0.13959107697822	-0.0412483962987687	"S01"	0.13959107697822	"IS04"
"RBPJ"	"RBPJ"	-0.0990648531024253	-0.111954553656772	0.090197178367007	0.137067176482039	0.0785045977254051	"S01"	0.137067176482039	"IS04"
"POLR1E"	"POLR1E"	0.0564265409687285	-0.111809652189727	-0.0255021676121292	0.124745228942746	0.044244870735135	"S01"	0.124745228942746	"IS04"
"TSPAN5"	"TSPAN5"	0.0910307430362242	-0.276306684444091	0.0633779843053675	0.120242857164909	0.101363879075184	"S01"	0.120242857164909	"IS04"
"IL13"	"IL13"	-0.0393891415435825	-0.0490772182934217	0.0986141158700693	0.117823989456173	-0.110647937938419	"S01"	0.117823989456173	"IS04"
"TRBV29-1"	"TRBV29-1"	0.0790508550217974	-0.0742161893425903	-0.0774151630211502	0.105827649734726	0.0515185565833423	"S01"	0.105827649734726	"IS04"
"TRAV8-3"	"TRAV8-3"	-0.0893697723707025	-0.0248225675621072	0.0132217620780505	0.0903894338709078	0.0896905064186486	"S01"	0.0903894338709078	"IS04"
"ABAT"	"ABAT"	-0.0359837697900237	-0.0774334537047105	0.0356394729584172	0.090118678342772	0.0528837048062545	"S01"	0.090118678342772	"IS04"
"PLD6"	"PLD6"	-0.0770242951103915	0.0518808327925716	0.0243914414623942	0.0672138545509958	-0.0508755440098558	"S01"	0.0672138545509958	"IS04"
"ATP6V0E2"	"ATP6V0E2"	0.0536282327812625	-0.0920423970785413	-0.00910950247144523	0.0617108157061381	0.0339728874533533	"S01"	0.0617108157061381	"IS04"
"TMIGD2"	"TMIGD2"	-0.344976697129363	-0.0834387842168181	-0.103214767815768	-0.165271178436924	0.941312481756796	"S02"	0.941312481756796	"IS05"
"IL17A"	"IL17A"	-0.258766628556834	-0.0489765023961721	-0.219148667485147	-0.018452865366057	0.849301129432285	"S02"	0.849301129432285	"IS05"
"NCR3"	"NCR3"	-0.231240797393951	0.0490856261830109	-0.22093743604386	-0.265944495148648	0.829472006724849	"S02"	0.829472006724849	"IS05"
"CD8A"	"CD8A"	-0.407878771126104	-0.0974401857512714	-0.198438366221837	0.52966619080792	0.737125615988648	"S02"	0.737125615988648	"IS05"
"IKZF3"	"IKZF3"	-0.272027564927527	-0.311419093314073	-0.0965693882088263	0.519039735995733	0.69966792389154	"S02"	0.69966792389154	"IS05"
"CRTAM"	"CRTAM"	-0.285744710380322	-0.0775543797351537	-0.0970311837806972	0.166338921983302	0.602219977277918	"S02"	0.602219977277918	"IS05"
"PDLIM4"	"PDLIM4"	-0.175049696616316	0.0632511461432208	-0.150802028364795	-0.233273972819698	0.581952659017292	"S02"	0.581952659017292	"IS05"
"SRGAP3"	"SRGAP3"	-0.204805950838716	-0.193208983608529	0.0446081819851788	-0.0448922316925213	0.567772778819297	"S02"	0.567772778819297	"IS05"
"GREB1"	"GREB1"	-0.156917736449253	0.0146008526528457	-0.141232147557917	-0.156156183598371	0.560536089965299	"S02"	0.560536089965299	"IS05"
"LAYN"	"LAYN"	-0.10710676173645	-0.142164629414999	-0.152611944164063	0.123411302947818	0.553830612977345	"S02"	0.553830612977345	"IS05"
"SCML4"	"SCML4"	-0.291520089358848	-0.151458683460613	0.135708390755853	-0.123250319257082	0.536388800508889	"S02"	0.536388800508889	"IS05"
"KLRB1"	"KLRB1"	0.24702438892367	0.0698416937911136	-0.642071093218982	0.0818585445510879	0.534871153526176	"S02"	0.534871153526176	"IS05"
"MT-ATP6"	"MT-ATP6"	0.094583513460215	0.240784310718039	-0.0847556047750073	-1.31336241900175	0.533377408301886	"S02"	0.533377408301886	"IS05"
"MT-ND1"	"MT-ND1"	0.310258016229443	0.0597609538583401	-0.232356232987128	-1.02303475836666	0.532943093806853	"S02"	0.532943093806853	"IS05"
"ITGAE"	"ITGAE"	-0.214022390255024	-0.167661261658754	0.0486336955322947	-0.0223102857951839	0.519728608816625	"S02"	0.519728608816625	"IS05"
"CD84"	"CD84"	-0.258062852433806	-0.177552773828319	-0.0614585959212941	0.369472293877711	0.515247621613371	"S02"	0.515247621613371	"IS05"
"ZNRF1"	"ZNRF1"	-0.0506736797649467	-0.185729243897118	-0.10565573377338	0.0429189083729071	0.512769854942614	"S02"	0.512769854942614	"IS05"
"NFATC2"	"NFATC2"	-0.13601652017572	-0.191776113836643	-0.121942824109643	0.306183356598044	0.496936632949945	"S02"	0.496936632949945	"IS05"
"TNS3"	"TNS3"	-0.259448367918089	-0.135960673865102	0.0982424762819973	-0.0676125221165003	0.48780822728126	"S02"	0.48780822728126	"IS05"
"FSD1"	"FSD1"	-0.159802681122604	0.0229080092599146	-0.125225431044235	-0.0989102167142954	0.485578863002575	"S02"	0.485578863002575	"IS05"
"PNISR"	"PNISR"	-0.165012747168561	-0.175382084856488	0.0432750960103533	-0.0488180825106482	0.484543720858359	"S02"	0.484543720858359	"IS05"
"NTRK2"	"NTRK2"	0.0064493283844998	-0.00601832762302006	-0.204958244518368	-0.202826294689202	0.483271050733964	"S02"	0.483271050733964	"IS05"
"DZIP3"	"DZIP3"	-0.167792813728986	-0.107762659300981	-0.0865308551917357	0.128511040102787	0.478429505201014	"S02"	0.478429505201014	"IS05"
"IL26"	"IL26"	0.0553516948549934	-0.139655476725215	-0.22359868538478	0.0541885413651563	0.469799099562472	"S02"	0.469799099562472	"IS05"
"MT-CO2"	"MT-CO2"	0.150039589933511	0.31951341115803	0.0714835273216335	-1.89425942536577	0.467201977246457	"S02"	0.467201977246457	"IS05"
"TNFSF4"	"TNFSF4"	-0.0251590533512938	0.00217675956001733	-0.238668057797903	-0.0391926380484848	0.461786046489327	"S02"	0.461786046489327	"IS05"
"ENTPD1"	"ENTPD1"	-0.209936539655932	-0.12097912964656	0.0742410951878321	-0.103160538767533	0.454086112084328	"S02"	0.454086112084328	"IS05"
"OPCML"	"OPCML"	-0.0355555718444803	-0.10294212285696	-0.107379283324933	-0.0851692093380663	0.452761844476477	"S02"	0.452761844476477	"IS05"
"KRT86"	"KRT86"	-0.263268481688252	0.121579591111946	-0.0771220772756321	-0.15388217034396	0.447087646155927	"S02"	0.447087646155927	"IS05"
