"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"	"InitialState"
"LCP2"	"LCP2"	-0.186951953638674	-0.190251976316011	-0.0580188177766108	0.341374773667196	0.440559922172774	"S02"	0.440559922172774	"IS05"
"MT-CO1"	"MT-CO1"	0.125100100661657	0.307063398069983	0.178712830584851	-2.01221382420735	0.426484413475331	"S02"	0.426484413475331	"IS05"
"IL2RB"	"IL2RB"	-0.0785756344819602	-0.252044352364566	-0.0756409499053162	0.319112861284199	0.416712928029283	"S02"	0.416712928029283	"IS05"
"UBASH3A"	"UBASH3A"	-0.109159225709083	-0.128601646175322	0.0319179295705333	-0.145480156816687	0.412918113261812	"S02"	0.412918113261812	"IS05"
"LPXN"	"LPXN"	-0.0371053696352209	-0.319853249216069	-0.000322192793777414	0.203442353339184	0.412894781937992	"S02"	0.412894781937992	"IS05"
"FAM53B"	"FAM53B"	0.0328010152890904	-0.0846686720693078	-0.161415755408816	-0.0841401356110118	0.41027135346107	"S02"	0.41027135346107	"IS05"
"CCL20"	"CCL20"	-0.133992613262278	-0.0943550149583957	0.0644069470765537	-0.241949884073534	0.409836632762871	"S02"	0.409836632762871	"IS05"
"CTSW"	"CTSW"	-0.320925642744299	-0.103553895559002	0.161705641218104	-0.0431334733606586	0.407678889739276	"S02"	0.407678889739276	"IS05"
"GBP5"	"GBP5"	0.143035555699152	-0.211382940198792	-0.266086014895769	0.220057831573277	0.404258380507824	"S02"	0.404258380507824	"IS05"
"OXNAD1"	"OXNAD1"	-0.065568000164921	-0.275184257377401	0.0854946075757052	-0.02929725090088	0.404145215682453	"S02"	0.404145215682453	"IS05"
"PRDX5"	"PRDX5"	0.0883111746025101	-0.233003992458738	-0.0027678023016503	-0.24120873499339	0.399253309938591	"S02"	0.399253309938591	"IS05"
"OR1A1"	"OR1A1"	-0.0734242082301398	-0.0741827227779718	-0.0773802539321947	-0.0613751073923732	0.398938198050426	"S02"	0.398938198050426	"IS05"
"TNFRSF9"	"TNFRSF9"	-0.347736851588688	0.100873322646685	-0.040073317745133	0.0628604903955789	0.395555118982659	"S02"	0.395555118982659	"IS05"
"TRAV24"	"TRAV24"	-0.0718007612625449	-0.0725425046640174	-0.0756693367616044	-0.0600180722348452	0.390117469526494	"S02"	0.390117469526494	"IS05"
"LRRN3"	"LRRN3"	-0.0728370201445147	0.0152444210331043	-0.231129191081774	0.122657002584641	0.389301194785214	"S02"	0.389301194785214	"IS05"
"CYFIP2"	"CYFIP2"	-0.126446580413218	-0.100539251791207	-0.109579078392722	0.207025894709594	0.388614602739459	"S02"	0.388614602739459	"IS05"
"CD96"	"CD96"	-0.0436814533031786	-0.148189390005606	0.0431515772114842	-0.236644438909066	0.388094368138624	"S02"	0.388094368138624	"IS05"
"ETV1"	"ETV1"	-0.168374109509835	-0.0819134204182482	-0.0895266829843986	0.21393256020381	0.385051687824099	"S02"	0.385051687824099	"IS05"
"RUNX2"	"RUNX2"	0.0680625784865206	-0.1763968187249	-0.165593529727402	0.0915251295483269	0.384531653873696	"S02"	0.384531653873696	"IS05"
"ARAP2"	"ARAP2"	0.0210009704138279	-0.114429384276128	-0.160051423522333	0.0469040387842924	0.381432911347226	"S02"	0.381432911347226	"IS05"
"ASB2"	"ASB2"	-0.0389134336762833	-0.073239355023907	-0.113095901509517	-0.0109695454251219	0.369945505675254	"S02"	0.369945505675254	"IS05"
"KRT81"	"KRT81"	-0.156552056090857	-0.0705287512324048	0.0367305884165668	-0.117350363335564	0.367232624003596	"S02"	0.367232624003596	"IS05"
"DAPK2"	"DAPK2"	-0.143356726966686	-0.0421404656253017	0.0225316277624326	-0.17297939487659	0.365375512272572	"S02"	0.365375512272572	"IS05"
"EVL"	"EVL"	-0.172768625081267	-0.215497490281982	0.281912056283505	-0.344675814680318	0.363704660817574	"S02"	0.363704660817574	"IS05"
"TP73"	"TP73"	-0.132012689348964	-0.0902845470451028	0.00728934015294018	-0.0473847399307615	0.361496504643284	"S02"	0.361496504643284	"IS05"
"NPW"	"NPW"	-0.136433642787576	0.0780784474918968	-0.114435421080033	-0.120419933699433	0.361181976765988	"S02"	0.361181976765988	"IS05"
"PON3"	"PON3"	-0.115323453425703	-0.0754099376877987	0.013561637083887	-0.126434529754119	0.357238399361442	"S02"	0.357238399361442	"IS05"
"TNIP3"	"TNIP3"	-0.180572909460371	-0.104264484658282	-0.0143214505110861	0.165527035061701	0.345842906057311	"S02"	0.345842906057311	"IS05"
"TNFRSF25"	"TNFRSF25"	0.183065762807917	-0.186082459249251	-0.256319990872628	0.140210570369987	0.343025149490529	"S02"	0.343025149490529	"IS05"
"RAP1B"	"RAP1B"	-0.130302049243539	-0.328126478380314	0.221384220575375	-0.00665872123879076	0.34147962232826	"S02"	0.34147962232826	"IS05"
"HCST"	"HCST"	-0.224119647599019	-0.227090578707027	0.269227679274668	-0.139115741970051	0.338722967627677	"S02"	0.338722967627677	"IS05"
"JAK3"	"JAK3"	-0.0938309455990235	-0.195921869516753	-0.07207493775075	0.331099809795831	0.338465602946146	"S02"	0.338465602946146	"IS05"
"STAT3"	"STAT3"	-0.048934517642897	-0.0546774754433231	-0.047688818018335	-0.143296059657067	0.33838846857259	"S02"	0.33838846857259	"IS05"
"MAST4"	"MAST4"	0.0737802774086621	0.070309272780309	-0.29514500519825	-0.091843389611042	0.336613702693267	"S02"	0.336613702693267	"IS05"
"NUDT7"	"NUDT7"	-0.0358703952939906	-0.163174178323602	-0.019220876259482	0.0118183968586741	0.331977950226686	"S02"	0.331977950226686	"IS05"
"MCF2L2"	"MCF2L2"	-0.130984720383254	0.0111157981891352	-0.0663929347991414	-0.0544608740410296	0.330766836173938	"S02"	0.330766836173938	"IS05"
"RPS27L"	"RPS27L"	0.105574739950398	-0.111287289969836	-0.139613496988903	-0.122109147759419	0.330749434900785	"S02"	0.330749434900785	"IS05"
"IL18RAP"	"IL18RAP"	-0.149307488326532	-0.0728668333596732	0.0500212395374799	-0.105722306705132	0.329538711248294	"S02"	0.329538711248294	"IS05"
"C12orf57"	"C12orf57"	0.0239065629306438	-0.290165795391849	0.115822860999511	-0.153762306280677	0.32675535315714	"S02"	0.32675535315714	"IS05"
"WDR83OS"	"WDR83OS"	0.0768266211756526	-0.262901582246508	0.157803529460996	-0.431993715597712	0.326244225640466	"S02"	0.326244225640466	"IS05"
"GPR171"	"GPR171"	-0.248652391286846	-0.196879834789833	0.230210439005308	-0.0391522075879001	0.325253609765026	"S02"	0.325253609765026	"IS05"
"GLCCI1"	"GLCCI1"	0.0150231823473163	-0.0396626955753004	-0.163368323607021	-0.0119273688662164	0.320677748965349	"S02"	0.320677748965349	"IS05"
"ZNF831"	"ZNF831"	-0.172425318835326	-0.0129095090943823	-0.125113883191611	0.247553010319153	0.320375226602292	"S02"	0.320375226602292	"IS05"
"CD200R1"	"CD200R1"	-0.12692383750881	-0.174240917085319	0.0300452684583079	0.138297068691116	0.317503103400635	"S02"	0.317503103400635	"IS05"
"XCL2"	"XCL2"	-0.080397295441165	-0.0313821847596973	-0.0512936413682701	-0.0817798609954676	0.313490297334347	"S02"	0.313490297334347	"IS05"
"CHN1"	"CHN1"	0.246209678090133	-0.194785908765043	-0.20881033172992	-0.047149116811595	0.310668850717177	"S02"	0.310668850717177	"IS05"
"RYR2"	"RYR2"	-0.165408786408039	-0.0648671171651296	-0.050384119274396	0.186672068041786	0.307371916012842	"S02"	0.307371916012842	"IS05"
"BIN1"	"BIN1"	-0.221908554701513	-0.271704243855079	0.301961072849901	-0.0737174107311254	0.304550805750091	"S02"	0.304550805750091	"IS05"
"TMEM167A"	"TMEM167A"	0.207568523567772	-0.205382559196652	-0.1627598259765	-0.0386464788077635	0.302843020898048	"S02"	0.302843020898048	"IS05"
"PARK7"	"PARK7"	-0.0725470339635275	-0.284367234143603	0.217159915112613	-0.164142284237058	0.301810587276029	"S02"	0.301810587276029	"IS05"
"CD70"	"CD70"	0.0213286239391171	-0.141112691978816	-0.0155453169120557	-0.128140239923733	0.301489552042451	"S02"	0.301489552042451	"IS05"
"ABCA2"	"ABCA2"	-0.112583957964447	-0.161266569908582	0.04186195810493	0.0723949472936996	0.301379099897113	"S02"	0.301379099897113	"IS05"
"ADAMTS17"	"ADAMTS17"	-0.121274143923078	-0.122526975988399	-0.0104466022896871	0.132487502234701	0.300444381123049	"S02"	0.300444381123049	"IS05"
"ST8SIA1"	"ST8SIA1"	-0.114977762890112	-0.07520451058872	-0.0174595644152756	0.0295136531066585	0.300403849202447	"S02"	0.300403849202447	"IS05"
"FAM104A"	"FAM104A"	-0.00730027476924663	-0.087513768003291	-0.031186713682471	-0.144198366327275	0.299079652243397	"S02"	0.299079652243397	"IS05"
"FDXR"	"FDXR"	-0.010380845123793	-0.123649670290643	-0.107546273914301	0.130868628855722	0.297384289928448	"S02"	0.297384289928448	"IS05"
"RPL39"	"RPL39"	0.118834408174605	0.122643165162939	0.236466136072412	-1.53758294986434	0.297141659686874	"S02"	0.297141659686874	"IS05"
"FASLG"	"FASLG"	-0.0588437831756505	-0.150508257682595	0.0538158438970255	-0.0920436418850044	0.296783213760929	"S02"	0.296783213760929	"IS05"
"ENSA"	"ENSA"	0.24046280516116	-0.349149292502537	0.0901393400035848	-0.3877988799004	0.294197423924373	"S02"	0.294197423924373	"IS05"
"LIMD2"	"LIMD2"	0.203742952156139	-0.278013813572036	0.0224804308493039	-0.302096234349956	0.293541488335314	"S02"	0.293541488335314	"IS05"
"TMPRSS3"	"TMPRSS3"	-0.0831328179087873	-0.142218456675534	-0.0366265376381499	0.167999065857806	0.292318690008142	"S02"	0.292318690008142	"IS05"
"AAK1"	"AAK1"	0.0566383105771276	-0.0438933180738088	-0.208610642210294	0.0570280488500871	0.292038418226742	"S02"	0.292038418226742	"IS05"
"FGD3"	"FGD3"	0.047688182134805	-0.245648249953579	0.0634440904072476	-0.128336817372461	0.291599870282688	"S02"	0.291599870282688	"IS05"
"RINL"	"RINL"	-0.198893269034078	-0.15672156307472	0.169813821395391	-0.0425136741929589	0.290736908800063	"S02"	0.290736908800063	"IS05"
"HECTD2"	"HECTD2"	-0.201286196073587	-0.120270505348115	0.128340922185293	-0.0163089545835802	0.289091554594709	"S02"	0.289091554594709	"IS05"
"ANKRD28"	"ANKRD28"	-0.0515018022289362	0.152604940932033	-0.184617935988192	-0.198622227622656	0.288018224514548	"S02"	0.288018224514548	"IS05"
"UCP2"	"UCP2"	0.0678651303409809	-0.25854856290009	0.0400749307512225	-0.0803347967787578	0.286880474353491	"S02"	0.286880474353491	"IS05"
"INPP5F"	"INPP5F"	-0.0456294022612704	-0.177745332411993	-0.0515328211285367	0.215976865184754	0.282243457785426	"S02"	0.282243457785426	"IS05"
"NHS"	"NHS"	-0.0982151033308214	-0.192258361279184	0.0290548407458128	0.169071300374729	0.282201063435531	"S02"	0.282201063435531	"IS05"
"GRAP2"	"GRAP2"	-0.193254127791348	-0.173317854000877	0.170550973478008	-0.00675376253979712	0.28195186600383	"S02"	0.28195186600383	"IS05"
"MICAL2"	"MICAL2"	-0.0260387116583774	-0.0812181739226187	-0.13432684467231	0.158095728764081	0.28129650075117	"S02"	0.28129650075117	"IS05"
"PRKCH"	"PRKCH"	-0.0628335390454612	-0.210839241957197	0.117356658747826	-0.0779213296313619	0.280338659099962	"S02"	0.280338659099962	"IS05"
"THADA"	"THADA"	-0.127306358470556	-0.184535552463706	0.0183931747160227	0.247938915369256	0.277693722559429	"S02"	0.277693722559429	"IS05"
"CFLAR"	"CFLAR"	0.0087782224762504	-0.171975435641388	-0.112609632902437	0.242153480537317	0.274762565638743	"S02"	0.274762565638743	"IS05"
"RAC2"	"RAC2"	0.0591563563598392	-0.471496855855219	0.202710949306195	0.0424116130396222	0.273459790955037	"S02"	0.273459790955037	"IS05"
"FYN"	"FYN"	-0.0516427105626339	-0.25041554816404	0.023628816151474	0.223691757699445	0.273009216906351	"S02"	0.273009216906351	"IS05"
"EEF1D"	"EEF1D"	0.140177301399987	-0.128734796772935	0.114587763678184	-0.68566282004103	0.269550066462058	"S02"	0.269550066462058	"IS05"
"ZAP70"	"ZAP70"	0.0772268541748322	-0.237405439128828	-0.062817484117298	0.126025464596387	0.2693143834113	"S02"	0.2693143834113	"IS05"
"ZEB2"	"ZEB2"	0.127529708584236	-0.128939649415792	-0.169289786030386	0.0299366984989379	0.269249698539586	"S02"	0.269249698539586	"IS05"
"NDUFA3"	"NDUFA3"	0.0136506277112814	-0.344781559376055	0.266066440318126	-0.289011099298009	0.269125223177015	"S02"	0.269125223177015	"IS05"
"DNAJC8"	"DNAJC8"	0.0960430550995469	-0.234124051614101	0.0125810581338516	-0.104423511842584	0.268840568223692	"S02"	0.268840568223692	"IS05"
"TPM3"	"TPM3"	0.132112349045323	-0.346609531407809	0.0654437004416606	-0.0579198958184019	0.267975009218113	"S02"	0.267975009218113	"IS05"
"THEMIS"	"THEMIS"	0.0248445250756435	-0.0380242588634583	-0.19433855477148	0.114848958543104	0.267321542693073	"S02"	0.267321542693073	"IS05"
"CHST12"	"CHST12"	-0.180660486156971	-0.190649986193876	0.137078658701657	0.1109279362185	0.264332314195296	"S02"	0.264332314195296	"IS05"
"CCSER2"	"CCSER2"	-0.010774014714547	-0.273567097988496	0.0131220812784361	0.223890483580274	0.264302371527679	"S02"	0.264302371527679	"IS05"
"CD69"	"CD69"	0.107156251648008	-0.235973362640481	-0.0872405085377735	0.125976693513299	0.26253732061134	"S02"	0.26253732061134	"IS05"
"SON"	"SON"	0.0983421404528035	-0.37128944728336	0.0104779797088058	0.22284868682808	0.255356377273416	"S02"	0.255356377273416	"IS05"
"AFAP1L2"	"AFAP1L2"	-0.260913985818881	-0.0322332096803858	0.148144118987017	-0.081018136966068	0.254622131816673	"S02"	0.254622131816673	"IS05"
"KIF5C"	"KIF5C"	0.032620812157315	-0.082228218638517	-0.196396754900099	0.22248219109954	0.253095526220592	"S02"	0.253095526220592	"IS05"
"HOXB2"	"HOXB2"	0.230563757733863	-0.146447884331357	-0.181589262774602	-0.103442457106885	0.252747608888108	"S02"	0.252747608888108	"IS05"
"PSMB8"	"PSMB8"	0.0261990271001345	-0.352011240077276	0.125444717952803	0.064920724258028	0.251827387311383	"S02"	0.251827387311383	"IS05"
"ARL6IP4"	"ARL6IP4"	0.111457342900096	-0.131717523901043	-0.0172154242927259	-0.271319971352842	0.251799775249816	"S02"	0.251799775249816	"IS05"
"ARHGAP30"	"ARHGAP30"	-0.153265523800674	-0.247056568442122	0.152339073528579	0.158968770559038	0.251477226226995	"S02"	0.251477226226995	"IS05"
"TMEM185A"	"TMEM185A"	0.108550107147033	-0.227423459242224	0.0196704261044501	-0.134549374286209	0.248399819048402	"S02"	0.248399819048402	"IS05"
"ICA1"	"ICA1"	-0.131206388226895	-0.0140436831897181	0.0578681907950026	-0.178002555114536	0.247551903659223	"S02"	0.247551903659223	"IS05"
"BATF"	"BATF"	0.104528340868494	-0.106275424251208	0.0518500179749955	-0.473151075197018	0.246841939772151	"S02"	0.246841939772151	"IS05"
"DTHD1"	"DTHD1"	-0.093107150025986	-0.131999117175113	-0.0356252932636496	0.23048240236578	0.246678548856507	"S02"	0.246678548856507	"IS05"
"N4BP2L2"	"N4BP2L2"	-0.0356280953380467	-0.000726841559146943	0.0264380892622519	-0.334381847391017	0.242474896590559	"S02"	0.242474896590559	"IS05"
"DOCK8"	"DOCK8"	-0.0334507537086662	-0.129505926919418	-0.0567990273094011	0.152447228410794	0.241606047538522	"S02"	0.241606047538522	"IS05"
"NCOR1"	"NCOR1"	0.00431960142140177	-0.207117602236338	0.0219707485236647	0.053645781287576	0.241179339542915	"S02"	0.241179339542915	"IS05"
"LCK"	"LCK"	0.0883804990655774	-0.331776956161469	0.102894281654181	-0.0466758292287871	0.240900389100343	"S02"	0.240900389100343	"IS05"
"CD226"	"CD226"	-0.189848919741841	-0.0334365278252304	0.0812249490985633	-0.0517469639971765	0.240294069399704	"S02"	0.240294069399704	"IS05"
"RPLP1"	"RPLP1"	0.153011790126901	0.108643401938011	-0.059597724853344	-0.781471575486771	0.23945486820957	"S02"	0.23945486820957	"IS05"
"GPR174"	"GPR174"	-0.203738964886484	-0.110320600743304	0.0506573629462463	0.228151564714898	0.238268510945193	"S02"	0.238268510945193	"IS05"
"TSEN54"	"TSEN54"	-0.0357137931775604	-0.236350116610748	0.107345736576585	0.00701907044726739	0.236704790390408	"S02"	0.236704790390408	"IS05"
"YWHAQ"	"YWHAQ"	-0.0392990982423817	-0.110262750850136	0.0440404835893727	-0.109462155292395	0.232997346122111	"S02"	0.232997346122111	"IS05"
"ANKRD44"	"ANKRD44"	0.0554770900816431	-0.151478637446635	-0.0399731492014223	-0.0210651820760536	0.232475768587787	"S02"	0.232475768587787	"IS05"
"JAKMIP1"	"JAKMIP1"	-0.0865321805931653	-0.135973312678381	0.0983102335180916	-0.0773833797549204	0.231618463912612	"S02"	0.231618463912612	"IS05"
"APRT"	"APRT"	0.0515914511233417	-0.163558310446432	0.14309916821879	-0.425667399214496	0.230562560716666	"S02"	0.230562560716666	"IS05"
"MAP4K1"	"MAP4K1"	0.0112328383940817	-0.150346673899993	0.0290584035964075	-0.0901697691236676	0.230178603162204	"S02"	0.230178603162204	"IS05"
"HMGB1"	"HMGB1"	0.107502747589729	-0.317481821196498	0.077649454645875	-0.0437263135364718	0.229874703962719	"S02"	0.229874703962719	"IS05"
"ANKRD34A"	"ANKRD34A"	-0.0486520969304083	-0.0394717874170128	-0.0186986761226915	-0.0859538026825873	0.226086839826925	"S02"	0.226086839826925	"IS05"
"STK17A"	"STK17A"	0.2144885246949	-0.382289292800289	-0.0533999199085783	0.190431754701366	0.225321588496816	"S02"	0.225321588496816	"IS05"
"DGKZ"	"DGKZ"	-0.24378729995341	-0.0451875917630295	0.0893257180883836	0.0954618695396202	0.225066889374166	"S02"	0.225066889374166	"IS05"
"CD2BP2"	"CD2BP2"	-0.0691875257663226	-0.276923573812243	0.219353398661962	-0.0812237622610067	0.224068840145811	"S02"	0.224068840145811	"IS05"
"SYNGR3"	"SYNGR3"	-0.128025124104074	-0.144891789438972	0.128878557870775	-0.0257565998125721	0.221603215900242	"S02"	0.221603215900242	"IS05"
"EID1"	"EID1"	0.07257015806245	-0.208244785522224	-0.0588016911327043	0.131341097922397	0.220695954855788	"S02"	0.220695954855788	"IS05"
"TWF2"	"TWF2"	0.116249874502278	-0.28011183214801	0.146756033995894	-0.29783719071494	0.218682064216422	"S02"	0.218682064216422	"IS05"
"IKZF1"	"IKZF1"	-0.0869092762468298	-0.335986430708699	0.175742956178265	0.207353134356447	0.216029535798007	"S02"	0.216029535798007	"IS05"
"TSTD1"	"TSTD1"	-0.00202291814370623	-0.216026998550943	0.154580266655042	-0.19682161173675	0.215908782722665	"S02"	0.215908782722665	"IS05"
"CD37"	"CD37"	0.0420686433516024	-0.295040733714793	0.145444161363509	-0.0940425062464098	0.215758971962563	"S02"	0.215758971962563	"IS05"
"NAP1L4"	"NAP1L4"	-0.00852940472865848	-0.172858978872218	-0.010760378483461	0.121022185543676	0.215690165105735	"S02"	0.215690165105735	"IS05"
"VAMP2"	"VAMP2"	-0.0502173422642736	-0.106025307714164	0.152845544124084	-0.32708779309373	0.211403903323147	"S02"	0.211403903323147	"IS05"
"AGAP2"	"AGAP2"	-0.168342660616883	-0.0203586076702183	-0.0198545928972162	0.158183011521662	0.211285027989244	"S02"	0.211285027989244	"IS05"
"WIPF3"	"WIPF3"	-0.234007661344874	0.0222285054725594	0.168985171794605	-0.246521475785148	0.208790261056533	"S02"	0.208790261056533	"IS05"
"TOX"	"TOX"	-0.127026371220259	-0.208342841535527	0.149556016564526	0.0840046135711657	0.208016360093719	"S02"	0.208016360093719	"IS05"
"RPS19"	"RPS19"	0.10223570556384	0.10498754736591	-0.0720030868688976	-0.583480296192076	0.206043507162706	"S02"	0.206043507162706	"IS05"
"CLSTN3"	"CLSTN3"	-0.0441712975689231	-0.25216042103688	0.113675178885724	0.0903204596643461	0.205850479311712	"S02"	0.205850479311712	"IS05"
"MPHOSPH9"	"MPHOSPH9"	-0.238403479808091	-0.0564830746407768	0.153748283979487	-0.017912896290958	0.204994945642833	"S02"	0.204994945642833	"IS05"
"RAPGEF6"	"RAPGEF6"	0.0955561372212575	-0.135843368653975	-0.146063440071934	0.153313893509401	0.204264390858597	"S02"	0.204264390858597	"IS05"
"TRAV4"	"TRAV4"	-0.0755716291023651	-0.155647868447221	0.0836434135284257	0.0217801132141087	0.201437706676444	"S02"	0.201437706676444	"IS05"
"RGS10"	"RGS10"	0.0942880873331359	-0.18933925565438	-0.016007491973207	-0.0334138632827959	0.200683746475493	"S02"	0.200683746475493	"IS05"
"NEMP2"	"NEMP2"	0.0220744406736845	-0.0723020605930413	-0.0927200185966127	0.0496630880699849	0.199674966103425	"S02"	0.199674966103425	"IS05"
"NUPR2"	"NUPR2"	-0.0366960295397268	-0.0370751207539801	-0.0386731863037207	-0.0306741169998742	0.199381760499182	"S02"	0.199381760499182	"IS05"
"OR56B1"	"OR56B1"	-0.0366960295397268	-0.0370751207539801	-0.0386731863037207	-0.0306741169998742	0.199381760499182	"S02"	0.199381760499182	"IS05"
"PTH2"	"PTH2"	-0.0366960295397268	-0.0370751207539801	-0.0386731863037207	-0.0306741169998742	0.199381760499182	"S02"	0.199381760499182	"IS05"
"CCDC83"	"CCDC83"	-0.0366960295397267	-0.03707512075398	-0.0386731863037205	-0.0306741169998741	0.199381760499181	"S02"	0.199381760499181	"IS05"
"OR1D2"	"OR1D2"	-0.0366960295397267	-0.03707512075398	-0.0386731863037205	-0.0306741169998741	0.199381760499181	"S02"	0.199381760499181	"IS05"
"ACTN3"	"ACTN3"	-0.0366960295397267	-0.03707512075398	-0.0386731863037205	-0.0306741169998741	0.199381760499181	"S02"	0.199381760499181	"IS05"
"PYHIN1"	"PYHIN1"	-0.0314894659980993	-0.125191211924277	0.0406323106142046	-0.0253363667059903	0.191785512256334	"S02"	0.191785512256334	"IS05"
"EVC2"	"EVC2"	-0.00918329175460064	-0.0129464473183463	-0.0844207958890953	-0.0227348485383354	0.191218183891508	"S02"	0.191218183891508	"IS05"
"RASSF5"	"RASSF5"	-0.00606896138958701	-0.297557521241531	0.176693238751678	-0.0207390293930405	0.189756110558134	"S02"	0.189756110558134	"IS05"
"PHEX"	"PHEX"	-0.116470512508367	-0.104206631498242	0.0916961145380088	-0.000657642972062889	0.185757783789848	"S02"	0.185757783789848	"IS05"
"RAN"	"RAN"	0.158326824346174	-0.260684004569138	-0.00357407302753514	-0.0207754415196568	0.184567962411281	"S02"	0.184567962411281	"IS05"
"ARL3"	"ARL3"	0.067774201859892	-0.291341317835581	0.127690436087154	-0.0697881052610893	0.18388602595877	"S02"	0.18388602595877	"IS05"
"HSPA8"	"HSPA8"	0.179698727218875	-0.38839472143948	0.0518618106135464	0.087943536566353	0.182313530118084	"S02"	0.182313530118084	"IS05"
"SLC5A3"	"SLC5A3"	0.0574343953155421	0.0402427092270456	-0.170882474802576	-0.0632385133251861	0.180207504762255	"S02"	0.180207504762255	"IS05"
"SYTL3"	"SYTL3"	-0.184355842906469	-0.0933929135503471	0.160421823275472	-0.0338997234989884	0.180048468011129	"S02"	0.180048468011129	"IS05"
"TMCO1"	"TMCO1"	0.130008009517076	-0.238491043974708	-0.0554460340017264	0.126742614762914	0.177920593167606	"S02"	0.177920593167606	"IS05"
"BRK1"	"BRK1"	0.154657367022317	-0.260993555967966	0.0355960059923027	-0.0959007584410846	0.177018092615717	"S02"	0.177018092615717	"IS05"
"FNDC9"	"FNDC9"	0.0464172559893343	0.0446809829998854	-0.163536469395567	-0.0591752171030635	0.174943989189878	"S02"	0.174943989189878	"IS05"
"ANKS1B"	"ANKS1B"	-0.0950753343787215	-0.0704968406224537	0.119007886700297	-0.166304052515955	0.16979454437259	"S02"	0.16979454437259	"IS05"
"TSPAN17"	"TSPAN17"	0.152573608516819	-0.0897513591144647	-0.143255895765326	-0.0315642491430468	0.169277999714884	"S02"	0.169277999714884	"IS05"
"TRIM59"	"TRIM59"	0.0258377982062609	-0.174323864951995	0.0974139731824392	-0.144143990554441	0.168078198568556	"S02"	0.168078198568556	"IS05"
"ARHGEF3"	"ARHGEF3"	-0.158606929520998	-0.120107434326409	0.161068440596151	-0.013001282125229	0.166847874673946	"S02"	0.166847874673946	"IS05"
"SP140"	"SP140"	-0.0788450126608737	-0.177145331026069	0.0907288717844718	0.111093055047083	0.166107902184127	"S02"	0.166107902184127	"IS05"
"CD6"	"CD6"	0.0926519686049055	-0.213342855706792	-0.014911318285518	0.0725594403931453	0.165257099951107	"S02"	0.165257099951107	"IS05"
"CLEC2B"	"CLEC2B"	0.0109920480734981	-0.234798060637994	0.0863773809497519	0.0578455763017862	0.163233867009547	"S02"	0.163233867009547	"IS05"
"TAF7"	"TAF7"	0.0213350873782212	0.0200414293979743	-0.0645134201574194	-0.166482541180015	0.159751394303339	"S02"	0.159751394303339	"IS05"
"POLR2G"	"POLR2G"	0.110073933449922	-0.282301315438914	0.0865522112099424	-0.0455618110733082	0.157683219227707	"S02"	0.157683219227707	"IS05"
"RASGRP1"	"RASGRP1"	0.132495681466679	-0.157383740931152	-0.129778207784892	0.150967366370299	0.155911030582929	"S02"	0.155911030582929	"IS05"
"PPP2R5C"	"PPP2R5C"	0.0856803105410955	0.0319524417462749	-0.107186008890413	-0.222232430463918	0.153509658517761	"S02"	0.153509658517761	"IS05"
"C11orf58"	"C11orf58"	0.117472638111133	-0.297634971406353	0.0496165504437574	0.0706630169592199	0.151666772095157	"S02"	0.151666772095157	"IS05"
"SARDH"	"SARDH"	-0.00679823163528819	-0.201449942647778	0.145812147576849	-0.0982994675236605	0.147014261560396	"S02"	0.147014261560396	"IS05"
"CCDC85B"	"CCDC85B"	0.0522090181737059	-0.230546799972117	0.100169378657376	-0.0517598568227522	0.146745018253869	"S02"	0.146745018253869	"IS05"
"ATP8B4"	"ATP8B4"	0.0248126358467146	-0.104126956107084	-0.0473460405654762	0.0826614123406418	0.146093068752951	"S02"	0.146093068752951	"IS05"
"NAB1"	"NAB1"	0.0877686929007783	-0.0616673419882119	-0.155565959225162	0.111829865166221	0.145530525540033	"S02"	0.145530525540033	"IS05"
"TMEM178B"	"TMEM178B"	-0.0263295721919766	0.0615421034908629	-0.0789176968284051	-0.0950298284382222	0.142418571953712	"S02"	0.142418571953712	"IS05"
"MT1X"	"MT1X"	0.0167130087699953	-0.183110669994069	0.125765934466278	-0.134802383770747	0.141637810145261	"S02"	0.141637810145261	"IS05"
"IPCEF1"	"IPCEF1"	-0.12810839929506	-0.000466418535258334	0.0343409926692179	0.00559674329669198	0.134070683379886	"S02"	0.134070683379886	"IS05"
"SIRT7"	"SIRT7"	0.108593968725151	-0.181080193343248	0.00330103235055851	-0.033718308427627	0.133976243610895	"S02"	0.133976243610895	"IS05"
"SF3B5"	"SF3B5"	0.0990457511324515	-0.260442218615489	0.0919986603932504	-0.0463641881713278	0.131929493405303	"S02"	0.131929493405303	"IS05"
"NDFIP2"	"NDFIP2"	0.010598216704114	-0.0285432940263724	-0.0879919085559546	0.0641814883334426	0.131186542059337	"S02"	0.131186542059337	"IS05"
"KIF20B"	"KIF20B"	0.0634307069120209	-0.0612973611234228	-0.0867264296423178	0.0342134041139926	0.120370095782855	"S02"	0.120370095782855	"IS05"
"COA1"	"COA1"	0.0909755199425194	-0.201415165417182	0.0950511929741252	-0.150016137698749	0.119158287832665	"S02"	0.119158287832665	"IS05"
"REEP2"	"REEP2"	0.0805766622494262	-0.0843731705385294	-0.0396728180593507	-0.0607121206719106	0.117037762146338	"S02"	0.117037762146338	"IS05"
