"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"State"	"MaxFC"	"InitialState"
"GFI1"	"GFI1"	-0.0161514804089046	-0.125445197905725	-0.22168912682935	0.227710402674065	-0.026975756002314	-0.0206703128320522	0.0135358933003119	0.293788739878995	-0.124923017373395	-0.00948660897742538	"S03"	0.293788739878995	"IS08"
"PSMB9"	"PSMB9"	0.246342819524384	0.103965214228209	-0.162245390611432	0.109713553034074	-0.299415237394972	-0.155986669588951	0.245877692432504	0.290186244920837	-0.339227638170062	-0.0517749173919412	"S03"	0.290186244920837	"IS08"
"TGFB1"	"TGFB1"	-0.0592804305010294	0.19873696226108	-0.40479577063505	-0.0676855237515022	-0.251893565618981	-0.115954201015516	0.250509822410905	0.26935893965194	0.0214303263772322	0.0216992711455295	"S03"	0.26935893965194	"IS08"
"HMGB1"	"HMGB1"	-0.00301064345872903	0.0807225467873497	-0.365139035750298	0.0785662458330261	-0.269617446401454	0.148315907994601	0.116604014757013	0.26032355032765	-0.0596180120448541	-0.0794013115088442	"S03"	0.26032355032765	"IS08"
"HENMT1"	"HENMT1"	0.166157321079564	-0.138276967215552	-0.101195816816444	0.238807755432142	-0.153099120456235	-0.235098761650745	-0.0185157462595877	0.257792755227314	-0.113168447126604	-0.0658874732125564	"S03"	0.257792755227314	"IS08"
"GOLGA8Q"	"GOLGA8Q"	0.117175286521489	-0.105139854527785	-0.0668737507939841	-0.0330724643066463	-0.0144541635012619	-0.0753454974285727	-0.0567724031475714	0.247740208659584	-0.092951860384736	-0.105905326702077	"S03"	0.247740208659584	"IS08"
"SASH3"	"SASH3"	0.226655012997032	0.206529219469918	-0.265512190427685	0.207320994852517	-0.164780172780037	-0.185106601251259	-0.0220437225313489	0.246352677877272	-0.236108088102672	0.0847831816290852	"S03"	0.246352677877272	"IS08"
"OR2A25"	"OR2A25"	-0.0661968464198595	-0.104498463676349	-0.00192492315101192	-0.0292564902691252	-0.104232564277681	-0.0347966035836922	0.134717374438905	0.2446292889236	-0.0919023385532546	-0.10525926619562	"S03"	0.2446292889236	"IS08"
"TBC1D31"	"TBC1D31"	-0.125277539231711	0.0355216224548034	-0.115530516993169	0.198837443045272	-0.118120507753574	0.0163296928462785	0.0841014354091724	0.237733388876993	-0.235585916302877	0.23479074812892	"S03"	0.237733388876993	"IS08"
"CARNS1"	"CARNS1"	0.080452285529981	-0.1289979928256	-0.0980228177658842	0.170437399583344	0.0143947631945661	-0.0426602078799726	-0.133540175671572	0.212642050722444	-0.0567572915666784	-0.129937164507842	"S03"	0.212642050722444	"IS08"
"FGD3"	"FGD3"	0.026987643555517	0.0347218651548913	-0.180922221733744	-0.0096111371883996	-0.115022111417554	-0.0957099830144234	0.0902192858439932	0.207278869027066	-0.107847965271595	0.130197848425298	"S03"	0.207278869027066	"IS08"
"CCDC141"	"CCDC141"	-0.181404043867567	-0.120701740794807	-0.0903366112302937	0.16919031804532	0.0712876521680771	0.166848903933769	0.00495202486530475	0.203556064117659	-0.137543738546122	0.0536501064472863	"S03"	0.203556064117659	"IS08"
"ZNF554"	"ZNF554"	-0.0390535508556646	0.0944947290073848	-0.0880174962057827	-0.000736446167362021	0.159774014655969	-0.085370064977274	-0.0861967117332159	0.202709476645056	-0.0593639135514788	-0.0838710616950178	"S03"	0.202709476645056	"IS08"
"RHOF"	"RHOF"	0.0378224777562132	0.00328629286846245	-0.265765920733571	0.103466523243867	-0.273949211360478	-0.0675629273483465	0.122433252133707	0.19873335198574	0.0683863603750494	-0.186734896462948	"S03"	0.19873335198574	"IS08"
"FYN"	"FYN"	-0.0434612043346558	0.0946434357298483	-0.296175571854827	0.0545549485962834	-0.00845390085086067	-0.317264120958722	0.0900880084023968	0.196237166018963	0.0367380268017395	0.174008981026004	"S03"	0.196237166018963	"IS08"
"UNC13D"	"UNC13D"	-0.0100188541923682	-0.0278862261702024	-0.125263218212475	0.155505177228889	-0.0648727178611403	-0.118079664509032	0.141705203097246	0.187345509314904	-0.0704256833585719	-0.120301071165026	"S03"	0.187345509314904	"IS08"
"FCRL3"	"FCRL3"	0.107252183714409	0.125328032184701	-0.0732992089451938	0.0397462529978993	0.0664605346218187	-0.206412128390081	-0.00523875904942922	0.173113627398139	-0.152574507193523	-0.0225924498431356	"S03"	0.173113627398139	"IS08"
"CYP4F22"	"CYP4F22"	0.100675570127062	-0.0816634956493383	-0.0863247378729185	-0.0022751185019768	0.138217849718154	-0.0837282222176302	-0.0224168627662834	0.165993523126923	-0.0945704292305484	-0.0822580478660573	"S03"	0.165993523126923	"IS08"
"KLRC3"	"KLRC3"	-0.132493974112354	1.5875264641715	-0.148715166511336	0.269183269249752	-0.119320577310355	-0.178581489927823	-0.0623238891364116	-0.123206256066845	-0.131431744787205	-0.205965597422404	"S04"	1.5875264641715	"IS02"
"IFITM1"	"IFITM1"	0.0623204657166235	1.42440006834855	-0.397996888126575	0.351221344387379	-0.164880283426061	-0.126010979745151	-0.00856340018585635	-0.165025051241341	0.0253784143548659	-0.485848722105338	"S04"	1.42440006834855	"IS02"
"VPS26C"	"VPS26C"	0.0486303979473212	0.972147880466163	-0.145117894493236	0.417302584389547	-0.165170637740297	-0.0647337338049467	-0.171422695330819	-0.0588341593624183	-0.191763842339547	-0.0631836526731907	"S04"	0.972147880466163	"IS02"
"AREG"	"AREG"	-0.492438638932362	0.970705183726523	-0.392191860627676	-0.10754646322447	-0.310378481299319	0.714673771278916	-0.070557930395474	-0.0989025317641284	-0.144899346646217	0.798385010936456	"S04"	0.970705183726523	"IS02"
"DPH1"	"DPH1"	-0.0822164692842361	0.903799077227601	-0.0805167130653261	-0.0762339091788725	-0.0759752699619807	-0.0101327292023601	-0.0788510944411754	-0.0851471894345772	-0.0882076250961844	0.116994480700874	"S04"	0.903799077227601	"IS02"
"KIR3DL1"	"KIR3DL1"	-0.0484854616180204	0.845474204378365	-0.0902459291119889	-0.163820804262259	-0.11038527438136	-0.167819917182349	-0.05308599798807	-0.102881525651572	0.137551036858935	-0.127088467696467	"S04"	0.845474204378365	"IS02"
"KLRC4-KLRK1"	"KLRC4-KLRK1"	-0.078779828030058	0.790607829705801	-0.0771511214730321	-0.073047338415956	-0.0727995102958	-0.0748305341227099	-0.00715022331978153	0.0301579709085429	-0.0845205540509584	-0.0735165932665938	"S04"	0.790607829705801	"IS02"
"DUSP2"	"DUSP2"	-0.0208329022781777	0.77714424874485	-0.203417409213288	-0.37764145259263	-0.0108248494747459	0.0680820841282867	0.234636071891115	-0.512166054312248	0.122845283243315	0.418546239189042	"S04"	0.77714424874485	"IS02"
"SELPLG"	"SELPLG"	0.08560244190754	0.740937723068785	-0.179688073075504	-0.10468781357915	-0.0976140731085176	-0.337748021889617	0.130720529549085	-0.00944892446436292	-0.101122878085618	0.150098895465807	"S04"	0.740937723068785	"IS02"
"MT-ND5"	"MT-ND5"	0.167836325863906	0.696357947492208	-0.180657441023832	0.42521257853207	-0.293200175155349	-0.0559167337254333	0.188901631498445	0.304660447958891	-0.00763100723489022	-1.60655880593916	"S04"	0.696357947492208	"IS02"
"TAGAP"	"TAGAP"	0.131241950449336	0.68848746975141	-0.307665598210372	-0.0201063118693149	0.0705623787719849	-0.00348235666656414	0.100275675406883	-0.14639200435417	-0.311501533679313	0.541549562675672	"S04"	0.68848746975141	"IS02"
"TRDV3"	"TRDV3"	-0.0438136633917622	0.64506738196385	-0.0429078528227639	-0.0406255202258084	-0.0404876897924723	-0.0416172504492806	-0.0420202343884902	-0.0453754622293963	-0.0470063872627522	-0.0408864978717986	"S04"	0.64506738196385	"IS02"
"RPL30"	"RPL30"	-0.0430679719302491	0.629690686227538	0.100764115394335	-0.0545039379632088	-1.02405364547672	0.216203220957907	0.0713690214106273	0.0780730531464414	0.154236555777324	-0.622222086283507	"S04"	0.629690686227538	"IS02"
"CLIC3"	"CLIC3"	-0.0408179713964175	0.600557490911414	-0.145705237324162	-0.170605585074188	-0.0958573868520063	-0.472971894844751	0.342956593875666	0.0874479235679477	-0.00240603580952009	-0.0618484934520441	"S04"	0.600557490911414	"IS02"
"ZMAT4"	"ZMAT4"	-0.0395343617656686	0.582063339779675	-0.0387170221516368	-0.0366576060797412	-0.0365332376112773	-0.0375524735341726	-0.0379160978377605	-0.0409436189578859	-0.042415250756963	-0.0368930939132299	"S04"	0.582063339779675	"IS02"
"SOCS1"	"SOCS1"	-0.137292617022241	0.576868833961779	-0.18625781505941	-0.326996716437344	-0.0819883190700148	0.0642830205700825	0.399314852845682	0.344263245123425	-0.434137315586184	0.107401413542564	"S04"	0.576868833961779	"IS02"
"DDIT4"	"DDIT4"	-0.127286735756537	0.575743459776546	-0.341254861930684	-0.498510272390161	-0.247573722790256	0.231898561947227	0.141841479582096	0.210161475610015	-0.0533823530700789	0.126473736001191	"S04"	0.575743459776546	"IS02"
"CD99"	"CD99"	0.16274916158775	0.537731957736344	-0.28786252722779	0.0424522280685416	-0.253856969366684	-0.632898453500346	0.0115758403055832	0.259273024966478	0.0430037319833832	-0.0486486206792019	"S04"	0.537731957736344	"IS02"
"LGALS9B"	"LGALS9B"	0.173862341521404	0.532269196666793	-0.0919005006464744	-0.0870121761440023	-0.0867169694395273	-0.0891362746026179	-0.0401265441405353	-0.0413275630604899	-0.0628528194188632	-0.0875711408729788	"S04"	0.532269196666793	"IS02"
"SH2D1B"	"SH2D1B"	-0.297904101135699	0.506238400044021	-0.227049489511962	0.199294414683728	0.0132743730677932	-0.059786535929678	0.238061826170128	0.396177057244413	-0.367522291437791	0.0553009931441217	"S04"	0.506238400044021	"IS02"
"SYTL3"	"SYTL3"	-0.191846377005964	0.484340248903716	-0.305995399979941	-0.138517247444549	-0.0128043427728748	-0.221947380847234	0.0570988851957942	0.206859524075957	0.115937672161167	-0.00400649485657079	"S04"	0.484340248903716	"IS02"
"ZFP36"	"ZFP36"	-0.434368330546476	0.480704941043436	-0.170097845640545	-0.169471580246742	-0.0491673177597023	0.171308034886576	0.114770267711414	0.0876261646308569	0.0630926297428167	0.112278129425995	"S04"	0.480704941043436	"IS02"
"VSTM2B"	"VSTM2B"	-0.0324441402983445	0.47767420074387	-0.0317733850382439	-0.0300833113659969	-0.0299812475445686	-0.0308176903705723	-0.0311161011047944	-0.0336006567063179	-0.0348083612555848	-0.0302765660428663	"S04"	0.47767420074387	"IS02"
"MLC1"	"MLC1"	0.0700442437059646	0.476414380627327	-0.0650576143157493	-0.127268494880971	0.0169713583325457	-0.0137983581466027	-0.0218780655053509	-0.142148746658879	0.00942038882434246	-0.022134313269569	"S04"	0.476414380627327	"IS02"
"EOMES"	"EOMES"	0.448754278110851	0.474626790882313	-0.0748427550834776	-0.296664186299943	-0.0724386355255418	-0.277407729529913	0.366725760669148	-0.314496476051697	-0.0953822197913535	-0.0271637033043062	"S04"	0.474626790882313	"IS02"
"CBLB"	"CBLB"	-0.0964324441794968	0.473395896415396	-0.158471856457268	0.174792117642105	-0.0970953484876076	-0.200460909488144	0.288186952434714	0.0175303942890996	-0.192380575303202	0.219620272491546	"S04"	0.473395896415396	"IS02"
"PARP8"	"PARP8"	-0.0149837431240342	0.46537108805105	-0.204040152200394	-0.059001922253357	0.00418143732580423	-0.204806805307698	0.280661018609599	-0.145151520617789	-0.0127283935185951	0.200354267483372	"S04"	0.46537108805105	"IS02"
"ADGRE5"	"ADGRE5"	-0.0257593339413954	0.465168185038449	-0.266163750323143	-0.284039394065485	-0.0954544820634797	0.0151317639139899	0.12168739451972	-0.249454657166676	0.213330441638395	0.221888678997134	"S04"	0.465168185038449	"IS02"
"BTG1"	"BTG1"	-0.280994373086874	0.461746018902099	-0.177171986657713	-0.367400428455645	-0.205174241547444	0.169645921067527	0.22596106288097	-0.279359574192897	0.216960218087116	0.444623816790494	"S04"	0.461746018902099	"IS02"
"SLC9A3R1"	"SLC9A3R1"	0.115925996597466	0.454542163283796	-0.21370430251214	0.200988360430467	-0.148694724765812	-0.191076376052667	-0.199867688667888	0.294718903445507	-0.215950291631092	0.063245620823158	"S04"	0.454542163283796	"IS02"
"SKAP1"	"SKAP1"	0.0406758877842109	0.453268722098547	-0.22501864354153	0.0224254621467925	-0.360954817851956	-0.345053779821068	0.134127673316176	0.392249922490118	-0.234812176851306	0.142334540034536	"S04"	0.453268722098547	"IS02"
"CTSW"	"CTSW"	0.187299207714368	0.45037190482328	-0.302146138471659	-0.386106582415057	-0.226689651858158	0.147512396648369	0.447606283427242	-0.047193861608024	-0.0913480615408613	-0.171672657725812	"S04"	0.45037190482328	"IS02"
"PNRC1"	"PNRC1"	-0.0589024695134667	0.449298827342404	-0.325410048538184	0.0712850834938419	-0.289646824320526	0.0925403026458659	-0.180727919860932	-0.33910322628312	0.402207889448718	0.272721104773916	"S04"	0.449298827342404	"IS02"
"IFITM2"	"IFITM2"	0.296383730968827	0.425718584877758	0.0535144236166375	-0.03969451276268	-0.297585508184757	-0.103681982132047	0.354726729052947	-0.0545645071208019	0.138438779264537	-1.2868016266774	"S04"	0.425718584877758	"IS02"
"TRGV9"	"TRGV9"	-0.158525025521399	0.424210615577254	-0.103859821140503	-0.159966966648033	-0.0727998043032883	0.00504300947617707	0.0396040834406967	0.0733768590926527	0.0112175069024143	0.0332466032635849	"S04"	0.424210615577254	"IS02"
"RPL19"	"RPL19"	-0.100208525793067	0.422230888969271	0.194821169590319	0.003495343416573	-1.67830762272619	0.214485472523337	-0.0569659962753968	0.0933232838326971	0.145620482662164	0.198094607798207	"S04"	0.422230888969271	"IS02"
"SLA2"	"SLA2"	-0.182793274315714	0.418106611293147	-0.302330995883643	0.0982717325207604	-0.0505831582062376	-0.390129381002511	0.0383259766841754	0.267249158453386	0.0508893498561253	0.111520433600382	"S04"	0.418106611293147	"IS02"
"ITGA4"	"ITGA4"	0.0770008379383562	0.407318775447024	-0.176385987825425	0.260779643138378	-0.115761247406703	-0.0546631226890957	0.103137720367098	-0.2775771850027	-0.0812628458121467	0.363898912004816	"S04"	0.407318775447024	"IS02"
"KLRK1"	"KLRK1"	-0.103789123928977	0.406874714502145	-0.0127583650135183	0.181349256865634	0.0278025745171682	-0.03339400704918	0.198329209123793	-0.054294390479263	-0.111862137098321	-0.180728693733907	"S04"	0.406874714502145	"IS02"
"TSC22D3"	"TSC22D3"	-0.0380686417120124	0.403181572615888	-0.00777090206763358	-0.863751451645664	-0.0819104618075879	0.38051707593767	0.149316257431335	-0.485035646940192	0.238989206851435	0.369206044076764	"S04"	0.403181572615888	"IS02"
"PVRIG"	"PVRIG"	-0.0670737043436	0.395823972994717	-0.0546109016153278	0.279428720432873	-0.100539932443402	-0.103344882607472	0.0384149253220037	0.0296950149401523	-0.116727307090862	-0.0179227799731308	"S04"	0.395823972994717	"IS02"
"SH2D2A"	"SH2D2A"	-0.0305226044322671	0.394699190306814	-0.243997519857123	-0.134438684306166	0.000735769410586715	-0.297558947939499	-0.0539627892904515	0.0634099865815103	0.22353587714084	-0.0435902526401594	"S04"	0.394699190306814	"IS02"
"EYS"	"EYS"	-0.0396538493138007	0.392009246333484	-0.038834039395403	-0.0367683990020305	-0.0366436546457895	-0.0376659710788019	0.0908638655312468	-0.0410673658054998	-0.0425434454233243	-0.037004598567354	"S04"	0.392009246333484	"IS02"
"MCTP2"	"MCTP2"	-0.0912933762260222	0.378094063491184	-0.0345450223561097	-0.105507261493577	0.085204265372719	-0.171072890957077	0.359452847139268	0.0344638199512248	-0.157688738455277	-0.0566541670165555	"S04"	0.378094063491184	"IS02"
"MAPK1"	"MAPK1"	0.0581073073844121	0.375970724761631	-0.200502299587574	0.207663713482515	0.00952000594196885	-0.329841871097652	0.316115520137927	0.00598723534262259	-0.180521181224692	0.087883080319405	"S04"	0.375970724761631	"IS02"
"PSME1"	"PSME1"	-0.0211136737217798	0.364269387225951	-0.388415829521358	0.0586732400682742	-0.583760886882569	-0.0446720769124913	0.215548438912683	0.322346798444295	-0.0303236206020048	-0.0774139953841608	"S04"	0.364269387225951	"IS02"
"RNF165"	"RNF165"	-0.0646455864104973	0.362264765528751	-0.0459610151869335	-0.0969602335198182	0.0993659188110136	-0.0480444566301627	0.0101055170980043	0.0361613909955643	-0.0282611921340354	-0.0975831043989605	"S04"	0.362264765528751	"IS02"
"RPL5"	"RPL5"	-0.0140321964056766	0.355002300292966	-0.0925128311410073	0.226724841044975	-1.11455007700283	0.183043438266519	-0.0957971274910543	0.212842815684324	0.0214942447400746	0.00371347092891625	"S04"	0.355002300292966	"IS02"
"ARHGEF1"	"ARHGEF1"	0.288180603113341	0.34781044658313	-0.292569447449567	0.136353117927143	0.0965097715782951	-0.125130759538376	0.125898624774215	0.0103318037920605	-0.0730728530237314	-0.438892199076032	"S04"	0.34781044658313	"IS02"
"RPS7"	"RPS7"	-0.0713601164759541	0.345638040272864	0.170766731549802	0.0219090373878059	-1.57925430190699	0.173039965795937	0.00412997367596005	0.183731605819519	0.0521435389325959	0.15447610355165	"S04"	0.345638040272864	"IS02"
"PPP3CC"	"PPP3CC"	0.190626553806235	0.339733369177243	-0.0602762238416482	-0.130478523881408	-0.0338378023938111	-0.209704563873928	-0.0245654775640574	-0.0318127907984379	0.0584352647265795	-0.193944064454434	"S04"	0.339733369177243	"IS02"
"SLC10A4"	"SLC10A4"	-0.0229463056447912	0.337837837837838	-0.0224719101123595	-0.0212765957446809	-0.0212044105173876	-0.021795989537925	-0.0220070422535211	-0.0237642585551331	-0.0246184145741014	-0.0214132762312634	"S04"	0.337837837837838	"IS02"
"DNTT"	"DNTT"	-0.0229463056447912	0.337837837837838	-0.0224719101123595	-0.0212765957446809	-0.0212044105173876	-0.021795989537925	-0.0220070422535211	-0.0237642585551331	-0.0246184145741014	-0.0214132762312634	"S04"	0.337837837837838	"IS02"
"OSBPL5"	"OSBPL5"	0.325958636509784	0.329743054937566	-0.197201273973033	-0.0476430421900312	0.0642910442011857	-0.187921534556602	-0.0403589551929855	-0.186476038798822	0.0548705130857555	-0.0364236188232709	"S04"	0.329743054937566	"IS02"
"DEF6"	"DEF6"	0.00536839487807985	0.324407093062468	-0.158784950538831	-0.0205989634892099	-0.0897570611843152	-0.0519501050337948	0.15892725669677	0.234212641777923	-0.256459427174275	0.0237753713688182	"S04"	0.324407093062468	"IS02"
"ZAP70"	"ZAP70"	0.251604040658453	0.322885705275171	-0.254758047984378	0.107212164657653	-0.177925798686642	-0.229502632072364	0.0097763027340641	0.08367660231912	-0.151439197594107	0.174436333411893	"S04"	0.322885705275171	"IS02"
"NCR1"	"NCR1"	-0.177792485631501	0.320471758990487	-0.115607360842834	-0.0812021456060309	0.0860057022477888	-0.138887915106167	0.111740855601863	0.292655761641872	-0.141391694712213	-0.0468192725866011	"S04"	0.320471758990487	"IS02"
"PIK3IP1"	"PIK3IP1"	-0.129943994516372	0.318495402546128	-0.179018606200591	0.140921496020887	-0.221493112324401	0.0214436885974491	0.107445513100292	0.275685164679264	-0.173541578859417	-0.0418760250207678	"S04"	0.318495402546128	"IS02"
"VIT"	"VIT"	0.0434910808320051	0.314856106045717	-0.0449698711477131	-0.0425778567249624	-0.042433402588491	-0.0436172464270539	-0.044039596524499	-0.0475560662089647	-0.0492653684409955	0.121180404975328	"S04"	0.314856106045717	"IS02"
"RAB39B"	"RAB39B"	-0.02269291528003	0.312302540594088	-0.129588123857981	-0.0874266327682359	-0.0595378510475922	0.11193864172559	0.0596618397060802	0.0524739460764599	-0.0908709386923904	-0.00975864817146915	"S04"	0.312302540594088	"IS02"
"RPL18"	"RPL18"	-0.166555759298514	0.302130105533853	0.270311879886626	-0.0263999758320683	-1.07651819744354	0.255465144111815	-0.0546962682629444	0.220766341678443	0.0188241348666138	-0.203919781264378	"S04"	0.302130105533853	"IS02"
"RPS26"	"RPS26"	0.113985564723935	0.267764014353205	0.0766579477315898	0.239416460262978	-0.509137891606275	-0.109140491509705	0.0718486653917486	0.194110815223238	-0.178448483686624	-0.288498544374758	"S04"	0.267764014353205	"IS02"
"PPP2R2B"	"PPP2R2B"	0.247557956708122	0.26182420146906	-0.138584889914335	0.028090612857885	0.041355263377842	-0.210748928303866	-0.122146697500835	-0.134369735645129	0.0308400399640071	0.109520557118742	"S04"	0.26182420146906	"IS02"
"STAT4"	"STAT4"	-0.0897406765933471	0.255670397680641	-0.145541805401276	-0.037570963957155	-0.0767702900164118	-0.182100417555798	-0.0695744927444522	0.0697115515286115	0.155662323464596	0.0454545813688764	"S04"	0.255670397680641	"IS02"
"RIN3"	"RIN3"	-0.206852652496313	0.246897164772359	-0.136801331491503	0.107798261535656	-0.0233561850820371	-0.0295555779852209	0.0228687434116378	0.161611495007952	0.00550750574109499	-0.0662117853557685	"S04"	0.246897164772359	"IS02"
"CTDSP1"	"CTDSP1"	0.0804792350380046	0.245820754650077	-0.223726909281498	0.215514824670546	-0.191475985442459	-0.0674919232169546	0.202214926124663	-0.0124053910260381	-0.110624316352351	0.0675607509779592	"S04"	0.245820754650077	"IS02"
"PRSS21"	"PRSS21"	-0.0129712124383409	0.245729571733487	0.0297771790408853	0.0747370736175003	-0.121325194521408	-0.038455680781086	-0.0365110776341197	0.00737969172198758	-0.050127479969364	-0.00446306006119216	"S04"	0.245729571733487	"IS02"
"RPL6"	"RPL6"	0.0387944744833128	0.238900883980954	0.0117561602668037	-0.0184375862038849	-1.25465243531087	0.140308217823529	0.03024236890893	0.103617364097426	0.113248819182115	0.0854877022442782	"S04"	0.238900883980954	"IS02"
"CD37"	"CD37"	0.180821748320529	0.232700232787967	-0.203481241805391	0.0934029457741542	-0.399962744416009	-0.036120713807573	0.0875938967281343	0.0111366654700192	-0.0534620451463094	0.0814045888608448	"S04"	0.232700232787967	"IS02"
"FAU"	"FAU"	-0.0534181117592713	0.22962006594335	0.136394477871519	-0.173675235644629	-1.02477955696814	0.00645614195160794	0.113977964178757	0.105174641670515	0.169137050780713	-0.0843595496826094	"S04"	0.22962006594335	"IS02"
"ANXA2R"	"ANXA2R"	0.0514751842566726	0.212094938882992	-0.0765829229999669	0.15675723611347	-0.115145202895786	-0.32998514754886	0.0369157152289828	-0.00312523953333518	0.0360016510094004	0.066056509604152	"S04"	0.212094938882992	"IS02"
"SLC4A4"	"SLC4A4"	0.107710708318466	0.202816360567605	0.0687832959464846	-0.00128936223058156	-0.0553442595836669	-0.0809544227379941	-0.0204788318027108	-0.101844284614242	-0.0157641552869004	-0.0527008167935976	"S04"	0.202816360567605	"IS02"
"TUBB4A"	"TUBB4A"	0.0238409003569701	0.168803082504905	-0.0739737795904538	-0.0700390040803232	-0.0698013823531635	0.0204153649868569	-0.07244351214294	-0.00691776369331068	0.00254356404683668	0.127463029717576	"S04"	0.168803082504905	"IS02"
"FGFBP2"	"FGFBP2"	1.16693647325386	-0.0997244527694697	-0.266609751740863	-0.567381104561235	0.101327334564874	-0.692642769944229	-0.582451810416965	-0.766438194897994	0.809081770341413	0.115851279665203	"S05"	1.16693647325386	"IS01"
"GZMH"	"GZMH"	1.13168354952884	-0.0886744263837456	-0.21803880383211	-0.470780253762213	0.0102369639330684	-0.877734661702887	-0.303437176843417	-0.853062007154006	0.877828731394878	-0.0472430694590014	"S05"	1.13168354952884	"IS01"
"KLRG1"	"KLRG1"	0.907595582646826	-0.0871712833225726	-0.043510212173537	-0.0834598575032411	-0.143136591012577	-0.298801787872629	-0.302689419387131	-0.405647177278971	0.149750267777367	-0.0186244406674385	"S05"	0.907595582646826	"IS01"
"ITGB2"	"ITGB2"	0.901982533048793	0.321975672870847	-0.314106672148606	-0.457661657036493	-0.187612014958978	-0.356876090879258	-0.0146758301227899	-0.733800799904281	0.435520854674786	0.11978550506315	"S05"	0.901982533048793	"IS01"
"PLAC8"	"PLAC8"	0.898759693032506	-0.216104496926806	-0.210207518212081	-0.288881734991389	-0.102107082679297	0.0647305469862029	-0.154995528188107	-0.577742219969633	0.208407158574026	0.113608937683559	"S05"	0.898759693032506	"IS01"
"S1PR5"	"S1PR5"	0.892099288591375	-0.00153384482688988	-0.248106131759488	-0.286206714142079	0.107739461039365	-0.404284676266841	-0.34028733677165	-0.432129624950087	0.334340117379341	0.00536230496489367	"S05"	0.892099288591375	"IS01"
"CX3CR1"	"CX3CR1"	0.870443129486184	0.153786178834795	-0.248028182320625	-0.165123981310035	0.170777579751383	-0.257958143649593	-0.260455977787045	-0.281252842933539	-0.15727510730798	0.341009588663595	"S05"	0.870443129486184	"IS01"
"FCGR3A"	"FCGR3A"	0.762758153670963	0.280936581555526	-0.411505302911576	-0.525576782861328	0.203324058085152	-0.73088236348609	-0.0802938751136141	-0.643765034795149	0.72143498571299	-0.0679347860958044	"S05"	0.762758153670963	"IS01"
"PATL2"	"PATL2"	0.713358168246985	-0.106337508936993	-0.0720402358337883	-0.0421163675866633	-0.0267801278639741	-0.183887696844198	-0.140739616115882	-0.207201433894554	-0.0434800628479896	-0.0524277103052337	"S05"	0.713358168246985	"IS01"
"NKG7"	"NKG7"	0.708974775700952	0.342475524152826	-0.0472702139882967	-0.120713078895965	0.0182013105746058	-1.77590357271409	0.442749858592486	-0.576726748613309	0.661309502358784	-0.231678117678131	"S05"	0.708974775700952	"IS01"
"GZMM"	"GZMM"	0.706946424958118	0.168170414643621	-0.319136588411258	0.104173800109477	-0.117136180371827	-0.67398581913059	-0.129411442074046	-0.503748619788343	0.406016668286656	0.164193286669646	"S05"	0.706946424958118	"IS01"
"SPON2"	"SPON2"	0.705033521967892	0.41631203113973	-0.278778491037543	-0.386885281794424	-0.0582268606712729	-0.516949724027132	-0.333444230988926	-0.386028112695958	0.433355397930865	0.0370081394484976	"S05"	0.705033521967892	"IS01"
"KLF2"	"KLF2"	0.701012121387354	0.547839725831974	-0.219992855586405	-0.401437744753019	0.317345646425349	-0.0861477734983827	-0.210978436140816	-0.636520427630059	-0.0718954513090754	0.616828320899715	"S05"	0.701012121387354	"IS01"
"ADRB2"	"ADRB2"	0.686708531728148	0.289817454701296	-0.123207594278057	-0.263123130200277	-0.0277675601557498	-0.242006881537514	-0.183198799413233	-0.340632113428637	0.0193044383082533	0.184055583642884	"S05"	0.686708531728148	"IS01"
"C12orf75"	"C12orf75"	0.68376656300465	-0.0232641280817694	-0.098414858165626	-0.164786956872859	0.00555882341659916	-0.537861997115526	-0.0717470067979815	-0.223100482785395	0.386213639943563	-0.634311373627756	"S05"	0.68376656300465	"IS01"
"KLRF1"	"KLRF1"	0.669528342505362	0.284350755208548	-0.269861580842129	-0.455045661866663	0.0765336652633623	-0.405154847930839	0.174324867592579	-0.655060351580582	0.369932623112906	0.0705444601099051	"S05"	0.669528342505362	"IS01"
"FCRL6"	"FCRL6"	0.656811771164532	0.079248566487308	-0.162934298121022	-0.0897659698904647	0.0317344045343235	-0.276546551364309	-0.141230210651695	-0.312154259123687	0.0232134721169746	0.196038526616956	"S05"	0.656811771164532	"IS01"
"LAIR2"	"LAIR2"	0.651009402994866	-0.0974858496077516	-0.146145588011817	-0.160121328339774	-0.0737664018569086	-0.236502708932934	-0.267658582756619	-0.326024139686545	0.343985196561304	-0.146549422269661	"S05"	0.651009402994866	"IS01"
"RIPOR2"	"RIPOR2"	0.650552747879432	0.0859084415533141	-0.0363626740154841	0.0888025674941666	0.0443072257936241	-0.109012726758204	0.161719593085367	-0.20115517746522	-0.404474908730445	0.0306042345342418	"S05"	0.650552747879432	"IS01"
"CCL4"	"CCL4"	0.638432436541934	0.409846865942228	-0.0496182721289684	-0.499918508190325	0.251899371210343	-1.16205752874603	0.467052834336069	-0.634790983069517	0.293694689148156	0.231940474137711	"S05"	0.638432436541934	"IS01"
