"TCGA.3L.AA1B.01A"	"TCGA.A6.2684.01A"	"TCGA.A6.3808.01A"	"TCGA.A6.5657.01A"	"TCGA.A6.5664.01A"	"TCGA.A6.6137.01A"	"TCGA.A6.6651.01A"	"TCGA.A6.A565.01A"	"TCGA.AA.3522.01A"	"TCGA.AA.3530.01A"	"TCGA.AA.3673.01A"	"TCGA.AA.3680.01A"	"TCGA.AA.3692.01A"	"TCGA.AA.3844.01A"	"TCGA.AA.3846.01A"	"TCGA.AA.3856.01A"	"TCGA.AA.3860.01A"	"TCGA.AA.3861.01A"	"TCGA.AA.A01K.01A"	"TCGA.AD.6899.01A"	"TCGA.AF.2690.01A"	"TCGA.AF.2693.01A"	"TCGA.AF.6672.01A"	"TCGA.AF.A56N.01A"	"TCGA.AG.3732.01A"	"TCGA.AG.4022.01A"	"TCGA.AH.6644.01A"	"TCGA.AZ.5407.01A"	"TCGA.AZ.6600.01A"	"TCGA.CM.6161.01A"	"TCGA.CM.6163.01A"	"TCGA.CM.6167.01A"	"TCGA.CM.6168.01A"	"TCGA.CM.6170.01A"	"TCGA.CM.6679.01A"	"TCGA.CM.6680.01A"	"TCGA.D5.5539.01A"	"TCGA.D5.6529.01A"	"TCGA.DC.6160.01A"	"TCGA.DC.6681.01A"	"TCGA.EI.6510.01A"	"TCGA.EI.6881.01A"	"TCGA.EI.6884.01A"	"TCGA.EI.7004.01A"	"TCGA.F4.6460.01A"	"TCGA.F4.6805.01A"	"TCGA.F4.6806.01A"	"TCGA.F4.6809.01A"	"TCGA.F5.6465.01A"	"TCGA.F5.6571.01A"	"TCGA.F5.6864.01A"	"TCGA.G4.6323.01A"	"TCGA.QG.A5YW.01A"	"TCGA.A6.2672.01A"	"TCGA.A6.2675.01A"	"TCGA.A6.2676.01A"	"TCGA.A6.3807.01A"	"TCGA.A6.3810.01A"	"TCGA.A6.6138.01A"	"TCGA.AA.3516.01A"	"TCGA.AA.3518.01A"	"TCGA.AA.3526.01A"	"TCGA.AA.3532.01A"	"TCGA.AA.3543.01A"	"TCGA.AA.3556.01A"	"TCGA.AA.3655.01A"	"TCGA.AA.3664.01A"	"TCGA.AA.3710.01A"	"TCGA.AA.3821.01A"	"TCGA.AA.3866.01A"	"TCGA.AA.3875.01A"	"TCGA.AA.3930.01A"	"TCGA.AA.3970.01A"	"TCGA.AA.3971.01A"	"TCGA.AA.3979.01A"	"TCGA.AA.A00N.01A"	"TCGA.AA.A01I.01A"	"TCGA.AA.A01P.01A"	"TCGA.AA.A02K.01A"	"TCGA.AA.A02R.01A"	"TCGA.AD.5900.01A"	"TCGA.AD.6548.01A"	"TCGA.AD.6895.01A"	"TCGA.AD.6901.01A"	"TCGA.AF.6655.01A"	"TCGA.AG.3575.01A"	"TCGA.AG.3587.01A"	"TCGA.AG.3731.01A"	"TCGA.AG.3898.01A"	"TCGA.AG.3902.01A"	"TCGA.AG.A00Y.01A"	"TCGA.AM.5821.01A"	"TCGA.AU.3779.01A"	"TCGA.AU.6004.01A"	"TCGA.AZ.4615.01A"	"TCGA.AZ.4616.01A"	"TCGA.AZ.6603.01A"	"TCGA.AZ.6605.01A"	"TCGA.AZ.6606.01A"	"TCGA.CA.6718.01A"	"TCGA.CA.6719.01A"	"TCGA.CI.6621.01A"	"TCGA.CK.4951.01A"	"TCGA.CK.5913.01A"	"TCGA.CK.5914.01A"	"TCGA.CM.4743.01A"	"TCGA.CM.4751.01A"	"TCGA.CM.6164.01A"	"TCGA.CM.6169.01A"	"TCGA.CM.6674.01A"	"TCGA.D5.5538.01A"	"TCGA.D5.5541.01A"	"TCGA.D5.6530.01A"	"TCGA.D5.6531.01A"	"TCGA.D5.6541.01A"	"TCGA.DC.6158.01A"	"TCGA.DM.A28A.01A"	"TCGA.DT.5265.01A"	"TCGA.DY.A1DE.01A"	"TCGA.EI.6506.01A"	"TCGA.F4.6856.01A"	"TCGA.F5.6464.01A"	"TCGA.F5.6811.01A"	"TCGA.F5.6812.01A"	"TCGA.F5.6814.01A"	"TCGA.G4.6299.01A"	"TCGA.G4.6306.01A"	"TCGA.G4.6588.01A"	"TCGA.G4.6627.01A"	"TCGA.G5.6233.01A"	"TCGA.G5.6235.01A"	"TCGA.NH.A50U.01A"	"TCGA.NH.A6GA.01A"	"TCGA.NH.A8F8.01A"	"TCGA.QG.A5Z2.01A"	"TCGA.A6.2679.01A"	"TCGA.A6.4105.01A"	"TCGA.A6.6141.01A"	"TCGA.AA.3506.01A"	"TCGA.AA.3509.01A"	"TCGA.AA.3548.01A"	"TCGA.AA.3552.01A"	"TCGA.AA.3666.01A"	"TCGA.AA.3685.01A"	"TCGA.AA.3715.01A"	"TCGA.AA.3833.01A"	"TCGA.AA.3851.01A"	"TCGA.AA.3950.01A"	"TCGA.AA.A01R.01A"	"TCGA.AG.3580.01A"	"TCGA.AG.3728.01A"	"TCGA.AG.3878.01A"	"TCGA.AG.3882.01A"	"TCGA.AG.3901.01A"	"TCGA.AY.4071.01A"	"TCGA.BM.6198.01A"	"TCGA.CK.4950.01A"	"TCGA.CM.4752.01A"	"TCGA.DC.5337.01A"	"TCGA.A6.3809.01A"	"TCGA.A6.5665.01A"	"TCGA.A6.6654.01A"	"TCGA.A6.6780.01A"	"TCGA.A6.6781.01A"	"TCGA.AA.3662.01A"	"TCGA.AA.3681.01A"	"TCGA.AA.3815.01A"	"TCGA.AA.3877.01A"	"TCGA.AA.3949.01A"	"TCGA.AA.3966.01A"	"TCGA.AA.3977.01A"	"TCGA.AA.3980.01A"	"TCGA.AA.3986.01A"	"TCGA.AA.A00A.01A"	"TCGA.AA.A00D.01A"	"TCGA.AA.A00R.01A"	"TCGA.AF.2687.01A"	"TCGA.AF.2691.01A"	"TCGA.AG.3594.01A"	"TCGA.AZ.6601.01A"	"TCGA.AZ.6607.01A"	"TCGA.CK.5916.01A"	"TCGA.D5.6927.01A"	"TCGA.D5.6929.01A"	"TCGA.D5.6930.01A"	"TCGA.F4.6463.01A"	"TCGA.F4.6570.01A"	"TCGA.F4.6703.01A"	"TCGA.G4.6586.01A"	"TCGA.G4.6625.01A"	"TCGA.G4.6628.01A"	"TCGA.5M.AAT6.01A"	"TCGA.A6.2674.01A"	"TCGA.A6.2686.01A"	"TCGA.A6.6782.01A"	"TCGA.A6.A5ZU.01A"	"TCGA.AA.3489.01A"	"TCGA.AA.3496.01A"	"TCGA.AA.3544.01A"	"TCGA.AA.3869.01A"	"TCGA.AA.3982.01A"	"TCGA.AA.3989.01A"	"TCGA.AD.6963.01A"	"TCGA.AD.6964.01A"	"TCGA.AD.6965.01A"	"TCGA.AF.4110.01A"	"TCGA.AG.3608.01A"	"TCGA.AH.6547.01A"	"TCGA.AY.6196.01A"	"TCGA.AZ.4323.01A"	"TCGA.CA.6717.01A"	"TCGA.CM.4748.01A"	"TCGA.D5.6534.01A"	"TCGA.D5.6924.01A"	"TCGA.D5.6928.01A"	"TCGA.DC.6156.01A"	"TCGA.DM.A1DB.01A"	"TCGA.EI.6507.01A"	"TCGA.EI.6511.01A"	"TCGA.EI.6917.01A"	"TCGA.F4.6807.01A"	"TCGA.F5.6813.01A"	"TCGA.G4.6295.01A"	"TCGA.QL.A97D.01A"	"TCGA.A6.2682.01A"	"TCGA.A6.2685.01A"	"TCGA.A6.4107.01A"	"TCGA.A6.6653.01A"	"TCGA.AA.3492.01A"	"TCGA.AA.3495.01A"	"TCGA.AA.3510.01A"	"TCGA.AA.3519.01A"	"TCGA.AA.3520.01A"	"TCGA.AA.3524.01A"	"TCGA.AA.3525.01A"	"TCGA.AA.3553.01A"	"TCGA.AA.3562.01A"	"TCGA.AA.3697.01A"	"TCGA.AA.3811.01A"	"TCGA.AA.3842.01A"	"TCGA.AA.3855.01A"	"TCGA.AA.3862.01A"	"TCGA.AA.3864.01A"	"TCGA.AA.3870.01A"	"TCGA.AA.A010.01A"	"TCGA.AD.6889.01A"	"TCGA.AF.3400.01A"	"TCGA.AF.3911.01A"	"TCGA.AG.3582.01A"	"TCGA.AG.3599.01A"	"TCGA.AG.3892.01A"	"TCGA.AG.4007.01A"	"TCGA.AY.5543.01A"	"TCGA.AZ.4315.01A"	"TCGA.AZ.4684.01A"	"TCGA.CA.5254.01A"	"TCGA.CM.4744.01A"	"TCGA.CM.5341.01A"	"TCGA.CM.5860.01A"	"TCGA.D5.6537.01A"	"TCGA.DM.A1HA.01A"	"TCGA.G4.6309.01A"
"LTB"	3.08869384620762	2.83957071672036	3.67276881849268	4.31928314143973	2.85895515862244	3.62898296981544	3.55262860637385	3.69513702565734	2.63341099638711	2.76706499246893	3.07384763265116	3.13875480621909	2.96865268560935	2.13257038693907	2.16854472007357	3.75307758342143	2.49367868139727	2.88671234186939	3.36063324353899	2.74154184730786	4.23739483453149	2.36338315692327	2.95826812034539	2.34179787350544	4.21879823773294	2.50389457954387	1.88188094789496	2.55299205073079	2.93989897798388	2.65198298873968	2.59004583623535	3.59643796870216	3.31987699330567	2.29345337596078	2.91997897519843	3.30478255012834	1.95161858340363	3.38815372514043	2.04559173292656	3.70889803481583	2.65195799134265	1.69256249706901	2.58680709659998	2.86911220842594	3.33123777039744	3.96509864232692	2.90888543740569	3.76182020812183	3.0728001929031	2.96017255302924	2.80158870169199	3.62225688908106	2.56393648226159	2.84120861980483	2.5618872732119	2.35066692099879	2.17124088240921	1.93189576844453	2.93701605311402	2.12470949273453	2.51579675016192	2.38713326627427	3.41385946675784	3.31480819522613	2.08877600767869	2.34199050662902	1.88121547204488	3.30988932015042	1.54588016394228	3.49403531060509	2.86856158269808	2.35095297567342	2.80985978828588	3.11645637500426	1.04124084739916	3.12323250970113	1.12809721831558	3.38759819776707	1.74660285635539	2.82225544314324	2.12667323770464	2.41829363945987	2.09224573924728	3.61051631257943	1.50349468061671	1.55342374155497	2.25987481836698	3.70102653783866	2.69837644521411	3.07980674496095	2.86240216783187	1.00031986600509	3.33754904169239	1.94287430571822	1.81805293855292	2.21543209189711	2.20564757911292	3.76449032365285	1.78097798461372	2.33432389538486	2.75334184208544	2.81372035306484	3.24093799464803	1.89159468744621	1.5172045712782	2.2913397516781	2.92782249762666	2.00175146408736	3.03210723479278	2.98433080697271	2.53270186650948	2.45406862100939	2.18687878666175	2.19563919540659	1.70115163438164	2.60090816420157	1.08074051739787	1.66554058502326	2.44672122066671	2.77322011123539	2.59168321611543	3.97465120921898	2.62031176040102	3.47039210671213	1.98009570412334	2.54534557859236	2.09217844708918	1.83736003277181	3.3831938218428	1.16949413500057	1.28162109655618	1.3697868837242	2.18879537593389	1.68425873723139	3.76263846443138	4.46596448095456	2.07664317797617	3.63118072106601	2.84776533357908	1.89269401092658	3.46671272468945	4.13847975355706	1.66008190948627	2.89632134791798	2.97807769121125	2.53262143803745	3.33133895636793	3.16740153254197	5.40202132153502	1.94807342151395	4.77056620054244	3.08119638332849	4.21192624652749	3.72863496771789	3.25335716842981	3.13149308143955	2.26262634313968	2.69311289180014	1.5430963095379	1.84782225803919	1.6202650399852	4.08186714123689	1.90853996505432	2.41845100947067	1.51513911873439	2.90021758447773	3.14710465342	2.03141581656698	3.14403764184998	3.10369800625696	1.43260067649938	2.82288255893018	4.16938585339591	2.19393591075538	4.10740600795041	4.00141044748379	2.52442769444673	2.40386943954325	2.05335037464454	3.37088357602781	2.36754358497112	2.23248966889681	2.11507433493495	2.24347652135455	3.68158046897683	2.217527546739	2.7281279761859	2.90755704826253	1.36973930848524	4.25235894774479	3.43727182160441	3.21621524520746	3.22074230995774	3.37765587064746	2.15738673161457	2.03095871213805	3.83124954414066	2.5940932455179	3.84155772239933	2.61308180228662	3.53009819056093	2.50702492091127	2.24158238606316	4.35842384707431	1.8151967481381	2.77151197891515	2.85607127282092	3.93655981976326	4.55307894621418	5.34923598112157	4.09246633468329	2.4494889881665	4.94769561334072	2.48797927170953	4.90953243629204	2.32556168857263	2.94067536569423	1.97862118791298	3.57093036186113	3.60230245223524	3.19393023114855	2.66951923330653	3.22687538431853	2.25439007956153	2.44314321222021	3.07306302589267	2.80935610631589	1.85305924472158	0.9968536150752	2.40039496792022	2.70815084465555	1.95476023754709	2.31736023233606	2.21605223587207	2.07340184023516	2.94476172206009	2.50141531215969	1.72762004841094	1.92993009178017	2.14025114272475	2.97393235371344	2.84355241609675	1.48624602889044	2.65873600548998	2.41006580770123	1.45594129571999	2.88276131648732	1.80398131414236	2.51891851430145	2.73687035864969	2.773572626387	2.85055335834459	2.1686346836772	1.36389388500613	2.12371024975544	1.63078203865621	2.4225716030775	2.17733912986384	1.74602248765733	1.60405846814997	1.31381323265221	1.67504785181215
"IL7R"	2.16550971169956	1.8351797392724	2.1826231878227	2.90559263223466	3.42312617090307	2.89274044029123	3.57295994836143	5.35343905352446	2.23676223260203	2.4700032358088	1.78480650244676	2.75752846009956	2.34633547343032	2.41908775117213	2.40558707938109	2.50539788067466	2.92338230381199	2.25122462641519	1.30815680914001	2.99873121911133	3.4494628548067	2.46193202136853	2.22480448955039	1.86191302641327	3.15977941019501	2.91968726103186	2.15915556401487	2.54219731504456	2.27224993701373	3.07954997075938	3.16964716367504	2.45050293925937	3.03638658424227	2.51537142548583	2.6541947684859	2.82048428170856	2.12779077941294	2.78606381408937	2.74902761471548	1.74290909395702	1.43677108078393	2.20599269223653	2.65324454557715	3.02248903719475	2.68076415924522	2.2279719631834	1.40839536636618	2.61695658174188	3.20399485798079	2.89005867642055	1.07525760056752	3.2606406201664	2.69430210004487	3.01011803434152	1.9225996874042	1.88775006490594	1.46694461635408	2.37461823594101	3.19124639371111	1.88598040226358	1.86052292789962	1.90173412958163	2.78685941177648	2.00348423812666	2.30217098513815	1.99941299261993	1.66478136327398	2.81401138043484	2.60291148897584	3.03908445192275	2.0716683262968	1.76201932270158	2.52494286845994	2.34992393214177	0.583770329139204	3.18725086742004	1.54475657197867	1.62883826602239	0.412303710344904	1.68108234333426	2.17911745163637	2.76484348213033	1.56898338048094	1.93978382384453	2.06049762799776	3.87226229296436	1.88853040370125	3.26963419894647	1.54687278330679	2.46073484747331	1.49834616130273	3.11729804347734	3.42404308464718	3.22368257360577	1.30173682619918	0.96401889612287	1.86885138263543	3.08222352340609	1.23546230871373	2.10925773579067	1.60452565492282	3.12278161455517	2.40673663760624	1.75127918199642	1.34092817621154	0.974663537863716	2.5529338751456	1.53082099585929	3.42364455565836	1.72203122867623	2.43550848331151	1.86126666261344	2.32749849459223	0.931342432978951	0.816643115733959	2.82236259118855	0.909204875168792	0.820394993614717	1.03896802483618	2.76850888530077	1.16605950924349	1.73117446554032	1.78294877494336	1.7258800311293	1.02886890634394	2.39255209666544	1.12244837133302	2.1082646067613	3.24833136367646	1.33284258367478	0.912511161770478	0.314167537725555	2.1113905135711	0.915376663708266	2.79094810010091	0.940340194592131	2.62546126917133	2.24596098354802	1.68013581760682	2.28559818854101	1.56920715704491	2.35388029287509	2.13512088561958	2.16391635447869	2.2902248120807	2.50911484819902	1.97101436568314	4.27821483797671	0.948005283314272	2.35218460795216	1.91796647418603	1.59197090968987	2.13119638122143	3.14015156945493	2.51809408428897	3.11377977056095	2.3908585358194	1.73428199626716	2.02252116333957	3.11158222138009	1.95970927316412	3.776202086916	2.09823249625142	3.71215017373134	2.36974817450763	2.50243670458691	2.99329093115573	2.02413360999908	2.74680093777252	3.78584211139684	1.90996806571398	1.94025895685118	3.4103304808968	1.84990609831786	2.88285325435698	2.6750963702623	3.32020691452857	2.71354295464864	1.31753059848953	2.21182916261894	3.42377235981364	1.19537727480838	2.20334752969544	1.18910485222591	2.30264893235709	2.10994629466638	1.65200903045304	3.68923355606607	0.439693580041198	3.0818044872639	2.22006400472544	2.61343017357438	4.43743731176519	3.34542287208335	1.90216110504294	1.47040732552912	2.8551153616961	2.98201830981074	1.83380621196313	2.54258625944895	2.9115420547416	2.23007156089909	2.37749792183359	2.63099987608793	1.49695796612826	2.62457478835447	1.64517703184589	3.43825231910082	4.1509363975367	4.84586595318666	2.9479391192626	1.60146354679204	3.15615448653338	2.84608223149728	3.48752403882683	2.61601734938343	1.09294807164947	2.99321497608004	3.46775330525313	2.61239639411165	3.00944836074724	0.959458011644694	2.32195547857786	2.67763873317535	2.03133611415231	1.55747862038634	2.18149406058161	2.28070013384735	1.23899079826702	2.36818083358066	1.55640339233176	1.94588525116527	1.84163409677334	1.40635249335552	1.15253888262741	2.24584124864919	1.80876148566559	2.01722035269513	1.80386119522445	0.907023248044917	2.30251794504748	1.981390623486	1.54726584452662	1.33844175054802	1.03314259488543	1.64788765499609	5.2234915893462	2.31992788973897	2.36591286762798	1.89124446862334	2.08048273976338	1.78728771599614	1.68876053070989	0.901612000144889	2.63416549319652	0.648967097779063	0.766653068873889	2.70374338457332	1.76320325911382	2.12618241201071	0.072023741941753	0.895478929148748
"GIMAP7"	2.69352991406783	2.68814801281124	2.87771335647288	3.06067344455863	3.78269082233385	2.89918689076226	4.06256917038959	4.23061091635404	2.6132939382095	2.51545732939257	1.84437737898016	2.6168894998086	1.80877076987693	1.84219916121678	1.59435253247942	2.35010773741121	2.00692236857787	2.25359581156482	1.90763698988309	3.28960326144562	4.02247612613323	2.50636291296053	2.27465624771728	1.85238671961875	3.80928585919523	2.58208254675388	2.61010847171984	2.91385052812858	2.40042185716666	3.03254790971749	3.18492035611894	4.87025989726788	3.55939110606444	2.44628432231655	2.68890916421652	2.42296033628843	2.21412329338278	2.91012730636347	2.476993056671	2.36949233924461	1.93542802670759	1.89846880694991	2.79107735456415	3.70677186854724	2.86741340099131	2.97867712482093	2.16226276086513	3.64188516398445	3.17908540340404	3.04854556213378	2.99547482116463	3.01792721779453	2.65474217940166	2.63284160965865	2.60371976784327	2.51174193623086	1.87322174068363	1.90721353038092	3.22197091051381	1.61064765688704	2.12682421031636	2.33623259378599	2.83758951514417	2.67637658247465	2.20534026712944	1.89331328395907	1.72324117033071	3.23054948686494	1.77888049796217	2.8136025077333	2.24059009066789	2.32786474317085	2.87891343279771	2.40200254268531	0.840100703892261	1.58090463174128	1.77586582422399	3.27700058234592	1.24631626550203	2.75637345945925	2.75141006868101	2.49208072834605	2.66796964402619	2.94727768174717	2.36536168427982	2.35893098953916	1.81474511344506	3.8328120557839	1.76530993619874	2.88003650688574	2.25916315958147	2.56776728747349	2.69170000373436	2.58768573720823	2.51686528603561	1.56963946676766	3.21038760975218	3.62499971707073	1.51856936006809	3.5340579880072	2.5881253481729	3.16891736126192	2.60550446687214	1.95795556912356	1.79102069212551	2.20851636422001	2.76064055895593	2.51125709649651	3.54541651398144	2.6616700398684	2.79554798783645	2.66051506363532	2.59637857967771	2.14391351576667	2.52517645118294	2.86843785325659	1.3280345325581	1.52783296059582	2.61930805223486	2.74610442542554	2.42569775743512	3.31391393786262	2.26410992515069	3.35145061533655	3.03299079448717	2.33652534595049	1.19813214304725	1.62171387673375	3.52120777737096	2.30796380172884	1.67560149714064	1.27255296025122	2.61217087562904	1.96028022270918	2.64150041285077	1.73710275681074	2.93939428789746	2.77338213576127	2.40198826213736	2.23021253799411	2.14813509558191	2.67360954446366	1.61738325800583	2.80403827327007	2.18871744394255	2.09184600916945	2.3155942921426	2.56095957335714	2.15337099263565	1.66827745280951	2.85087671377986	2.09161457018161	2.58655047910241	3.10283699599777	2.31342730268341	2.21657491846805	2.36027475498267	2.93394251369279	2.42101252950812	2.72059269389825	1.91348353505091	3.4040183452454	2.64958801445599	2.88987475074626	2.53516993066007	2.1618191037615	2.75226183787844	2.39369709512572	3.31636101039209	2.23293103284092	2.54742095191446	2.71766817638359	3.28979077369591	1.62975193620193	3.27957117003784	3.72769483043763	3.3506047346085	2.26658855360775	2.70183807955345	3.02953728605617	1.84133794771101	3.13510936261191	2.65802778377168	2.36175055229839	2.55680204070159	2.6660335566144	3.11555115040805	4.20026442561402	1.74563558473019	3.49769584426952	3.43916609179242	3.64237133229709	2.82278842684078	3.34735238432807	2.8338239802224	2.11033890343303	3.90122082692878	3.25902402493007	3.13110487939494	2.60055154646833	2.92454060816768	2.62381200173623	2.52249332955089	3.98231639600019	2.40069803313745	3.15858412572001	2.28884292080183	3.60979926547749	4.92242760074123	5.26956742059729	3.74602847219333	2.26825647427447	4.30364144937764	3.02564994267856	5.30148946062917	3.49295808921656	2.14991340573888	2.35742741403158	3.52210126930164	3.0433845449084	3.56656582374607	2.81125925350636	2.84578550925299	2.16191605168525	1.45192286498434	2.81358001741198	2.26373545244531	1.15395184730829	1.54468110612089	2.48923155394263	2.45624335815794	1.41595670616947	2.32791543863559	1.53417775752686	1.61077051002905	2.77169093461464	2.08454912444176	2.07440710168259	2.10930426128604	1.37725051759139	2.32498228167008	2.27861640461968	1.80345149141704	2.11750830644861	1.29785159099602	1.5170480072413	2.53480354593642	2.04327301974388	1.74898045712371	2.19908511023177	2.30347243892081	2.22543872254648	1.81877363525693	1.64942685847739	1.96940374648531	1.69318263627279	1.90110250320128	3.02351929955415	2.64878511798876	1.05682758407606	1.03284311720261	1.43708990231619
"EEF1A1"	9.97864142272391	10.5122451400351	9.90699816471421	10.0747580225568	10.1951036216389	9.65165261387972	10.193462037871	9.26283110320907	10.8701460352101	10.0330851847632	9.78396362512753	9.85668368969361	10.260254910111	10.083028584698	10.0491996228335	9.81508860373909	9.16683006399766	10.1921205449431	9.70038602461203	9.66520144702355	9.69974619908424	9.40029880516905	9.95778445288694	9.38594613606795	9.79136860387938	10.2530464530925	10.2977125671672	10.9357407863311	10.322783191027	10.130373975778	9.62876793847493	9.64177357542595	9.67330662476264	10.3291137111275	9.32533575065678	10.0388432869032	10.4897087678346	9.7123108076239	9.30216742540285	10.020775847549	9.95445292020366	9.84850763541964	9.81502874942819	10.4440667376352	9.65507745161746	9.96928383130294	10.00331273133	9.86846689546692	10.2492687932782	10.3863963680556	9.72902935953046	9.76113112573108	10.1642770321034	10.2180187639631	9.7614530855193	10.6310082242899	9.48731453472398	10.4323576165271	9.79711567275184	10.1520315944564	10.2291060346121	10.1732856946412	9.80329818947707	9.36670345891635	9.63079924953432	9.6060880100896	9.44602017513539	10.0425468404458	9.56629372390967	9.27438578572013	9.40658473223156	10.5348096957956	9.54357573537235	9.66884635859537	9.7380257992564	9.39311455526682	10.1579706931879	9.35178596972561	9.12414934994703	10.1100136055896	9.96981733978008	9.61469236363165	9.59252681601314	9.98460190187718	9.47577525940818	10.0268928562518	9.98090394960476	9.61884612262188	9.55350740278717	9.96216050308931	9.57696538291563	10.3865710091525	10.1274751082868	9.63179915967132	9.42384789504795	9.65713442831759	9.56084226800274	9.49636439588948	9.8390512281894	9.71467046836039	10.3268262628606	9.62387203771703	9.58194271569738	9.8649440248669	10.162566742684	9.43661001124942	9.64798558258364	9.28884241102609	10.1830807394797	9.73989493508444	10.2163543204838	9.54372620287601	10.3001132211319	10.0320538183604	9.85682080611697	9.38053849053635	9.77837714295493	8.76552683824755	9.27928449800554	9.75979295386458	9.12901186260674	9.4908366550557	9.60991602651933	9.73248185898229	10.0647279191533	10.2252329177743	9.11489296060839	10.0602712656432	9.38592023354884	9.28337208238828	9.50988496132746	9.90856191890193	9.74244609931081	10.0496755469312	9.92414075574125	9.63453238647042	9.76920207429664	9.93493649934352	10.3301873356594	9.82490136547528	9.53032120309206	9.87061061056426	10.1834186000215	11.4349194427528	10.0804364440439	10.2312491142094	9.98324233725282	9.95017443792052	9.69251115048033	10.3804731661218	10.8021557390094	9.78114385346001	9.47145035182489	9.65167295762524	9.65157052008534	9.95793138227352	9.70412007673548	9.98840573746792	10.140989909315	11.0008963859729	10.9383777265828	9.71570845042095	10.2030612936805	9.91414291682976	10.626176657234	9.92521499646338	10.0677304571198	9.94028453480054	10.7512880617332	9.67310778429136	9.48081804228116	9.92578905085106	10.0571383369072	9.67535384384191	9.28370224059155	9.46869875616605	9.9765873648376	10.1450757554788	9.7749861134839	9.73071859756604	9.51852634419049	10.3286020090415	10.2234268627361	10.1679345985233	10.167334885787	9.91382644510944	9.38530220656809	9.650470834873	9.13677148024428	9.58847644283862	10.3147265953736	9.96826525909273	9.65938558084588	10.1292377740404	9.87829462796429	9.60644029840355	9.90725200278884	9.82688749416573	9.78427884978349	10.1225235488189	9.71729271241437	10.6455135766184	9.34902836983376	9.98818614648267	9.74807648639171	10.4286651331328	10.1853951661244	9.43592347458905	9.43763986347143	9.73166239838455	10.4807038010756	9.46491301362025	9.48776287981294	9.75305600477024	9.65534100219404	9.46918573074614	9.19359919833109	10.4877266724598	10.3030980644338	10.7458683691978	10.2794616541823	8.96617621908592	9.94953876771518	9.74862635207144	9.92839988319994	9.99548726840459	10.1732394369789	10.1881882867125	11.2986955153566	9.96391336138809	9.97169229011079	9.76005336235934	10.1974054901148	10.6559165819022	10.4453864494959	10.4010343758636	9.98072017220508	10.0603398687368	9.9257059701266	10.0548161084547	9.93619090984572	9.77778261403361	10.0289968006901	9.72587351244604	9.60553267842213	10.1268499923335	9.82428474618012	9.35011444086272	9.88644355501765	9.99810709446449	10.4645866104014	10.0564359263101	9.81862025516132	10.6377263642905	10.4366181293037	9.62049602672218	10.5188794569662	11.5388911163391	10.7551034281218	9.56188860327199	10.046962469638	9.46895632420073
