"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"State"	"MaxFC"	"InitialState"
"NABP1"	"NABP1"	-0.193309155449707	1.09419562297739	-0.0487814825943977	-0.47356162612692	0.128304431111017	-0.113628695280806	-0.261519291162514	-0.426847453622905	-0.0351647100737244	-0.182747458385836	0.543588872811852	0.587008182488993	-0.22108614226125	0.292617081199281	"S01"	1.09419562297739	"IS02"
"NR4A3"	"NR4A3"	0.765629283539081	1.09048940467628	-0.530134213700425	0.471692522320041	-0.625045279551065	-0.278812802209591	-0.538986324998529	0.0648893634693161	-0.516157189240269	0.0208861570351083	0.0498586133090528	-0.167225244584805	-0.759601873629528	0.333263796946912	"S01"	1.09048940467628	"IS02"
"METRNL"	"METRNL"	0.376675903966954	1.08816983399304	-0.521415958248387	0.0239208259036919	-0.235944291857199	0.135224350627927	-0.371312508945193	-0.274809497684846	-0.0711870580167731	-0.0363801167188898	-0.216031694928959	0.530843962236448	-0.489689304998881	-0.218261753710838	"S01"	1.08816983399304	"IS02"
"ACTR2"	"ACTR2"	-0.350323460879842	1.08532664698987	-0.144034467842342	-0.357033688137609	0.210672249549666	0.0964104728184246	-0.690982287606523	-0.293908078632033	-0.115338999763545	0.368754937007216	-0.221996929956112	0.605537227769598	-0.228747127980395	0.0649644693389714	"S01"	1.08532664698987	"IS02"
"MAP3K2"	"MAP3K2"	-0.246115459506532	1.08215833065621	-0.199892137087845	0.0364202090759767	-0.132865052174125	-0.0868640597476062	-0.244852262778641	-0.118886514835165	-0.354877813992884	-0.0220504939030687	0.2209240765306	0.364292746813056	-0.38384448351976	-0.162087843579662	"S01"	1.08215833065621	"IS02"
"SETX"	"SETX"	-0.264567655414941	1.07765780083927	-0.0286771424997178	-0.361364815334477	-0.143215459597305	0.0150299831053067	-0.241342939806957	-0.31614956235865	-0.18354549285582	0.182019019366038	-0.402907450166775	0.655061373742412	-0.166836393794727	-0.123389176466179	"S01"	1.07765780083927	"IS02"
"MTPN"	"MTPN"	-0.260006691908694	1.07297130588967	0.0162232191365681	-0.294680957393994	-0.0955151262223247	-0.11539079389637	-0.427415776367811	-0.275414596931758	0.0428249380985871	0.149848741287969	-0.660442907618617	0.474346648500179	-0.153550298450832	-0.00157239627138208	"S01"	1.07297130588967	"IS02"
"MIDN"	"MIDN"	-0.328955255180837	1.06806900652504	0.0675068411150434	0.49388385971754	-0.410722419510785	-0.217652260891794	-0.465100080678944	0.00780463139959533	-0.221005619200585	-0.0601820882226898	-0.154900359449303	0.0688299139189586	-0.540389200961397	-0.250151169179635	"S01"	1.06806900652504	"IS02"
"LRMDA"	"LRMDA"	-0.198071203556426	1.06372985186383	-0.164540337520569	-0.219767388270822	-0.13435685257542	-0.192183042261602	-0.202906420382564	-0.204152336998948	-0.107292465849464	0.743671027395412	0.158662047048689	-0.201501007947013	-0.171388447295534	-0.175355761180688	"S01"	1.06372985186383	"IS02"
"MTREX"	"MTREX"	-0.216888346341091	1.06351932335494	-0.046489351017016	-0.240645710057395	-0.187819890675964	-0.210440798472982	-0.222182918004169	-0.223547199079633	-0.160446729731329	0.827781980884221	0.11700939347369	-0.220643988701975	-0.1608453092577	-0.138246371972937	"S01"	1.06351932335494	"IS02"
"MBD2"	"MBD2"	-0.255271033224427	1.05992771683334	0.131879980638463	-0.338692739021264	-0.0478768093960069	0.053837389662191	-0.283479198525831	-0.315586535304739	-0.236022888239869	0.24045564938407	-0.513275808914066	0.53923663492406	-0.291025652858912	-0.0393173493265575	"S01"	1.05992771683334	"IS02"
"FYB1"	"FYB1"	-0.863017787736433	1.0578638067056	-0.0280663362816955	-0.965629174941895	0.715120390116085	0.365718373385106	-0.216038344521867	-0.897018680932866	-0.22607921957151	0.624776925004839	0.326178132395215	0.796584524543648	0.494520882464926	-0.318215919000405	"S01"	1.0578638067056	"IS02"
"GZF1"	"GZF1"	-0.307313568200247	1.05570939066874	-0.040061147724983	-0.0808728541989262	0.0857639486910731	-0.118258819899364	-0.236600142809083	-0.188244780754474	-0.367169577552492	0.0969627659034862	0.479684470841871	0.0940392260479801	-0.246838475379426	-0.148391161404854	"S01"	1.05570939066874	"IS02"
"HLA-DRB5"	"HLA-DRB5"	0.583834094829223	1.05159373940075	-0.392817228535326	-0.056872861637509	-0.197332735706217	0.206314921969763	-0.239792926345069	-0.397600308081231	-0.0137184622510485	-0.613100698705028	-0.20358540987476	-0.0376366092979083	0.00220521168192368	0.0879063170286888	"S01"	1.05159373940075	"IS02"
"GNAI2"	"GNAI2"	-0.298455110165253	1.05062356855635	-0.0827181880398899	-0.541083811215132	0.368585381595535	0.350292611228914	-0.630810615302999	-0.355973564712121	-0.299269130018808	0.274366074057664	-0.239733996183743	0.678175231756566	0.00128987212832069	-0.0968557409873667	"S01"	1.05062356855635	"IS02"
"NIPBL"	"NIPBL"	-0.308371025995075	1.04922255995227	0.153339101667007	-0.322386723500661	-0.0790970919602385	-0.186012084199064	-0.364250352098524	-0.261353494619308	-0.192091222314427	0.317805397665404	0.0179384158016564	0.551701404275158	-0.196530177123983	-0.229750949086354	"S01"	1.04922255995227	"IS02"
"NR4A2"	"NR4A2"	-0.17041463343621	1.04796413509989	-0.336678463487287	0.182633153057359	-0.401095701785495	-0.0232784610796654	-0.412475426238182	0.213496390028996	-0.0139422405708317	0.244409576097148	0.22556455543256	0.175441159217305	-0.632701717432738	-0.288431586352086	"S01"	1.04796413509989	"IS02"
"AKAP13"	"AKAP13"	0.265355827735812	1.0428008731181	-0.516037287493918	0.389177559356588	-0.3069092247383	-0.191495640096255	-0.555457777793445	-0.0432898869805357	-0.0514571402102937	-0.250129754829642	0.0159442291728522	0.254455499985686	-0.567748692614061	-0.0597097644387368	"S01"	1.0428008731181	"IS02"
"COP1"	"COP1"	-0.222413352159943	1.04175957651086	-0.0116641533285131	-0.246775910092477	-0.208315916946337	-0.215801559692761	-0.195450352288746	-0.229241832270117	-0.219425431392052	0.909369599036237	0.3686911209566	-0.226264665617258	-0.18579421119147	-0.164288975478827	"S01"	1.04175957651086	"IS02"
"SLC8A1"	"SLC8A1"	-0.421004754665783	1.04107826495492	-0.254896197166023	-0.450924879704292	0.225237952829965	0.0755798224446784	-0.188730812667631	-0.224714322943989	-0.48317073023104	0.032473962560645	0.129700535656653	0.783933415945502	-0.149555350552962	-0.00704702453181409	"S01"	1.04107826495492	"IS02"
"IER5"	"IER5"	-0.140385912402621	1.03742544963334	0.0818714878005612	-0.19906025882157	0.245043987206793	-0.185802701029105	-0.310980923319752	-0.122683809678368	-0.450152641145932	0.489154709185883	-0.0955347842536865	0.0537087181392462	-0.420801429269185	-0.189011579414426	"S01"	1.03742544963334	"IS02"
"KMT2C"	"KMT2C"	-0.124559101184052	1.03331029611533	-0.122476456839296	-0.132994390528979	-0.0746777447194088	-0.102309643535779	-0.361302074420404	-0.197334585943276	-0.171319637484433	0.0387764268443738	-0.12310563358591	0.432037908570153	-0.269493039127206	-0.105885604138838	"S01"	1.03331029611533	"IS02"
"REL"	"REL"	0.719540928233671	1.01838499237364	-0.154385748950042	0.391106245258096	-0.595564982205352	-0.293071694956867	-0.53001337610934	0.162970175954735	-0.406925637208374	-0.195719284796915	0.150954796269327	-0.118828569988454	-0.883358237383017	0.39831256261139	"S01"	1.01838499237364	"IS02"
"PAK2"	"PAK2"	-0.260422571752655	1.01429948264431	0.0429816248691868	-0.400898525834455	0.0710497524585019	0.0668150418620727	-0.518263809241426	-0.425460177238186	-0.093589074371284	0.346013224016345	0.115811505741459	0.580677819551476	-0.145084128294063	-0.0414441434712292	"S01"	1.01429948264431	"IS02"
"AREG"	"AREG"	0.635699812641752	1.00862929531331	-0.381804167955104	0.574577235632373	-0.90694101205841	-0.366751645352816	-0.399257733881952	0.716379914031849	0.117585867375104	-0.0200206514821643	0.0404174412735712	-0.777245321382042	-0.742429901649594	-0.289070802725934	"S01"	1.00862929531331	"IS02"
"RPS6KA3"	"RPS6KA3"	-0.26645858004612	1.00702067455972	0.180649774774852	-0.418510929010208	0.0705184605479251	-0.0250126678426869	-0.335572226817637	-0.305779940051688	-0.155542448760501	0.201867858236556	-0.21045918819628	0.549882144804686	-0.159095721144591	-0.158866212237374	"S01"	1.00702067455972	"IS02"
"RAB21"	"RAB21"	0.253967631052458	1.0021163010739	0.0611249580489457	-0.0880919318359369	-0.101028961621231	-0.158232781002663	-0.453305259704949	-0.184306364236082	-0.309169692408549	-0.146373351686782	-0.246699519677531	0.297508778218544	-0.390666766427158	0.148982888447161	"S01"	1.0021163010739	"IS02"
"CHD1"	"CHD1"	-0.0741896555288268	0.992934906285487	-0.265794175175353	0.294210621715743	-0.323192130586605	-0.301641865916291	-0.381197285502192	-0.124662863505737	-0.109021110443126	0.220771831841365	-0.00542779995518674	0.0813768688781458	-0.501686522809239	-0.0753619788618731	"S01"	0.992934906285487	"IS02"
"DOCK2"	"DOCK2"	-0.208243994752703	0.987894476584109	-0.0538589980514181	-0.211243126425518	0.0278509756254483	-0.00510422625136414	-0.387307461437376	-0.214028069531723	-0.232060755587849	0.0355693857693258	0.108410775288074	0.592639831293631	-0.273825498166868	-0.134282318542214	"S01"	0.987894476584109	"IS02"
"IQCN"	"IQCN"	-0.122139337534363	0.884177651170317	0.218059980521432	-0.135518150710932	-0.123082093999037	-0.118508440629956	-0.125120942984199	-0.125889229476208	-0.120498506803423	-0.070590963866608	0.349634107920788	-0.124254304418075	-0.12813725143114	-0.121983613772101	"S01"	0.884177651170317	"IS02"
"CD81"	"CD81"	-0.201922039096549	0.884059424956303	-0.336206425509438	-0.523114015506343	0.759033851702698	0.491016925999071	-0.286504950223379	-0.368427444513618	-0.626463863310464	-0.0271601305518551	0.0916797551651612	0.787384558750783	-0.189560678466188	0.0303813805120903	"S01"	0.884059424956303	"IS02"
"CLTC"	"CLTC"	-0.168167609708762	0.78315096932345	-0.0719656735453916	-0.39845940820225	0.151111027563149	0.417614696381595	-0.241833462582721	-0.399816513268089	-0.244280718472758	0.115185732937472	-0.0107771074068171	0.719329527091638	-0.234634155570204	0.0188112248277543	"S01"	0.78315096932345	"IS02"
"NR4A1"	"NR4A1"	-0.129363257557634	0.764661747244219	0.0171469470560081	-0.112732641428005	-0.384073233187312	-0.209650224085411	-0.448592599126788	0.349953673519771	-0.0990034278759748	0.758117435254458	-0.066205511612103	0.0739706893150891	-0.541114043399035	-0.0956059422605559	"S01"	0.764661747244219	"IS02"
"MPEG1"	"MPEG1"	-0.301202027380461	0.757624881343118	0.214875608045848	-0.0924296673153612	-0.360800309937626	0.573842582079505	-0.407055966682312	-0.391920569019945	0.00930547024338759	0.154960948349616	-0.13665686364871	0.663058754791335	-0.0642498822366553	-0.54667638512564	"S01"	0.757624881343118	"IS02"
"CD93"	"CD93"	-0.163482451635215	0.750434260931606	-0.559181650956449	-0.413453368281772	-0.197046731965189	0.54646099561653	-0.233357913662734	-0.240617294742707	0.299978939175038	0.286019226330625	-0.32381763481436	0.650299953201847	-0.0645895276860039	-0.092579748339109	"S01"	0.750434260931606	"IS02"
"SLC38A1"	"SLC38A1"	-0.581259551317674	0.714936510969221	0.301987417128269	-0.00221181880082395	-0.0225101240279983	-0.563148554307178	-0.265576626638711	-0.113069605755727	-0.394592490327834	-0.127552132868443	0.323702762309222	0.362894494997525	-0.00875627595606512	-0.0127639147997325	"S01"	0.714936510969221	"IS02"
"ACTR3"	"ACTR3"	-0.371266220444632	0.683824731675701	0.0890392768376426	-0.630383334730726	0.651363866042533	0.115919900061398	-0.792843600469697	-0.324036254263467	-0.0792780086306592	0.144693216033829	-0.404487030556179	0.508370650839474	0.137838221031581	0.550029304270946	"S01"	0.683824731675701	"IS02"
"PJA2"	"PJA2"	-0.0712105075330427	0.678268294103516	0.0630821109184095	-0.299186649603049	0.098580834809213	0.0846565378390906	-0.279592548591633	-0.227962431908506	-0.296103347969412	0.0915787588216329	0.0364675785535152	0.635932633051135	-0.200514821662402	-0.134599149760593	"S01"	0.678268294103516	"IS02"
"ZBTB10"	"ZBTB10"	0.276707638008604	0.668480782786518	-0.142634324519868	-0.254474594792826	-0.219114999621091	-0.245562464856496	-0.241697489152063	0.0983449334270812	-0.324492354628601	0.453384551050155	0.0969252762476362	0.106129973132199	-0.356251820723837	0.189296499228627	"S01"	0.668480782786518	"IS02"
