"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"IS19"	"IS20"	"State"	"MaxFC"	"InitialState"
"CD177"	"CD177"	-0.156186276707265	0.0481118324531375	-0.157280748634425	-0.167438889746922	-0.175582508475522	-0.0255341306771517	-0.0325504063824775	-0.0697504571640804	-0.10272955907624	-0.158441968271595	2.4365361339595	-0.115144729223245	-0.0373013276591732	-0.158182440068038	-0.12955992010624	-0.121976797348529	-0.141538864618834	-0.138359691252473	0.133540528095452	0.0499900208342372	"S01"	2.4365361339595	"IS11"
"ENTPD8"	"ENTPD8"	-0.0186782661274098	0.0354024375338854	-0.220158466743894	-0.301586094621801	-0.297522905267147	0.113572411217203	0.180559700591468	-0.221096798537948	-0.212072499727476	-0.262174187093271	2.35139308265839	-0.208155112821836	-0.188137625412301	-0.215834221525249	-0.181301999957034	0.0780427607452685	-0.160054552467573	-0.292556617465916	1.31787270715196	-0.257628808784566	"S01"	2.35139308265839	"IS11"
"C11orf86"	"C11orf86"	-0.102998405126338	-0.1466269778167	-0.144537423979735	-0.116930063522307	-0.16135632422465	-0.108918785635592	0.137978615542351	-0.144950556673838	-0.0660422702554218	-0.145604558365148	2.33699316999158	0.242870615820607	-0.126884019001625	-0.145366057860045	-0.136456619361944	0.0298612123852518	-0.155694698813259	-0.151832298243897	-0.124175309559818	-0.144243768100053	"S01"	2.33699316999158	"IS11"
"GPA33"	"GPA33"	-0.129683307022113	-0.463903642538567	-0.339781544647222	0.0751127415612022	-0.370693059026464	0.276894835548714	0.35505028540837	-0.600176867928945	-0.0660187400161058	0.0331386305368139	2.29632241705622	-0.629893588571198	0.555560061421006	-0.193860703307269	-0.130171617348524	-0.437650628912835	0.0152687162556794	-0.461199798662212	-0.102456261139632	-0.0717357487171728	"S01"	2.29632241705622	"IS11"
"PLAC8"	"PLAC8"	0.827261707064381	-0.590753261881701	-0.610050582718993	-0.388841721569725	-0.502015416629296	-0.204696421009937	1.09313694290143	-0.298876082159187	-0.130453043655184	0.185193101628175	2.27840873204258	0.0276207947473329	0.0570815870213671	-0.625379749601569	-0.274319135779251	0.450388357098509	-0.165000348993228	-0.274945006757212	0.0272768090975642	0.0328063557942571	"S01"	2.27840873204258	"IS11"
"CDHR2"	"CDHR2"	-0.154326704561751	0.0991487073630272	0.0285987049485398	-0.207209844796146	-0.194052893773983	0.248200703639596	-0.0214016260001732	-0.227813828408054	-0.014046928845547	-0.228841700480445	2.27038193802338	-0.057330837244216	-0.226754136741736	-0.099083352235155	-0.0156088906024493	0.274797281318491	-0.131541705992182	-0.23125116848192	-0.154304619556932	-0.226702992999319	"S01"	2.27038193802338	"IS11"
"DHRS9"	"DHRS9"	-0.0749385175389792	-0.0859968465754826	-0.170646243428379	-0.260508316000202	-0.232600248735363	-0.212486195378031	0.696118901845093	-0.249124070044255	-0.209668517273422	-0.169640395635434	2.24017400846451	0.568743944521509	-0.178130498609793	-0.249838184905152	-0.160599561648394	0.592966554287686	-0.224237424153054	-0.245837863532733	-0.0387769124026421	-0.0294986699828762	"S01"	2.24017400846451	"IS11"
"AOC1"	"AOC1"	-0.142667673320673	-0.299896278277458	0.524740532437181	0.0147813869844073	-0.464472311082881	0.577339905171346	0.187320305701193	0.280090170650159	-0.257678975745312	-0.399756994500984	2.22050283507164	-0.149844263246274	-0.111904450843525	-0.16041251225601	-0.319295897228805	0.225023935207758	-0.0894294774880774	-0.505529607190524	0.444841545294931	-0.217137250062392	"S01"	2.22050283507164	"IS11"
"APOBR"	"APOBR"	-0.244190878504669	0.187088865659422	-0.329195179174803	-0.130047277059432	-0.257011420298408	0.50210519082136	-0.040904648539703	-0.33013612088743	-0.241612802146902	-0.25598168391776	2.17856468137245	-0.337579691045226	-0.037911985987763	-0.227537963854179	-0.125084432170548	-0.239746488326646	0.158592873199377	-0.311954979914363	0.380264913391977	-0.141628280603883	"S01"	2.17856468137245	"IS11"
"AHCYL2"	"AHCYL2"	-0.125877870727863	-0.0620731315678753	-0.31497727693144	-0.138726977560527	-0.315532992628525	0.254525350249432	0.356355972920455	-0.25768232561589	-0.165860385175735	-0.148305489842259	2.17527480166288	-0.249179983865642	0.084232186739935	-0.148427641090404	-0.126778581609033	0.14833731045615	0.0257217308684296	-0.302418210555204	-0.141697745646854	-0.11413021762495	"S01"	2.17527480166288	"IS11"
"MUC12"	"MUC12"	-0.166013704126297	0.243626765425786	-0.460164570785216	0.0692227221180989	-0.537196476126911	0.759863218487699	0.186822751657225	-0.301803961525879	0.16656589701011	-0.496002026026191	2.09307796863981	-0.515171115353891	-0.290613541820798	-0.288726982819226	-0.45863217461508	0.311063927574056	0.279386107340171	-0.554909196379557	-0.119993332746728	-0.265059520250565	"S01"	2.09307796863981	"IS11"
"TMEM236"	"TMEM236"	-0.162489148009334	-0.0733581113406878	-0.177994248792112	-0.0598621210368337	-0.161913041462376	0.365274629565716	-0.147559532041088	-0.178503011446887	-0.0760384555319316	-0.142697683605784	2.08819818107847	-0.182527714001431	-0.179232454378467	0.0652348220319501	-0.11208744425528	-0.0542777927357937	-0.120262039130037	-0.150108942269348	0.0124569485293016	-0.177632618867707	"S01"	2.08819818107847	"IS11"
"KRT20"	"KRT20"	-0.33329408075254	-0.269048145252829	-0.624382697996376	0.179926975896451	-0.47406547229332	0.284839601894251	0.78486748387469	-0.447666796224329	0.252760320313927	-0.459956911008997	2.08699837313705	-0.28383942063096	-0.229169003645684	-0.412166011979771	-0.458021613550582	-0.113482855675254	0.0852564510894545	-0.295263952658871	0.338939153594352	-0.438663842216429	"S01"	2.08699837313705	"IS11"
"UGT2B17"	"UGT2B17"	-0.193561524258004	-0.0690358890538436	-0.246646331856081	-0.195006510767214	-0.0645131869484633	0.59207198105264	-0.0694369860391927	-0.24735132341304	-0.270188845244663	-0.244000949599261	2.05897950729502	-0.25292834698895	0.0779180251609243	-0.134681560336401	-0.129944723678162	-0.208275008666665	-0.0807673610162999	-0.232405236643696	0.0665539367027862	-0.126311466856074	"S01"	2.05897950729502	"IS11"
"SULT1B1"	"SULT1B1"	-0.0899582480070826	0.0696748325141154	-0.210231372245562	-0.235634375488643	-0.205337748037547	0.351833908390274	-0.0231122966709837	-0.244607417701362	-0.227488912114405	-0.0977819871381323	2.03142565621068	-0.394360874083916	-0.00104404801759858	-0.193341154742069	-0.163468059113052	-0.249307010160632	0.346673799613586	-0.265396733510311	0.0568851052702372	-0.266252868127177	"S01"	2.03142565621068	"IS11"
"EDN3"	"EDN3"	0.181041371370913	-0.208153614748749	-0.122944648813088	-0.0592505865351909	-0.156798739825507	0.0667407051102191	0.221267175245878	0.00260453327718697	-0.127344143193685	-0.206702174449025	2.02978222822346	-0.197580882753932	-0.148740798492564	-0.206363595948699	-0.147569826423012	-0.0756145034729833	-0.0894201663807236	-0.137950885289793	-0.0344039053497015	-0.162413325853299	"S01"	2.02978222822346	"IS11"
"VSIG2"	"VSIG2"	0.194829774852171	-0.259098912422781	-0.376579043122981	-0.319511293409931	-0.253167746553509	0.130054108636854	-0.144830154892945	0.52227117840176	-0.266695676502205	-0.34492391848576	2.02738252647577	-0.399009537569306	-0.228153688423206	-0.104491023425478	-0.315565343683885	0.133906164471352	0.551398656347461	-0.381509039056782	0.599873969799921	-0.309107369335883	"S01"	2.02738252647577	"IS11"
"ABCA5"	"ABCA5"	0.0296017353494462	0.365154037387962	-0.156760648111196	-0.0513948163153506	-0.338711078570037	0.308911592734411	0.0466617444167186	0.0448295961528146	-0.211676632274854	-0.0683996543172554	2.00968468724444	-0.352195654141339	-0.206481835709178	-0.142320744879723	-0.299216264066026	0.0466615876010339	0.032274559037613	-0.374805621433594	0.458939403449936	-0.254241321480353	"S01"	2.00968468724444	"IS11"
"TSPAN1"	"TSPAN1"	0.439054311412539	-0.60838870289258	-0.790717146142768	-0.398747803646554	-0.550644600321901	0.118916662287108	1.15827892031925	-0.213375552023278	-0.194941614707342	-0.545470266216845	1.99784981898248	-0.113969849044181	0.424210596247761	-0.630720725403752	-0.193409546305318	0.986668133639761	-0.0115950272695112	-0.632879372379663	0.260516656272501	-0.231812549815563	"S01"	1.99784981898248	"IS11"
"ITM2C"	"ITM2C"	0.323346161746123	-0.649160064062977	-0.944898331483499	0.0826086287596768	-0.6008761797157	0.480574269818849	0.471884297933781	-0.473087171397912	-0.0466086923144738	-0.0244230412622468	1.9095938269744	-0.737628411053335	0.248096706281701	-0.402729021783681	-0.147198868103675	-0.202156914591106	0.32530727744418	-0.719296825801845	0.607066518190528	-0.021954975783978	"S01"	1.9095938269744	"IS11"
"GPT"	"GPT"	-0.137786044610417	0.16715451675102	-0.248774092100054	-0.20489583757458	-0.158546846224	0.531193483837114	-0.111704503908272	-0.166780361343378	-0.250500901793619	-0.108339428614877	1.90834936642184	-0.221141589580029	0.16890599604593	-0.250200315396287	-0.132029842548764	-0.160873986992867	-0.0212344790839803	-0.204599675770703	-0.11432899315909	-0.217406298715521	"S01"	1.90834936642184	"IS11"
"CGN"	"CGN"	-0.0199520770778466	0.0436899001363821	0.403840665291447	-0.147744877640559	-0.393704658293953	0.644861153133134	0.29368680044293	-0.0970686243712641	-0.191718208306189	-0.126343514533748	1.86122486820441	-0.246947669512138	-0.312986934550004	-0.00372128031102516	-0.247043888906215	0.457070197413985	-0.0253103334644937	-0.46945976242641	0.128753473160637	-0.194633785128362	"S01"	1.86122486820441	"IS11"
"PIGR"	"PIGR"	-0.467662927661213	0.26116344574289	-0.852944864649639	-0.252356831434866	-0.0712072913789795	0.530483424651142	0.361497939750098	-0.808322470612455	0.124413913172881	-0.731256683394518	1.71019932753585	-0.855591180211665	0.534477855886573	-0.224675252906099	-0.0319290793748955	-0.381357421426365	0.0326266206038092	-0.658994845146546	0.382292743521658	0.151009539095155	"S01"	1.71019932753585	"IS11"
"KIF13B"	"KIF13B"	-0.0268391971770919	0.375163767098912	0.0805447140810682	-0.248588409257973	-0.352872531786287	0.848822442030049	0.13245008536472	-0.254825250196822	-0.261334028468578	0.23909045843997	1.66238751006508	-0.260541419122212	-0.214349006603388	-0.143588751586411	-0.134901310151659	-0.0206440740687015	0.0298418510579947	-0.454381179689467	0.290762057308366	-0.294460440317996	"S01"	1.66238751006508	"IS11"
"NR3C2"	"NR3C2"	-0.105993619485037	0.429057443664079	-0.281787041898766	-0.210686773515865	-0.186638822366786	0.438294521004871	0.1036794960785	-0.282592476481572	-0.19329192395851	-0.118447541515201	1.66227657570173	-0.288964081379277	-0.096098469361481	-0.21579989473376	-0.20915889322944	-0.032024139992633	-0.0614433042769904	-0.26450139849086	0.459238328672789	-0.096467018209858	"S01"	1.66227657570173	"IS11"
"ATP8B1"	"ATP8B1"	0.0808952565435502	-0.474248116915326	-0.305771954245917	-0.181119373183479	-0.548178676375681	1.15133851707909	0.30089622069519	-0.25966445131034	-0.221646983644819	-0.289580429870828	1.62785724126726	-0.567705941254235	0.153555959917886	-0.238860144372077	-0.0355860860974358	-0.0227301977413148	0.26017815266824	-0.579199103355757	0.174896490508074	0.157363041567012	"S01"	1.62785724126726	"IS11"
"SI"	"SI"	-0.0943679621701718	-0.0809873097354521	-0.179180210179251	-0.164686306158634	-0.111245352902334	0.317417159858229	-0.0333250293538557	-0.179692362678743	-0.160125858053764	-0.180503115750714	1.62544758919934	-0.169555886347399	-0.0430078302832016	-0.129489820079764	-0.149392605896279	-0.182297678624789	0.0192492732321291	-0.134893854429831	0.26908406920243	-0.178816170743698	"S01"	1.62544758919934	"IS11"
"CEACAM1"	"CEACAM1"	0.13638232894457	-0.0564807045023858	0.620677170882098	0.173445647508408	-0.574685611862262	-0.243756042776421	1.24901720438282	-0.0670415529768438	0.226060205373742	0.0941200440194288	1.57919581360174	-0.374281580012888	-0.258831785403729	-0.0131289231094707	-0.268215775305376	0.652549583847988	-0.216470015861323	-0.534854763646711	-0.156043320764403	-0.363305841055413	"S01"	1.57919581360174	"IS11"
"CA12"	"CA12"	-0.162611896550951	-0.146660642852185	-0.275897973689815	-0.183964828752937	-0.298413205024237	0.547408697306568	0.153061509550849	-0.470452654597359	-0.154023265271091	-0.322692824841059	1.56515529148856	-0.47130189132139	0.281318046866506	-0.0265416418711465	-0.216174764202426	-0.277352957399926	0.228055817393747	-0.435896639291331	0.364901925883398	0.148979751618897	"S01"	1.56515529148856	"IS11"
"NXPE4"	"NXPE4"	-0.270436161993046	0.171513654600045	-0.279467783152082	-0.066627319383656	-0.181149388597087	0.66619466184965	-0.148033837360454	-0.249368366137138	-0.241453102679812	-0.260441155930317	1.4840289135239	-0.286585751741759	-0.0855482642765119	-0.202550081555774	-0.22407250245182	-0.268434188787467	0.184744222804136	-0.2663474256857	0.498737299683391	-0.114080269772608	"S01"	1.4840289135239	"IS11"
"SQOR"	"SQOR"	-0.311708773639832	-0.281951338966579	0.105935626850937	-0.360536270881542	-0.286258669428155	1.27622685725469	-0.239358971615155	-0.339631350315932	-0.370988928155093	-0.341163731305873	1.31643477093068	-0.347289009153953	-0.362105867184901	-0.294317505214581	-0.2966799168634	-0.15528660366625	1.12744808973496	-0.355755849839058	0.0940225156533252	-0.337975285218902	"S01"	1.31643477093068	"IS11"
"NXPE1"	"NXPE1"	-0.151985943513779	0.43973269653557	-0.181884922307425	-0.157777377556973	-0.161691915994359	0.757302033070204	-0.0228096916675036	-0.255698884756687	-0.266100255072666	-0.170119725753804	1.30725535304108	-0.26146412057166	-0.098847378788553	-0.193724101284911	-0.184756058821942	-0.234273212640787	-0.0614182314344487	-0.24879032974476	0.584956355621253	-0.228200247076841	"S01"	1.30725535304108	"IS11"
"RIOK3"	"RIOK3"	0.299666446991077	-0.318065582056905	0.445795553080027	-0.264710751490404	-0.509823193571805	-0.138218418493999	0.877868637867907	0.2960659816507	0.0362753373463138	-0.311259927405648	1.19078621220192	-0.172648434758243	-0.196896397793886	0.026653983464748	-0.214383460643246	0.687452405572663	0.062232521607497	-0.484586823036179	0.459641504384562	-0.0313415059603829	"S01"	1.19078621220192	"IS11"
"PLOD2"	"PLOD2"	-0.0465936138791149	-0.340359652877161	-0.406988915273834	0.124168009762561	-0.356373379904953	0.341098680223862	0.729726237984002	-0.302644374904814	-0.0318959029728213	0.357361477616663	1.1601626508907	-0.136789170849886	-0.0547760905101574	-0.0781561561915723	-0.198774371813921	0.103410979867039	-0.11045092163142	-0.330303216981963	-0.0928990018350798	0.0735354745638369	"S01"	1.1601626508907	"IS11"
"PI3"	"PI3"	0.309759847687615	-0.32800566118218	-0.506107106518999	-0.224234754520429	-0.205961650349697	-0.0587306716145226	0.625834334199475	-0.423697839479503	0.108460749022464	-0.295727766959993	1.13444760009767	-0.217915092660229	0.346394701938758	-0.357091759703915	-0.163936710318524	0.568763182100819	-0.0542758015246499	-0.334459639715524	-0.325075800985649	-0.10214446090092	"S01"	1.13444760009767	"IS11"
"EZR"	"EZR"	0.514906047537679	-0.589547382681456	-0.126074431182325	-0.279096572450182	-0.768326415295616	0.508768841082803	0.642227172699955	-0.632789690459339	0.508145285482754	-0.362563219071743	1.08810945366983	-0.147902346707001	-0.0184374863029184	-0.300203623089619	-0.0178000987945089	0.948041926501125	-0.178915098517324	-0.662831561956417	0.262076196644079	0.179195667557128	"S01"	1.08810945366983	"IS11"
"MXD1"	"MXD1"	-0.0129891482813429	-0.132572075145508	0.0536200106480977	-0.090668243344271	-0.376323672119146	-0.206427733264523	0.976816993032444	-0.0128265828511858	0.0908805961005424	-0.232867692497237	1.07178109883032	0.474170886245894	-0.222452039211336	-0.198350798763217	-0.341275484761682	1.06968905792174	-0.27117150247777	-0.440074172310829	0.171757371309267	-0.0974448063248441	"S01"	1.07178109883032	"IS11"
"RHOC"	"RHOC"	0.539989993253302	-0.903948011311282	-0.60288813644705	-0.126939916864175	-0.696845257885718	-0.391983871036358	0.802233357261641	-0.254740020155544	0.172606881052137	-0.151303531909862	1.05735902282396	-0.154639797611819	0.377046618501605	-0.35318754944848	0.0794070667092189	0.8779277366942	0.284512070988142	-0.231044564095172	-0.325679539614885	0.141284307875816	"S01"	1.05735902282396	"IS11"
"FXYD3"	"FXYD3"	0.62400024890596	-1.40802450070795	-1.83530482017549	-0.0120209120684223	-0.496519707385259	-0.33753696319044	0.790216265939889	0.558090674425932	0.119684279752879	0.210051413209698	1.03591819676458	-0.321884821417853	0.398980121093799	-0.469650262242566	-0.160690696580056	0.346256556313873	0.267779093515756	-0.487311425078373	0.503206742246319	-0.0679581073254844	"S01"	1.03591819676458	"IS11"
"CYP3A5"	"CYP3A5"	0.334279390938648	0.296991661191363	-0.201732489987605	-0.269669420576769	-0.48670387677535	-0.153129574375423	0.947971300787171	0.0636949868984368	0.289153551626041	-0.480199060400464	1.0129113214888	-0.325298915184099	-0.210369713970677	-0.120648522424891	-0.376121238516387	0.538588292676978	0.279598583983923	-0.567656437612338	0.18099872855683	-0.307643222857632	"S01"	1.0129113214888	"IS11"
