"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"IS19"	"IS20"	"State"	"MaxFC"	"InitialState"
"OTULINL"	"OTULINL"	-0.251464278076862	0.0163804626790487	1.18525831529017	-0.259312317964827	-0.1864923185214	-0.0686331809085743	-0.177733496625911	-0.24427665069206	-0.266830293284949	-0.245378801289932	-0.0838146086456705	-0.249784349705576	-0.26044123532645	-0.155489300221951	-0.166862898465585	-0.216935362641786	1.74446983909847	-0.255874045143223	0.0414914373655595	-0.243085541464793	"S04"	1.74446983909847	"IS17"
"SELENOW"	"SELENOW"	-0.418950387797449	0.169614558899481	0.196263355203045	-0.4478066084728	-0.266347546479452	1.16568578756139	-0.301313183343675	-0.369657215994421	-0.473536655969593	-0.435467261150052	0.834021576160983	-0.443285671266734	-0.462198163989477	-0.395394395212085	-0.312481822127931	-0.154259358882155	1.71946216010218	-0.454092892508053	0.267980532472551	-0.431397473662669	"S04"	1.71946216010218	"IS17"
"SMIM30"	"SMIM30"	-0.29455586400574	-0.289445849016793	0.771809019743226	-0.303748764832967	-0.264352756940952	0.719883873674883	-0.171263957336041	-0.286136545720561	-0.31255504035221	-0.287427563769342	-0.0557166329680638	-0.292588058651213	-0.305071136469158	-0.217576719915327	-0.286487489971241	-0.233273133350846	1.71833251755845	-0.299721300457508	0.0464254997579112	-0.284741324855609	"S04"	1.71833251755845	"IS17"
"JPT1"	"JPT1"	-0.436343733737502	-0.171183181971388	0.295258856569197	-0.476958388400817	-0.319754770136939	1.45029915411226	-0.30615517926808	-0.388106721754187	-0.490786352382107	-0.451330189516278	1.6179058868978	-0.459433403774816	-0.479034828924983	-0.369381494029344	-0.350375495458362	-0.237582377029132	1.70028118767513	-0.44824444962791	-0.255988748018601	-0.44711215036192	"S04"	1.70028118767513	"IS17"
"MCRIP2"	"MCRIP2"	-0.394472344469698	0.260679400384999	-0.0386662719901105	-0.406783574986308	-0.312215608499974	1.49122624820828	-0.378640804409565	-0.383197103917277	-0.418577032780291	-0.384926049012884	0.498604975429597	-0.391837038619379	-0.408554509139491	-0.384295539514092	-0.28608391756333	-0.356717749141625	1.6312644234035	-0.401389951879133	0.105888531296886	-0.381328609302484	"S04"	1.6312644234035	"IS17"
"FDX2"	"FDX2"	-0.179470103223506	-0.0181674646210893	-0.173843393961205	-0.185071250788348	-0.049719425835677	-0.183087210792762	-0.135433922195115	-0.174340292188126	-0.190436831208171	-0.175126897280033	-0.177456099571372	-0.178271138024518	-0.18587695932465	-0.17484003913543	-0.174554119202257	-0.176868009763347	1.61577229449742	-0.182617354819812	-0.0656976439668092	-0.173490197305453	"S04"	1.61577229449742	"IS17"
"NDUFAF8"	"NDUFAF8"	-0.360611298856927	-0.0285567087421374	0.0931122301966158	-0.371865747715921	-0.227095455756839	1.35674942935485	-0.335254501106271	-0.296483360667401	-0.382646868858443	-0.351884446259487	0.201576885995438	-0.358202204584814	-0.373484666948468	-0.351308058960127	-0.286570633600111	-0.265465731894511	1.61196058443358	-0.366935106920714	0.0111995325325192	-0.348595806574819	"S04"	1.61196058443358	"IS17"
"UFD1"	"UFD1"	-0.320909263013167	-0.0749274305622927	1.04525514655981	-0.330924636631263	-0.277529897155513	0.77507266047262	-0.318499431250865	-0.311736683016874	-0.340518794249922	-0.313143206197016	0.351080220266738	-0.318765401548361	-0.332365318549553	-0.242717037448898	-0.251404532591009	-0.201954725893722	1.58222019724777	-0.297215649891575	-0.0148401363787956	-0.310216634176483	"S04"	1.58222019724777	"IS17"
"SELENOS"	"SELENOS"	-0.414172568184036	-0.189518381443505	1.45494190028908	-0.427098630129962	-0.286441207359488	0.845893059258611	-0.251440916823216	-0.358326044763886	-0.439481061422757	-0.404149524081141	1.16144541838352	-0.411405653323516	-0.428958005968577	-0.34210621822967	-0.350362715089206	-0.219790031470241	1.57085069494216	-0.401718594653069	0.216658643837639	-0.400372425725242	"S04"	1.57085069494216	"IS17"
"MAIP1"	"MAIP1"	-0.202567887476787	-0.0629100547087759	0.306163204052554	-0.208889902170471	-0.172637118057323	0.0653285329045992	-0.128572658532982	-0.196777870276552	-0.214946032251238	-0.197665711364756	-0.0808375382208341	-0.201214615577151	-0.209799305314443	-0.197341934605764	-0.197019216805918	-0.157535011534182	1.54400721295805	-0.206120190037329	0.0205135568897532	-0.195818368267889	"S04"	1.54400721295805	"IS17"
"LEFTY1"	"LEFTY1"	-0.344394592245807	-0.254509549920377	-0.507078096521074	0.163624021549564	-0.264966898912864	0.582033150416095	-0.400546524826215	-0.435611366322114	0.0544789290128787	0.378268301005456	-0.406998021656444	-0.455289473912902	-0.00176391310809464	-0.251471400220917	-0.189733519191601	-0.444787014279154	1.32191305655238	-0.417560479624722	0.111606484262867	-0.313646901268446	"S04"	1.32191305655238	"IS17"
"CCNQ"	"CCNQ"	-0.239191082254088	-0.098231546521436	0.346907153497866	-0.246656083520795	-0.22705747348091	0.722135917719391	-0.211762288695613	-0.232354260793171	-0.2538071296532	-0.233402618819719	0.130366220334956	-0.237593146005209	-0.247729901907913	-0.233020304947779	-0.232639241489156	-0.122093108225386	1.31867902231979	-0.243385622190965	-0.0912581045009986	-0.231221285933554	"S04"	1.31867902231979	"IS17"
"EEF1G"	"EEF1G"	0.133748152209686	-0.52411081087166	-0.463081751651658	0.103612948590662	-0.387338233392858	-0.462722311369393	-0.130692880258992	-0.102909922627033	-0.129969464495998	-0.263484796412149	-0.527378334630212	0.258837988691043	-0.0418129604515881	-0.0885527786642846	0.198985921731241	-0.155556652847179	1.30452771727931	0.231536837072393	0.0896843869317506	-0.0899751084087586	"S04"	1.30452771727931	"IS17"
"HDHD5"	"HDHD5"	-0.264009215733326	0.2657118785621	0.00544320409740564	-0.272248775132025	-0.149465183765366	0.907469157330829	-0.262026668431198	-0.256463015201953	-0.280141803849055	-0.257620149396875	-0.127892456932506	-0.262245479845337	-0.27343401141906	-0.100450690955274	-0.189418485637157	-0.161714144662471	1.28803504786808	-0.268638975290668	-0.158346549718425	-0.255212484449241	"S04"	1.28803504786808	"IS17"
"OLFM4"	"OLFM4"	-0.592734320012214	-0.275865049656516	-0.568499278127811	-0.109410366450904	-0.190477545238708	0.610338231794604	-0.184819922731107	-0.568734866741947	0.181147865556977	-0.388108382125351	-0.212438055782429	-0.575369287053381	0.222646879353372	0.0476771402013407	0.193426894901336	-0.330938130763253	1.28600184350905	-0.228634339892941	-0.448979745777252	-0.361578595467466	"S04"	1.28600184350905	"IS17"
"CD24"	"CD24"	-0.195490020233761	-0.262812821373001	0.193792558773859	-0.789790667091857	-0.313700756043144	0.866281250952481	-0.275744895515589	-0.555258724803265	1.19182966863124	-0.762477555629019	0.572912154205569	-0.467829449087995	-0.89593074788666	-0.534299189375968	-0.415539770345877	0.398079953000143	1.28578585082755	-0.682020424257969	-0.0215211517624522	-0.620078765211591	"S04"	1.28578585082755	"IS17"
"MRPL58"	"MRPL58"	-0.257089052717185	-0.252629019584545	0.515136872289335	-0.265112638237617	-0.185043528725559	1.00401147795125	-0.255158471595404	-0.249740651863692	-0.272798776277512	-0.250867455461109	-0.0178459764962494	-0.255371547563333	-0.266266807320062	-0.250456534158142	-0.177233890779016	-0.151683316505265	1.27971924717127	-0.261597457833269	-0.136675629914558	-0.248522899802593	"S04"	1.27971924717127	"IS17"
"EEF1AKMT2"	"EEF1AKMT2"	-0.162889212959127	0.0568808741173642	0.371751310983646	-0.167972881504015	-0.176142471649892	-0.0184472071934804	-0.161666014864315	-0.000517959950938133	-0.172842746489636	-0.158947267280461	-0.161061279147865	-0.161801017799484	-0.168704152211477	-0.0159363730405354	-0.0246803437481471	-0.16052752180189	1.26423335585083	-0.165745696163286	-0.0147260930742001	-0.157461778801204	"S04"	1.26423335585083	"IS17"
"MRNIP"	"MRNIP"	-0.167594313612192	-0.00343234934171641	0.588342274838869	-0.172824825350414	-0.136348482551901	-0.0927485812069253	-0.166335783096957	-0.0181135075722099	-0.177835357753526	-0.163538503725761	-0.0794980701317164	-0.166474685629814	-0.17357721901759	-0.163270627388782	-0.16300362718046	-0.0633240291413961	1.25128364918032	-0.170533307135759	0.0441368786314892	-0.162010106494679	"S04"	1.25128364918032	"IS17"
"RCC1L"	"RCC1L"	-0.174705548317323	0.182766037136933	0.79014082912952	-0.180157997159477	-0.188920227021324	0.108083256764969	-0.173393616790535	-0.037536992813241	-0.185381132670344	-0.170477645384295	-0.172745012238949	-0.173538413130235	-0.180942315823645	-0.0505649020179051	-0.169920073363415	-0.172172534982151	1.22936062978216	-0.177769246983282	-0.115297473390894	-0.168884396362012	"S04"	1.22936062978216	"IS17"
"COA3"	"COA3"	-0.0548300147584986	-0.57728071571009	0.278463603301985	-0.472881890591452	-0.28534143648729	-0.437765004799645	-0.251741676758047	-0.254709913712232	1.19797636871334	-0.459827233869502	-0.484803830597564	0.521165979276863	-0.574145067257673	-0.304127312978215	-0.17411619846431	0.134195072098837	1.22522361948988	-0.486841769563773	0.125922218838913	-0.405079252404947	"S04"	1.22522361948988	"IS17"
"SLIRP"	"SLIRP"	-0.106674557802393	-0.628170259296896	0.89033311157618	-0.647140750235126	-0.347542988035471	0.290978621318071	-0.392481112176583	-0.524276683594345	0.939071945326974	-0.639275612313696	-0.317527034707616	1.11355105263748	-0.736883675548818	-0.498397170730574	-0.306628922615736	0.319358735702724	1.18338602377318	-0.517742192298611	-0.0115099546917083	-0.422725948725567	"S04"	1.18338602377318	"IS17"
"SELENON"	"SELENON"	-0.14835215326654	0.0505501754233622	0.103875220803346	-0.152982129441308	-0.102939258137499	-0.116702045891709	-0.147238119574926	-0.144111789555369	-0.157417382971052	-0.144762006817514	0.00454543763627992	-0.147361074163298	-0.15364813784114	-0.144524886413226	-0.144288541545829	-0.146201231408906	1.17352588228569	-0.150953709418776	0.128037651651252	-0.143409090865948	"S04"	1.17352588228569	"IS17"
"HPF1"	"HPF1"	-0.21912717817118	0.39742929008975	0.196123314164267	-0.225965997776002	-0.236956162213289	0.690348520518991	-0.21748166744649	-0.212863845189562	-0.232517197533112	-0.21382426450748	0.00930995649632425	-0.217663280529953	-0.226949741780251	-0.213474020011972	-0.213124921042206	-0.215950106408134	1.11568208554381	-0.222969870346123	0.0264183045020685	-0.211825906895261	"S04"	1.11568208554381	"IS17"
"LY6G6F-LY6G6D"	"LY6G6F-LY6G6D"	-0.148835132201714	0.00963201132008316	0.284463359980022	-0.153480181841299	-0.125371512708973	0.117105980080845	-0.147717471634492	-0.144580963457688	-0.157929874892006	-0.145233297583215	0.00671495906946936	-0.147840826516859	-0.154148358514531	0.00326313776768611	-0.144758290886295	-0.146677207749742	1.08955672422164	-0.15144515804443	-0.147532824794949	-0.143875977045054	"S04"	1.08955672422164	"IS17"
"CYREN"	"CYREN"	-0.147824382059122	-0.145259894638022	0.0492203222307249	-0.152437886830798	-0.0379129302536808	0.173452232756131	-0.146714311605611	-0.143599103682585	-0.156857361694313	-0.144247007759906	-0.14616550495372	-0.146836828776054	-0.153101525867937	-0.144010730924918	-0.143775226867805	-0.145681112228107	1.07445474406112	-0.150416683027652	-0.00251982787969165	-0.142898904883645	"S04"	1.07445474406112	"IS17"
"PET100"	"PET100"	-0.216000358108337	-0.346149764602489	-0.492387730005105	-0.533035763923265	-0.226493582002667	0.187427106868133	-0.256677589641251	-0.433750976750307	0.593192852529826	-0.5104178524008	-0.0262805843140348	0.967786123233827	-0.61922878458643	-0.309748239058838	-0.358675019981775	0.743922904354051	1.0604469825872	-0.50034017803117	0.14118242861897	-0.433676899902915	"S04"	1.0604469825872	"IS17"
"CLDN2"	"CLDN2"	-0.124663351698106	-0.226545228113273	-0.230996871915996	-0.160705060422409	-0.299353583589985	0.276115859388639	-0.296756168011976	-0.335447020090739	0.0373220295857739	-0.0899004013067978	-0.374060878818636	-0.356352068831049	0.129965359252386	0.620103414048382	0.532410034836721	-0.354228937455517	1.04018856293687	-0.217594830865362	-0.344129953145679	0.464051155547938	"S04"	1.04018856293687	"IS17"
"ATOH8"	"ATOH8"	-0.026049436234984	-0.163589219995781	0.27996074034504	-0.0884354885681182	-0.180022500731721	0.0409983724409904	-0.0750866219083461	-0.131360821097418	-0.155869489928314	0.0136821411017198	-0.16460910291346	-0.165365136371518	-0.172420331567168	0.541672721399066	-0.0010150731001036	-0.164063588073648	0.902894066715769	-0.135662510577954	-0.0183256652782244	-0.0700751997758643	"S04"	0.902894066715769	"IS17"
"ASCL2"	"ASCL2"	-0.623798398360703	-0.416815064017085	0.268226761185211	0.877717027078811	-0.427414061573495	0.0377945737194263	-0.625839142008274	-0.315795264961777	0.325182084626585	0.635676969164503	-0.820108569683786	-0.371208976509747	-0.259693191268614	0.827002569657128	0.544407582221484	-0.570409454738181	0.901533404526453	0.147224723501709	-0.581676421964722	-0.234574584332915	"S04"	0.901533404526453	"IS17"
"CLNS1A"	"CLNS1A"	0.00186704262077366	-0.893998896439647	0.65662247157445	0.434050369490979	-0.648482211782643	-0.941296042317116	-0.363723030933255	0.212218846226654	0.493460299163438	0.439711808923755	-1.04738112576404	0.15777381785634	0.300566688420569	0.176144791393934	0.499947041581633	-0.328918684443992	0.686358073680438	0.382051366188757	-0.274367404514784	0.266920636639083	"S04"	0.686358073680438	"IS17"
"ARID1B"	"ARID1B"	-0.00381857302062067	0.102873853626624	0.51076440833328	0.426492396853524	-0.366024127956597	0.176300533113683	0.0554602921501954	0.113441887906624	-0.347231515031026	0.1639094239859	-0.35637821186558	-0.520462591511565	0.0412201262589037	0.611239308542385	0.0440478368009594	-0.0989872834112432	0.643358709800488	-0.43817410812859	-0.0176579234979642	0.260091483850188	"S04"	0.643358709800488	"IS17"
"PPIC"	"PPIC"	0.56844044884176	-0.728575464408439	0.19164819763895	-0.0728332183307744	-0.551630555773761	0.0217840368450746	0.48732073286757	-0.611610666526431	-0.104704334886915	-0.180003634067218	-0.0274400422400421	-0.0406717183390818	0.242552357571247	0.0834552010896963	-0.0697850261162555	0.233291000220728	0.575430100570637	-0.422426787397113	0.542553974954562	-0.205553174387915	"S04"	0.575430100570637	"IS17"
"MAPK8IP3"	"MAPK8IP3"	-0.152791845374801	1.54329819485983	-0.0488663066426653	-0.0946196218141013	-0.112849401982487	0.324809523723176	-0.0967148260356462	-0.22646798497416	-0.113387616507993	-0.0824282734897389	0.462759606887557	-0.0887864747349137	-0.0527789972835456	-0.079080870622568	-0.145639312750126	0.0716292336613844	-0.106007650925258	-0.292444553274216	0.0215117391370338	-0.101244734474486	"S05"	1.54329819485983	"IS02"
"CCSER1"	"CCSER1"	-0.014070465400542	1.44179259848525	0.0972092632165426	-0.134176454398655	-0.0439213092164019	0.345179406520203	-0.0203622090735229	-0.00731764097496284	-0.129292762166439	-0.131088325043124	0.204675964260179	-0.216194199977183	-0.188248828047247	-0.110938182064953	-0.211686471359506	-0.101321366577042	0.0423507925308827	-0.198370504201449	-0.0543845704934921	-0.00690282696323594	"S05"	1.44179259848525	"IS02"
"GRM8"	"GRM8"	-0.142461410507084	1.36069874735358	0.461540304203814	-0.0145749383271508	-0.121130452765955	0.213282723133831	-0.141391612680998	-0.138389422456657	-0.0199816632829293	0.255285355486546	-0.107252033767835	-0.141509685008915	-0.0628830034152458	-0.101332168580067	-0.0855399977907758	-0.140395897098737	-0.0305804155348363	-0.0915175272122126	-0.141214873165147	-0.137714626410545	"S05"	1.36069874735358	"IS02"
"ANKRD36C"	"ANKRD36C"	0.117444988639556	1.28497324226287	-0.3089549046627	-0.338199510036455	-0.0724340627045071	0.708971164097534	0.0527973434273073	-0.225371566090617	-0.226128818919897	-0.170059540503357	-0.0295358351405102	-0.18952743588084	-0.197388606396765	-0.0043131705205442	-0.204625643049115	0.638425580562783	-0.0132356637774776	-0.38036437231091	0.190976769147251	-0.0789791093738289	"S05"	1.28497324226287	"IS02"
"CSKMT"	"CSKMT"	-0.202431925179857	1.26007394992413	0.192045121390774	-0.208749696576887	-0.0417597525496623	0.557577151126527	-0.200911785566491	-0.196645794202891	-0.214801761821088	-0.197533039377719	0.442091924475205	-0.201079561587841	-0.209658489335167	-0.197209479935659	-0.10986504870781	-0.19949691383715	0.338116584782347	-0.205981843457177	-0.0572746714568547	-0.195686936205965	"S05"	1.26007394992413	"IS02"
"ERN2"	"ERN2"	0.0913317101180954	1.20021851578686	-0.16046148950987	-0.356881371612925	-0.129411288339051	0.700641616547117	-0.0871643183431903	-0.282162879001062	-0.291351138670007	-0.283665668235659	0.373743136269515	-0.378825355329197	-0.0145421778632453	-0.281287626479727	-0.120054237327358	-0.219796119506564	0.010763748388782	-0.372056484551454	1.11929770736434	-0.154009580397682	"S05"	1.20021851578686	"IS02"
"CHRNA7"	"CHRNA7"	0.0611801211624511	1.18713812404218	-0.131159455241587	-0.0960193323365692	-0.0166638868520319	-0.0853960054318685	-0.0400650615443603	0.10747163978067	-0.1254704836637	-0.10499778008658	-0.133885129706292	-0.134500050970078	0.0323445003364142	-0.0111529437345664	-0.0631541357407919	-0.133441434164597	-0.0810180737903357	0.00145221097098822	0.0909707696586878	0.484857753978731	"S05"	1.18713812404218	"IS02"
"TUBGCP6"	"TUBGCP6"	-0.0342438221503538	1.1864590405963	-0.223968659295342	0.0852147447395356	-0.0923490404609759	0.252059957473151	-0.0648966038286005	-0.125988213405555	-0.150034566012659	-0.193294996634382	0.00783742819184244	0.00713992370365053	-0.00210619904431668	-0.152874978284775	0.0177191847531418	-0.069094916790599	-0.0915204182374354	-0.205491177789946	0.135965303540097	0.013905332492947	"S05"	1.1864590405963	"IS02"
"RPL3L"	"RPL3L"	-0.0539628977588597	1.1588413130908	-0.0522710642379183	-0.0235811613248811	-0.0583535153492397	0.0848043938827993	-0.0535576694903326	-0.052420471118141	-0.0572603629653556	0.0110171718905577	-0.0533573290807678	-0.0536023940577567	-0.0558893050798116	-0.0525707345488646	0.026781302460122	-0.053180502803781	-0.0563060235825997	-0.0549092103371802	-0.0534907224034697	-0.0521648654076909	"S05"	1.1588413130908	"IS02"
"RNPC3"	"RNPC3"	-0.105058976471535	1.15826508960425	0.151155092109803	-0.0442285079998784	-0.104447671988421	0.322486132657578	-0.210429196016	-0.20020986210274	-0.133812194800687	-0.104891081027244	0.398985211498507	-0.122016902030248	-0.0898748102506788	0.0320008838894059	-0.0664214626069924	-0.0974557184385661	0.0429373036352313	-0.162443317564972	-0.0526118164724492	-0.16331109582941	"S05"	1.15826508960425	"IS02"
"HTR3E"	"HTR3E"	-0.0542488147474518	1.15036976436338	-0.0525480172166889	-0.0559418856888548	-0.0586626955837218	-0.0553421656450206	-0.0538414394176838	0.332429689445731	-0.0575637512418323	-0.0529359845300197	-0.0536400375246001	-0.0538864009537319	-0.0561854289439216	0.260126156292078	-0.052762849666471	-0.053462274351362	-0.0566043553878017	-0.0552001412678306	-0.0537741376184116	-0.0524412557026363	"S05"	1.15036976436338	"IS02"
"ARHGEF10L"	"ARHGEF10L"	-0.0183615453283606	1.08720055289838	0.24760541670777	-0.115998481604757	-0.242543190849814	0.506218031984448	-0.211278873233129	-0.237253229111642	-0.0815769142317258	0.0104787165024791	0.125849735840066	-0.354628063949154	0.0750609866085662	0.295811259227636	-0.0850995043371926	-0.132077500134144	0.0869304214846098	-0.366036978211022	0.167230488960522	-0.11698660806786	"S05"	1.08720055289838	"IS02"
"EDC4"	"EDC4"	-0.0678622353304343	1.04694926212077	-0.0657346326755306	-0.0699801724538809	-0.0733837535686832	0.0208765721208683	-0.0164580802625058	-0.0659225226015121	-0.050749941299555	-0.0662199581013549	0.0565287666447519	-0.0674088759294794	-0.0702848314545508	-0.0661114897015164	0.213519516361986	-0.0465489820886742	0.0250340845582681	-0.0690522916386241	-0.0119444692260666	-0.0656010799882581	"S05"	1.04694926212077	"IS02"
"TRIM73"	"TRIM73"	0.092726468412608	1.04393729872236	0.6104473710061	-0.0265053995806664	-0.132344893178745	-0.197241251760686	-0.0992363496855242	0.0531265388817347	-0.0737860480578292	0.181765285633738	-0.159676974508769	-0.0976445897469997	-0.0237660000023463	0.100450777425533	0.0866119352253163	-0.0523941486969237	0.0828708520040332	-0.173435117272347	-0.0259275569289881	0.0466403220774161	"S05"	1.04393729872236	"IS02"
"MSH5"	"MSH5"	-0.0297763825623076	1.03937829715348	-0.0835934521738244	-0.0141134106552516	-0.0933206902449603	-0.0880383870235474	-0.0443674671502233	0.0463283264054966	-0.0716820138677356	0.0674337470682888	-0.0853306394592322	0.0601594164288294	-0.0282710900887545	0.160172653760913	0.0175837530767056	0.0530966023558326	0.00146974132093473	-0.0878124544648899	-0.0855439660578803	-0.0834236158223944	"S05"	1.03937829715348	"IS02"
"GIGYF1"	"GIGYF1"	-0.136839755275694	1.00486851948736	0.663313671048374	0.104327571959585	-0.159454972102128	0.582875289471241	-0.0258999907234621	-0.193590271194681	-0.188966425033403	0.0567746662494099	-0.0255218083748583	-0.208643030618527	-0.22406492127766	0.0244911464222644	0.0376054899086452	0.0623688914820484	0.00293787147485149	-0.330162427351677	0.0253782049184513	-0.0409314450339137	"S05"	1.00486851948736	"IS02"
"PPIP5K1"	"PPIP5K1"	-0.0930536859505504	0.992180679376952	0.301160508260864	-0.0341634315979332	-0.0851049162118089	0.113172772820029	-0.0415597049406656	-0.0310027161859231	-0.0372044520151579	-0.142606585303456	-0.0328012485494047	-0.0891419818536287	0.00911702827107585	-0.0517526093485438	0.014571668511115	0.0658198177448969	-0.0586660787472187	-0.215961285861907	0.0263240650493558	0.114196698822415	"S05"	0.992180679376952	"IS02"
"DLL4"	"DLL4"	-0.117165828201641	0.975981495470618	-0.215832416686679	0.0606373116799813	0.0203983968913345	0.0066183902449364	0.061155394049986	-0.00161454895914649	-0.116152832943453	-0.02805728712701	-0.0394347771850146	-0.221329609763041	-0.0851355378983041	-0.115209844447662	0.171025181162686	-0.0244329533799799	-0.0119735770339831	-0.148259693755467	0.206173380439069	-0.00399439924162059	"S05"	0.975981495470618	"IS02"
"COL9A2"	"COL9A2"	-0.125955593363569	0.969620767863981	0.0321317074767089	-0.162091569845371	-0.0821167187946877	0.152699452538354	0.160150921253095	-0.157162916293454	-0.12745505550407	-0.212474022203523	0.0822262859213042	-0.17497020741164	0.109373285694965	-0.0745383574469762	-0.0675952025159381	0.338300043374943	-0.00950604160960727	-0.164841564416451	-0.00692027723441698	-0.0798808154660508	"S05"	0.969620767863981	"IS02"
"DIP2A"	"DIP2A"	0.0488293792828506	0.969139280094983	-0.0572397738086491	-0.106271967118167	-0.325118245592818	0.666673313943307	0.00938900089305036	-0.0630817525009383	-0.276786005385554	-0.0797458535274995	0.48842116829629	-0.00960371520198718	-0.0385833086962211	0.0717920609915824	-0.122911894154606	-0.00090484838263171	0.0347474964090181	-0.333275361123428	0.056835333412194	-0.0358699901426296	"S05"	0.969139280094983	"IS02"
"NLRC5"	"NLRC5"	-0.0561855796406949	0.958972976769184	-0.0898280060596002	-0.163908995046208	-0.123383900976762	0.242435932976214	0.144399369915381	-0.183845141071904	-0.112145618409362	-0.174430655896998	0.205996812772419	-0.0140596283469486	0.117969865805773	0.000281247338082721	0.0421381485234891	0.312003673391435	-0.148715294083327	-0.300458966970595	-0.0399711002192701	0.104159906142517	"S05"	0.958972976769184	"IS02"
"TRPM5"	"TRPM5"	-0.0354409158177739	0.942362031169236	-0.0907250521457029	-0.0145282921769343	0.0503531818878335	0.0886404906499759	0.0456000062575766	-0.0909843724254171	-0.0993848028857477	-0.0788798339111561	-0.0926104439193044	-0.0930357946011885	-0.0610845604773651	-0.00474877628546498	-0.035117934663917	-0.079136039740609	0.0187987456010776	-0.0953039897646905	-0.0928419700291027	-0.0905407265623106	"S05"	0.942362031169236	"IS02"
"AJM1"	"AJM1"	-0.128455585237313	0.876037970803704	-0.124428272507967	-0.132464602201807	-0.0191662517745311	0.462069635480911	-0.127490962569699	-0.124783927023098	-0.136305012167515	-0.125346938999002	0.463059686337238	-0.127597426839068	-0.133041287453012	-0.125141620507604	-0.124936973540298	-0.0300003267649779	0.0431490296367582	-0.130708228092202	-0.0501677431607034	-0.124175472279386	"S05"	0.876037970803704	"IS02"
"ANKRD36B"	"ANKRD36B"	-0.100085472631958	0.862120205042902	-0.0666641971158108	-0.179392515586095	-0.0500039480290206	0.531943510967359	-0.182938860718174	0.338999280178641	-0.0522201189379985	-0.157420407046919	-0.155187321046855	-0.216457859009015	-0.107100228302665	0.0604790925765101	-0.0638463623233399	-0.0369778537338859	0.145012858961903	-0.240436632174952	-0.0211361346492582	0.0296255843265263	"S05"	0.862120205042902	"IS02"
"ANKRD36"	"ANKRD36"	-0.0766438501990123	0.8082791129257	-0.147957544540143	-0.171908964464686	-0.108176396254434	0.507043422647619	-0.061202541121331	-0.0931812439180083	-0.0898886835806427	-0.161940049786295	-0.25822272552908	-0.117036703376087	-0.0208992470704642	0.0681285375980012	-0.0688099778318851	-0.0838451835451742	0.311569529890231	-0.264650042500984	0.0716200982260783	-0.23793455029804	"S05"	0.8082791129257	"IS02"
"ADCK5"	"ADCK5"	0.0912041616521118	0.806115205325803	-0.314971435436524	0.0150124036538835	-0.210749515662881	0.19531669092291	-0.0129103659551388	0.37436301329021	-0.0756897695369539	0.0127886500722051	-0.0887493104606279	-0.109805669915064	0.00804415896106153	0.0897954781728756	0.0121384620754527	0.0554025296864788	0.0338143108257419	-0.249250306172788	-0.0347951106593659	0.121698111157377	"S05"	0.806115205325803	"IS02"
"DQX1"	"DQX1"	0.072097921325011	0.774915837927272	-0.123847047706385	-0.079721967711259	-0.109829347853563	0.459942390145918	-0.0268739595586358	-0.216403084090675	-0.173822859399687	-0.164863349785357	0.394856150774514	-0.216772351639858	-0.0961897120633814	-0.075062506458337	-0.0602683725062745	-0.0960273082835601	-0.0982210000012416	-0.164845526979526	0.391299809190107	-0.0237493160942635	"S05"	0.774915837927272	"IS02"
"AGAP5"	"AGAP5"	0.0347943667240419	0.767644430562654	0.209899214180052	-0.103708442418628	-0.0639183148347837	0.193662247326726	0.00698255681639987	0.0164788571761346	-0.135770222506469	-0.115339240483944	0.0912297610813345	-0.141166991459753	-0.0632282756330196	-0.011183803706811	0.231123839338397	0.0405883748964127	-0.0963150399167728	-0.144608616144614	0.0805783544008114	0.165487494932497	"S05"	0.767644430562654	"IS02"
"ACER2"	"ACER2"	-0.0599809221778481	0.764246578998031	-0.0581004128098944	-0.0618528885397055	0.0199233313090855	-0.0234082651191448	0.00299256837726875	-0.0582664817726013	-0.0636461257185998	-0.0585293740201397	0.278279055667619	-0.0595802145557832	-0.020226557537548	-0.0584335028096235	-0.058337945159894	0.023801463789084	-0.0625853569566231	-0.0610327689739524	-0.0594560891087919	-0.0579823705246244	"S05"	0.764246578998031	"IS02"
"SLC25A27"	"SLC25A27"	-0.11244885310542	0.752313964847372	-0.13185865530058	0.14284814459954	-0.0345599861942368	0.0547756377621988	-0.0952467816594406	-0.13223554814954	-0.0798908505978197	-0.036297024085504	-0.134598860107325	-0.135217059464811	-0.0548544392521738	0.190155649399405	-0.104015719015165	-0.0200977254781324	0.137749982137315	-0.0603306523870043	-0.134935357257593	-0.00677788928806894	"S05"	0.752313964847372	"IS02"
"CDK3"	"CDK3"	0.044547881128807	0.741104820273229	-0.155100063989514	-0.0423492395520279	-0.123046507374502	0.282066787761737	-0.0907559924795542	-0.0253073149263485	-0.169904441194579	0.0593968685727649	0.376047658547478	-0.159050420525364	0.019161616589921	-0.00282413412951534	0.0427147002440884	-0.0883514472318442	0.00986227741120064	-0.133929807098868	-0.0567820593840459	-0.154784948052924	"S05"	0.741104820273229	"IS02"
