"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"	"InitialState"
"GAPDH"	"GAPDH"	-0.169824808437001	-0.776543364719929	0.275868715144635	0.0470654468114593	0.477563031640206	-0.151273240677448	"S02"	0.477563031640206	"IS05"
"CTLA4"	"CTLA4"	-0.274843336204595	-0.0717401611384354	-0.0880418101426148	-0.0939068469478443	0.474929332122547	0.0343369500487242	"S02"	0.474929332122547	"IS05"
"TRBC2"	"TRBC2"	-0.255842073914123	0.107346069184295	-0.134277312902288	-0.183182267442382	0.471387911862636	-0.000207948827716818	"S02"	0.471387911862636	"IS05"
"CD2"	"CD2"	-0.460994216525647	-0.105387790161112	0.144687144938686	0.0627879207762519	0.466805005612436	-0.0783083930098162	"S02"	0.466805005612436	"IS05"
"CHST12"	"CHST12"	-0.203547317270067	-0.289548798155133	-0.0582399841318443	-0.0496041732771138	0.466100678624989	0.0400714898057294	"S02"	0.466100678624989	"IS05"
"TNFRSF9"	"TNFRSF9"	-0.0941223872786158	0.0835121605597548	-0.200848499755438	-0.102331117008893	0.456455395274547	-0.155117008228066	"S02"	0.456455395274547	"IS05"
"AFAP1L2"	"AFAP1L2"	-0.116172173973649	-0.135991995366179	-0.215668634317249	0.0478822392148496	0.452482817338787	-0.041084169309401	"S02"	0.452482817338787	"IS05"
"SIRPG"	"SIRPG"	-0.268819742086234	-0.143505304614903	-0.232039628383897	0.270251393282544	0.44602105577664	0.0517805566208406	"S02"	0.44602105577664	"IS05"
"GZMA"	"GZMA"	-0.28059741984837	-0.491176831479307	0.168475471443237	-0.260583747151928	0.445471789935007	0.171637212061501	"S02"	0.445471789935007	"IS05"
"IFNG"	"IFNG"	-0.239390675598782	-0.159684564288142	0.343393849972232	-0.362597858721842	0.442036054880456	-0.277745263201099	"S02"	0.442036054880456	"IS05"
"IL2RG"	"IL2RG"	-0.324957603868635	-0.602843440809769	0.302370478229853	-0.413045820769194	0.436708292175486	0.256955134107779	"S02"	0.436708292175486	"IS05"
"KRT86"	"KRT86"	-0.0351886308991201	-0.0640084944605435	-0.172527436743872	-0.128092790848328	0.434972655269353	-0.120081694480398	"S02"	0.434972655269353	"IS05"
"CD63"	"CD63"	-0.209476961923784	-0.312664172428176	-0.129325692134726	-0.259147973167558	0.426988842634176	0.343015446572678	"S02"	0.426988842634176	"IS05"
"CSF1"	"CSF1"	-0.161806860375298	0.000454335459322489	-0.238305430045768	-0.0435152193314609	0.426331225471192	0.0423437541467113	"S02"	0.426331225471192	"IS05"
"SIT1"	"SIT1"	-0.237559517731493	-0.285473299178279	0.124287136388662	0.0641954169573108	0.42223693729708	-0.172427044737943	"S02"	0.42223693729708	"IS05"
"ANKS1B"	"ANKS1B"	-0.0553281495125073	-0.14353843946197	-0.0984543804117548	-0.141445826353299	0.420433752276215	-0.101935047623389	"S02"	0.420433752276215	"IS05"
"ID2"	"ID2"	-0.0753721484169792	-0.122858121252235	-0.154506809603757	-0.417482402300106	0.418569644037628	0.169083897890159	"S02"	0.418569644037628	"IS05"
"HLA-B"	"HLA-B"	0.0363410883196524	-2.1070902043581	0.364056425549242	0.349224949892681	0.417544911192471	0.301949651536348	"S02"	0.417544911192471	"IS05"
"CFL1"	"CFL1"	-0.0615247107056885	-1.69870948606444	0.369005200137168	0.150066020332431	0.415372189191895	0.265458281019266	"S02"	0.415372189191895	"IS05"
"LSP1"	"LSP1"	-0.365391462770754	-0.405524411875371	-0.0022351302710171	0.215354789410296	0.403099275408242	0.172240175593231	"S02"	0.403099275408242	"IS05"
"RAP1B"	"RAP1B"	-0.316389780706023	-0.252112453440262	-0.158462649245924	0.141576895047489	0.39212798601981	0.253879706293025	"S02"	0.39212798601981	"IS05"
"PCED1B"	"PCED1B"	-0.229262620949407	0.00348348465470788	-0.146868080915894	0.258787943291582	0.3901647588539	-0.143868173444149	"S02"	0.3901647588539	"IS05"
"ACTB"	"ACTB"	-0.250899299962838	-0.627454073931162	0.0937733332604851	0.272781337147964	0.387605832639337	0.0371237760070095	"S02"	0.387605832639337	"IS05"
"SUPT3H"	"SUPT3H"	-0.251407463253882	-0.274577497258849	0.0309523626449061	-0.0925457720564257	0.379290855743473	0.113713602997504	"S02"	0.379290855743473	"IS05"
"TOX"	"TOX"	-0.214959037491437	-0.048400860714036	-0.177875415056596	0.161807812423337	0.369189363704689	0.00438378324345761	"S02"	0.369189363704689	"IS05"
"MYO7A"	"MYO7A"	-0.103596810771607	0.0397656445068452	-0.218998082244221	-0.0242996302721572	0.361432283555402	-0.0257303044511538	"S02"	0.361432283555402	"IS05"
"EOMES"	"EOMES"	-0.195863421155258	0.0087771125325074	0.0946340285520694	-0.063943896423413	0.35717048696965	-0.243901488070831	"S02"	0.35717048696965	"IS05"
"WIPF3"	"WIPF3"	0.012982183653058	-0.164589729775172	-0.156946179464269	-0.202958343770683	0.354725316957301	0.0146174477791846	"S02"	0.354725316957301	"IS05"
"SLA"	"SLA"	-0.366547297209296	0.159624426775228	-0.0160521975344459	-0.0617133104359995	0.350638332435099	0.025005073572526	"S02"	0.350638332435099	"IS05"
"SH3BGRL3"	"SH3BGRL3"	-0.289434237087312	-0.219495810133412	0.262889692969575	-0.0518937451285011	0.350029873073445	-0.161901477455584	"S02"	0.350029873073445	"IS05"
"BLOC1S1"	"BLOC1S1"	-0.232230137632118	-0.446332711784503	0.140176858702	-0.291007070630245	0.349342997740296	0.244116389182607	"S02"	0.349342997740296	"IS05"
"IFI27L2"	"IFI27L2"	-0.183643605510799	-0.404786969021789	0.191447184718667	-0.0545598718952358	0.345424374708537	-0.0719629871487158	"S02"	0.345424374708537	"IS05"
"RGS1"	"RGS1"	0.0253629723800078	-0.254992894440216	-0.131253187505948	-0.416133617031183	0.33546059201256	0.197756025262177	"S02"	0.33546059201256	"IS05"
"HCST"	"HCST"	-0.31615291003362	-0.314272740104522	0.0984323715946535	-0.101785791746405	0.334872649390846	0.204786591773242	"S02"	0.334872649390846	"IS05"
"CCL4"	"CCL4"	-0.186501657388828	-0.144440999052252	0.259956621437939	-0.185873529190154	0.333909926138977	-0.24442109110361	"S02"	0.333909926138977	"IS05"
"PSMB9"	"PSMB9"	-0.410920032848462	-0.439735190967832	0.223931437704973	0.120962521979528	0.333867773128826	0.118329562385312	"S02"	0.333867773128826	"IS05"
"CLIC1"	"CLIC1"	-0.52925359756425	-0.361555382050009	0.285085068506271	0.167053177546937	0.331293601156697	0.116690652858874	"S02"	0.331293601156697	"IS05"
"S100A4"	"S100A4"	-0.262357342101448	-0.283898989331466	0.283529412477796	-0.102972498194568	0.326559552460543	-0.115344969320726	"S02"	0.326559552460543	"IS05"
"DTHD1"	"DTHD1"	-0.152212545735252	0.0359197025600669	-0.07955041018509	0.145426411396268	0.326169880179034	-0.205612170143418	"S02"	0.326169880179034	"IS05"
"CLEC2D"	"CLEC2D"	-0.251551065506939	0.134028221894718	-0.0841867622428863	-0.325246692877153	0.319649757306434	0.187647022686893	"S02"	0.319649757306434	"IS05"
"ZNF80"	"ZNF80"	-0.071786275911021	0.0272559494181355	-0.148362551213113	-0.0235047576480017	0.319324242094788	-0.0998334798654611	"S02"	0.319324242094788	"IS05"
"CD3D"	"CD3D"	-0.220893589301605	-0.498343566353006	0.11711665344625	0.0237526985635053	0.318326974011776	0.121838423145856	"S02"	0.318326974011776	"IS05"
"LAYN"	"LAYN"	-0.155315258196418	0.0164208582871083	-0.1980028532695	-0.0187429383306317	0.315337512977696	0.0866928236459794	"S02"	0.315337512977696	"IS05"
"CXCR6"	"CXCR6"	-0.250769953647094	-0.0949948984958528	-0.0603612710830175	0.170150814707669	0.297505834842235	0.0182959397915763	"S02"	0.297505834842235	"IS05"
"ITM2A"	"ITM2A"	-0.376268842331274	-0.0147574308289889	0.197487602114236	-0.0326298548110248	0.297289926951412	-0.0606506949166918	"S02"	0.297289926951412	"IS05"
"CORO1A"	"CORO1A"	-0.392401733160158	-0.664971390989934	0.215306461278918	0.216525593454741	0.297222059941988	0.249172245985688	"S02"	0.297222059941988	"IS05"
"LIMD2"	"LIMD2"	-0.24396868751577	-0.467948676513322	0.117026092618659	0.0016683122182534	0.296400696959924	0.172157393968072	"S02"	0.296400696959924	"IS05"
"KRT81"	"KRT81"	-0.0625024540721119	-0.0706134716933369	-0.155151545012404	-0.0377463051910093	0.294927213978445	0.00679446380298886	"S02"	0.294927213978445	"IS05"
"CDK2AP2"	"CDK2AP2"	-0.255131131817037	-0.056680210881858	-0.141318009370281	0.107497194217258	0.294040874365709	0.145189451114159	"S02"	0.294040874365709	"IS05"
"RAB27A"	"RAB27A"	-0.249456163687614	0.128151001002947	-0.00801107664241094	-0.204268366291181	0.288255953904825	0.0486086262876174	"S02"	0.288255953904825	"IS05"
"CTSW"	"CTSW"	-0.216142550696914	-0.2427512715394	0.020575064998749	0.14521729754157	0.28462180066767	0.00895749985210234	"S02"	0.28462180066767	"IS05"
"DRAXIN"	"DRAXIN"	-0.0810609812602756	-0.0636255691727899	-0.179967620871319	0.0329517679956611	0.284201403182533	0.0238433278395261	"S02"	0.284201403182533	"IS05"
"CLEC2B"	"CLEC2B"	-0.419127150638344	-0.00465779787032241	0.151283537971039	-0.148919744001437	0.283344174323094	0.143888889679755	"S02"	0.283344174323094	"IS05"
"PFN1"	"PFN1"	-0.0583138613105059	-0.90538550578368	0.234267166937691	0.24952856243804	0.282259978395617	-0.0581881078168834	"S02"	0.282259978395617	"IS05"
"CD200R1"	"CD200R1"	-0.0612115036407	-0.0208286465058195	-0.15436203501847	0.0222179995655812	0.270729029837916	-0.0438809050791874	"S02"	0.270729029837916	"IS05"
"CALM3"	"CALM3"	-0.277774903584099	-0.263647631954768	0.120943370016408	0.00617479014214063	0.269759759472622	0.0920189742586936	"S02"	0.269759759472622	"IS05"
"ALOX5AP"	"ALOX5AP"	-0.0420310215660814	-0.432764402936146	-0.0444631417532678	-0.0460939191263152	0.267472674715302	0.142776185758277	"S02"	0.267472674715302	"IS05"
"PSME2"	"PSME2"	-0.323368915411967	-0.385910050918306	0.252450529128849	-0.0643537641461736	0.266201486969206	0.128573625610067	"S02"	0.266201486969206	"IS05"
