"TCGA.3L.AA1B.01A"	"TCGA.A6.2684.01A"	"TCGA.A6.5664.01A"	"TCGA.AF.2687.01A"	"TCGA.AG.4022.01A"	"TCGA.CM.6163.01A"	"TCGA.CM.6167.01A"	"TCGA.CM.6169.01A"	"TCGA.CM.6674.01A"	"TCGA.EI.6513.01A"	"TCGA.F4.6805.01A"	"TCGA.G4.6314.01A"	"TCGA.5M.AAT6.01A"	"TCGA.A6.2672.01A"	"TCGA.A6.2676.01A"	"TCGA.A6.2679.01A"	"TCGA.A6.2685.01A"	"TCGA.A6.2686.01A"	"TCGA.A6.3808.01A"	"TCGA.A6.3809.01A"	"TCGA.A6.4105.01A"	"TCGA.A6.4107.01A"	"TCGA.A6.5657.01A"	"TCGA.A6.6137.01A"	"TCGA.A6.6138.01A"	"TCGA.A6.6141.01A"	"TCGA.A6.6651.01A"	"TCGA.AA.3489.01A"	"TCGA.AA.3494.01A"	"TCGA.AA.3495.01A"	"TCGA.AA.3496.01A"	"TCGA.AA.3506.01A"	"TCGA.AA.3510.01A"	"TCGA.AA.3517.01A"	"TCGA.AA.3518.01A"	"TCGA.AA.3519.01A"	"TCGA.AA.3520.01A"	"TCGA.AA.3522.01A"	"TCGA.AA.3524.01A"	"TCGA.AA.3526.01A"	"TCGA.AA.3530.01A"	"TCGA.AA.3532.01A"	"TCGA.AA.3543.01A"	"TCGA.AA.3544.01A"	"TCGA.AA.3548.01A"	"TCGA.AA.3552.01A"	"TCGA.AA.3553.01A"	"TCGA.AA.3562.01A"	"TCGA.AA.3673.01A"	"TCGA.AA.3678.01A"	"TCGA.AA.3680.01A"	"TCGA.AA.3681.01A"	"TCGA.AA.3688.01A"	"TCGA.AA.3692.01A"	"TCGA.AA.3697.01A"	"TCGA.AA.3710.01A"	"TCGA.AA.3715.01A"	"TCGA.AA.3815.01A"	"TCGA.AA.3831.01A"	"TCGA.AA.3833.01A"	"TCGA.AA.3837.01A"	"TCGA.AA.3844.01A"	"TCGA.AA.3851.01A"	"TCGA.AA.3855.01A"	"TCGA.AA.3856.01A"	"TCGA.AA.3858.01A"	"TCGA.AA.3860.01A"	"TCGA.AA.3862.01A"	"TCGA.AA.3869.01A"	"TCGA.AA.3870.01A"	"TCGA.AA.3875.01A"	"TCGA.AA.3949.01A"	"TCGA.AA.3950.01A"	"TCGA.AA.3966.01A"	"TCGA.AA.3968.01A"	"TCGA.AA.3971.01A"	"TCGA.AA.3975.01A"	"TCGA.AA.3977.01A"	"TCGA.AA.3980.01A"	"TCGA.AA.3982.01A"	"TCGA.AA.3986.01A"	"TCGA.AA.3989.01A"	"TCGA.AA.A00A.01A"	"TCGA.AA.A00D.01A"	"TCGA.AA.A00K.01A"	"TCGA.AA.A00R.01A"	"TCGA.AA.A00W.01A"	"TCGA.AA.A01K.01A"	"TCGA.AA.A01P.01A"	"TCGA.AA.A01R.01A"	"TCGA.AA.A01V.01A"	"TCGA.AA.A02R.01A"	"TCGA.AD.6899.01A"	"TCGA.AD.6901.01A"	"TCGA.AD.6963.01A"	"TCGA.AD.6964.01A"	"TCGA.AF.2690.01A"	"TCGA.AF.2691.01A"	"TCGA.AF.2693.01A"	"TCGA.AF.3911.01A"	"TCGA.AF.A56K.01A"	"TCGA.AG.3575.01A"	"TCGA.AG.3580.01A"	"TCGA.AG.3581.01A"	"TCGA.AG.3582.01A"	"TCGA.AG.3593.01A"	"TCGA.AG.3598.01A"	"TCGA.AG.3599.01A"	"TCGA.AG.3600.01A"	"TCGA.AG.3608.01A"	"TCGA.AG.3728.01A"	"TCGA.AG.3732.01A"	"TCGA.AG.3882.01A"	"TCGA.AG.3887.01A"	"TCGA.AG.3890.01A"	"TCGA.AG.3892.01A"	"TCGA.AG.3898.01A"	"TCGA.AG.3901.01A"	"TCGA.AG.3902.01A"	"TCGA.AG.4007.01A"	"TCGA.AG.A023.01A"	"TCGA.AH.6547.01A"	"TCGA.AU.3779.01A"	"TCGA.AY.4070.01A"	"TCGA.AY.4071.01A"	"TCGA.AY.5543.01A"	"TCGA.AY.6196.01A"	"TCGA.AZ.4323.01A"	"TCGA.AZ.4615.01A"	"TCGA.AZ.5407.01A"	"TCGA.AZ.6600.01A"	"TCGA.AZ.6601.01A"	"TCGA.AZ.6605.01A"	"TCGA.BM.6198.01A"	"TCGA.CA.5796.01A"	"TCGA.CA.6717.01A"	"TCGA.CK.4950.01A"	"TCGA.CK.4951.01A"	"TCGA.CM.4751.01A"	"TCGA.CM.4752.01A"	"TCGA.CM.6164.01A"	"TCGA.CM.6676.01A"	"TCGA.CM.6679.01A"	"TCGA.D5.5538.01A"	"TCGA.D5.6529.01A"	"TCGA.D5.6534.01A"	"TCGA.D5.6924.01A"	"TCGA.D5.6928.01A"	"TCGA.D5.6930.01A"	"TCGA.DC.5337.01A"	"TCGA.DC.5869.01A"	"TCGA.DM.A1DB.01A"	"TCGA.EI.6511.01A"	"TCGA.EI.6881.01A"	"TCGA.EI.6884.01A"	"TCGA.EI.6885.01A"	"TCGA.EI.6917.01A"	"TCGA.F4.6807.01A"	"TCGA.F4.6809.01A"	"TCGA.F5.6465.01A"	"TCGA.F5.6571.01A"	"TCGA.G4.6299.01A"	"TCGA.G4.6306.01A"	"TCGA.G4.6586.01A"	"TCGA.G4.6625.01A"	"TCGA.G4.6627.01A"	"TCGA.G4.6628.01A"	"TCGA.NH.A50V.01A"	"TCGA.NH.A6GB.01A"	"TCGA.QG.A5YW.01A"	"TCGA.QL.A97D.01A"	"TCGA.A6.3807.01A"	"TCGA.A6.3810.01A"	"TCGA.A6.A565.01A"	"TCGA.AA.3811.01A"	"TCGA.AA.3861.01A"	"TCGA.AA.3867.01A"	"TCGA.AA.3970.01A"	"TCGA.AA.A00N.01A"	"TCGA.AF.6672.01A"	"TCGA.AG.4008.01A"	"TCGA.CM.4748.01A"	"TCGA.D5.6931.01A"	"TCGA.A6.2674.01A"	"TCGA.A6.6780.01A"	"TCGA.AA.3877.01A"	"TCGA.AD.6895.01A"	"TCGA.AF.3400.01A"	"TCGA.AG.3594.01A"	"TCGA.AM.5821.01A"	"TCGA.CK.5916.01A"	"TCGA.CM.6680.01A"	"TCGA.D5.6530.01A"	"TCGA.D5.6927.01A"	"TCGA.EI.6507.01A"	"TCGA.F4.6461.01A"	"TCGA.F4.6806.01A"	"TCGA.G4.6323.01A"	"TCGA.QG.A5Z2.01A"	"TCGA.A6.6782.01A"	"TCGA.AA.3502.01A"	"TCGA.AA.3509.01A"	"TCGA.AA.3534.01A"	"TCGA.AA.3549.01A"	"TCGA.AA.3660.01A"	"TCGA.AA.3662.01A"	"TCGA.AA.3675.01A"	"TCGA.AA.3679.01A"	"TCGA.AA.3685.01A"	"TCGA.AA.3930.01A"	"TCGA.AA.3973.01A"	"TCGA.AA.3994.01A"	"TCGA.AA.A02W.01A"	"TCGA.AD.5900.01A"	"TCGA.AD.A5EK.01A"	"TCGA.AF.4110.01A"	"TCGA.AF.6136.01A"	"TCGA.AG.3574.01A"	"TCGA.AG.3591.01A"	"TCGA.AG.3605.01A"	"TCGA.AG.3609.01A"	"TCGA.AG.3611.01A"	"TCGA.AG.3612.01A"	"TCGA.AG.3896.01A"	"TCGA.AG.A02G.01A"	"TCGA.CA.5256.01A"	"TCGA.CA.6719.01A"	"TCGA.CM.5341.01A"	"TCGA.CM.5349.01A"	"TCGA.CM.5860.01A"	"TCGA.CM.5862.01A"	"TCGA.CM.5863.01A"	"TCGA.CM.5864.01A"	"TCGA.CM.6166.01A"	"TCGA.CM.6677.01A"	"TCGA.CM.6678.01A"	"TCGA.D5.5539.01A"	"TCGA.D5.5540.01A"	"TCGA.D5.5541.01A"	"TCGA.D5.6538.01A"	"TCGA.D5.6929.01A"	"TCGA.D5.6932.01A"	"TCGA.DC.4745.01A"	"TCGA.DC.6154.01A"	"TCGA.DC.6681.01A"	"TCGA.DC.6682.01A"	"TCGA.DT.5265.01A"	"TCGA.DY.A0XA.01A"	"TCGA.EF.5830.01A"	"TCGA.EI.6883.01A"	"TCGA.EI.7002.01A"	"TCGA.F4.6463.01A"	"TCGA.F4.6704.01A"	"TCGA.F4.6854.01A"	"TCGA.F4.6855.01A"	"TCGA.F5.6814.01A"	"TCGA.F5.6864.01A"	"TCGA.G4.6294.01A"	"TCGA.G4.6303.01A"	"TCGA.G4.6304.01A"	"TCGA.G4.6320.01A"	"TCGA.G5.6233.01A"	"TCGA.G5.6572.01A"	"TCGA.NH.A6GA.01A"	"TCGA.QG.A5YV.01A"	"TCGA.AA.3846.01A"	"TCGA.AA.A00J.01A"	"TCGA.AF.A56N.01A"	"TCGA.AH.6903.01A"	"TCGA.CM.6161.01A"	"TCGA.CM.6170.01A"	"TCGA.DC.6160.01A"	"TCGA.EI.6510.01A"	"TCGA.EI.7004.01A"	"TCGA.G4.6295.01A"
"TRBV10-1"	0.219747037606594	0.0479755755775021	0.139236262134214	0.0674529291298806	0.322046566889967	0.0667586168093077	0	0.453994335461263	0	0	0	0	0	0.159134699425709	0.160301845695836	0	0	0.203527253766941	0	0	0.160342026966485	0	0.0983000605398683	0.0748155957367553	0	0.0937623134452837	0.24197742380643	0	0.256263397269426	0	0.0669783788060826	0	0.136376237663308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234761745040492	0.198695991098994	0	0	0	0	0.629345750800574	0.210691841867534	0.172169393795919	0	0	0	0.153938677318157	0	0	0	0	0.157112964345837	0.209862866967466	0	0	0	0	0	0.467228050816948	0	0	0.168266003023966	0	0	0	0.147295245153497	0	0	0	0	0	0	0	0	0	0.143705345326658	0.144992481325663	0.116045788410637	0	0	0.111827656741097	0.144762010051621	0	0	0	0.137325414373107	0	0.701761739043129	0.153372356618049	0	0	0	0	0	0	0.176015178766798	0	0	0	0.207714269154138	0	0.168617883781727	0	0.154136151009728	0	0.144500991922908	0.347153036529538	0.159400874990853	0.155927804429817	0.731402434308987	0.116048560836645	0	0.303072378862062	0.248811099440933	0.26134911143174	0	0	0.153440776666113	0.0734227445526179	0	0.144245284966533	0	0	0	0.445278385385683	0.0615155305053485	0	0.128358090688173	0	0.309595416928897	0	0	0.206532385213073	0	0	0.158552606926723	0.0487435500574708	0	0.056831157551076	0.0772923760422566	0.14791670118661	0	0	0.127777295930459	0.11927166042851	0.0607027488486509	0.222657275570122	0	0	0.0771992908964111	0.0786878433907564	0.202059025271198	0.134735541088493	0	0.117097382953645	0.0782787303003728	0	0	0.160537130711717	0	0	0	0	0	0.0880308315249873	0	0	0.149778297913377	0.0890284304115226	0.296641359030282	0	0	0.280916227093561	0	0	0	0.0742003462821029	0	0	0	0.163510358495441	0.210383997761718	0.0932962040939292	0.0586494098438886	0.0638418480688232	0	0.143022286737786	0	0	0	0	0	0	0.0688865802743234	0.398749132046193	0	0	0	0.307798620995904	0.0616304567456084	0.188014608358422	0	0	0	0.151557247648505	0	0	0	0	0	0	0.0766708022555784	0	0	0	0	0	0	0	0	0.0624247056086524	0	0.247081245204538	0.05955715548235	0	0	0	0.0710160707768057	0	0	0	0	0	0	0	0	0	0	0	0.101355936552384	0.0594135583281172	0	0	0.168914546946191	0	0	0	0.0640239623793226	0.0598629332528125	0	0	0	0.130611777353687	0	0	0.133891968046102	0.249761772694701	0.0681635885346145	0.0647293382234949	0.16880543999198
"COMMD3-BMI1"	0.0170201237867429	0	0	0.0148656497103897	0.0155314958089251	0.0292712524487564	0.0190217166294581	0.0379798978219686	0	0	0	0	0	0	0	0	0	0.0156806212899314	0	0	0	0.030601826490835	0.0109643365974715	0.0165212488901605	0	0	0.0141820478876576	0.0136416243456084	0	0.0412324188244239	0	0	0	0	0	0	0	0.0699207566197853	0	0	0	0	0	0	0	0	0	0	0	0	0.0453755283190847	0	0	0	0	0	0	0.0770442195730292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130152615587421	0	0	0	0	0	0	0.0359284023121799	0.0155041859900963	0	0	0.034597824923108	0.0451463607449717	0	0	0	0	0	0	0	0	0	0	0.0760097566683968	0	0	0.0232777764928923	0	0	0	0.018120651066665	0	0	0.0386996924187976	0.0213914019222377	0.018130097969154	0	0.0407514006062485	0	0	0	0	0	0	0	0	0.0156679287706565	0	0	0	0.0144513895664378	0	0.0148678029927464	0.0245707450614503	0.0254290225578675	0.0159277568038769	0.0202436696907208	0	0	0	0	0	0	0.0111916601713909	0.0130478295521704	0.0539891316878482	0	0.0133904866251024	0	0	0	0.0157978724932796	0	0.0173946087861238	0	0.0151995320959321	0	0	0.0512964061590961	0	0	0.0242907290033426	0	0	0	0	0	0.0195093432937905	0	0	0	0	0.0169579940906457	0	0	0	0	0	0.0191672259921545	0	0	0	0	0.0369862114541336	0	0	0	0.0140560388926668	0	0	0	0	0	0.0171879364104611	0	0	0	0	0	0	0	0	0	0.0144123842449258	0.0241511265226247	0	0	0.0341715609224634	0	0	0	0	0	0	0.0169394519436728	0	0	0.0412119636719774	0.0212470560617986	0	0.0227350711824098	0	0.0244843781584562	0	0.015949294124677	0.0193089801476404	0	0	0	0	0	0	0	0.0183779625484718	0	0	0	0.014009170752263	0	0	0.00919979608391085	0	0	0.0130653527831312	0	0	0	0	0	0.0337915028933623	0.0140968316102714	0	0.0148017760403738	0	0	0	0	0	0	0	0.0150251660177352	0	0.0192460732388689
"MAGEC2"	0	0	0	1.23084792194195	0	0	0	0	0	5.84945236592954	0	0	0	0	0	0	0	0.073482528858179	0	0	0	0	0	0.0158032651540214	0	0	0	0	0	0	0	0	0	0	0	0.202076481790163	0	0	0	0	0	0	0	0	0	0	0	0.0902750976395887	0	0	0	0.124438579506158	0	0	0	0.154664969120756	0	0	0	0	0.238350980620422	0	0	0.0293743298833951	0	0	0.0339454141875315	0	0	0	0	0	0	0	0	0	0	0.74788306296361	0.0325943509169608	0	0	0	0.0324986159029176	0	0.38496196249842	0.0372998634390367	0	0.778070801253349	0	0	0.283017727625286	0	0	0	0	0.780015448417701	0	0	0.0145191493218531	0	0.0148301751452557	0.0317728109283898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111771770084464	0	0	0	0	0.83140447004522	0.0324833428363829	0	0	0.557432228181265	0	0	0	0	0	0	0	0	0	0.0288224153086103	0	0	0.012946504856237	0	0	0.578797820918418	0.042250191209908	0	0	0.015235429197331	0	0	0	0	0	0	0.0798981725321893	0.0318779300625227	0	0	0	0.0128079568628496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0358973186905371	0	0.145005531748505	0.328757183785502	0	0	0	0.426558844273367	0	0.964617100958305	0	0	0	0	0	0.297464998650374	0	0	0	0	0	0	0	0.0198072136787676	0	0	0.349507134938271	0	0	0	0	0.0164411444126931	0	0	0	0	0	0.0329572564498897	0.14318654321259	0	0	0.0137856106583737	0	0	0.0300221658367715	0	0	0	0	0	0.0337493088650908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125276043656607	0	0	0	0	0	0	0	0	0	5.48432450609213	0	0	0	0.0262376801531345	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134034911989359	0.095761387111497	0	0	0	0.018687447894873	0	0	0
"SH2D5"	0.0788757736090043	0.0868165132418694	0.0730105268267921	0.411357480493053	0.391964290617998	0.110242297263045	0.0406354723161507	0.0647894940130809	0.412451539883115	0.135174438273963	0.20560642795726	0.0759120930978246	0.270344978540409	0.0763047963931187	0.0312455804467603	0	0.330394799290765	0.353388284831549	0.0700354872300698	0.0193776891321853	0.121147084160738	0	0.13986945311968	0.0283315694965982	0.274546742874365	0.0444286705168382	0.0659557773323009	0.0969711477699501	0.0513205990218362	0.153578792995123	0.0378165597911448	0.204281649040417	0.0394258347113493	0.21638517933005	0.0313719508115101	0.0714341027567885	0.015033764973434	0	0.112060928338005	0.0800111552550864	0.0167097670240743	0.0398534436879706	0.0156943620854799	0.258100346469257	0	0	0.591784944758471	0.0815234605834928	0.11099658418571	0.0235543817909802	0.058335193794418	0.0193701880401364	0.0379509520523531	0.0349394692006145	0.410508169005858	0.0182567232030294	0.178649493420157	0.0336713156319193	0	0.0322410805627057	0.112187669005949	0	0.0742147948296492	0.321928283506454	0.284785061050866	0.278288402452174	0.0456547690931695	0	0.120193833641155	0.101577759659902	0.0204814490264017	0	0.0179763076068341	0.0751048710381549	0.0643554360755028	0.0172786648432618	0.512338225683229	0.12084365903383	0.0863961275420814	0.174663999785357	0.0704768929784844	0.0303382347720171	0.973788697554304	0.0344022385566988	0.126678962922322	1.09209828786284	0.0160968677711606	0.215232117777537	0.0277744370527295	0.160298066813378	0.095309479618077	0	0.0660042811986408	0.334542426414668	0.284051024976984	0.0107905803306843	0.12232266836418	0.200329613117769	0.0829619910239156	0.110501955817361	0.115992935174816	0.0567148274052341	0.232748570898518	0.1158133016403	0.0389528724807597	0.0766995378268841	0.0323719910187628	0.0648074803010489	0.0307937775977875	0.0297346292086872	0.084656113584984	0.0410253122523177	0.242997136282497	0.0557885646675969	0.194400367256654	0.143781089273752	0.313274124902203	0.0165354922753378	1.49596806814008	0.140298182357586	0.055546259078355	0.00729343321433815	0.0156146310357527	0.478588372100876	0.0147128583097406	0.0112128334428297	0.0366392454966222	0.667154031996505	0	0	0.0982181241649232	0.0869118380035621	0.163770489181763	0.308365019028047	0.0101940668890185	0.115374918612672	0.0245545576059676	0.0387882407865161	0.0662688374486031	0.124083450298336	0.276200780283095	0.0539068195244822	0.0431150600362419	0.03766576227011	0.0505699780527272	0.622728169672845	0.0219199360146532	0.0273178147106506	0.00874927813624174	0.0231885129529398	0.112575412256672	0.0274453322150248	0.0198484025697875	0.109152921273828	0.0579876196093747	0.151377149287784	0.199895335536488	0.0157018597880749	0.0609223047276109	0.00577953895080413	0.243835784694913	0.0441698746552724	0.229632879376876	0.118114133444149	0.127189985882581	0.196867941259836	0.0134065071717593	0.0580164158312845	0.279881258336424	0.0392302883554243	0.0730496244607847	0.103198617356047	0.132154137121696	0.140556899231995	0.528375096266201	0	0.335459614581259	0	0.12164415568783	0.0334311105985946	0.0356764928529116	1.5912951615367	0.146654917675592	0.474231074156493	0.273775491316571	0.0738678840387629	0.0440945117214004	0.150731131650316	0.0312101078759137	0.0836226621035454	0	0.0350339047589328	0.116786405314054	0.500598007577463	0.420805803702883	0.209768808557637	0.0619452313668235	0.0178444746738068	0	0.0595573283759449	0.0524423240635483	0.0414153683183672	0.122064919927538	0.324214116584554	0.144962245103042	0.245780350993462	0.053248583019037	0.230517887887095	0.125800446237441	0.254304394187005	0.0964349681799312	0.414516298055674	0.0662188195528901	0.0158918503793115	1.17131180794005	0.142383939099382	0.0913988153609524	0.0855580724473944	0.0135917567477013	0.0439797875797841	0.0963314037137335	0.0349534285455475	0.300820960807201	0.0651530506635432	0.103775199047683	0.0273595293725684	0.19842282845038	0.0407626976927725	0.0489857726318664	0.0355515923169809	0.328225012428129	0.175977658355352	0.184915366817885	0.131237247916492	0.0624098769464847	0.0525146890033542	0.0475354799802604	0.0248879276983419	0.258570760499709	0.483926572013691	0.0802377513145452	0.0949314785624797	0.141955060352431	0.132853000709806	0.0520380436354066	0	0.608503328750406	0.0237665671143938	0.117708147108587	0.213649597429473	0.0765376179277499	0.0305268137144398	0.0197292565500117	0.363427083428554	0.0668906567972847	0.281420372017882	0.11022185407654	0.200857875736562	0.177764976575714	0.104550581530425	0.0178102593390257	1.23373189529459	0.0655664404237125	0.813701882886063	0.0190870507174832	0.287564675670745	0.0466575971268396	0.0683908698018898	0.0647032455364825	0.0463811850270421	0.0323081044901945	0.0580826592039517	0.0321480778084028	0.0896576115482955	0.265847125326362
"TRBV4-1"	0.627790362211398	0.510430730615828	0.588441600063198	0.338394209512518	0.471711797281301	0.450157829477966	0.420878321329963	1.06303513510722	0	0.0712702162469022	0.661030791194773	0.458079838954435	0.590365608804809	0.471376127030584	0.176078433368589	0	0.95530609317917	0.639546464713805	0.372864133737011	0.195893331459348	0.33306419543556	0.409577300006941	0.433469295256038	0.6127060517963	0.670664197721955	0.67207590635569	0.727305861839347	0.472973031900968	0	0	0.558171093158914	0	0	0.185307797260096	0.176755983375269	0.263801781886013	0.168915052859131	0.172159361780922	0	0.536856369696715	0.634651399850239	0.635573014889793	0.474151986302705	0.195583798062255	0.651484998719141	0.647223063293008	0.15504696783174	0.156905132916296	0.734505524889392	0.475477207213676	0	0.214476137711969	0.396234372591416	0.472567961168124	0.406271528685219	0.380752765862633	0.231043986476403	0.985522656622087	0.513675792722475	1.71274698463232	0.565061714808504	0.457467105372013	0.460032042724838	0.150293889551874	0.364601897568219	0.463020584735333	0.465974203885169	0	0.297413324592602	0	0	1.09674413156079	0	1.30948822310163	0.182987877745545	0.652131157584108	0.184777412334799	0	0.792278288564325	0.353298791680252	0.776004076487547	0.588802003368166	0.790466301367182	0.515247883820687	0	0.87878615669056	0	0	0.853389596694379	2.27267231577218	0.157936321148843	0.552983872583811	0.353384776527169	0.182119985726347	0	0.698807766891013	0.608457882716019	0.30511274822403	0.147932783778943	0.174685534345805	0.412420947807879	1.13000625293705	1.16709408900796	0.801873814785706	0	0.720255119296363	0	0.149211447357285	0.328633221017508	0.31838405227099	0.515994181227652	0.361804400321467	0	0.391417881616887	0.752058415621349	1.85735091834865	0.496547319455596	0.184840919173773	1.02706284563108	0.343839211465886	0.431986259584916	1.91247057882364	0.537676787980062	1.53160766716603	1.06621318925155	0.0652417215755298	1.50081639845711	2.05765465807006	1.16828826731478	0.370148022531223	0.555728048427868	0.154814160741278	0.519876907935824	0.489217287545601	0.589291225593769	0.811433639371017	0.361731470475952	0.403961033121867	1.00237390521755	0.736074373172575	0.194526271216646	0.225640617171432	0.0722965431456317	0.525193731056532	0.338438126345378	0.874182658246457	0.240670500721278	1.05428704821162	0.282610247363521	0	0.253952182555109	0.203923727803703	0.409834911763027	0.340593005466948	0.241683598935427	0.162541717740578	0.405586678170267	2.1501417276472	0.64395430686374	0.251441122861304	0.560391214261716	0.0860271428082249	0.236224789342978	0	0.571165096920366	0.580479720852073	1.581445985328	0.721382375755226	0.106925633082685	0.189143339282484	0.798300030728562	0.611243234394781	0.14861405207259	0.866628250983445	0.620987996799978	0.209977963820824	0.358616746864108	0.814713927188414	0	0.0969324193222178	0.375056929170706	2.2242450420912	0.164577096601705	0.306616206082412	0.749230822809078	0.805327893336571	0.316547711382251	0.307361609884577	0.602778646669131	1.02096554892078	0.348323852299999	0.860874344820708	0.169896412222957	0.103699236886368	1.00287852665332	0.261633505639978	0.119961177616269	0.198594071986778	0.674252399942309	0.262920309920677	0.370326420187136	0.427968058592856	0	0.309221145204116	0	0.0856669869366752	0	0.227993036101294	0.720931045364299	0	0	0	0.152366443857129	0.178034563925222	0.419490967180093	0.329121307114855	0.331720126828129	0.142085876878283	0.224489119550372	0.166521884361128	0	0.368265920885009	1.08724039632605	0.185164693416864	0	0.295160362139315	1.10130250063709	0.539124672531928	0.0952585668319015	0.453963263943705	0.105319831220231	0.0771611032623298	0	0.293784590430449	0.836999784529538	0.257458433762784	0	0.18593873310764	0.35537143965961	0	0.538160986043862	0.516156053557596	0.290338671937387	0.0765142883766941	0.255277797708394	0.177448441444753	0	0.0917390368229489	0	0.200914185395679	0	0.326056011766068	0.177113174627421	0.402002804624684	0.311704544301794	1.49112387419264	0.319328693561457	0	0.0645148583257044	0.738486914962412	0.2879948234177	0.0847260064174485	0.202093030697264	0.357021478691107	0.211540708438618	0.177317994688541	0	0.143609568610409	0.118867428202634	0.685978924117667	0.075476480816593	0.354299108759163	0.279483110917231	0.32588556318629	0.349604818491148
"TRBV6-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
