"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"State"	"MaxFC"	"InitialState"
"CYB5D1"	"CYB5D1"	-0.103086488971503	0.0746984738538733	0.00781828154436628	-0.121670104699701	-0.202902039220981	-0.260270798657053	-0.212084806249995	0.14881933595756	1.08558349507317	0.207437711559244	0.0754970801676376	"S01"	1.08558349507317	"IS09"
"AKAP9"	"AKAP9"	-0.287173390807448	-0.29954953295216	0.617350400831509	0.180089130608682	-0.30871065838169	0.128484769576615	-0.0165715921238213	-0.130551033599133	1.08399192652069	-0.143365443818664	-0.303168728237108	"S01"	1.08399192652069	"IS09"
"MAP3K2"	"MAP3K2"	-0.0459962844493485	0.0135853908014665	0.353058600351457	-0.217268772654091	-0.270515766145827	-0.0175718504172902	-0.235293759001475	0.0125395372644525	1.07496114666376	0.119721561176438	-0.136830866700287	"S01"	1.07496114666376	"IS09"
"BDP1"	"BDP1"	0.0484718437145021	-0.204752027073223	0.41351260680483	-0.17126294979097	-0.132790064372521	-0.180523906922447	-0.0917755893264632	0.0795026987940689	1.07484712880015	-0.227730282843492	-0.0939978680443358	"S01"	1.07484712880015	"IS09"
"AKAP13"	"AKAP13"	0.409827197771866	-0.45965909542098	0.120166335276889	-0.265304678616907	-0.591271224760273	-0.251030465597582	-0.382334964812325	-0.0934078375443776	1.06975684084319	0.375366273085069	0.165380763330931	"S01"	1.06975684084319	"IS09"
"CD2AP"	"CD2AP"	0.0443445552385403	-0.0679024880271131	0.656959613886947	-0.0618561706629446	-0.374132009721384	-0.092589786143543	-0.229549610967272	0.268515535547921	1.05900522213388	-0.130566104559489	-0.412006361994946	"S01"	1.05900522213388	"IS09"
"TNRC6B"	"TNRC6B"	-0.201559840027097	-0.449540933574296	0.495808233316189	0.209712630960695	-0.0967382677531195	0.0333090472961849	-0.0826359374922603	0.297493826025538	1.05792485777455	-0.160728358340671	-0.42214184382717	"S01"	1.05792485777455	"IS09"
"SDK2"	"SDK2"	-0.0894397376543535	0.29467692090327	0.125253526861263	-0.106330748327466	-0.104392789944022	-0.0974065734533125	-0.143072052656146	0.254511901706804	1.04991536965518	-0.162578564471273	-0.0484291446902762	"S01"	1.04991536965518	"IS09"
"DGKD"	"DGKD"	-0.135905578773933	0.0469258197988039	0.165565708703097	-0.146332323329478	-0.134101942828162	0.119380747782488	-0.0154112763588252	-0.0891448003672157	1.0437049765758	-0.0790868253266605	-0.0657160499992135	"S01"	1.0437049765758	"IS09"
"PECAM1"	"PECAM1"	0.342017206742577	0.75616563307902	-0.267614774608724	-0.253233221409427	-0.357436030846001	-0.152810557909033	-0.299131770781951	-0.20180217858551	1.04154688461599	0.197391770428204	-0.301125310160043	"S01"	1.04154688461599	"IS09"
