"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"State"	"MaxFC"	"InitialState"
"APBA2"	"APBA2"	-0.13823311558722	0.00625869503186974	0.299337680376355	0.0317732562558276	-0.0832452375861839	0.222685463001334	-0.0678981926625761	0.0103825412538163	"S01"	0.299337680376355	"IS03"
"ARHGEF1"	"ARHGEF1"	0.244189445607479	-0.241871338366205	0.28355211030966	-0.0146518554346813	0.0713098707933273	0.168189001746847	0.0227021456007217	-0.1205183843827	"S01"	0.28355211030966	"IS03"
"PATL2"	"PATL2"	0.0450305372465632	-0.162566250290713	0.278598637357106	-0.0234292136594981	-0.028989615968809	0.161559058338844	0.085480042342875	-0.00745106459518455	"S01"	0.278598637357106	"IS03"
"TSPYL2"	"TSPYL2"	-0.00435412290019616	0.0367092731777628	0.248470680382722	0.190573910805575	-0.271563333554106	0.044171837555987	0.108592622773537	-0.20078599738749	"S01"	0.248470680382722	"IS03"
"KLRC4"	"KLRC4"	-0.0859687433555734	-0.153161719494925	0.175530733043533	-0.0189439869940421	0.06661442043225	0.0362740472810552	-0.0789168117540672	0.135880005916538	"S01"	0.175530733043533	"IS03"
"NXPH4"	"NXPH4"	-0.0149311513787784	0.0221646738086375	0.168059209440348	0.047055574109065	-0.0347609619644171	0.0512862807216654	-0.0242674607717499	-0.0656872077900982	"S01"	0.168059209440348	"IS03"
"LYAR"	"LYAR"	0.121202404175179	0.125090115107315	0.156366737701472	0.107705076641103	-0.0928758862335898	0.156354634334315	-0.370174047469953	-0.11401046994797	"S01"	0.156366737701472	"IS03"
"LIME1"	"LIME1"	1.37955122368765	-0.149661191720256	-0.159507540212826	-0.185241814529925	-0.177661119913161	-0.133845613363828	-0.173371672329656	-0.179554553170099	"S02"	1.37955122368765	"IS01"
"IFITM1"	"IFITM1"	1.25301484808746	-0.379423692701149	-0.145073561310568	-0.0925963791700685	-0.100085708329068	0.194378664751954	-0.172069584554695	-0.285673997183468	"S02"	1.25301484808746	"IS01"
"TRGV9"	"TRGV9"	0.912516278686139	0.00200883497534087	0.106522854703543	-0.170538651333573	-0.0962851891350804	-0.119973552691714	-0.153311824742563	-0.103590265494805	"S02"	0.912516278686139	"IS01"
"SHISAL2A"	"SHISAL2A"	0.862477687810324	-0.0305189019265975	-0.135856253744971	-0.199159315732711	-0.0925694474548235	-0.144369134880922	0.0957726330651019	-0.122205593848893	"S02"	0.862477687810324	"IS01"
"TAGAP"	"TAGAP"	0.755822427873797	0.450314372031417	0.497610694035343	-0.340471571049922	-0.144608561511084	0.283634744656963	0.124257327866784	-0.331184383269501	"S02"	0.755822427873797	"IS01"
"FCMR"	"FCMR"	0.749172098975763	-0.0312583183241631	-0.21425274594023	-0.230918766976583	-0.154221637630196	0.375483129255465	-0.0223327875167326	-0.11808276365059	"S02"	0.749172098975763	"IS01"
"RPL30"	"RPL30"	0.686290086180996	-0.394739558077626	0.0118789724732592	0.236629361776142	-0.194429293489431	0.35082229861676	-1.13483933008958	0.0671308600907842	"S02"	0.686290086180996	"IS01"
"RPL7A"	"RPL7A"	0.653866971729002	0.454986100150436	-0.326774349815809	-0.0443250059792544	0.0227351696072896	0.246842137754164	-1.4229886438843	0.0638289400984837	"S02"	0.653866971729002	"IS01"
"DENND2D"	"DENND2D"	0.64620966550696	0.0366919475077319	-0.0437958561410766	-0.380854183862267	0.0508991467046376	0.519796773400699	-0.108027748357854	-0.0428416595609673	"S02"	0.64620966550696	"IS01"
"CD3E"	"CD3E"	0.631732089538709	-0.0110653056342714	0.201024520883986	-0.205868702985124	0.159753657544479	0.269914199190798	-0.119853773497419	-0.225423022508687	"S02"	0.631732089538709	"IS01"
"TRBV5-4"	"TRBV5-4"	0.629028443577684	-0.069923126231401	-0.0635125649815916	-0.0931066375929076	-0.0707409405732888	-0.0674923222722836	-0.0690329722978143	-0.0784324742615566	"S02"	0.629028443577684	"IS01"
"TRDV2"	"TRDV2"	0.598236878233972	-0.0665003199459729	-0.0604035620187775	-0.0885489754638798	-0.0672781014658088	-0.0641885062482802	-0.0656537399291014	-0.0745931269618419	"S02"	0.598236878233972	"IS01"
"SYTL3"	"SYTL3"	0.594743934663027	-0.0214109428167917	-0.259374350606647	-0.21420162901934	0.017318739084322	0.32866952335098	-0.0236590307996307	-0.143601277509292	"S02"	0.594743934663027	"IS01"
"TRBV7-6"	"TRBV7-6"	0.590805159931485	-0.0732597591628954	-0.0665432949746978	-0.0975495549777097	-0.0741165984513503	0.0261938654931363	-0.0723271283394872	-0.0821751612754872	"S02"	0.590805159931485	"IS01"
"TRBV10-3"	"TRBV10-3"	0.585964694698019	-0.0730117895008582	-0.066318059203324	-0.0972193692051096	-0.0738657285593478	-0.0704736114109142	0.00672232402311317	-0.081897014756823	"S02"	0.585964694698019	"IS01"
"HLA-B"	"HLA-B"	0.583279731069441	-1.90105190061464	-0.667964305220188	0.494231029749614	0.429799674294205	0.379601422986537	-1.12573185484715	0.264021950289536	"S02"	0.583279731069441	"IS01"
"HSPA8"	"HSPA8"	0.576166800269535	0.197578812419088	0.0369626235836737	-0.080459844660576	0.0106595270370568	0.0793460397994036	0.267295716944205	-0.504576582126228	"S02"	0.576166800269535	"IS01"
"DNAJB1"	"DNAJB1"	0.567629222098509	0.460959540287231	0.214410214281401	-0.0898629641450831	-0.102730434392978	-0.0124677335084437	0.485202352598432	-0.651229552140012	"S02"	0.567629222098509	"IS01"
"CD69"	"CD69"	0.561515152445007	0.0854355646413397	-0.0774516859678948	-0.269228809883508	-0.0115992901884814	0.338513336359977	0.0189795971362823	-0.12819971994591	"S02"	0.561515152445007	"IS01"
"MT-CO1"	"MT-CO1"	0.532847270720029	-2.48568957465695	-0.602500799742741	0.481063082021379	0.432771083477059	0.466835172928657	-0.893719017886161	0.484508225928646	"S02"	0.532847270720029	"IS01"
"PARP8"	"PARP8"	0.527910730678272	0.338794274108486	-0.31650102233772	-0.147384536177424	-0.172743976820306	0.188342678290269	-0.0089908028272148	-0.232944735426196	"S02"	0.527910730678272	"IS01"
"TRAV23DV6"	"TRAV23DV6"	0.511791283154108	0.0137375008630448	-0.0597304715107703	-0.0875622542691931	-0.066528406415055	-0.0634732392535052	-0.0649221455051217	-0.0737619189330011	"S02"	0.511791283154108	"IS01"
"RPS21"	"RPS21"	0.509935749225968	0.0785368700961652	-0.432830982437526	-0.0051035253426486	-0.191910146526803	0.505122214367044	-0.854306996216095	0.0520606737633314	"S02"	0.509935749225968	"IS01"
"RPS12"	"RPS12"	0.499508518613389	0.395707832558521	-0.405587969487074	0.124384308980768	-0.208009807682218	0.154044343080464	-1.69266436389235	0.274515047813041	"S02"	0.499508518613389	"IS01"
"TUBB4A"	"TUBB4A"	0.484208197365446	-0.0434683407801851	-0.0856640678901489	-0.0403045537837982	-0.0954135097148038	-0.0255502304634044	-0.0931098472765622	-0.0721126326263184	"S02"	0.484208197365446	"IS01"
"DUSP2"	"DUSP2"	0.476529348443651	0.428064273975393	-0.0858307598071135	0.0645052354602108	-0.340938764589366	0.322467022429045	-0.1737058750169	-0.42609664347334	"S02"	0.476529348443651	"IS01"
"CBLB"	"CBLB"	0.472928349831036	0.137133429734574	-0.170047840398458	-0.228667168348395	-0.00263506135149887	0.293126535470162	0.142049500264071	-0.207992144973489	"S02"	0.472928349831036	"IS01"
"RPS3"	"RPS3"	0.471691520021147	-1.30456591166405	-0.26858446051557	0.445260362510311	0.0512065105302099	0.209245761024265	-1.18246927730864	0.363466731499756	"S02"	0.471691520021147	"IS01"
"KCNA3"	"KCNA3"	0.464492730194675	-0.0571331618963737	0.0977401067865251	-0.100517127670786	-0.0392763860089513	-0.139349479352428	0.275802936452783	-0.158436005954433	"S02"	0.464492730194675	"IS01"
"RPS7"	"RPS7"	0.461528107730032	0.217475359398712	-0.318358301714451	0.210776145912703	-0.0674270255181741	0.148814450627705	-1.36973390650038	0.0232728856062162	"S02"	0.461528107730032	"IS01"
"RPL19"	"RPL19"	0.452684349800534	0.220538948970676	-0.393274104415861	0.221604064832516	0.0348098020392578	0.0504975728724465	-1.83061049945625	0.226730574833134	"S02"	0.452684349800534	"IS01"
"RPL28"	"RPL28"	0.452472064233705	-0.130126108845498	-0.573427426150414	0.323303048016972	0.0142847840497662	0.22094642746993	-1.84502832691569	0.248781538519545	"S02"	0.452472064233705	"IS01"
"IL9R"	"IL9R"	0.45172824601904	-0.119648275382121	-0.10867890603166	-0.0917521894262528	0.0619355101095505	-0.115488828898879	0.0299863834354392	-0.0624449066655666	"S02"	0.45172824601904	"IS01"
"RPL14"	"RPL14"	0.44944525568403	-0.0739113957305145	-0.164365609433882	0.184606962051166	-0.11349298378659	0.185147441163854	-1.35887252515173	0.231299367101045	"S02"	0.44944525568403	"IS01"
"DLX2"	"DLX2"	0.446278979615206	-0.0357958564699865	-0.0805116911743431	-0.0452666187055326	-0.0896747401474015	-0.08555662976295	-0.0177190756712327	-0.0664668680574818	"S02"	0.446278979615206	"IS01"
"LBH"	"LBH"	0.44368952539151	-0.240264138017675	-0.132947156295245	0.109973419353601	-0.160444167308036	0.295670723872513	0.0457286798232595	-0.300389989050523	"S02"	0.44368952539151	"IS01"
"ZAP70"	"ZAP70"	0.439636642588064	0.0690798410421205	-0.033133418202329	-0.163048582357554	0.0482343464714434	0.206096078027332	-0.193898239716736	-0.0748232392543127	"S02"	0.439636642588064	"IS01"
"CTSW"	"CTSW"	0.435932677690968	0.137372087669836	-0.154420988825517	-0.169324745432336	0.280855743823469	0.137429343044408	-0.31109557587639	-0.152847496173792	"S02"	0.435932677690968	"IS01"
"CCND3"	"CCND3"	0.434698857305558	-0.0625787409654719	-0.413314221264715	0.00650152219813776	-0.091880973391567	0.0748455124080776	-0.234388813087515	-0.0484363136883973	"S02"	0.434698857305558	"IS01"
"CD37"	"CD37"	0.432282649103352	-0.0147941542681706	-0.162564472410733	-0.073618007280051	-0.0111499152122089	0.224951757984675	-0.317978999127134	-0.046084387619664	"S02"	0.432282649103352	"IS01"
"RPL18"	"RPL18"	0.430754847005674	-0.057387989341377	-0.362530179467496	0.223031738562498	0.0643132469552993	0.235177352769636	-1.51869139493651	0.14247736051946	"S02"	0.430754847005674	"IS01"
"LGR6"	"LGR6"	0.428523323206356	0.0853151841130459	-0.107030569144804	-0.068675116602362	-0.119211736033529	-0.00533579252598854	-0.0135806756204467	-0.107192811964192	"S02"	0.428523323206356	"IS01"
"ZFP36L2"	"ZFP36L2"	0.418703475415023	0.353912148406348	-0.0923686651041146	0.270467594756132	-0.475895610131427	0.108365634051216	-0.479322681599869	-0.310109007642497	"S02"	0.418703475415023	"IS01"
"CST7"	"CST7"	0.417349335563753	-0.0449118433639532	0.277685090449607	-0.0137885168771344	0.277424005206054	0.242140371079304	-0.51172563573305	-0.216603808697258	"S02"	0.417349335563753	"IS01"
"TRGV4"	"TRGV4"	0.416431030590812	-0.0960364812760115	-0.0872318442608037	-0.109615998696604	-0.0551780723537675	-0.0412994584614421	0.14985878359569	-0.0505270270671441	"S02"	0.416431030590812	"IS01"
"RPL6"	"RPL6"	0.406790491750658	0.0450218287273027	0.0547838826631175	0.0916231549865738	-0.0542966747612178	0.0148660901237411	-0.99419602354482	0.148450404994748	"S02"	0.406790491750658	"IS01"
"ARHGDIB"	"ARHGDIB"	0.402472934620238	-0.18307330922916	-0.277351241259865	0.114001662975985	0.211292147037562	0.15146392379829	-0.396556835131446	-0.254192186141638	"S02"	0.402472934620238	"IS01"
"PRSS53"	"PRSS53"	0.397843907471244	-0.0442245339563411	-0.0401700229676135	-0.0588874937050391	-0.0447417799675264	-0.0426871145355412	-0.0436615350604965	-0.0496064722532724	"S02"	0.397843907471244	"IS01"
"HLA-E"	"HLA-E"	0.38924522323604	0.335166506725492	-0.7304525643927	0.0960938133317201	0.202230674343133	0.258487850281009	-1.06703223830607	-0.185064628263285	"S02"	0.38924522323604	"IS01"
"SARAF"	"SARAF"	0.389123283385442	0.0343994675303662	0.00476584322555229	0.232577752458165	-0.123628774269372	0.0482983992183342	-0.471758117622903	-0.263575397199865	"S02"	0.389123283385442	"IS01"
"CD99"	"CD99"	0.389043089790898	0.0209958592501078	-0.272393366356033	0.104051839996751	0.167290532991461	-0.0372031653062517	-0.25111008556953	-0.320729790144612	"S02"	0.389043089790898	"IS01"
"RPS4Y1"	"RPS4Y1"	0.374594718685672	0.0904508226337393	-0.0830777474007143	-0.0421014810343436	0.174985569860366	-0.326855652413171	-0.327257831943344	-0.01203696336321	"S02"	0.374594718685672	"IS01"
"RPL11"	"RPL11"	0.363791701736292	0.177939319044637	-0.703548818433223	0.187049154758582	-0.161144566159551	0.0196843521491777	-1.47831057681363	0.321971607716769	"S02"	0.363791701736292	"IS01"
"MRPL10"	"MRPL10"	0.363672383672517	-0.063201583321443	-0.132476916247292	-0.00993823254837189	-0.0992418326085497	0.165503672872867	-0.117541959741795	-0.0931065339927213	"S02"	0.363672383672517	"IS01"
"EEF1D"	"EEF1D"	0.361888951368833	-1.30275225438324	0.10122748823295	0.235519038338511	0.222318377047433	0.199686546289852	-0.712884143889163	0.350375880498591	"S02"	0.361888951368833	"IS01"
"PTGDR"	"PTGDR"	0.358197724641588	0.291135066529642	-0.00696989035442424	-0.174942221021522	-0.0746310761945152	0.0556542642373196	-0.118558674534128	-0.0422351169481123	"S02"	0.358197724641588	"IS01"
"RPS28"	"RPS28"	0.356242307592919	-0.230777813611188	-0.562790776872955	0.214040851368624	-0.164161622643776	0.273594204385098	-1.14068265719958	0.241536497756727	"S02"	0.356242307592919	"IS01"
"DKK3"	"DKK3"	0.354891219787028	-0.035480132865394	0.0633421026013532	-0.0299364647863367	-0.213319653106417	0.28616045795021	-0.0834305488064771	-0.0827783569108652	"S02"	0.354891219787028	"IS01"
"ITK"	"ITK"	0.35262142351858	0.130095920577838	-0.263118078738266	-0.246815060665984	-0.0573280900989298	0.35043505704917	0.148431399219017	-0.097374177002796	"S02"	0.35262142351858	"IS01"
"TRBV19"	"TRBV19"	0.352388888171442	-0.0489616918391436	-0.0444728776034871	-0.0651952900806596	-0.0495343432056833	-0.0472595901056798	-0.0483383867191545	-0.00500485827430977	"S02"	0.352388888171442	"IS01"
"JUN"	"JUN"	0.352206136109605	0.336253949794182	0.241697635391988	0.195760528956942	-0.297482469399313	-0.16203485295355	0.0369008095029607	-0.445089819597851	"S02"	0.352206136109605	"IS01"
"INPP4B"	"INPP4B"	0.347747895002017	0.309332189782704	-0.30262076383931	-0.215046831174529	-0.140140950378211	0.16133514078452	0.083342190178742	-0.0780210365669848	"S02"	0.347747895002017	"IS01"
"ADAM29"	"ADAM29"	0.344213902622726	-0.0382629949558388	-0.0347550386331508	-0.0509493639169221	-0.038710515364679	-0.0369328221698203	-0.0377758892254967	-0.0429194392297663	"S02"	0.344213902622726	"IS01"
"BTG1"	"BTG1"	0.335996201101162	0.219277010473913	0.00791398273914271	0.101040915036083	-0.211614263960156	0.270448523776701	-0.471267186259084	-0.191586586353472	"S02"	0.335996201101162	"IS01"
"FAU"	"FAU"	0.332217181678244	0.0309943285415161	-0.633006249490714	0.326665123082287	0.0199596258702421	0.144072554539789	-1.61949008554573	0.136459513886721	"S02"	0.332217181678244	"IS01"
"PNRC1"	"PNRC1"	0.319084497121922	0.0419974615887546	0.0424594360488926	0.273152232148969	-0.198073184828016	0.150484179414877	-0.249711248271876	-0.394196269295915	"S02"	0.319084497121922	"IS01"
"ISG20"	"ISG20"	0.315687814871088	-0.111214310697876	-0.0598008402903767	0.179416162614703	-0.00891622714041704	0.271845551676974	-0.599126539846562	-0.157385029405135	"S02"	0.315687814871088	"IS01"
"RPSA"	"RPSA"	0.296384273550308	0.0931047602197805	-0.19863625608853	0.177525936561309	0.0286893460921761	0.207511017066584	-1.3488701729909	0.13264093334855	"S02"	0.296384273550308	"IS01"
"TC2N"	"TC2N"	0.286332214987649	0.0874303087202932	-0.149927250975933	-0.124208420277876	0.00965982160298163	0.104130896528173	-0.00686486127709567	-0.0756609950160335	"S02"	0.286332214987649	"IS01"
"PITPNC1"	"PITPNC1"	0.284654021017326	0.137709125685426	-0.0709388504544792	-0.00744151669628949	-0.15450915754437	0.206089843389714	-0.0779871184976644	-0.171789155306337	"S02"	0.284654021017326	"IS01"
"WNT1"	"WNT1"	0.282180878488174	-0.0313673719973515	-0.0284916072786928	-0.0417674479704224	-0.0317342418452737	-0.0302769182927225	-0.0309680507559453	-0.0351846481905454	"S02"	0.282180878488174	"IS01"
"CD5"	"CD5"	0.279338556039469	-0.0500824011784787	0.061998446222058	-0.0487879238827922	-0.0328438978000052	0.27683996722547	0.0687858311615117	-0.191370141400922	"S02"	0.279338556039469	"IS01"
"CITED2"	"CITED2"	0.273395504562196	-0.0198765665313143	-0.323626639276502	0.235278583060846	-0.211360499819544	-0.0484415082455745	-0.0758776813381179	-0.259858673471846	"S02"	0.273395504562196	"IS01"
"SYNM"	"SYNM"	0.270215659823145	0.173315233836665	-0.154336594881681	-0.140523305288296	-0.0420005190972575	0.0999173945908562	-0.0641473595806905	-0.0296729355218307	"S02"	0.270215659823145	"IS01"
"GATA3"	"GATA3"	0.269428825511484	0.223122437779463	-0.15175535086239	-0.104621676209482	-0.159605107133952	0.0790927616894544	0.156761293712955	-0.138547331932428	"S02"	0.269428825511484	"IS01"
"ITGB2"	"ITGB2"	0.264127753071425	0.0186702116313107	-0.0559184489854454	-0.0601516992589096	-0.00701962053949419	0.206450527910731	0.0211684659699419	-0.162776444554603	"S02"	0.264127753071425	"IS01"
"GZMM"	"GZMM"	0.254827959179356	0.145132223862721	-0.226423669186014	-0.0305569104227768	-0.0673885708717682	0.241309469809388	-0.337038564507617	-0.0540038455232063	"S02"	0.254827959179356	"IS01"
"S1PR5"	"S1PR5"	0.24524381275092	0.0623345313642633	0.193969470118449	-0.014059324049291	-0.00773376595246053	0.0330740521730164	-0.150978062230181	-0.0981305139182486	"S02"	0.24524381275092	"IS01"
"MATK"	"MATK"	0.244799128893438	0.0785192266513608	0.0196184781294507	-0.00324491007935693	-0.17140268420579	0.0527065292268165	-0.233832045250097	0.0243591213242059	"S02"	0.244799128893438	"IS01"
"PPP2R2B"	"PPP2R2B"	0.236394452655863	0.199487068840832	0.189394633376105	-0.100045138971747	0.10485042890485	-0.178972863323933	0.00923210705314155	-0.119034246016986	"S02"	0.236394452655863	"IS01"
"TRBV13"	"TRBV13"	0.233610415467442	-0.0383317733985188	-0.0348175114593169	-0.0510409463429655	-0.0387800982335892	-0.0369992096022613	-0.0378437920865973	0.0200402622178397	"S02"	0.233610415467442	"IS01"
"RPS24"	"RPS24"	0.228356028661614	0.126951977202162	-0.308461740920248	0.096408340523976	0.0261071485795687	0.197879447898065	-1.13559784424268	0.167249860213779	"S02"	0.228356028661614	"IS01"
"FAM102A"	"FAM102A"	0.226325658843389	0.122287197867094	-0.230044359139079	-0.0989039023715225	-0.00463616586174887	0.183237315317895	-0.00325495068089513	-0.116145941201707	"S02"	0.226325658843389	"IS01"
"TRMO"	"TRMO"	0.223158333106823	0.0743554449503187	-0.263698085323507	0.0171797847009002	-0.0585013485097976	0.162672116709225	-0.161848786320553	-0.122848556094169	"S02"	0.223158333106823	"IS01"
