"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"State"	"MaxFC"	"InitialState"
"ZSCAN23"	"ZSCAN23"	0.2	-0.0222321031569586	-0.0201938610662359	-0.029603315571344	-0.0224921277552856	-0.0214592274678112	-0.0219490781387182	-0.0249376558603491	"S02"	0.2	"IS01"
"STAT4"	"STAT4"	0.120302410301237	-0.0693758258896519	-0.0894316615512533	0.095947257686672	0.0429564726276475	-0.0354385247124991	-0.169947143946475	-0.08170365370017	"S02"	0.120302410301237	"IS01"
"RPS17"	"RPS17"	-1.1629207961286	-1.34088073042331	0.0175914379191144	1.019492765552	0.365873773130701	-0.398946651667595	-1.01359371251615	0.462341633032065	"S03"	1.019492765552	"IS04"
"IGHG4"	"IGHG4"	-0.532809054823522	-0.557926908788925	0.0469957110965484	0.934615421711123	-0.14725373932986	-0.356682317849051	-0.170841372665524	-0.352655040590198	"S03"	0.934615421711123	"IS04"
"IFRD1"	"IFRD1"	-0.140192136943202	-0.559051834395738	-0.184974091454814	0.895294855709388	-0.295976860971348	-0.313109847327837	-0.275676853982803	-0.378075960785426	"S03"	0.895294855709388	"IS04"
"IGLC2"	"IGLC2"	-0.664825302748318	0.0126238402997779	-0.434105416000659	0.761702636373723	-0.203296518513517	-0.171427099865443	-0.349424685386017	-0.283063934895519	"S03"	0.761702636373723	"IS04"
"YPEL5"	"YPEL5"	-0.141777009413328	0.193539582571405	-0.0804108957193329	0.713170669258873	-0.2865305225022	-0.252236157899271	-0.339983271117481	-0.557523659210006	"S03"	0.713170669258873	"IS04"
"EIF1"	"EIF1"	-0.109539611569133	-0.279768808970079	-0.121159513452927	0.697815221924675	-0.0721959766145309	-0.196779993996086	-0.838674711318154	-0.183959943470784	"S03"	0.697815221924675	"IS04"
"GADD45B"	"GADD45B"	0.0157467705331733	0.230208685424832	-0.0202459090810776	0.696215618612188	-0.310417606443008	-0.533243359271115	-0.198038580417548	-0.593217399738579	"S03"	0.696215618612188	"IS04"
"SRSF2"	"SRSF2"	-0.392664809141375	0.183802686511812	-0.105192901352823	0.670533862566714	-0.27164110706457	-0.219243523868451	-0.395549879477411	-0.343552955552169	"S03"	0.670533862566714	"IS04"
"RPL27A"	"RPL27A"	-1.52649213448455	-0.48538758346468	0.313090270930841	0.655892411086509	0.263246815606147	-0.201419929745647	-0.747538063446397	0.515221584900198	"S03"	0.655892411086509	"IS04"
"RPS20"	"RPS20"	-1.35376923846299	-0.101630963848763	0.172537080113463	0.650058361951758	0.128707511358291	-0.391758686947388	-0.608099588268314	0.303910518629154	"S03"	0.650058361951758	"IS04"
"TUBA4A"	"TUBA4A"	-0.0297171495154181	0.11789169949687	-0.324853652815337	0.645939113254413	-0.202306808136405	-0.219962269978033	-0.443045151073245	-0.483202938824717	"S03"	0.645939113254413	"IS04"
"RPL26"	"RPL26"	-0.000351624005984315	-2.51117088891842	0.153037741792716	0.644038902287392	0.369421144149188	0.363153237746199	-0.782833768986147	0.555211872655487	"S03"	0.644038902287392	"IS04"
"RPL13A"	"RPL13A"	-1.22728699183381	-0.123201710466959	0.045700296995732	0.638751059465763	0.184461544883475	-0.360050650845172	-1.1215615738198	0.482081985986511	"S03"	0.638751059465763	"IS04"
"RPL31"	"RPL31"	-0.62339518580685	-0.997274341262963	0.40513110389925	0.624837054003477	0.23961864692298	-0.399948068900535	-0.782358394864241	0.443514797798708	"S03"	0.624837054003477	"IS04"
"IGKC"	"IGKC"	-1.1712785409992	0.204554013461903	0.0479139216950261	0.623096213525025	-0.17462625504409	0.00405197168350741	-0.0525196337852862	-0.181861392026804	"S03"	0.623096213525025	"IS04"
"RGCC"	"RGCC"	-0.0809507972879113	0.280787580872843	-0.260595380553747	0.609215708627481	-0.430946213522014	-0.113398754015705	-0.290022739380408	-0.478625841874021	"S03"	0.609215708627481	"IS04"
"RPL15"	"RPL15"	0.226337053751569	-2.51245871314876	-0.0387562572983841	0.603172026306264	0.386833439613447	0.272789714712234	-0.702757505329879	0.479809979912957	"S03"	0.603172026306264	"IS04"
"RPS29"	"RPS29"	-1.04181092452236	-0.881352661620286	0.188216997536478	0.560949346291084	0.0710363719432131	0.354646373394512	-0.552956846173611	0.402429943153306	"S03"	0.560949346291084	"IS04"
"CCL3L3"	"CCL3L3"	-0.394822499684699	-0.410626405164015	-0.438757678115064	0.535994206669207	0.166826058811984	-0.0225093983668634	-0.245538178462603	-0.225570530139008	"S03"	0.535994206669207	"IS04"
"FUS"	"FUS"	-0.070934045837086	-0.4473560788556	-0.146978812941019	0.529804628008689	-0.248969610348494	0.161728064540503	-0.191762614746509	-0.240130504626397	"S03"	0.529804628008689	"IS04"
"CREM"	"CREM"	-0.100784924435708	0.0986278719755667	-0.100911456646645	0.528756166186431	-0.0850685714675636	-0.111493587323164	-0.491937737365241	-0.374760262193913	"S03"	0.528756166186431	"IS04"
"RPS25"	"RPS25"	0.251232978891472	-1.47148966546945	0.0598745097117628	0.520297375813353	0.176463430456689	0.166017108559129	-1.13020689333449	0.373035856384862	"S03"	0.520297375813353	"IS04"
"RPS10"	"RPS10"	-1.2014664885727	-0.312425993593812	-0.506933416925265	0.519643979581144	0.231376798275552	0.495762597522085	-1.00774526939037	0.343889650385279	"S03"	0.519643979581144	"IS04"
"RPL23A"	"RPL23A"	-0.102361956175885	-0.195118393199219	-0.172344209829985	0.511093529030346	0.10868691033835	0.0372889634655235	-1.88080543792491	0.349969454510957	"S03"	0.511093529030346	"IS04"
"RPL41"	"RPL41"	0.470175669911263	-2.516950376297	-0.228658601730271	0.502698506124165	0.26906742224768	0.342742757537921	-0.509361696760157	0.440809235281767	"S03"	0.502698506124165	"IS04"
"IER2"	"IER2"	0.193756976213517	0.394876478478595	-0.277976624902548	0.500903438161009	-0.414532342089928	-0.110830860860392	-0.299413872370582	-0.555105891150621	"S03"	0.500903438161009	"IS04"
"ZFP36"	"ZFP36"	0.285406487006642	-0.0445933124202814	-0.129416856156992	0.50061245767057	-0.431322527664931	-0.00408427666384314	-0.239912563558959	-0.428086274119216	"S03"	0.50061245767057	"IS04"
"UBC"	"UBC"	0.11430723077631	0.343021645920357	0.235745204901768	0.481970528650014	-0.0802393659635238	-0.191734409005845	-0.0673258198523466	-0.778591306474673	"S03"	0.481970528650014	"IS04"
"SRSF5"	"SRSF5"	-0.342140377415939	-0.439413790411991	-0.138021384592843	0.473753861840672	0.108114311142197	-0.0301296356736592	-0.255775274706527	-0.126475085783001	"S03"	0.473753861840672	"IS04"
"B2M"	"B2M"	0.208923788819431	-2.71284523475811	0.248860726734121	0.470403368962102	0.399596581071961	0.251509470631899	0.0517396477465975	0.385796498113728	"S03"	0.470403368962102	"IS04"
"RPS2"	"RPS2"	-0.320838060421682	0.106377370528185	-0.369985631980282	0.466407738406044	0.0940901671899838	-0.0311900143367221	-1.78417347040218	0.362964739148138	"S03"	0.466407738406044	"IS04"
"SRGN"	"SRGN"	-0.0817090394615542	0.259216621108862	-0.0313066009722879	0.464955997898797	0.0655136986732554	-0.121725234464722	-0.407531142840267	-0.525377302232793	"S03"	0.464955997898797	"IS04"
"SRSF7"	"SRSF7"	-0.175515147975681	-0.16464077431591	-0.310779484041185	0.459353786553565	-0.0699289537164011	0.203215470473696	-0.0424218652955952	-0.438357235397281	"S03"	0.459353786553565	"IS04"
"HNRNPA1"	"HNRNPA1"	0.0505734582246184	-0.868642210380485	0.242333396570235	0.455689635647444	0.0585118475431032	0.0847092993933744	-0.687123431854199	0.101979028974346	"S03"	0.455689635647444	"IS04"
"SERTAD1"	"SERTAD1"	0.340929374856329	0.363947705704944	-0.366830359242713	0.448953631177792	-0.262597787455004	-0.372358339102768	-0.390900072212127	-0.487179986152271	"S03"	0.448953631177792	"IS04"
"RPL39"	"RPL39"	0.38474475221023	-2.17465987216818	-0.152964473726352	0.440597010392091	0.160742103945725	0.367569993712392	-0.41904788556621	0.387000225243375	"S03"	0.440597010392091	"IS04"
"RPL3"	"RPL3"	-0.284694522883764	0.174098733441679	-0.160148622567037	0.42968378766349	-0.0937485844209327	0.0848202712324242	-1.5517493466152	0.293893320913564	"S03"	0.42968378766349	"IS04"
"LDHA"	"LDHA"	-0.0470542177006687	0.0876706594930836	0.0344545791086827	0.422296661914767	0.0572821583943343	-0.083591125840418	-0.412596077713556	-0.400038629991407	"S03"	0.422296661914767	"IS04"
"RPS27"	"RPS27"	0.0655499037971024	-0.334955833163859	-0.179989666201693	0.419255744442536	-0.0833265081754966	0.176468476777088	-1.60079578101214	0.382455302492836	"S03"	0.419255744442536	"IS04"
"CCNL1"	"CCNL1"	-0.192747321847292	-0.170031457829006	-0.0647456941179181	0.418180873663032	-0.056506883047633	0.130424695744956	-0.212017039235301	-0.27628956644291	"S03"	0.418180873663032	"IS04"
"RPL17"	"RPL17"	0.29044438971687	-0.982101784314628	-0.271901739922582	0.417319098011341	0.101774672291448	0.160830621359955	-0.806004210498666	0.117662795164266	"S03"	0.417319098011341	"IS04"
"RPL36A"	"RPL36A"	-0.188971898493571	-0.738244692885673	-0.188092990175127	0.417095319577769	0.128783028863883	0.276161517245871	-1.04316129361769	0.304026637647987	"S03"	0.417095319577769	"IS04"
"RPL10"	"RPL10"	0.251916494374461	-0.186311140514104	-0.49442102947809	0.414773956061397	0.0735536530359548	0.0222236741986537	-1.98020176455117	0.374846677898578	"S03"	0.414773956061397	"IS04"
"TSC22D3"	"TSC22D3"	0.28568156534356	0.0775296202284898	-0.108066984996314	0.406355608283895	-0.447185849023396	-0.0765126799542504	-0.634078438764125	-0.129295466516836	"S03"	0.406355608283895	"IS04"
"RPS6"	"RPS6"	-0.233938105535496	-0.16017758698597	0.112233757967024	0.404583765880723	-0.00786021396402018	-0.224662029401621	-1.27287715773134	0.401716530209859	"S03"	0.404583765880723	"IS04"
"CSRNP1"	"CSRNP1"	0.042124655674562	0.0650003325843815	-0.162929989302762	0.40227271956725	-0.292839653668269	-0.10875298942491	0.0534091146041571	-0.408414450462992	"S03"	0.40227271956725	"IS04"
"UBB"	"UBB"	-0.0344266701597618	0.342371776825771	-0.286547412671591	0.396277494104239	0.0400102591494464	0.00550391571677074	-0.316322900635924	-0.570831533400487	"S03"	0.396277494104239	"IS04"
"JMJD6"	"JMJD6"	0.0409055795139473	-0.279516713319867	-0.120884566625538	0.380221163688947	0.0212184159321583	0.100829933671606	-0.150215249240114	-0.358594595484361	"S03"	0.380221163688947	"IS04"
"RPS16"	"RPS16"	-0.183765113736718	0.119117787902593	-0.275392688691903	0.378744421788756	0.0291635705498466	-0.0366206732916121	-1.32947015773305	0.204112428122632	"S03"	0.378744421788756	"IS04"
"HLA-C"	"HLA-C"	0.253954237322401	0.187701627435225	-0.916188592657539	0.37815715313835	0.295679924638783	0.090508656858406	-1.63002423167727	-0.106750339431705	"S03"	0.37815715313835	"IS04"
"CXCR4"	"CXCR4"	-0.142747042279814	0.271451420640073	-0.369865530109719	0.375697776333086	-0.171035556596407	0.291580780296409	-0.61519939047517	-0.266649654374129	"S03"	0.375697776333086	"IS04"
"RPL38"	"RPL38"	-0.532093180923681	-0.42318250379147	-0.00767783515744016	0.371699955449747	-0.0217769121810685	0.199569155583048	-0.764740614226027	0.35325804862176	"S03"	0.371699955449747	"IS04"
"RPL27"	"RPL27"	-0.29070069111481	-0.240674362236645	-0.12350124142801	0.364029879475364	0.101058081125141	0.0691311398372187	-1.20148790693907	0.328550550126307	"S03"	0.364029879475364	"IS04"
"SERTAD3"	"SERTAD3"	0.00637666613227611	-0.134166780556975	-0.142849274730935	0.359144489013061	-0.133629552873853	-0.111257073979422	-0.115389225242754	-0.22831956181988	"S03"	0.359144489013061	"IS04"
"LEPROTL1"	"LEPROTL1"	0.132503724135944	-0.704346581282067	-0.118589056228273	0.358185578373539	0.11025881654628	0.282324274552416	-0.354481825979296	-0.162194661918666	"S03"	0.358185578373539	"IS04"
"TCF7"	"TCF7"	-0.133372624454279	-0.373943218648395	0.00341504287704867	0.356383676388472	-0.187545722419384	0.281786689972667	-0.131750035092424	-0.132758535217296	"S03"	0.356383676388472	"IS04"
"CMC1"	"CMC1"	-0.0363956506539493	-0.143507167800998	-0.18139424059486	0.336770916775695	-0.0823982395728815	0.264392922665161	-0.60552319449193	-0.0975391566634931	"S03"	0.336770916775695	"IS04"
"RPS4X"	"RPS4X"	0.259587856963078	-0.345418605407705	0.170874155035313	0.324080121551364	0.040795272015456	0.0991206450162638	-1.4500667078904	0.265838252346222	"S03"	0.324080121551364	"IS04"
"RPL10A"	"RPL10A"	-0.10698932647473	0.0550107453514074	-0.154144167887291	0.319475664388551	-0.0288430438316652	0.0663313649711022	-1.14639099939223	0.173215364891629	"S03"	0.319475664388551	"IS04"
"RPL35A"	"RPL35A"	0.230943460506832	-0.0363115526265825	-0.785941985078723	0.319243115998872	-0.0872651765001146	0.0410736182077135	-1.41279061175614	0.25385058644702	"S03"	0.319243115998872	"IS04"
"RPL9"	"RPL9"	-0.0198400805487935	-0.0408185875825709	-0.084408287347398	0.31723086522536	-0.215340152499865	0.197190653951507	-1.28565494083535	0.311696591838147	"S03"	0.31723086522536	"IS04"
"OAT"	"OAT"	0.0202942093571855	0.0326486925534622	-0.218374812080425	0.311334357269616	-0.107755561353892	-0.185345625763119	-0.00616155438173666	-0.302722041384993	"S03"	0.311334357269616	"IS04"
"ATXN7"	"ATXN7"	-0.275018382575158	-0.264727385705346	-0.137389951811247	0.286073613254287	-0.0415803756186193	0.284466831223618	0.0296525529847258	-0.1830033759535	"S03"	0.286073613254287	"IS04"
"CALM1"	"CALM1"	0.25786135954271	0.0950063969063159	-0.125885076676493	0.279360063128305	-0.198973565881129	0.268679874150174	-0.207098956147226	-0.456462555442847	"S03"	0.279360063128305	"IS04"
"ATG2A"	"ATG2A"	-0.179735046796996	-0.161390110826373	0.0828594356975745	0.267184747272936	-0.011229549426945	-0.00245905045505245	-0.00573434709319938	-0.16918669307234	"S03"	0.267184747272936	"IS04"
"CD44"	"CD44"	-0.0151997726202893	-0.123195486081542	0.104186587187228	0.245733813372129	-0.00158841449372937	0.222663433366022	-0.209000167365345	-0.248089632326606	"S03"	0.245733813372129	"IS04"
"RBM39"	"RBM39"	-0.168828910749207	0.179056570922286	-0.0191668025552939	0.243882095538352	-0.0678108299678819	0.155115975326885	-0.0434502177229302	-0.339301869309423	"S03"	0.243882095538352	"IS04"
"HNRNPDL"	"HNRNPDL"	0.168775236749765	0.0891523118350271	-0.0242179922202981	0.229605601292955	-0.0634920223413656	0.0263468343627408	-0.192750986540257	-0.334713156106493	"S03"	0.229605601292955	"IS04"
"RPS5"	"RPS5"	0.17429184919471	0.152553145339846	0.0174489273106334	0.215951148016999	-0.168185634594578	0.0841231382706161	-1.2091435132789	0.202250320152137	"S03"	0.215951148016999	"IS04"
"HAUS3"	"HAUS3"	-0.146621899826663	-0.173542208885099	-0.284123304868396	0.171147082051182	0.152711506696638	0.0971820581375536	-0.0538977054189014	-0.143462467100244	"S03"	0.171147082051182	"IS04"
"XCL2"	"XCL2"	0.0012669669764208	0.0343531442619434	0.123051396109282	0.160289552025216	0.00268481697184373	-0.113003130578366	-0.0893073231255289	-0.159910328361555	"S03"	0.160289552025216	"IS04"
"CTAGE1"	"CTAGE1"	-0.0222222222222222	-0.0222321031569586	-0.0201938610662359	0.061652281134402	-0.0224921277552856	-0.0214592274678112	-0.0219490781387182	-0.0249376558603491	"S03"	0.061652281134402	"IS04"
"GZMB"	"GZMB"	-0.3321440672035	-0.0755079507449257	0.714505675069267	-0.122003574797736	0.89836375699003	-0.292654794959944	-0.026846903770879	-0.0701020438775776	"S04"	0.89836375699003	"IS05"
"GZMH"	"GZMH"	-0.209920950674952	-0.0712972693989681	0.136473307789397	-0.00710276015141294	0.779334788076172	-0.236136615232282	-0.118998423202395	-0.167491823993803	"S04"	0.779334788076172	"IS05"
"TMSB4X"	"TMSB4X"	-0.97729767903828	-0.210392434216893	-0.184140432523719	0.361442493233027	0.689647644804944	-0.122931682694157	-1.25019055441788	0.443952616791398	"S04"	0.689647644804944	"IS05"
"TIMD4"	"TIMD4"	-0.106426382358918	-0.106473704005142	-0.0967121810612137	-0.10393236961204	0.6071929862366	-0.0467768524484699	-0.0409470037947215	-0.0670802031544622	"S04"	0.6071929862366	"IS05"
"IFNG"	"IFNG"	-0.130405897243299	0.11346731709159	0.105636733452444	0.0215695676560628	0.596407808099614	-0.332659224522195	0.259212187508032	-0.396074291121126	"S04"	0.596407808099614	"IS05"
"LAG3"	"LAG3"	0.00589423656782218	-0.110676417979801	0.181502995990197	-0.0426049876892273	0.550515992702858	-0.058190443420845	0.0561023923547328	-0.239380763801285	"S04"	0.550515992702858	"IS05"
"GZMA"	"GZMA"	0.0118012597695306	0.0801332738216552	0.0580003378844297	-0.188330955909693	0.540692301369892	0.122043473622799	-0.119213300553083	-0.119241462695947	"S04"	0.540692301369892	"IS05"
"IL32"	"IL32"	0.300633981524858	-1.54056141264861	-0.338225458181148	0.107479083743188	0.538041074739453	0.25140618209392	-0.000745414702960599	0.143983242729966	"S04"	0.538041074739453	"IS05"
"PRF1"	"PRF1"	0.179578727133885	-0.00355543492029549	0.0543423245302877	-0.248205013520092	0.504798505480975	0.17971117267618	-0.117525780776858	-0.0854816755064856	"S04"	0.504798505480975	"IS05"
"CLEC2B"	"CLEC2B"	0.175373981964381	0.267303145816376	0.0769955581161173	-0.27137750535768	0.497850156054245	0.349907856948246	-0.0950863866325832	-0.281580778334883	"S04"	0.497850156054245	"IS05"
"EVL"	"EVL"	0.288025591393506	-0.462641630113659	-0.164838987583703	-0.222897676510949	0.486343274428049	0.3833403860303	-0.0930000613472761	0.0100523423866714	"S04"	0.486343274428049	"IS05"
"NKG7"	"NKG7"	0.177950072168956	-0.131127850853253	0.0126599319475791	0.0208145342113362	0.478425514128582	0.0696207229443369	-0.407279713310002	-0.172849138459097	"S04"	0.478425514128582	"IS05"
"TBC1D10C"	"TBC1D10C"	0.251388824607911	-0.399932409349407	-0.131587637186153	-0.237524102225237	0.471063522224665	0.334138511458142	-0.0410083642127668	0.0159694578315458	"S04"	0.471063522224665	"IS05"
"FASLG"	"FASLG"	-0.0628691567666892	0.0614170284418569	-2.27383152411507e-05	-0.18535605218384	0.465421542636888	-0.0355888694399084	0.180816680420718	-0.110175064714697	"S04"	0.465421542636888	"IS05"
"CD52"	"CD52"	-0.0432676265726481	-0.00271329662923709	0.300148137102826	-0.0931494075158006	0.458614474472351	0.0305078227362808	-0.464573933381312	0.0766614994907866	"S04"	0.458614474472351	"IS05"
"CD3D"	"CD3D"	-0.108689933680595	-0.083545687511553	-0.499687153842933	0.0700984385755102	0.449469603054037	0.0863788382130595	-0.549859110035269	0.00912983200440651	"S04"	0.449469603054037	"IS05"
"APOBEC3G"	"APOBEC3G"	-0.0536384113578882	0.122979552200242	-0.128491362087556	-0.120378408717879	0.444011553917574	0.302703603368166	-0.159743699730261	-0.18060740254569	"S04"	0.444011553917574	"IS05"
"SH2D2A"	"SH2D2A"	0.404696691879616	-0.166737835619364	-0.0782892001667828	-0.243330702290009	0.429165395366508	0.197745323307059	-0.0415118906890477	-0.118046604852138	"S04"	0.429165395366508	"IS05"
"CORO1A"	"CORO1A"	0.275017867372489	-0.280572427206312	0.179354761044244	-0.164378964280015	0.428392138037259	0.307405868712292	-0.32667014132044	-0.00217881806548384	"S04"	0.428392138037259	"IS05"
"CCL5"	"CCL5"	0.00157231430699524	-0.14280936552002	0.0919306197025909	0.130410017446149	0.428218812621187	-0.250343355320083	-0.0073248082481226	-0.267194560971151	"S04"	0.428218812621187	"IS05"
"ITM2C"	"ITM2C"	0.138990718415651	-0.0712421656321456	-0.174168388432351	-0.121813903988207	0.422599814558889	0.203189813568224	-0.161018021419001	-0.120947171255236	"S04"	0.422599814558889	"IS05"
"HCST"	"HCST"	0.0726226890289464	0.151852408304368	-0.455883064464193	-0.168246266633551	0.418459737803811	0.380730887627613	-0.342779801934655	-0.10494354276907	"S04"	0.418459737803811	"IS05"
"COTL1"	"COTL1"	0.0580938536646838	-0.0498679059082681	-0.274843644420344	0.0621592183414267	0.417454683649844	0.152128508097427	-0.263903896010731	-0.259143716740186	"S04"	0.417454683649844	"IS05"
"CD7"	"CD7"	0.174528836604175	-0.162837808238313	-0.12419648013018	-0.0642184587562833	0.416329853284137	0.0753199101814796	-0.335366343995576	-0.0277118147203647	"S04"	0.416329853284137	"IS05"
"CD2"	"CD2"	0.0080947278139136	0.307346771441273	0.383083553978296	-0.378329466321893	0.404108463014805	0.385382367798164	-0.0442550468459716	-0.0621623432157061	"S04"	0.404108463014805	"IS05"
"ATP1A3"	"ATP1A3"	-0.0838304330139388	-0.123944514396824	0.279225128940155	-0.0841785532691233	0.378823182883187	-0.0243527129632565	0.0651023011952234	-0.0410196553409815	"S04"	0.378823182883187	"IS05"
"APOBEC3H"	"APOBEC3H"	-0.046473654501119	-0.0445059192771124	0.102853712634685	-0.0528410442974823	0.374602081443648	0.00749489797144447	-0.0310905786527481	-0.10114236925376	"S04"	0.374602081443648	"IS05"
"CD8B"	"CD8B"	0.254190516083762	-0.375995026111196	0.213625025535484	-0.0589580114704478	0.372024279337734	0.151408023911264	-0.261811084132665	-0.0194672743755831	"S04"	0.372024279337734	"IS05"
"C12orf75"	"C12orf75"	-0.0714588661474002	-0.545547655466774	0.0528519108699137	0.134892876124687	0.3644944994367	0.0449675628642306	-0.214309308463828	0.0265653738688182	"S04"	0.3644944994367	"IS05"
"HLA-A"	"HLA-A"	0.217717358079678	0.280264183144437	-1.26734487484439	0.263517646737105	0.359245893491923	0.192327135456591	-1.83326562827123	0.0638733239660622	"S04"	0.359245893491923	"IS05"
"TRAC"	"TRAC"	-0.625405132329819	0.219781133237174	0.192657299114675	0.138192470227412	0.354757374080401	0.0374575755213242	0.0282276367840875	-0.222251311354658	"S04"	0.354757374080401	"IS05"
"KLRD1"	"KLRD1"	0.025269506907689	-0.0995141271890507	0.0325051732812429	-0.154278564297957	0.343474513557259	-0.0679693423723584	0.00392124767081752	0.0652867345735383	"S04"	0.343474513557259	"IS05"
"TIGIT"	"TIGIT"	-0.00491274109704964	0.24328407514577	0.0410092462405664	-0.220162537877588	0.340707385482862	0.157066825650884	-0.0211877959327245	-0.0974634146395279	"S04"	0.340707385482862	"IS05"
"RGL4"	"RGL4"	0.0353412817471503	0.196770666054006	-0.0378163522098274	-0.14358326306304	0.322074333839158	0.0387915575712352	-0.145487477445532	-0.0726928166686734	"S04"	0.322074333839158	"IS05"
"CD27"	"CD27"	0.197685473429322	0.17581943413658	-0.0943553101031202	-0.233618461731707	0.31373665152528	0.258282888828078	-0.3678258915016	0.00572741270132988	"S04"	0.31373665152528	"IS05"
"LCK"	"LCK"	0.220062043673045	0.170245952718169	0.0790744234937243	-0.222269594871758	0.306503107310424	0.225533051447469	-0.143756105236522	-0.126448392988827	"S04"	0.306503107310424	"IS05"
"PSTPIP1"	"PSTPIP1"	0.102631325228563	0.0661447136264899	-0.0929093126928889	-0.161226378946718	0.289485532532694	0.282124115469261	-0.0457263935339784	-0.13661279445016	"S04"	0.289485532532694	"IS05"
"LAT"	"LAT"	0.141414816970921	-0.0885631973724825	-0.0621555815126594	-0.0748358578173195	0.289047833932537	0.21239960386179	-0.044032742385318	-0.164437968635593	"S04"	0.289047833932537	"IS05"
"PTPN7"	"PTPN7"	-0.102583987750301	-0.402786129059742	0.166317057573688	0.100975028986054	0.287973130902657	0.103009466128799	-0.0759402038456832	-0.0431690622693377	"S04"	0.287973130902657	"IS05"
"CCL4"	"CCL4"	0.159249582567934	0.0688528323902237	-0.19225120248558	-0.0855013840511242	0.282297916864355	0.124931775370747	0.016094394356995	-0.233112621427965	"S04"	0.282297916864355	"IS05"
"SOD1"	"SOD1"	0.11893289684009	0.11604515922756	-0.0381638522837068	-0.0136376671501989	0.265650721556482	0.0237023998038075	0.0358822071751492	-0.304867557662956	"S04"	0.265650721556482	"IS05"
"TRGC2"	"TRGC2"	-0.455825960492145	0.0210578817296942	0.247803061233091	0.101006809554569	0.258192626191645	0.0585548862317361	0.0364819405682114	-0.110026075430315	"S04"	0.258192626191645	"IS05"
"CLEC2D"	"CLEC2D"	-0.219487840124145	0.189000220454465	0.179076581422129	-0.256116621732391	0.241555312802975	0.22589068151705	0.0741565342210105	0.0818489095645076	"S04"	0.241555312802975	"IS05"
"DUSP4"	"DUSP4"	-0.0189980420481674	0.225269458068957	-0.107308143997185	0.0959964632321304	0.235557480359512	-0.0468620959709781	-0.0369251502250169	-0.35205823337846	"S04"	0.235557480359512	"IS05"
"CXCR3"	"CXCR3"	0.182094827024821	-0.164820563646157	-0.0207137398380821	-0.00748715762986971	0.212132777294	0.14820631388129	-0.142984173002263	-0.115792338928453	"S04"	0.212132777294	"IS05"
"ARHGAP9"	"ARHGAP9"	0.0294922037557968	0.148383310203141	0.0489651768386574	-0.0642776758564091	0.202101307945363	0.079229155911562	0.150734556453267	-0.249149611882674	"S04"	0.202101307945363	"IS05"
"TTLL13"	"TTLL13"	-0.0222222222222222	-0.0222321031569586	-0.0201938610662359	-0.029603315571344	0.180505415162455	-0.0214592274678112	-0.0219490781387182	-0.0249376558603491	"S04"	0.180505415162455	"IS05"
"FGFBP2"	"FGFBP2"	0.0108116356596506	-0.0682063568046446	0.050773210059385	-0.0103654467703933	0.172771860962811	-0.048520205169373	-0.0464717783379583	-0.0202175644191923	"S04"	0.172771860962811	"IS05"
"POLR2D"	"POLR2D"	0.0814605649986137	0.0167300079291235	-0.0184264137936578	-0.060364228956144	0.154453814676741	0.0252308637898682	-0.0400667365275747	-0.0567518088655227	"S04"	0.154453814676741	"IS05"
"HMGB2"	"HMGB2"	-0.23001661805542	-0.0225584073121841	-0.187554351404559	0.12979245004226	0.132322141623881	0.0904026806299967	-0.0929293109287613	-0.0955348965816255	"S04"	0.132322141623881	"IS05"
"CHI3L2"	"CHI3L2"	0.351877285227239	-0.0610204198085889	-0.283211849884898	-0.227151414391318	-0.0369300337608947	0.790735856728745	-0.0984989849042444	-0.0767431977018558	"S05"	0.790735856728745	"IS06"
"ETS1"	"ETS1"	0.285559502441352	0.0418479862894862	-0.125668690645948	-0.246134422213285	-0.106882760682501	0.737567266938974	0.269234950817084	-0.203656898089693	"S05"	0.737567266938974	"IS06"
"GIMAP7"	"GIMAP7"	0.304736801773023	0.346081736349606	-0.0316167304513504	-0.559438053937987	0.31437550752762	0.707281705991803	-0.135150167047499	-0.00401214833625858	"S05"	0.707281705991803	"IS06"
"CLDND1"	"CLDND1"	0.388888697188481	-0.514437668150246	-0.0541833180058336	-0.179725586137574	-0.0529788495810207	0.702658388184416	0.10999113128362	0.0198789459533231	"S05"	0.702658388184416	"IS06"
"PPP2R5C"	"PPP2R5C"	-0.191926312408771	-0.523146723893374	0.0447813334247378	0.119862440277617	-0.00608036830704563	0.686095523600659	-0.134835688479496	0.0368759477994187	"S05"	0.686095523600659	"IS06"
"ZNF80"	"ZNF80"	-0.0175918537260151	-0.0920714301616406	0.167031388921921	-0.129256012161556	-0.0832828197739672	0.676277080403025	0.092980714043696	-0.0348783549337542	"S05"	0.676277080403025	"IS06"
"APOBEC3D"	"APOBEC3D"	0.0622047255145831	-0.152922420726992	0.268448364909384	-0.0891252310201495	-0.0373063649102235	0.606964436586576	0.0219805449242489	-0.0716374309685722	"S05"	0.606964436586576	"IS06"
"KLRG1"	"KLRG1"	0.200013593360393	-0.0178031674865198	-0.0842684558627407	-0.0631799874089487	-0.0871516604348462	0.602700727634595	-0.159279964544342	-0.116296585704375	"S05"	0.602700727634595	"IS06"
