"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"State"	"MaxFC"	"InitialState"
"NTM"	"NTM"	0.240169448356032	-0.217228546864972	-0.00512517513006826	0.219627327904838	0.183415222147266	-0.171857596550065	-0.195422215846833	0.0958733741861144	-0.0552836023158013	0.119152903262443	-0.0506221971619061	"S01"	0.240169448356032	"IS01"
"RARRES1"	"RARRES1"	0.215248414263115	0.0317996660119625	-0.00261191268292329	0.0228707522560703	0.180983753793323	0.0237355368440931	-0.130159386283247	-0.188643585611827	0.175941348871656	0.0234647608918223	-0.224302385569788	"S01"	0.215248414263115	"IS01"
"ZNF660"	"ZNF660"	0.209786251609739	-0.0571331594975813	-0.0336241833678509	-0.0343314047470236	-0.0901970465248481	0.124177024225586	-0.0348586844760155	0.122045068675701	-0.0431577202374573	0.0333026184849059	-0.0148261228534718	"S01"	0.209786251609739	"IS01"
"PRPS2"	"PRPS2"	0.198872902969977	-0.0247489454198157	-0.142412779442533	-0.0872059807293849	0.1533476937015	0.00972388349035529	-0.187106896849106	-0.0354276401747462	0.0104083158108688	0.188345370312641	-0.0683158386607956	"S01"	0.198872902969977	"IS01"
"EPOR"	"EPOR"	0.187012115114363	-0.0904841988940592	-0.0661639740619589	0.117845010112162	0.0455848791713609	0.134303505139073	-0.089040500787493	0.129488733317554	-0.0800661501932189	0.184991480949782	-0.148859139831868	"S01"	0.187012115114363	"IS01"
"SLC26A2"	"SLC26A2"	0.0020120940539634	0.301874228300881	-0.200564907908057	0.0952624819241728	-0.679564388174939	0.821974035036261	-0.356730649721057	0.245543268296831	-0.00735050389822556	0.276261652705093	-0.0160153075640307	"S02"	0.821974035036261	"IS06"
"KRT1"	"KRT1"	0.0614927160566187	0.221884053699567	-0.293978893273658	-0.0810846686812013	0.158109760338592	0.716536556118266	-0.370930043078363	-0.328260212441697	0.312650505264844	0.0436502138806232	-0.374285571412008	"S02"	0.716536556118266	"IS06"
"CNRIP1"	"CNRIP1"	0.174036287483486	0.48185417584686	0.121366783726596	0.174694912359864	-0.677998031584302	0.692879376414008	-0.438829605192451	-0.119628049409621	0.0567264872083334	0.416830467939618	-0.170008959771122	"S02"	0.692879376414008	"IS06"
"ZNF445"	"ZNF445"	-0.221313937902291	-0.169515584633279	-0.17618478987141	0.0534822640916693	0.0901668446075295	0.639355127740789	-0.129226036080505	0.0218734273489928	-0.0423830436480067	0.00666689990241939	-0.15296596574997	"S02"	0.639355127740789	"IS06"
"SOCS1"	"SOCS1"	0.222222502325646	0.221577675365674	-0.306615151606388	-0.352131964598227	0.0485808583139303	0.597664599306732	-0.542548880546148	-0.258366995381312	0.16858411044609	0.340626744011995	-0.200864388508669	"S02"	0.597664599306732	"IS06"
"VMP1"	"VMP1"	0.234246944014295	0.230384326994262	-0.254555638494149	0.0146584692123964	0.140502291326254	0.578206405904259	-0.212168470363423	0.105507929698083	-0.0536235287009514	0.0625559727660342	-0.302807513761507	"S02"	0.578206405904259	"IS06"
"SMIM1"	"SMIM1"	0.0697491278241801	0.120369747365437	-0.169881818800584	-0.315683055040567	-0.0225846016134326	0.571632904342083	-0.414361981816446	-0.409714363469818	0.205560736731691	-0.068444795396739	0.031887925559527	"S02"	0.571632904342083	"IS06"
"EXD3"	"EXD3"	0.0404997352829766	0.500053531694304	0.298383565271004	-0.127206348865862	-0.215237185031505	0.568025931657875	-0.404622498367251	-0.238385268178125	0.000725669699058907	0.0776946929784523	-0.195337673250977	"S02"	0.568025931657875	"IS06"
"GRAP2"	"GRAP2"	0.194632813287174	0.265495497340146	-0.153858644682439	0.219803295321942	-0.0636487907339122	0.55190957427859	-0.395149037123282	-0.0420869818626025	0.0375226007949493	0.4541709861044	-0.396507251781812	"S02"	0.55190957427859	"IS06"
"ADORA3"	"ADORA3"	0.0882602812215669	-0.136528432986791	-0.231474778605882	-0.237027364196056	-0.281279729443537	0.541451020218543	-0.148251181894531	-0.193116677447249	0.159828472013059	0.460948419256298	-0.13330833378016	"S02"	0.541451020218543	"IS06"
"PRKCA"	"PRKCA"	-0.104205846072563	0.215995192036403	-0.0317705513312808	0.10059517408405	-0.0969669960882091	0.540484906309683	-0.347000740555312	0.14758785944863	-0.164016721297858	0.0642575597304728	-0.0619804135868688	"S02"	0.540484906309683	"IS06"
"SUMO2"	"SUMO2"	0.297439716704115	0.441597382047203	0.494407056855958	-0.0019918500754523	-1.28816565696137	0.539114549739361	-0.604467678187974	-0.171256705959178	0.348265961051912	0.437787759306048	-0.0136791852250976	"S02"	0.539114549739361	"IS06"
"LTC4S"	"LTC4S"	0.231598557694863	0.224403165087481	0.238613368277623	-0.973811397896	0.169024050820864	0.533148691118447	-1.35287899803915	-1.01036046167769	0.267391167557588	0.53009461085659	-0.000522101941365426	"S02"	0.533148691118447	"IS06"
"BTG2"	"BTG2"	0.204190744100564	0.100015790920045	-0.447558932627183	0.22402700523332	0.265048073269198	0.528504625012046	-0.167098284125871	0.306190519691908	-0.209740952767391	0.179473107959954	-0.29114536160323	"S02"	0.528504625012046	"IS06"
"LYL1"	"LYL1"	0.278951604212178	0.320245352131651	0.164623760929541	-0.323403413393099	0.0777207545067789	0.506116816393069	-0.611995204412524	-0.255148410423899	-0.0808520912901213	0.389787815920893	-0.269474847571894	"S02"	0.506116816393069	"IS06"
"UTS2"	"UTS2"	0.0749917767125095	0.219837146598182	0.240523262865831	-0.122098888191565	-0.256384963147357	0.486552632862447	-0.29777406574601	-0.265495681327145	0.230550515747897	0.0633694822899426	-0.250752096554867	"S02"	0.486552632862447	"IS06"
"KRT72"	"KRT72"	0.0354192760348511	-0.0951798679800615	0.0669276692437543	-0.0943942314304944	-0.0721704209286663	0.479649471980717	-0.00164624081000108	-0.034186609263655	-0.02186858999039	-0.100978906294079	-0.113507306578704	"S02"	0.479649471980717	"IS06"
"FOS"	"FOS"	0.399607076519117	-0.256714048287355	-1.0889782951909	-0.09013088238656	0.277123413089905	0.478096820773051	0.176924503806124	-0.169152340853245	0.0525016521203961	0.152730671419176	0.0512387275016543	"S02"	0.478096820773051	"IS06"
"CD69"	"CD69"	0.160564737476234	0.133668267380254	-1.05612740563181	-0.216353468454504	0.17253742569983	0.468991935591941	-0.430236315346997	-0.0512518928716624	0.291072873609291	0.290853015533606	0.00297318356822442	"S02"	0.468991935591941	"IS06"
"ELSPBP1"	"ELSPBP1"	-0.0890205266811741	0.331761655160562	-0.0367614214557818	-0.0754304074092241	-0.0927337616438912	0.466583122671226	-0.168425103885802	-0.0966984006523438	-0.0801804741151269	0.121668346519148	-0.0945605402960922	"S02"	0.466583122671226	"IS06"
"UQCRH"	"UQCRH"	-0.0571193136774632	0.415874820515788	0.279318948742441	-0.285587133705645	0.0789166770296835	0.460489371027575	-0.747017840958096	-0.218459959012107	-0.135926113236753	0.227377224794181	-0.10798135556406	"S02"	0.460489371027575	"IS06"
"HOXA1"	"HOXA1"	-0.116981765893639	-0.0531025906791982	0.0110739660556317	-0.11727144422437	-0.0349070666550572	0.442944072048459	0.0160290317819717	-0.000959588789248323	-0.0851572292383933	0.00663534030857054	-0.0934529167773025	"S02"	0.442944072048459	"IS06"
"TGM1"	"TGM1"	0.239821335358268	-0.132754596400883	-0.11464382002444	-0.131658809389732	-0.146603536374688	0.441880598664988	-0.0977948579998407	-0.137090371788277	0.0622064310262316	0.112685773176791	-0.0633880236488424	"S02"	0.441880598664988	"IS06"
"ADCYAP1"	"ADCYAP1"	0.0496260432632284	0.0904868246112592	-0.202890925662608	0.304262725252129	0.240622760332153	0.426186326630603	0.166019976111387	-0.113647497680267	0.0129278597828882	-0.246709580974015	-0.265180588517087	"S02"	0.426186326630603	"IS06"
"IER2"	"IER2"	0.280468942122037	0.0482853285219908	-0.329774979440639	-0.233124992694913	0.311962856216108	0.423587497840619	-0.359506306907247	-0.0217129938962932	-0.0149887567150866	0.0978522485980878	-0.160706068350829	"S02"	0.423587497840619	"IS06"
"EDDM13"	"EDDM13"	-0.01004523727945	0.12255169815538	-0.108362991735822	0.0510425692629742	-0.0265908006725858	0.423319803135979	-0.104690457910369	-0.104870415723709	0.0499732726728322	-0.0240741741602963	-0.121108415577703	"S02"	0.423319803135979	"IS06"
"PTH2R"	"PTH2R"	-0.0645096499095169	-0.0652076319726244	0.0386004623229007	-0.0646693931614595	-0.0720100825506509	0.41888043393037	0.0424795750068618	-0.0673373182768442	-0.0272626291490257	-0.0691805472981088	-0.0777637417519685	"S02"	0.41888043393037	"IS06"
"CHST12"	"CHST12"	-0.0257253088198416	0.302887795696383	-0.122014476673235	-0.113354263180472	-0.0111408690793988	0.409117848856319	-0.100558426060847	-0.126593051000198	-0.064772041821079	0.261509762312074	-0.176137830063071	"S02"	0.409117848856319	"IS06"
"C1orf162"	"C1orf162"	0.128560627854792	-0.121936548125882	0.0429797709398587	-0.189573842421809	0.191830652973996	0.401338434902275	-0.525957733797158	-0.344391929500553	0.197094938320816	0.208539502043032	-0.257815907649921	"S02"	0.401338434902275	"IS06"
