"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"State"	"MaxFC"	"InitialState"
"C2CD4A"	"C2CD4A"	-0.0969873948894306	0.0511644832412355	0.270056124017752	-0.118342085426653	0.472496458726685	-0.0414614956800608	0.619528950917636	-0.0930942703172887	-0.0438520316304765	-0.14838023503365	-0.066431744003539	-0.0312920027264955	"S01"	0.619528950917636	"IS07"
"SLAMF6"	"SLAMF6"	-0.0682713866999995	0.271879608134613	-0.164533276607463	-0.219009106819946	-0.0610536486196365	0.0921586833591138	0.612219920489232	0.15108775564522	0.292339880527287	-0.0820368436260609	-0.0136051984905133	-0.173206660115004	"S01"	0.612219920489232	"IS07"
"GTDC1"	"GTDC1"	-0.0327881687526103	0.0561228793201445	0.00670689408650003	-0.0583049063854603	-0.0439260126664191	-0.0865122981437736	0.604644944404573	0.128649644759483	0.0974713268157754	0.0364395347369639	-0.0618230692261611	0.0148558719163649	"S01"	0.604644944404573	"IS07"
"MIER1"	"MIER1"	0.0455638934436775	0.326814196625584	0.449010419640411	-0.109499011115507	-0.0795227863533018	-0.0950216302541571	0.596214100722199	0.365549303177045	0.121396000750685	0.0557586154961756	-0.3647105383153	-0.197077597830625	"S01"	0.596214100722199	"IS07"
"EMB"	"EMB"	0.0194239950241003	0.31077544989869	-0.0428933867601697	-0.216986952470367	0.165120913674172	0.125593320767134	0.59263379153356	0.439975640109336	0.071076825740981	0.0353361514467274	-0.320157392749507	0.00192166991148479	"S01"	0.59263379153356	"IS07"
"IPCEF1"	"IPCEF1"	0.255572275984647	-0.216809530322063	0.236411015140357	-0.262132637125956	0.0204108609527594	0.230709524822644	0.591336544029467	0.515179762356648	0.0634837554395229	0.153597239332921	-0.187333491503586	-0.246307263622859	"S01"	0.591336544029467	"IS07"
"NUDT7"	"NUDT7"	-0.0217042984558032	-0.0168193044910679	-0.0593406110001009	-0.159812564773549	-0.104681614682475	0.0560702398588921	0.582234180906518	0.131617882973654	0.133494832879854	0.227026648583504	0.0180427472627531	-0.0308600267985129	"S01"	0.582234180906518	"IS07"
"ADAM12"	"ADAM12"	-0.0674351437010735	0.147442595180378	0.10532318355724	-0.225828961493675	0.0482649095033015	-0.239346496869765	0.579837624036529	0.153763355446252	0.061636895905999	0.426622118700056	0.00619611654110058	-0.00518231230050913	"S01"	0.579837624036529	"IS07"
"GIMAP2"	"GIMAP2"	0.312912236143035	-0.149601676010888	-0.212933288365815	-0.23241037134354	-0.166607630016171	0.284847827419914	0.575422496726238	0.246068377923526	-0.121408659802677	0.300427847361732	0.100250831033931	-0.176403665736026	"S01"	0.575422496726238	"IS07"
"LST1"	"LST1"	0.505025366207397	-0.392097976832254	-0.02539248582051	-0.209341968600138	-0.33651494746476	-0.0353661179753349	0.573047531275192	-0.165635487440305	-0.232562247480892	0.220978618577187	0.206777964989703	0.0780646909402458	"S01"	0.573047531275192	"IS07"
"RGS2"	"RGS2"	0.0489746496894295	0.1939923376273	0.110689053215649	0.169150490487148	0.173518568915739	0.0291546327721055	0.566602048101507	-0.235518517391906	-0.038984225223816	-0.10212899589038	-0.30933898553458	0.0307246771380888	"S01"	0.566602048101507	"IS07"
"NMT2"	"NMT2"	0.235884295536145	-0.142941737178711	-0.116217277525467	-0.0810059835074735	0.0344433369709982	0.176541204931115	0.566010737991784	0.191255849845685	-0.182563756984633	0.217099313868877	-0.0105999210143843	-0.0892897792661452	"S01"	0.566010737991784	"IS07"
"SH2D1A"	"SH2D1A"	0.215965927175109	-0.454134478546171	0.0524385885733963	-0.141000649801178	0.00547251424402866	0.296896891067589	0.560595137141804	-0.0203561089974956	0.0540409429459001	0.175839974678464	-0.000787806302123217	-0.0675562193892229	"S01"	0.560595137141804	"IS07"
"SH2D2A"	"SH2D2A"	0.0837007639905725	-0.154244618328975	0.125541155737761	-0.213561950308601	-0.192096118995681	0.0184879634512319	0.544016409295632	0.0645817011219755	0.324703143740336	0.058722381936621	-0.276726461305228	0.2871633899415	"S01"	0.544016409295632	"IS07"
"ITPRIPL1"	"ITPRIPL1"	-0.0335551551328736	0.18028493957023	0.0595888619090195	-0.0364569639171368	0.0966158685379558	-0.0374626301348245	0.537460663906097	0.128457558698321	-0.00570288375993978	0.0965331152434288	-0.107693995994409	-0.0786264269611577	"S01"	0.537460663906097	"IS07"
"TRAF3IP3"	"TRAF3IP3"	0.508233370930538	-0.285987587746405	-0.220013431330265	-0.420271687984463	-0.0965964865907506	0.0622384879684323	0.531164661951608	0.405225733309495	0.194965174541274	0.185406820412623	0.012916279984243	-0.203080449280859	"S01"	0.531164661951608	"IS07"
"FGD3"	"FGD3"	0.0531142417399193	0.0633523608842216	-0.0134583291604128	-0.183019818169098	0.0140785908871937	-0.0360286444840661	0.530485983428997	0.234533088964241	0.30473196720047	-0.0334265705198601	-0.131393914399934	-0.124547703028515	"S01"	0.530485983428997	"IS07"
"KLRC1"	"KLRC1"	0.252911213839439	-0.261612810567858	-0.24791735016063	-0.14031528960825	0.010778239523121	-0.209166295117111	0.530351107549808	0.17377904729948	-0.112069863169408	0.187253011563675	0.0266805474818761	0.283198067216872	"S01"	0.530351107549808	"IS07"
"CCR6"	"CCR6"	-0.106690180517692	0.476072136458987	0.210589099494104	-0.0138021463041699	-0.208406141928064	-0.0890109465428765	0.526647002607186	0.0847462971609945	0.22136035616973	0.0420344570270406	-0.298434934140874	-0.0710669055430286	"S01"	0.526647002607186	"IS07"
"ZNF831"	"ZNF831"	0.0307796090294811	0.072842169333755	-0.12651771260661	-0.216022654725697	-0.255480104256221	0.228877175453094	0.522786061038459	0.26599171926041	0.125595370726175	-0.0200903687330562	0.078585190116067	-0.188164465794624	"S01"	0.522786061038459	"IS07"
"PAK3"	"PAK3"	-0.0506046307152773	0.0699054273892248	-0.119585699334164	-0.0741903469614146	0.024471897237188	-0.161035019523597	0.520216843449803	0.0674634661164158	-0.00134942418457763	0.312257123106475	0.02190559171133	0.0976679979413501	"S01"	0.520216843449803	"IS07"
"LAX1"	"LAX1"	0.144132408231284	0.032557616494553	0.313160748205685	-0.109255922171487	-0.214443376801641	0.0165794473437835	0.517955632457799	0.1522293513636	-0.0480516593822865	-0.18478288351119	-0.156851311647381	0.0119969248051606	"S01"	0.517955632457799	"IS07"
"LEPROTL1"	"LEPROTL1"	0.0375778774314128	-0.584541095200245	0.150776648360945	0.385667882114474	-0.306085905736774	0.0521900142708389	0.514006869378426	0.136800760382084	0.0633936599354467	-0.334606053941063	-0.244154715443147	0.279834323922743	"S01"	0.514006869378426	"IS07"
"LAPTM5"	"LAPTM5"	-0.00128290738099057	-0.0517197994164819	-0.37530972310028	-0.15710312708964	-0.142348427783594	0.129204966715832	0.510654924640847	-0.149907174501103	0.502423316902322	0.299881215754458	-0.156988400943827	0.213299180916497	"S01"	0.510654924640847	"IS07"
"IL4I1"	"IL4I1"	-0.0429609414445284	0.0128909266275321	0.278224030556943	0.122738614344501	-0.168226394907666	-0.153266387690909	0.50802545929336	-0.0496757854587662	-0.0633522912680893	0.496244489552362	-0.195094807984333	0.148632436735573	"S01"	0.50802545929336	"IS07"
"GMFG"	"GMFG"	0.0943245377108222	-0.0540928793908212	-0.110476492674047	-0.217422137277054	-0.523187073564053	0.205929585485675	0.498806767278294	0.22353645459107	-0.0196387576815141	0.170412464932993	0.0144805241118946	0.205762913611667	"S01"	0.498806767278294	"IS07"
"TMC8"	"TMC8"	0.0342617739075314	0.0635308466325351	-0.0298267938073438	-0.121713929652173	0.131415852421081	0.260748813972208	0.492597091416101	0.305564984788122	-0.00804954725892483	0.215511493549417	-0.196208655037348	-0.0725615776889027	"S01"	0.492597091416101	"IS07"
"CERK"	"CERK"	-0.0127121924100663	0.363240530580421	0.0914712831706956	-0.148134552931811	-0.033688803685379	0.0769364041024657	0.487330383661101	0.261018501253082	-0.00595525499532058	-0.174558432828603	-0.254408706657483	0.0591990427518121	"S01"	0.487330383661101	"IS07"
"DENND2D"	"DENND2D"	0.34165594469292	-0.0586070304660788	-0.117191095695011	-0.410608357579187	-0.0161391938607449	0.13805225432787	0.477087356816967	0.277679737687718	0.246989319540052	0.279205760074911	-0.082345755597746	-0.216833160347314	"S01"	0.477087356816967	"IS07"
"PDK3"	"PDK3"	-0.0367800721525067	-0.0344032251546743	0.168626804085125	0.0995780873337024	0.0121861926454478	0.115150484526875	0.47515008998898	-0.109427937457947	0.0727188335932099	0.0400816666062954	-0.147823126809679	-0.0665246874502378	"S01"	0.47515008998898	"IS07"
"SLA"	"SLA"	-0.0273232920672832	0.236998473646803	-0.0139539858867561	-0.321560327467311	-0.218302593706765	0.162290112021257	0.471560606550874	0.398794022882697	0.0677438651242272	0.369655962236165	-0.0366174038297891	-0.0889318527074123	"S01"	0.471560606550874	"IS07"
"SORL1"	"SORL1"	0.0905758206353844	0.178337418854131	0.123540038659545	0.0453349494788825	-0.115404444687698	0.178587291857426	0.463373634314232	0.425542405218221	-0.108596803626156	-0.358551899523611	-0.272665262444873	-0.0875582083050159	"S01"	0.463373634314232	"IS07"
"MKNK1"	"MKNK1"	-0.0306851074795817	-0.14404979319728	0.118963996142578	-0.163471264869102	-0.184467760925707	0.321080464215603	0.462523220298844	0.122102083945488	0.0659562967246062	-0.0119851032930825	-0.0148045106317455	0.00410668205515158	"S01"	0.462523220298844	"IS07"
"PLCG1"	"PLCG1"	-0.0058505734135637	-0.158560156977635	0.0105712931041371	-0.134226219086738	-0.0606254587814387	0.088084772537159	0.458206432791078	0.278052718729204	0.408220531288387	-0.0604072357062833	-0.127598442961859	-0.10917794920938	"S01"	0.458206432791078	"IS07"
"ZBTB16"	"ZBTB16"	0.350461035820418	-0.186885605192997	0.0166483275716006	-0.167523027555074	-0.209367821769558	0.146356164199998	0.448752863769919	0.0696519033722586	0.0341685618834964	-0.00175085990743632	-0.195463906792762	0.137160560664688	"S01"	0.448752863769919	"IS07"
"EEF1D"	"EEF1D"	0.180504699805239	-1.44289271880919	-0.0784635505990926	0.2466405344947	-0.834008729527447	0.342423153369083	0.441211792606309	-0.0505539403899904	0.290029091772288	0.131830346430256	0.267211406939407	0.201349459437963	"S01"	0.441211792606309	"IS07"
"PPP1R16B"	"PPP1R16B"	-0.0961187757442987	0.169264974832445	0.292018972021064	-0.115282814353225	0.134120600994366	-0.16535600404305	0.43893290861348	0.0348809280541107	0.299473378724433	-0.202243878961299	-0.303982214555298	0.0951850378272305	"S01"	0.43893290861348	"IS07"
"FKBP11"	"FKBP11"	0.202355822001513	-0.278642742282453	-0.183769650408902	-0.195803714822073	-0.198983044236296	-0.0414360995867402	0.438861991646965	0.0928521045073309	0.0716670170234385	0.174153493738399	0.0629241315450593	0.185084807040938	"S01"	0.438861991646965	"IS07"
"TMPRSS3"	"TMPRSS3"	0.0645159004595642	-0.190641190632931	-0.0511098234387536	-0.148451041156864	-0.125778991625813	-0.186565919349627	0.421632698486334	0.0835322446258497	0.22317906599546	0.060817126950623	0.061579650719777	0.0603177446675348	"S01"	0.421632698486334	"IS07"
"TSEN54"	"TSEN54"	0.074064487246086	0.0727390181074176	-0.038938487802853	-0.280784478718221	-0.239970237555824	-0.143870590281858	0.39957238734729	-0.00103461221623138	0.292066876996637	0.153890381277088	-0.112585312501693	0.237037939248713	"S01"	0.39957238734729	"IS07"
"SPN"	"SPN"	0.29679858414146	-0.365047197799652	0.0986856560022163	-0.236170555254674	0.239879738905253	0.0636791078487783	0.398441856144914	0.13452801937373	0.0859306302044985	0.25745921224343	-0.132509953103872	-0.0367037986223851	"S01"	0.398441856144914	"IS07"
"RPAP2"	"RPAP2"	-0.0361248410334327	0.0512489934906691	0.165245269691474	-0.0749201109970324	-0.0568516560337983	-0.0269196369834111	0.392306443786682	0.283997054612983	0.0276069625402436	0.0988027084603635	-0.0947136343108125	-0.055293547611954	"S01"	0.392306443786682	"IS07"
"GBP2"	"GBP2"	-0.0856064244847154	0.186293502552834	0.148248482144636	-0.152576511904878	0.0846594499232998	0.234094998818937	0.354679597127034	0.0441314738580608	-0.0248539435482642	-0.232159103652973	-0.173246067151394	0.109180377190715	"S01"	0.354679597127034	"IS07"
"GYG1"	"GYG1"	0.327756045980542	-0.129939965146397	0.00746292609645451	-0.197488588521863	-0.102948828635432	0.0702582306555152	0.351614452534117	-0.0156413210083784	0.10547350588435	0.106288000928976	-0.224131477682835	0.156811078351095	"S01"	0.351614452534117	"IS07"
"LPIN2"	"LPIN2"	0.187301140436947	0.27632305319625	0.108873224123861	-0.216815773441998	-0.214244930840966	-0.0758134249722116	0.350056847902391	0.344786120645128	0.226599892257965	0.0448480389019985	-0.268925517217	-0.123591777051209	"S01"	0.350056847902391	"IS07"
"LBH"	"LBH"	0.0844470325467916	-0.354517616681927	0.311707553574559	-0.0371236797060798	0.0952595079076837	0.233581234759216	0.347128733766225	0.132572220991246	0.207023835818606	-0.0277356268514869	-0.189661873369387	-0.180141230034663	"S01"	0.347128733766225	"IS07"
"LIMD2"	"LIMD2"	0.15143064307858	-0.732789808730252	0.144164120758528	-0.204108951392789	-0.201108039497897	0.32783792375224	0.333596271569646	0.286403216302724	0.31776902414664	0.0960643484207231	-0.129144627957447	0.136872424437497	"S01"	0.333596271569646	"IS07"
"CCDC65"	"CCDC65"	0.247264220963599	-0.061917601024495	-0.0943399513914834	-0.0836674241155711	0.0196407318199808	0.00129508634057629	0.311122088003374	-0.0813169447148567	-0.0214466470028874	0.184672901693035	-0.0309210107553366	-0.0301887870090567	"S01"	0.311122088003374	"IS07"
"THEMIS"	"THEMIS"	0.172348356673271	0.0774609254039599	0.108495699132888	-0.204976062055951	0.157668862725221	-0.0748593615650831	0.305182511730157	0.23687463089876	0.200873983231195	-0.193506650208036	-0.174589913695487	-0.171090921476155	"S01"	0.305182511730157	"IS07"
"CCR5"	"CCR5"	0.150188543258702	0.0057820194135331	0.0040711517601682	-0.184380388813951	0.0509303559492941	0.00944066989940823	0.304815469627893	0.30070380564313	-0.154020236674946	0.123005506602732	-0.107187349824337	0.115896812957374	"S01"	0.304815469627893	"IS07"
"SLC7A6"	"SLC7A6"	0.0609089982369927	0.093784236654801	0.19389366763154	-0.234582922859854	0.134723438436812	0.0916760847139652	0.289966844844193	-0.0386902437945667	0.189910111552195	-0.00319202990331136	-0.210820332385089	-0.00759281395354724	"S01"	0.289966844844193	"IS07"
"CACNA2D4"	"CACNA2D4"	-0.130856484512723	-0.183369531555416	0.0207725962261783	-0.0108786579717404	-0.0612955814474677	0.220119237697222	0.289768190337623	-0.106462049237087	0.287963727583486	0.0356047804769732	-0.0605407060696255	0.0255905616549156	"S01"	0.289768190337623	"IS07"
"TNIK"	"TNIK"	-0.124833664798435	0.209059945127127	0.145366194065677	-0.16911023861354	-0.119511076075045	-0.0280040989682747	0.283863897407381	-0.0357692291287549	0.116734411251436	0.107202367294235	-0.104124179852573	0.160717443455412	"S01"	0.283863897407381	"IS07"
"CDK5RAP1"	"CDK5RAP1"	-0.004204015924298	-0.0386904404150415	0.0293124088789469	0.0806853279139793	-0.231209413116732	0.0432050886406233	0.276884208054339	0.214376989927354	-0.0244495170831176	0.0310644507839761	-0.0941136057765913	0.0531026948126689	"S01"	0.276884208054339	"IS07"
"CD6"	"CD6"	0.0774172905122589	0.0373867652290897	0.0545621373121736	-0.0272442991806708	-0.117301736518433	0.125976880266298	0.258664728542262	-0.0353432062499493	0.16860715145206	-0.0814947779379847	-0.263344313614754	0.110725823200523	"S01"	0.258664728542262	"IS07"
"TMX4"	"TMX4"	-0.0436570892349766	0.101192221317436	0.0797015113050884	0.0475209541981748	-0.0403953845061069	0.0344917268148657	0.253627452218001	0.064172861259343	0.182913431410384	-0.226536254831008	-0.216483221388791	0.00698322155863139	"S01"	0.253627452218001	"IS07"
"SUPT3H"	"SUPT3H"	0.113328209019077	-0.217941229015673	-0.0669510524751872	-0.168434534321696	-0.200482344339841	-0.0136665844005366	0.204157750236423	0.146138556860121	0.0651674889627321	0.0954738725719447	0.0166561906609389	0.191315505077129	"S01"	0.204157750236423	"IS07"
"TRAV1-2"	"TRAV1-2"	-0.298915037768425	-0.284942163569551	-0.226748220586942	-0.258011186187193	-0.245902419985037	-0.22491723750146	0.653184038172228	-0.274739937830962	2.2314070433694	-0.265458938710095	-0.311019845813325	-0.273175837748467	"S02"	2.2314070433694	"IS09"
"ATP6V0C"	"ATP6V0C"	-0.265513039178059	-0.269895325758473	-0.246110001612502	-0.26255182725469	-0.222784252365455	-0.243959499006532	0.00264148346871027	-0.225166969661464	2.12756467358741	-0.16938780903961	-0.267892349282436	-0.26370379938509	"S02"	2.12756467358741	"IS09"
"MT-ND4L"	"MT-ND4L"	-0.213221194735977	-0.869228694866017	0.423871217391736	-0.179169048510788	-0.363196760881981	0.206057762158476	0.301259931563159	0.261868411838586	1.90015918664931	-0.181257204657751	-0.445490480191168	-0.388378869910611	"S02"	1.90015918664931	"IS09"
"ATP5MC2"	"ATP5MC2"	1.07844264017459	0.544120723336367	-0.566074827339422	-0.570540747979409	0.056595268189469	-0.543496572698655	0.0219548892850686	-0.551291070264845	1.58289875114602	-0.483286203864166	-0.58873929977718	-0.588208989127525	"S02"	1.58289875114602	"IS09"
"PTPRCAP"	"PTPRCAP"	-0.168098639302664	-0.210774701057226	-0.20867789391003	-0.177311817665043	-0.203399363709945	-0.178420233067977	0.0877300467462179	-0.175632388586031	1.54446515536017	-0.0977795896223371	-0.173199220683675	-0.216837434031456	"S02"	1.54446515536017	"IS09"
"TRBV20-1"	"TRBV20-1"	-0.17257756867639	-0.140547110885245	-0.140679550681016	-0.17147734738246	-0.158753901708214	-0.160993695960617	0.261153789734797	-0.127890555857369	1.28952661342524	-0.153261804986521	-0.163528028953847	-0.150142584757872	"S02"	1.28952661342524	"IS09"
