"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"State"	"MaxFC"	"InitialState"
"SLIRP"	"SLIRP"	-0.0166232364539832	-0.330230505169202	-0.25605869213983	-0.165295946328933	0.249546223308186	1.42029211081085	-0.233948842140299	0.174749777440614	-0.114430814694468	-0.0561068205005103	-0.196799465747663	-0.0328483491074238	-0.494220804253598	0.500507303900189	-0.144163352559892	0.56111236414742	-0.0236065546691486	-0.240615383138822	"S08"	1.42029211081085	"IS06"
"EGLN2"	"EGLN2"	-0.385988818837084	-0.21040359120068	-0.00575157407055825	-0.186620238797285	-0.416606917600494	1.26871501458282	-0.078618714277018	0.150449871002223	-0.295140488055255	0.0258450265829101	0.0756478535760819	0.250530477104018	-0.250977538302719	0.182881109777339	0.0223369837522346	0.316862559707536	0.0741522681133669	-0.293791216958029	"S08"	1.26871501458282	"IS06"
"ZC3H11A"	"ZC3H11A"	-0.331129448875903	-0.0495764420542577	-0.193690172232806	-0.21837964447453	-0.344018331254074	1.10390297364184	-0.0375531938303019	0.174236377746899	-0.231576813900214	0.101158403758323	0.0447817244043622	-0.047976590977614	-0.360363779589597	0.511561015681876	0.0477441625877605	0.253898626722339	0.0187523170202286	-0.0404275168147421	"S08"	1.10390297364184	"IS06"
"COA3"	"COA3"	0.0722530117263689	-0.289398607438949	-0.187838763135766	-0.132099510570199	-0.300672480906759	1.07839966520762	-0.131871960830476	0.129900340678578	0.527120742151431	-0.120906248503031	-0.184397549794151	0.124329389672619	-0.357605315563757	0.268262685104742	-0.0644788212185444	0.409628264890869	0.026510748698361	-0.0705346900220915	"S08"	1.07839966520762	"IS06"
"EMC6"	"EMC6"	-0.418119885550555	-0.258907221931714	-0.297239006374787	-0.255082780912651	0.624880830136373	1.01978124978263	-0.14456762268936	-0.00577167067078243	0.566536586401239	-0.150619013339819	-0.295094783273558	-0.0120809462193557	-0.359878225139118	0.416983546292645	-0.355135805218774	0.505557598434037	-0.0893689602722144	-0.304892277608006	"S08"	1.01978124978263	"IS06"
"U2AF1"	"U2AF1"	0.430831909724108	0.000158096822385879	-0.124595939209697	-0.203572500704969	-0.232402354349005	0.974563604645884	-0.129874232615596	0.0629564960102601	-0.278788706393988	-0.0324495492460323	0.109423169445412	0.0603738055499522	-0.271075817666533	0.357051530433338	0.165979712812152	0.250966993566642	0.0150053021707051	-0.185883221591063	"S08"	0.974563604645884	"IS06"
"IFT43"	"IFT43"	0.181649943809057	-0.16577600115475	-0.272769293952675	-0.228712268033163	0.165036715361806	0.966401586101152	-0.202447162627543	0.00402101284170848	0.574578716657391	-0.0822932519864111	-0.123248831663362	-0.110651158731551	-0.388356280433331	0.014467703554204	-0.113801808496644	0.221416457405114	0.057910237726616	-0.0647436321649274	"S08"	0.966401586101152	"IS06"
"MKKS"	"MKKS"	-0.459471096754477	-0.0322149877910825	0.0476988300172352	-0.227237285816008	-0.199992825823679	0.95082265100704	-0.00706574447795857	0.0693736001332832	-0.161983813465719	-0.021848195495817	0.0492022336068999	0.164654864450105	-0.241413474454212	0.172449423744944	-0.0737529665495665	0.258432317608628	0.0300633159905089	-0.211406526884441	"S08"	0.95082265100704	"IS06"
"AK1"	"AK1"	-0.511456606830685	-0.205672318495697	0.0697922106065467	-0.125908874272861	-0.277737174368527	0.835059733274224	-0.0446602234369032	0.323422757436081	-0.429059532118897	-0.0236323084982581	0.091493832797355	0.16995724693187	-0.238100314613479	0.2385781446843	-0.256881564946199	0.458246106861389	0.191292145482561	-0.253585926026396	"S08"	0.835059733274224	"IS06"
"SNAI1"	"SNAI1"	-0.0521796874487703	-0.306501816247971	-0.215884805065827	-0.296897801664858	0.319362367303851	0.748412447748671	0.131100283867128	0.0727192092338674	0.189776384125294	0.0780277635224883	-0.266488197259718	-0.126374264426888	-0.151078781708312	0.739116384661277	0.108400332029663	-0.125848008633797	-0.134051622441987	-0.038413846400419	"S08"	0.748412447748671	"IS06"
"MFSD14A"	"MFSD14A"	-0.313105304020541	-0.167082306022883	-0.00790819345691343	-0.24642888039373	-0.337942005639856	0.702005743529848	0.0394729030494445	0.13022738845619	-0.0899906471371827	0.155958968932919	-0.0237503737645447	0.128129347375134	-0.184474533064245	0.149025996561712	0.182549113028393	0.038674284850688	0.148286546579424	-0.0171185248416078	"S08"	0.702005743529848	"IS06"
"TAX1BP3"	"TAX1BP3"	-0.254634387945573	-0.186982778844793	0.276171506984944	-0.26240227923092	-0.759816285864475	0.684477605822127	0.304206630253575	0.492872507877306	-0.72198942800763	0.435433625065671	-0.071515065160322	0.136488407342866	0.456798141176947	0.0792250666975986	-0.332690986499189	0.120687818077963	0.125233541120033	-0.509431888808506	"S08"	0.684477605822127	"IS06"
"NBEAL1"	"NBEAL1"	-0.216927697484469	0.0150030007790012	0.147956619359375	-0.264084874546404	-0.444000557254118	0.664342484392885	0.357934096810867	0.106869007414941	-0.0276106458623647	-0.127815319211513	0.101240466954026	0.166536299335213	-0.0185633137663553	0.542023428699545	-0.164121814600435	0.536718954269571	-0.0576727553440904	-0.527539052698364	"S08"	0.664342484392885	"IS06"
"OGFOD3"	"OGFOD3"	-0.266246671391451	-0.193256543233578	-0.116610659121635	-0.244484498340679	0.270957323815793	0.644194168721044	0.0106992526109236	-0.000502380026558331	0.488989044601646	-0.0627553167880425	-0.0457010600304313	-0.0137740898680096	-0.236724888273795	0.0606506324802462	0.0052013330000784	0.118209076295676	-0.0508735708655675	-0.278435200237174	"S08"	0.644194168721044	"IS06"
"LMNA"	"LMNA"	-0.259080231716425	-0.294842831950059	0.257391173173902	-0.345350111980993	-0.598003039231074	0.640516875184779	0.243422691908938	0.0151168282343652	0.095492289175425	0.214707254222359	0.236311561341575	0.4472588885324	0.35079420713731	0.559638481820987	-0.00411794629640514	-0.28512630451973	-0.000808275921091632	-0.648402730730542	"S08"	0.640516875184779	"IS06"
"NEDD8"	"NEDD8"	-0.181482662339062	0.22967395165378	0.404910384662819	-0.0510258350442144	-1.59679143250699	0.582638717651408	0.256336676756843	0.39028100041521	-1.04882476432101	0.22353930939607	0.23417935224963	0.36106458093573	0.516185380963644	-0.00632086032471385	-0.016114142587249	0.266868807943955	0.374485007148244	-0.901635685035822	"S08"	0.582638717651408	"IS06"
"NOP2"	"NOP2"	-0.230325165815324	-0.074804040360738	-0.0194005099209799	-0.138422107203853	-0.248595432544498	0.578770511164616	0.0466695019893629	-0.0159235340216107	-0.0667036969506894	-0.0183835941501107	-0.102550219119615	0.149568172507215	-0.18223735594945	0.563714265397337	0.180749627814186	0.02563425392186	0.00512968370843	0.134430309262631	"S08"	0.578770511164616	"IS06"
"NDUFB8"	"NDUFB8"	-0.56613479339547	0.190674733707807	0.205607713833968	-0.293216567044631	-0.279435272295342	0.55098776526256	0.323762027022483	0.280552726754045	-1.16963595585841	0.281111443903098	0.000342166042714305	0.346325060036656	0.414408772799384	-0.192932347429671	-0.124228457213402	0.256239186699745	0.174999850948164	-0.921753008172288	"S08"	0.55098776526256	"IS06"
"NUTF2"	"NUTF2"	-0.132637171125572	-0.240212079267803	0.0857668456488383	-0.282845987742723	-0.073162541484778	0.546236801204445	0.293675650470346	0.331509894070456	-0.0656015228946019	-0.00614930983221414	-0.0931393125008635	0.464285874144401	0.238702591937777	-0.0748711916960128	-0.301961568364542	-0.0690084762333833	-0.020015689238853	-0.429264145289267	"S08"	0.546236801204445	"IS06"
"RAB5C"	"RAB5C"	-0.252262655442321	0.161744085763439	0.19212234861717	-0.376066912881766	-1.12927295732279	0.537818356253701	0.317647741611485	0.444046900186359	-0.627488490046208	0.383418764111138	0.0178068307796302	0.191106221996171	0.437346446719992	0.127648874525639	0.208179990501449	0.0805810747151235	0.265762686142876	-0.707378435043591	"S08"	0.537818356253701	"IS06"
"MAGOH"	"MAGOH"	-0.487285549176746	0.116735676977073	-0.0224983578881631	-0.290768997483021	0.0218002919189209	0.520114681346747	0.286727071818635	0.141936737094049	-0.246244943515702	-0.0113441328299821	-0.109298588326462	0.460380954931909	0.194865038846621	-0.124475008840225	-0.0252860653820118	-0.209776240631758	0.014361216986328	-0.545677551722141	"S08"	0.520114681346747	"IS06"
"TMSB10"	"TMSB10"	0.20134217618787	-0.351236741134399	0.299935683823906	0.498587085104034	-0.492228942016482	0.51842310813086	-0.160725972322524	0.282212500504654	-1.18178619190256	0.0816277388129978	0.00431577767421778	0.32006832719972	0.336816695207062	-0.474570598110169	-0.118343991543228	0.164765687728974	0.324190454596619	-1.01507640089241	"S08"	0.51842310813086	"IS06"
"N4BP3"	"N4BP3"	-0.223672889805485	-0.219391421246304	-0.205715274654966	-0.165574149743935	0.381039248256008	0.517407472585095	-0.0503006196535813	0.461104254742644	0.0243537337236113	-0.112354815690413	-0.218058830056182	-0.188102182317196	-0.243420234097752	-0.226954154692607	-0.125914226526216	0.304737228316028	-0.108059646304802	0.146028312417757	"S08"	0.517407472585095	"IS06"
"CHMP1B"	"CHMP1B"	-0.545745418976143	-0.1232277122621	0.0269376121906145	-0.213790990891932	-0.73444444832209	0.500959933547805	0.265579157510871	0.289402283497453	-0.334022684683226	0.292368878415356	0.221927693855538	0.128222956927079	0.131267953060681	0.462542179208958	-0.110264648037642	0.146659469776509	0.0310773166750342	-0.229471104671848	"S08"	0.500959933547805	"IS06"
"RHOC"	"RHOC"	-0.274634891102114	-0.34734139086172	0.0900136133232039	-0.389916005097069	-0.0487456111868673	0.498388654047182	0.321504767366574	0.431288736704488	-1.22623176359978	0.337404438494776	0.0593144766039029	0.279183297660058	0.443952503670439	-0.0730253496188292	0.164929048173414	-0.1596876602761	0.398916332229133	-0.737953872645185	"S08"	0.498388654047182	"IS06"
"NR1D1"	"NR1D1"	-0.288508372169788	-0.0729844306466501	-0.0289228724696924	-0.185315640029041	0.223354591597887	0.496397496548761	0.155192310274006	-0.0797946508026025	-0.231962923860069	-0.05367231655568	-0.0308719661930969	0.19778773806218	-0.207921242844758	0.459369182755616	-0.0479647455092337	0.0830004296828094	-0.0793692730007422	0.106522188145566	"S08"	0.496397496548761	"IS06"
"SF3B5"	"SF3B5"	0.394193294361431	0.102115412893617	0.149841217603455	-0.2709979138409	-0.09231863269488	0.46019802492102	0.293057614579115	0.297755046401887	-0.629592871889433	0.0969149289608122	0.0297100191934335	0.244282929107494	0.384259889006834	-0.25409243209161	-0.279649709953237	0.0232914883638183	0.145976131966446	-0.965331674835539	"S08"	0.46019802492102	"IS06"
"GADD45GIP1"	"GADD45GIP1"	0.417620750632516	-0.240411969211049	0.32738147964407	-0.345426051009978	-0.186687905303075	0.447465216712372	0.073594867083381	0.271951178699891	-0.13101655623486	0.225409321513745	-0.0682058216545937	0.222437321194147	0.401591277090748	-0.477712682240965	-0.334596743001053	0.0213779984168619	0.252179673111059	-0.64967749645453	"S08"	0.447465216712372	"IS06"
"PDLIM4"	"PDLIM4"	-0.242190000984431	0.0989954186278525	0.430858159253004	-0.375977389299283	-0.108053987798707	0.431510606216634	-0.246012357036087	0.103668657938673	-0.133868168161926	-0.116496754960106	0.149339012266758	0.391959388306913	0.162822903663838	0.379896194248517	-0.575462208783343	0.138252577411812	0.276838468111284	-0.519787349101739	"S08"	0.431510606216634	"IS06"
"MRPS28"	"MRPS28"	-0.0569983624505736	0.0605650061711742	0.0826019036591983	-0.246522190888909	-0.437052468412742	0.415022668526381	0.0909740524680481	0.25652768713516	-0.205155396099142	0.119328504990339	-0.102446238369666	0.145601552722999	0.165896083561095	-0.413993834068946	0.262431386669335	-0.0350570024682234	0.157389664497571	-0.32090249074624	"S08"	0.415022668526381	"IS06"
"TXN"	"TXN"	-0.453986345208814	0.104983110483656	0.228875480453592	-0.228159768195498	0.102133015188091	0.397156747234868	0.143114706177867	0.222065217931536	-0.585953821391497	-0.0463235480480935	-0.0288167027303098	0.391264123643795	0.338580300760761	-0.123404501896101	-0.195799735656023	0.234712777107934	0.00415552361945543	-0.931820661057814	"S08"	0.397156747234868	"IS06"
"LRRC55"	"LRRC55"	-0.0792959696217565	-0.085364013989699	-0.0180582337281537	0.0448358774328631	0.0805791779992989	0.311296873819266	-0.0438764923615328	0.0446625317620843	-0.0832758179494617	-0.0837349297532543	-0.00603952092260223	-0.0809208870320384	-0.0862967501565445	-0.0804592356797774	-0.00737484682740137	-0.0815559538860693	-0.084959967451882	0.0873023020917558	"S08"	0.311296873819266	"IS06"
"CFC1"	"CFC1"	-0.0200803212851406	-0.0216169476869866	-0.0210703750526759	-0.0228310502283105	-0.0216731686172518	0.31055900621118	-0.0208681135225376	-0.0214776632302405	-0.0210881484605652	-0.0212044105173876	-0.0213766566908935	-0.0204918032786885	-0.0218531468531469	-0.0203748981255094	-0.0209380234505863	-0.0206526228831062	-0.0215146299483649	-0.0209995800083998	"S08"	0.31055900621118	"IS06"
"RPUSD4"	"RPUSD4"	-0.313260863604624	0.0902192687001674	0.156441342314411	-0.190288870930785	-0.0540210842543597	0.234957469628861	0.191263635856546	0.068277489579546	-0.0288450539153456	-0.0746363073791075	-0.0696833069957967	0.0625324367017469	-0.0656195008970011	0.034927088882638	-0.0679156355858971	0.174843439100359	-0.000454908358957351	-0.0879230561664507	"S08"	0.234957469628861	"IS06"
"FAM90A1"	"FAM90A1"	-0.0990465924787458	-0.00195247710577431	0.0123490280671773	-0.0724566725827284	-0.0683109888770059	0.15440014102735	0.0488131612125635	-0.044762286429243	0.00942669818890452	0.0456374142243615	0.087406131904765	-0.101076235767245	0.0197166525228665	-0.100499598725378	-0.103277225825828	-0.0104182944936227	0.0300386193241155	0.0340192809620072	"S08"	0.15440014102735	"IS06"
"ESM1"	"ESM1"	-0.0752413530637916	-0.498102737279153	-0.347794190806642	-0.367156322139359	-0.214201587060362	0.157769000358602	0.367458655102007	1.7945885873597	0.100847243486917	0.819244052516567	-0.504142957178337	-0.0240602787205231	-0.0222248546824595	-0.41820519627122	-0.342310851534527	-0.477938936737618	-0.0199344824081212	-0.231063922139258	"S09"	1.7945885873597	"IS08"
"PGF"	"PGF"	-0.33039366609842	-0.498535785767921	0.14187421410124	-0.196573441202933	0.00167100190677584	0.402563631819021	0.614556655730493	1.67182005241253	-0.211117916715559	-0.118416489917993	-0.480810253807033	0.160407656540655	-0.324182731642708	0.0902557495079209	-0.296981215366407	0.118084140294904	-0.406971262052192	-0.0994582145153128	"S09"	1.67182005241253	"IS08"
"TP53I11"	"TP53I11"	0.544777886626902	-0.504182023018641	-0.0707727470613259	-0.366711355632629	-0.540722220726055	0.236534875641966	0.449172872257741	1.66586914752969	-0.00943845626044242	0.703944850817938	-0.481048940570294	0.227840509259774	-0.0750873902723467	-0.255458700969827	0.00779297605578401	-0.0875085127165365	-0.420375142418178	0.0506352041960515	"S09"	1.66586914752969	"IS08"
"NID2"	"NID2"	-0.250395249584373	-0.473946478052888	-0.0491755189288907	-0.427990916215476	0.0245432238500384	-0.0672210762519312	0.563326932012503	1.49401541791074	0.216106446322212	0.392443936050785	-0.449413964217324	0.426291882399225	-0.230048264972175	-0.344434591803233	0.0635858853533072	-0.267072744768062	-0.346945098233506	0.0994537865887448	"S09"	1.49401541791074	"IS08"
"CHST1"	"CHST1"	0.605147958960852	-0.389303465840681	0.359564150050198	-0.30126425863372	-0.24377845187054	-0.0378911626479536	0.342515639709937	1.463528290202	-0.185091236541191	0.210979874715681	-0.270879935669485	0.152549220254645	-0.0203297426954059	-0.123824929007148	-0.162926566274943	-0.460271789587784	-0.221535517357	0.0445667856721529	"S09"	1.463528290202	"IS08"
"APLN"	"APLN"	-0.233808804030724	-0.417532727231848	0.260826851179294	-0.237950516262708	-0.0996340800933125	0.271181469467372	0.0886866803652172	1.45971582373163	0.033581089096871	-0.0448371270801443	-0.232920427235236	0.552287884109255	0.0227239822208277	-0.198397346052351	-0.379511235558895	-0.430580726403076	-0.431841052547158	-0.040705542897604	"S09"	1.45971582373163	"IS08"
"ST3GAL6"	"ST3GAL6"	-0.31769601359568	-0.267936956707995	0.112625380114725	-0.168969331435631	-0.250906322110938	-0.0409129994161059	0.111068382212494	1.33768099703225	-0.197749907707944	0.368722531059746	-0.220313191766196	-0.0806090619890202	-0.085782200779363	-0.253434211057389	-0.195795770499994	0.22901430288675	-0.193888396803867	-0.147286788410586	"S09"	1.33768099703225	"IS08"
"ANGPT2"	"ANGPT2"	-0.0870251000458007	-0.0952593857106268	-0.0746265594579722	-0.377410359516512	0.0681750787871548	-0.040510348998843	0.679381178616841	1.30335666593646	-0.0391457059163691	0.403384470611273	-0.640639151504459	0.00868201607139883	-0.112208330601132	-0.117359981183527	-0.444881078984489	0.671121850498605	-0.353991998681915	-0.226624158256862	"S09"	1.30335666593646	"IS08"
"COL12A1"	"COL12A1"	-0.271896926373245	-0.470634522585983	0.272879149390378	-0.370041604552254	-0.0339238256248433	0.0531967808590479	0.657640855760984	1.28324350023376	0.0102126460030243	0.431786581122974	-0.445594978847714	0.445736268835188	-0.230591159090634	-0.415727224894239	-0.235414461509524	-0.344669935884382	-0.229437797779506	0.116601091700875	"S09"	1.28324350023376	"IS08"
"RASSF2"	"RASSF2"	-0.161429502849655	-0.26843955340073	0.172084044847814	-0.254963080048396	0.17944295281001	0.0455439127099534	0.247529606861733	1.28132206476591	-0.0891447415304289	0.0295053015824073	-0.364274253603921	0.0145267359942177	-0.142224625737856	-0.118980293078615	0.175281460133346	-0.312752703148866	-0.271380828650693	-0.25282627650341	"S09"	1.28132206476591	"IS08"
"ANGPTL2"	"ANGPTL2"	0.54695870240171	-0.49952654349744	0.544447979559469	-0.512748819556248	0.204219114917789	0.278746100178314	0.236028972558623	1.27612663219504	-0.343306322795218	0.664833828852397	-0.532791798780762	0.372757389118806	0.0262611501075573	-0.277192601275294	-0.269646888881926	-0.407483026596615	-0.251561245121955	-0.279767277064894	"S09"	1.27612663219504	"IS08"
"TNFRSF4"	"TNFRSF4"	-0.0294004488282863	-0.523946710734177	-0.0998448342700156	-0.31108819159781	-0.0791124890873186	0.217123057210546	0.20413293471937	1.25647684231266	-0.0407501633594916	0.33114523812126	-0.658245857056737	-0.142015917994103	-0.00354685401796179	-0.486546584995622	0.141126969372549	-0.116799808888655	0.311858542539409	-0.169192209433711	"S09"	1.25647684231266	"IS08"
"LBH"	"LBH"	0.0304706123054223	-0.531820853232494	0.363793293986488	-0.353299643787484	-0.481887518203951	0.30894500964038	0.534119116699299	1.239653256077	0.185080689865427	0.803624231712658	-0.292364818586828	0.255164992224954	0.0997438842996216	-0.247459986759391	-0.473210806859218	-0.530293666539608	-0.468214279783039	-0.0905696275483842	"S09"	1.239653256077	"IS08"
"PXDN"	"PXDN"	-0.246361343806441	-0.560622665454522	0.826862948612132	-0.609712487392147	0.47278529600234	0.271002336723804	0.455091085094787	1.23079526423605	-0.104221586448542	0.332019808834307	-0.456507406113498	0.625185937012019	-0.211675233796706	-0.296836733145047	-0.348374747034073	-0.228584370107657	-0.535016655208513	-0.0438747264804049	"S09"	1.23079526423605	"IS08"
"PDGFB"	"PDGFB"	0.0715745384444675	-0.488547486669535	0.201622159701355	-0.464793284682639	0.371275514241925	-0.0683724733588928	0.27911725835294	1.2040548541148	-0.411119796137011	0.624548271403895	-0.557448045881089	0.471294136026451	0.0087289327852818	-0.455610155208826	-0.0684730087912641	-0.288140385843377	0.0602853473571759	-0.259094696079458	"S09"	1.2040548541148	"IS08"
"RGS3"	"RGS3"	0.344986458066667	-0.707859538934932	0.206926509916117	-0.385291917617701	-0.0210887503483882	0.621445175317397	-0.0775442289797766	1.18908514054369	-0.34193942676784	0.426503635415642	-0.562554058820102	0.275568092571798	-0.0142743918658168	-0.0388829883306318	-0.292522389998682	-0.301442096715934	0.397862600557984	-0.236104991577239	"S09"	1.18908514054369	"IS08"
"MMP1"	"MMP1"	0.422645715187363	-0.237245079836923	0.0266632273601559	-0.170079356758779	-0.129894844283942	0.51484748211493	-0.00731663142177393	1.1792680186467	-0.144412741838469	-0.145645183800701	-0.159463283191719	0.169081114109306	-0.093299659225946	-0.00625023132195677	-0.246747455165793	-0.180976943457408	-0.239186386768853	-0.120916410850311	"S09"	1.1792680186467	"IS08"
"TSPAN15"	"TSPAN15"	-0.436451881749707	-0.378944134426699	0.404048775097399	-0.334455716857124	-0.431136426320347	0.569440098321566	0.376759997185566	1.15597094391481	-0.167201704281713	0.224344983061958	-0.48896683054585	0.540900864315073	0.0510104953208688	-0.337075633233676	-0.188524717771829	0.305375797058027	-0.475807976913693	-0.0644183867539777	"S09"	1.15597094391481	"IS08"
"COL27A1"	"COL27A1"	-0.333278704558101	-0.281546204125578	0.200522965888885	-0.220083540898319	0.134752906072275	0.130915457831857	0.188394755571694	1.09826040641307	-0.35000589386321	0.145042700862452	-0.233221213567961	0.244526257871403	-0.160622431353176	-0.0854061930939965	-0.296410861471226	-0.120056752168713	-0.222775843781705	0.0511047453272159	"S09"	1.09826040641307	"IS08"
"CTHRC1"	"CTHRC1"	-0.304172569813144	0.348229142411197	0.651717174882091	-0.238888585939743	-0.0558917427245436	0.512318073671903	-0.206845215671343	1.09731252253018	-0.353139214831517	-0.200921088436555	-0.128112051116879	0.167554628121684	-0.10618107059402	0.230801177627474	-0.645414934359516	0.506542860700867	-0.642401288264421	-0.600718741752228	"S09"	1.09731252253018	"IS08"
"PCDH12"	"PCDH12"	0.302759387546784	-0.581968629268959	0.108593358508783	-0.487861692599231	0.165607873272715	-0.0292754501882088	0.092114829280864	1.091595346285	-0.185745048391454	0.802893349901514	-0.0677696973704629	0.358183377615396	0.0108825562898487	-0.439312459504904	0.185205418430041	-0.250728693300853	-0.38869269287865	-0.0611324387743284	"S09"	1.091595346285	"IS08"
"COL22A1"	"COL22A1"	-0.158968655009926	-0.171133571541165	0.0243921853983164	-0.110335958604164	-0.171578652351415	0.0458379698772273	0.0401872410408819	1.07497177113607	-0.0735154921666453	0.0966276705911643	-0.169231274465462	-0.100091271220592	-0.117051687114204	-0.161300713518629	-0.129180520217471	-0.163499360171299	-0.132121752310691	0.0973352171813974	"S09"	1.07497177113607	"IS08"
"ARHGAP18"	"ARHGAP18"	-0.380713052502564	-0.211563166293145	-0.0325349082677259	-0.465248825776131	0.45130999519958	-0.0277670527793954	0.319899541590667	1.071319554005	-0.0972815023726189	0.297930543167659	-0.169693372314935	0.274787745614863	0.00760396534277835	-0.307085601366695	0.0987165471715413	-0.263765414335468	-0.51921679388885	-0.181629046597392	"S09"	1.071319554005	"IS08"
"ADAMTS7"	"ADAMTS7"	-0.451218848023502	-0.386108973397055	0.416943309094133	-0.271180288588159	0.225029137742038	0.165097284968415	-0.0685930134230902	1.06072748766238	-0.173289735781626	0.480005196309999	-0.298389631890321	0.271587528232703	-0.135555902997423	-0.256697770013872	-0.266460976955268	-0.0433599542219016	-0.3629894510972	-0.161189135085067	"S09"	1.06072748766238	"IS08"
"LXN"	"LXN"	0.191249845945997	0.17156057650315	0.0535804622421836	-0.330949882672607	-0.390596932596135	0.292525737399498	0.0524697967148956	1.03803928053536	-0.161127764958553	0.295371266570034	-0.20950172686106	0.0461371193083704	0.210698157754295	-0.334377657413333	-0.0153011727489363	-0.151112400375601	-0.38044608852149	-0.313153770643293	"S09"	1.03803928053536	"IS08"
"LAMA4"	"LAMA4"	-0.541693764493692	-0.651815050496375	0.383616647720592	-0.558271378535454	0.149448821412562	0.217173334829816	0.443768038502037	1.03555076725871	-0.155696059610144	0.53050138721869	-0.199272779196326	0.436301242779637	0.140217261085208	-0.192995427929252	-0.515777869691595	0.276909817076494	-0.455706451638892	-0.0297403086712262	"S09"	1.03555076725871	"IS08"
"KLHDC8A"	"KLHDC8A"	-0.239004268069418	-0.185235346498183	-0.0520079929423187	-0.154709306921469	-0.105590530645157	-0.000283972388249623	0.0566275042398422	1.02709657866324	-0.0101963231631179	0.290254887728555	-0.254433786871676	0.0445864876177286	0.137613613956921	-0.102014554358335	-0.249212993087458	-0.245816037791347	-0.227787885941248	-0.087020121578922	"S09"	1.02709657866324	"IS08"
"DGKD"	"DGKD"	0.0944488364209331	-0.375047324108156	0.0398690596911801	-0.314598462357724	0.110465431497502	0.121930182807037	0.464976958033353	1.02681726117554	-0.0924063606308739	0.852872081411177	-0.43902150444327	0.18883911437854	-0.19951083291039	-0.215974867812151	-0.184778315323426	-0.364915068948778	-0.219010595003635	-0.177764007338275	"S09"	1.02681726117554	"IS08"
"GRPEL2"	"GRPEL2"	-0.217387874332626	-0.41693474193279	0.16199938843813	-0.334621614087599	0.162383690978306	0.0108314748992945	0.0254036876816584	1.01862711346574	-0.236144511320412	0.515732568048264	-0.185314373272208	0.14766287109148	-0.213324932331703	-0.238803655531773	-0.176683305899335	0.181910864357253	-0.0540518216311325	-0.0486008800646288	"S09"	1.01862711346574	"IS08"
"TNFAIP8L1"	"TNFAIP8L1"	0.0221194031132415	-0.281426663775693	-0.0354906702046209	-0.339791688888559	0.285180349941803	0.240180299515207	0.216307608172156	1.01040533078529	-0.255927599567677	0.504694713094429	-0.313021432305477	0.210330643199405	0.0128617030276523	-0.175035995849589	-0.257529449193392	0.309069861639707	-0.497036920501772	-0.319027337314834	"S09"	1.01040533078529	"IS08"
"MYO1B"	"MYO1B"	-0.152096174654674	-0.552719972726708	0.206237619474246	-0.518143578250944	0.394320147981357	-0.0594122115757377	0.907717596845619	0.994081954881031	0.292317010989742	0.614203921822925	-0.490559504679967	0.29575230859642	-0.223674626011257	-0.48115025686324	0.0498336598138084	-0.406235406292306	-0.360592525798712	-0.0844397366318562	"S09"	0.994081954881031	"IS08"
"MMP14"	"MMP14"	0.0335795834385606	-0.515216381407575	0.312630934355837	-0.405091970431226	-0.61499929152641	0.346120190636668	0.26038624943464	0.98918615564093	-0.148368609804073	0.814185795005097	-0.0785462680656732	0.473532427426152	0.162957972955887	-0.109472439928437	-0.413917619671734	-0.194675586211123	-0.02575913321953	-0.317180076714786	"S09"	0.98918615564093	"IS08"
"EIF4EBP1"	"EIF4EBP1"	-0.31154993465052	-0.331303056010886	0.308931789114251	-0.145706610328491	-0.173883645925937	0.457771975861499	0.106844520619925	0.982704437256162	-0.296761981710751	0.0667077105691039	-0.306762746495285	0.735083215598384	0.217619686955557	-0.452348902845473	-0.490473538610927	-0.0769982663223853	-0.162106217470942	-0.438180906078552	"S09"	0.982704437256162	"IS08"
"SLC4A7"	"SLC4A7"	-0.13126289228113	0.0636661618740885	0.209689010451857	-0.371887261071786	0.505369704716209	0.0395474573918984	-0.0022827237909854	0.971293396527543	-0.207866839714967	0.0531897881888214	0.309710184868592	-0.0598805909660255	-0.329207627656167	0.137894096094013	-0.183846025799342	-0.206833734106518	-0.434479153655833	-0.405120668005267	"S09"	0.971293396527543	"IS08"
"CDH13"	"CDH13"	0.105897580695964	-0.6129241988795	0.537529298814413	-0.383390232265789	0.0580588378758517	0.352051956255771	0.156653009489144	0.963563483297111	-0.271094221430267	0.622020178960857	-0.386349194712248	0.613927182430658	0.0489406160644024	-0.187198636509809	-0.511831877344765	-0.324906280468093	-0.0259186503408523	-0.300863009215302	"S09"	0.963563483297111	"IS08"
"PLEKHO1"	"PLEKHO1"	-0.234411134086766	-0.156225778793781	0.34173016276534	-0.331981126857628	-0.117555107583498	0.215690538508952	0.266569282021598	0.936125764514511	-0.407555801871908	0.272903093856741	-0.213818082408263	0.461990772533163	0.105088911716932	-0.217108588503071	-0.317784215827202	-0.120200083128153	-0.198831940835336	-0.230604466090754	"S09"	0.936125764514511	"IS08"
