"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"	"InitialState"
"YWHAB"	"YWHAB"	-0.492484286534197	0.293545028987107	0.428555155840259	0.100036806556789	0.0592051082707726	-0.103073175218541	0.0643189350541442	"S01"	0.428555155840259	"IS03"
"SAMSN1"	"SAMSN1"	-0.279961411024059	0.00783191317446191	0.427198799470751	-0.0793962199703819	0.0740791871552644	-0.395743756922813	0.252163543144274	"S01"	0.427198799470751	"IS03"
"JUNB"	"JUNB"	-0.184012508054868	0.329049770028159	0.426441511206785	-0.101703587973657	-0.0901485945101722	-0.0720101258065468	-0.0410007422318742	"S01"	0.426441511206785	"IS03"
"TPR"	"TPR"	-0.197777157044431	0.262863768008683	0.426165818390493	0.041077978364725	0.0785923916538099	0.000805145488793497	-0.23271440261402	"S01"	0.426165818390493	"IS03"
"BTG3"	"BTG3"	-0.261771497645137	0.0938784858841677	0.424097088332661	-0.0113573350228034	0.0783191113312527	-0.298950377483894	0.0958439319539542	"S01"	0.424097088332661	"IS03"
"C2CD4A"	"C2CD4A"	-0.13673662036388	0.0158639296120281	0.422923360071585	0.0760788660423215	-0.00807058596572825	-0.0771769591415982	-0.142716788081974	"S01"	0.422923360071585	"IS03"
"APOL6"	"APOL6"	-0.235550598080838	0.0895856608450188	0.417363554263778	0.0325107104831002	-0.143342153183955	0.146884483994407	-0.0873671825700084	"S01"	0.417363554263778	"IS03"
"NAP1L4"	"NAP1L4"	-0.237402674842019	0.230546874845888	0.416642468341534	0.171083575072254	-0.106273975483864	-0.294233661423275	-0.0383905741308482	"S01"	0.416642468341534	"IS03"
"RPL24"	"RPL24"	0.121894999362835	0.160435875625378	0.409840036227402	0.132388412433871	0.0457332936432354	-1.68793875271248	0.318423691432958	"S01"	0.409840036227402	"IS03"
"STK17B"	"STK17B"	-0.461019104848879	0.0731743059578087	0.409479963511145	0.0635063092914659	0.168924274418569	0.365371964061999	-0.136213953290818	"S01"	0.409479963511145	"IS03"
"CD3G"	"CD3G"	-0.356850655561391	0.175301330125942	0.408466224754028	0.303248591951801	0.0902246590227238	-0.149678283400281	-0.165880785804359	"S01"	0.408466224754028	"IS03"
"EZR"	"EZR"	-0.518049720123718	0.205777363189431	0.396465855830395	-0.256320054092469	0.0844890585316888	0.128270448042031	0.29582563894515	"S01"	0.396465855830395	"IS03"
"JAK3"	"JAK3"	-0.298864339457428	0.33101562290802	0.392237870672341	0.123462124917999	-0.0380665576569351	0.19515582501388	-0.249681394157112	"S01"	0.392237870672341	"IS03"
"TBC1D4"	"TBC1D4"	-0.362140798183332	-0.0621392243643277	0.390361411038317	0.00934415326891949	0.146182802900083	0.19169392063789	-0.0266697170935301	"S01"	0.390361411038317	"IS03"
"BCL2"	"BCL2"	-0.244574236465061	0.0509212344659344	0.388655652849754	-0.122100969600101	0.00177507350511862	0.193100729781647	-0.0146813886842464	"S01"	0.388655652849754	"IS03"
"JMY"	"JMY"	-0.26773286530402	-0.0442648843685664	0.386655422930582	-0.250204668373914	0.0716101220403814	0.377066207108095	0.0203837562329723	"S01"	0.386655422930582	"IS03"
"RORA"	"RORA"	-0.389727023409899	0.00982909166163409	0.384456282677417	-0.0456505485103742	-0.0239782945322539	-0.0218163593520023	0.211549506162058	"S01"	0.384456282677417	"IS03"
"SGTB"	"SGTB"	-0.233612467698387	0.13843628653535	0.381701243620206	0.045447283377371	-0.0147245793951826	-0.0115293439790013	-0.0750032500129699	"S01"	0.381701243620206	"IS03"
"SON"	"SON"	-0.320793723979327	0.0549642826678432	0.378851641173673	0.0418139582920485	0.0939410147784239	-0.0326069046974638	0.00892289182111922	"S01"	0.378851641173673	"IS03"
"UHRF2"	"UHRF2"	-0.203785308288402	0.071814972554177	0.378606936398683	-0.116399075376955	-0.0838557109593347	0.232772999801028	-0.04236879018705	"S01"	0.378606936398683	"IS03"
"PTGES3"	"PTGES3"	-0.383441085406678	0.275118552005791	0.370135753230928	-0.0791808636717307	0.172892705848236	-0.378779756413601	0.231124483049422	"S01"	0.370135753230928	"IS03"
"P2RY10"	"P2RY10"	-0.307477742236489	0.247062770091454	0.366328155942637	-0.149648436260631	-0.0964216514822023	-0.111864484689046	0.212479620312461	"S01"	0.366328155942637	"IS03"
"USP15"	"USP15"	-0.12431043187471	0.18136905173842	0.360178275099484	-0.056004443508735	-0.0589930674959761	-0.156831215572859	-0.0103107163362679	"S01"	0.360178275099484	"IS03"
"CNST"	"CNST"	-0.256900818158959	0.346576249751249	0.358254099570281	-0.149214571436808	-0.039359586311084	0.0471862413729819	0.0184231083899714	"S01"	0.358254099570281	"IS03"
"TSPAN14"	"TSPAN14"	-0.240145281733734	0.312309144870601	0.356781514676803	-0.0172379743063793	-0.117911000356435	0.149617200643635	-0.105959656036406	"S01"	0.356781514676803	"IS03"
"GPBP1"	"GPBP1"	-0.223559554641371	-0.119233498448154	0.351205503725861	-0.246944507006656	0.18417039357971	-0.195379710864489	0.269023895541577	"S01"	0.351205503725861	"IS03"
"ZNF281"	"ZNF281"	-0.260804567874892	-0.0699734672882689	0.351141951713011	0.0405885169853494	-0.0650834444056723	0.190350653859632	-0.0260544290424459	"S01"	0.351141951713011	"IS03"
"YPEL3"	"YPEL3"	-0.13167542317009	0.0434267684293905	0.349947858918146	0.178530418241126	-0.00130496500434113	-0.0729656073826851	-0.201459270010093	"S01"	0.349947858918146	"IS03"
"SUMO4"	"SUMO4"	-0.0898112243232522	-0.114796492261967	0.349211438412752	0.021143902311333	0.122738972339911	-0.0414620812100112	-0.130463257455339	"S01"	0.349211438412752	"IS03"
"G3BP2"	"G3BP2"	-0.413717583046395	0.174482718849724	0.348914225988246	-0.0235114056671621	0.0304217072894917	0.0211288827985858	0.127676578184076	"S01"	0.348914225988246	"IS03"
"IL18R1"	"IL18R1"	-0.301377731350498	0.243650148195189	0.348247448889137	-0.00024122625353243	0.296764169125152	0.135916552654637	-0.214380224706718	"S01"	0.348247448889137	"IS03"
"UGP2"	"UGP2"	-0.237968945171478	0.20899811462885	0.337242440632997	0.162040188416494	0.0179276504012948	-0.311413086996395	-0.0235740455432088	"S01"	0.337242440632997	"IS03"
"DNAJA2"	"DNAJA2"	-0.32102043503078	0.0565634127840155	0.335970867140278	-0.110700423024521	0.2091466600312	-0.0339071213505809	0.102911789049806	"S01"	0.335970867140278	"IS03"
"PBXIP1"	"PBXIP1"	-0.340107085735657	0.255100395996938	0.333557711801212	0.100678530478758	-0.202219631917943	0.007650252006049	0.0493517451133636	"S01"	0.333557711801212	"IS03"
"GRPEL2"	"GRPEL2"	-0.189207461605981	0.0762247098528102	0.330489636213609	0.0851370967230646	-0.127650955177329	-0.0803681524450404	-0.00705852479848114	"S01"	0.330489636213609	"IS03"
"ANP32B"	"ANP32B"	-0.36375592708877	0.209015979660708	0.326594568942866	0.0708390107714933	0.100554440671695	0.287693484455927	-0.169069615144459	"S01"	0.326594568942866	"IS03"
"PARP15"	"PARP15"	-0.190566736621694	0.19740743701446	0.320797725965713	-0.038904779319626	-0.0590940481590296	0.106847208543697	-0.0772481806667481	"S01"	0.320797725965713	"IS03"
"HPGD"	"HPGD"	-0.100272130181329	0.104560077440818	0.320224581326111	-0.159661060391769	-0.120342975846311	-0.187585229724243	0.147297851403804	"S01"	0.320224581326111	"IS03"
"ADAM12"	"ADAM12"	-0.0519272684546982	-0.0611597150377634	0.318280553064822	-0.0386131650739715	0.0261198457085604	0.00615552701149296	-0.101942259449688	"S01"	0.318280553064822	"IS03"
"PHTF2"	"PHTF2"	-0.294597258761425	0.209218701853687	0.316234974452744	0.0563584655730956	-0.0543642369743287	0.0866625985714126	-0.0430025288277896	"S01"	0.316234974452744	"IS03"
"CD28"	"CD28"	-0.343575945307897	0.256218118045782	0.314969800061634	0.0400306465829929	-0.0226219711774271	0.10649516317323	-0.0237108532152221	"S01"	0.314969800061634	"IS03"
"KAT2B"	"KAT2B"	-0.200848696822342	0.00600598371706414	0.30917057711857	-0.00426734091604109	0.00455125609505409	0.266290227214117	-0.126313976226235	"S01"	0.30917057711857	"IS03"
"CCDC141"	"CCDC141"	-0.132802845975206	0.0496471107796128	0.299535387147112	-0.00404447002570227	0.0802254635742063	-0.00272833253625347	-0.101159198071526	"S01"	0.299535387147112	"IS03"
"RBM38"	"RBM38"	-0.215920306222361	0.0233341534754188	0.298957248968167	-0.0500813748357735	-0.114870612195832	-0.0112605800942245	0.125308732538814	"S01"	0.298957248968167	"IS03"
"ARID4B"	"ARID4B"	-0.270143413800501	0.0523297555400713	0.298697642083727	-0.0714205948769367	-0.0232310598754661	-0.00770194797436808	0.140521074958568	"S01"	0.298697642083727	"IS03"
"CERK"	"CERK"	-0.18224352416964	0.0411541556760686	0.294000301572401	0.0138527138300015	-0.132910266072164	0.29357762994167	-0.113385287439927	"S01"	0.294000301572401	"IS03"
"STK4"	"STK4"	-0.201042615760999	0.0840525147780506	0.291307790153397	0.071815088972757	-0.0869927521357894	-0.287626287193764	0.124809176208833	"S01"	0.291307790153397	"IS03"
"SH3KBP1"	"SH3KBP1"	-0.395319615899791	0.226271338426962	0.284129406957215	0.266361254918811	0.0241917177914766	0.0142112257696946	-0.0965931646908071	"S01"	0.284129406957215	"IS03"
"SATB1"	"SATB1"	-0.303755283280521	-0.0234016533474222	0.283486988806874	0.00858999762014732	0.104697165230119	-0.178439486515234	0.177391968385206	"S01"	0.283486988806874	"IS03"
"MORN3"	"MORN3"	-0.0106608302110069	0.110617889351968	0.277503446450585	-0.0668133737670182	-0.149270925710036	0.0895142218138045	-0.123378100064528	"S01"	0.277503446450585	"IS03"
"FNBP1"	"FNBP1"	-0.40003406400673	0.00273954219229626	0.275781248989492	0.0970968118614599	0.148481028987242	0.137444732168463	0.0124965018136066	"S01"	0.275781248989492	"IS03"
"CHRNA6"	"CHRNA6"	-0.144598336395511	-0.0824376553947379	0.271536360096721	0.0283697740526908	-0.0824151174963162	0.0575952933036381	-0.00208904333350143	"S01"	0.271536360096721	"IS03"
"SAR1B"	"SAR1B"	-0.288928783447784	0.0700994506522378	0.267551518088748	0.0421864462941071	0.212767680472632	-0.189102421678959	0.0639346821231984	"S01"	0.267551518088748	"IS03"
"HS3ST3B1"	"HS3ST3B1"	-0.118960528692889	-0.00768351574084769	0.267379692734697	0.0991967358693971	-0.127885204852176	-0.146537337601059	0.0168196061470447	"S01"	0.267379692734697	"IS03"
"FYN"	"FYN"	-0.423040058843506	-0.00973565891461956	0.261285863125241	0.029797254965904	0.0111863705480408	0.257586919119961	0.104900349192925	"S01"	0.261285863125241	"IS03"
"NLRC3"	"NLRC3"	-0.173896390064531	0.0369620905243526	0.257594099264393	0.102814449670149	-0.125296713353118	0.231895259634127	-0.14061632400111	"S01"	0.257594099264393	"IS03"
"MAST4"	"MAST4"	-0.29451051151362	0.229155722245754	0.253427255889024	0.0837951380943368	0.124380599957383	0.026623408013555	-0.0874523117079196	"S01"	0.253427255889024	"IS03"
"TMEM154"	"TMEM154"	-0.235546711617241	0.204822975944953	0.251361386026143	0.0993051401463271	0.111870702302949	-0.0117509659447133	-0.122218917073594	"S01"	0.251361386026143	"IS03"
"METTL8"	"METTL8"	-0.152734390970558	0.0302636800741739	0.247486310577018	-0.0819026575595138	-0.0749176797483316	-0.107703008388765	0.147520195244208	"S01"	0.247486310577018	"IS03"
"KRT24"	"KRT24"	-0.0364576992534216	-0.0304967553288975	0.235638262841282	-0.033953640178859	-0.0310731775175317	-0.0314463873898508	-0.0364765112757402	"S01"	0.235638262841282	"IS03"
"TRAJ26"	"TRAJ26"	-0.051275736750803	-0.0428919989472852	0.235212464973456	-0.0477539162150851	-0.0437027048614537	0.0678505236612848	-0.0513021948193019	"S01"	0.235212464973456	"IS03"
"OR1N2"	"OR1N2"	-0.0363552287365782	-0.0304110390510031	0.234975961734084	-0.0338582077426634	-0.0309858411077913	-0.0313580020107763	-0.0363739878845331	"S01"	0.234975961734084	"IS03"
"SYT4"	"SYT4"	-0.0363393453683664	-0.0303977526614592	0.234873302230875	-0.0338434153070425	-0.0309723035908846	-0.0313443018991381	-0.0363580963205688	"S01"	0.234873302230875	"IS03"
"FRMD4B"	"FRMD4B"	-0.216448300520394	-0.0935984500610863	0.230258550015176	0.143436343265947	-0.00531187769907755	0.0842719844536274	-0.0430477536553192	"S01"	0.230258550015176	"IS03"
"TRAJ22"	"TRAJ22"	-0.0514110625885138	-0.0430051986018673	0.227732679033916	-0.0478799473386783	-0.0438180441139026	0.0774671982453491	-0.0514375904845863	"S01"	0.227732679033916	"IS03"
"MSI2"	"MSI2"	-0.192165061390279	-0.0992615893345926	0.22397568263297	0.0523168128703452	0.192912469575198	0.160114619846187	-0.121099437222332	"S01"	0.22397568263297	"IS03"
"CYLD"	"CYLD"	-0.243767633387387	0.0457679708671307	0.223581652815637	-0.040523064711631	-0.026817022772125	0.151864546791645	0.0562413180846612	"S01"	0.223581652815637	"IS03"
"PPP1R2"	"PPP1R2"	-0.271786546561882	0.14474927932029	0.221954558256587	0.0368403574843415	-0.00865651805584489	-0.201197797321713	0.160156089708009	"S01"	0.221954558256587	"IS03"
"EIF4A2"	"EIF4A2"	-0.241669960648345	-0.07086667146566	0.213954493338503	-0.0352058293942044	0.0965206417790384	0.166088736960749	0.0355451102962667	"S01"	0.213954493338503	"IS03"
"RAP1A"	"RAP1A"	-0.372681830596848	0.0396199411459558	0.20866984745029	0.20615273284254	0.146994774351556	-0.278795296347117	0.141616409171603	"S01"	0.20866984745029	"IS03"
"LAX1"	"LAX1"	-0.158332284918292	0.0767237015081037	0.207769045339055	0.158525317008448	-0.0367384744655217	0.0422424057347877	-0.128861567775428	"S01"	0.207769045339055	"IS03"
"GPR19"	"GPR19"	-0.0159237759306636	-0.0759297135534259	0.203174115421238	0.015116359811987	-0.0679602853418352	0.00226848589406889	-0.0591226284961035	"S01"	0.203174115421238	"IS03"
"PRR4"	"PRR4"	-0.0931615000095914	-0.132588217158198	0.19474971833265	0.00564075762048052	0.0102496887130744	-0.0844543498983801	0.0609899517904896	"S01"	0.19474971833265	"IS03"
"C9orf78"	"C9orf78"	-0.3015351688502	0.000860837217272022	0.19300356074601	0.154753157923917	0.0782395058294064	-0.101895531797122	0.0764396584617653	"S01"	0.19300356074601	"IS03"
"GPR132"	"GPR132"	-0.123106677607203	0.113054393460602	0.192549592557959	-0.0195800271346062	-0.0713429708307265	-0.0511348367947251	0.0382512547977389	"S01"	0.192549592557959	"IS03"
"S1PR4"	"S1PR4"	-0.159920361273565	0.0522744499266859	0.186071383424714	0.172496808531759	-0.119957774525776	-0.34547604398768	0.12495171681252	"S01"	0.186071383424714	"IS03"
"PRDM2"	"PRDM2"	-0.20435584532176	0.129689222718174	0.180735373435378	-0.05546374513974	0.123045106554813	-0.0550543467024214	0.0594671466846616	"S01"	0.180735373435378	"IS03"
"PKIA"	"PKIA"	-0.109413783443261	0.0327236179057099	0.176197024074656	-0.0816028389826239	0.158326365309384	0.139448695516296	-0.091906736166567	"S01"	0.176197024074656	"IS03"
"CTAGE1"	"CTAGE1"	-0.0257864878803507	-0.0215703192407248	0.166666666666667	-0.0240153698366955	-0.021978021978022	-0.0222419928825623	-0.0257997936016512	"S01"	0.166666666666667	"IS03"
"MPPED1"	"MPPED1"	-0.0257864878803507	-0.0215703192407248	0.166666666666667	-0.0240153698366955	-0.021978021978022	-0.0222419928825623	-0.0257997936016512	"S01"	0.166666666666667	"IS03"
"ADAT2"	"ADAT2"	-0.143333409876966	0.0628689619815225	0.154152350970632	0.0598813212344736	0.0625021922612213	0.114751810610634	-0.1115188390543	"S01"	0.154152350970632	"IS03"
"FCRL3"	"FCRL3"	-0.118573798028351	0.101695139886325	0.151067715396109	-0.086521834980826	0.150455374794283	0.0849661735199244	-0.0582788962260934	"S01"	0.151067715396109	"IS03"
"KCTD21"	"KCTD21"	-0.0498450072735801	0.133605138745049	0.150197664046381	-0.0270745256522901	0.0319774083508448	-0.0736945115308915	-0.0480494875165565	"S01"	0.150197664046381	"IS03"
"EPHB6"	"EPHB6"	-0.111345942874462	0.0106713540536974	0.147231477797109	0.131920177000015	-0.109139252515404	-0.00547400933964272	-0.0334160485710796	"S01"	0.147231477797109	"IS03"
