"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"State"	"MaxFC"	"InitialState"
"EPSTI1"	"EPSTI1"	-0.14731344164254	-0.396171686955592	0.12032209829774	0.168058810626123	-0.356937633639559	0.0076976509390496	0.048048264581973	0.287617857591803	0.668297105488611	"S02"	0.668297105488611	"IS09"
"PSMB8"	"PSMB8"	0.0499512273381797	-0.562689864824356	0.125491761197626	-0.0916254982396048	-0.355279322102467	0.140131963258547	0.38199125006188	0.125850487534409	0.666379237898539	"S02"	0.666379237898539	"IS09"
"RNF213"	"RNF213"	0.174970513163087	-0.0870478342408442	-0.314900526247006	-0.186193745130426	-0.410587892919573	0.322318203478073	0.183503731706056	0.657265993698879	0.664222751060897	"S02"	0.664222751060897	"IS09"
"CD38"	"CD38"	0.403643647838435	0.32142300261481	-0.0325063587654416	0.022771650060237	-0.363083716104938	-0.307591639046031	0.467698087621562	-0.347959523357346	0.662248553339606	"S02"	0.662248553339606	"IS09"
"PRKD2"	"PRKD2"	0.0486962881752117	0.0710031121544688	0.0473449897880651	0.0101965989987201	-0.277785536045553	-0.0868550051434334	0.0368956798372373	0.110342172897191	0.656982926158896	"S02"	0.656982926158896	"IS09"
"MT2A"	"MT2A"	0.0635045690281027	-0.451073438631745	0.170675122474625	-0.0400335775756626	-0.0847246998606366	-0.0985641985012046	0.274924960458323	-0.298431760576944	0.652162372653381	"S02"	0.652162372653381	"IS09"
"MX2"	"MX2"	0.249330018152015	0.159890962222807	-0.183490005120258	-0.197457512194955	-0.288520897395073	0.406894131561571	-0.0359973399712709	-0.176529877261628	0.651854644268194	"S02"	0.651854644268194	"IS09"
"LAP3"	"LAP3"	-0.0260676344934139	-0.135858057693404	0.0655651929011054	0.0147439056798209	-0.301368733783037	-0.0151290174079907	0.204938958657027	0.0528361751673843	0.650841516778775	"S02"	0.650841516778775	"IS09"
"ISG20"	"ISG20"	0.155210309016176	-0.929073459575563	-0.149691122795129	0.154349564686996	-0.175250008167561	0.166135022329157	0.237860164998972	0.0256999237400751	0.637499989521017	"S02"	0.637499989521017	"IS09"
"LAMP3"	"LAMP3"	-0.035850858563611	0.201127567863682	-0.0845190032464834	-0.0711388016088504	-0.149183234306541	0.163204367887912	-0.161612064705446	-0.0564013531230267	0.628704179705469	"S02"	0.628704179705469	"IS09"
"SLC35G6"	"SLC35G6"	-0.0314747097218503	-0.0312738683653754	-0.0339006260838111	-0.0355149416116117	-0.0361511418301547	-0.0342731604363805	-0.0319436067009468	-0.0309913582627072	0.601884799944155	"S02"	0.601884799944155	"IS09"
"JMJD7"	"JMJD7"	-0.0314747097218503	-0.0312738683653754	-0.0339006260838111	-0.0355149416116117	-0.0361511418301547	-0.0342731604363805	-0.0319436067009468	-0.0309913582627072	0.601884799944155	"S02"	0.601884799944155	"IS09"
"TRAV40"	"TRAV40"	-0.0314747097218503	-0.0312738683653754	-0.0339006260838111	-0.0355149416116117	-0.0361511418301547	-0.0342731604363805	-0.0319436067009468	-0.0309913582627072	0.601884799944155	"S02"	0.601884799944155	"IS09"
"TMEM140"	"TMEM140"	0.224865167888552	-0.149571474848977	0.12534006570562	-0.21254681294026	-0.131432083005682	0.0497848568936469	0.126646417278124	-0.238936577843496	0.601008027031239	"S02"	0.601008027031239	"IS09"
"CHST12"	"CHST12"	0.32132300882782	-0.31581071788743	0.14091896005128	-0.0388164487474167	-0.282415225802146	-0.205753696193737	0.519963279917217	-0.215421126476004	0.597663796447369	"S02"	0.597663796447369	"IS09"
"HELZ2"	"HELZ2"	-0.0553753626815058	0.228680659508218	-0.0274233189637591	-0.286834112429948	-0.170034734990936	0.0770155724866771	0.39131861763203	-0.127180231114104	0.59547046891837	"S02"	0.59547046891837	"IS09"
"CARD16"	"CARD16"	0.0698909159678983	-0.481126396199969	0.189972404127407	-0.114179123848776	-0.240217048558724	0.0357220349648931	0.401536689172374	-0.116909069919173	0.586941560508509	"S02"	0.586941560508509	"IS09"
"OAS1"	"OAS1"	-0.0383654610976191	-0.085683573699976	0.336543836919509	-0.1123944416498	-0.292117207560981	0.110882210624719	0.388137803790902	-0.756791197988395	0.583473943847388	"S02"	0.583473943847388	"IS09"
"STAT2"	"STAT2"	0.111945060482646	0.144286719237522	-0.211146539633596	-0.112376691591759	-0.257061874755509	0.178999133852521	0.178353225284937	0.0259952728688949	0.583108780380042	"S02"	0.583108780380042	"IS09"
"IRF7"	"IRF7"	0.190605193662468	-0.306854472844967	0.062543054859484	0.112196872337622	-0.248039583790941	-0.0766926886424865	0.259225287118264	-0.28998344348466	0.572014540768474	"S02"	0.572014540768474	"IS09"
"DDX58"	"DDX58"	0.120613095840745	0.142288158538698	-0.128979616851951	-0.0656403725896654	-0.41331994095277	0.203878663397388	-0.0517925637060919	0.435462417332038	0.571570041632769	"S02"	0.571570041632769	"IS09"
"PARP10"	"PARP10"	0.024109666260796	0.0966363019754469	0.0715364014396796	0.0333986789257725	-0.23696708798075	-0.0920603966609548	0.0873931997498972	-0.104171981523146	0.569811443486967	"S02"	0.569811443486967	"IS09"
"PYHIN1"	"PYHIN1"	0.179195102794762	0.00141281737519287	0.141421462860937	-0.191891591748576	-0.216869029126338	0.0162896582962367	0.206739021588349	-0.216664754898418	0.569468762553417	"S02"	0.569468762553417	"IS09"
"ODF2L"	"ODF2L"	-0.219314296687861	-0.158816566648062	0.298373713164109	-0.210020948412079	-0.284897330888917	0.469490497411047	0.229688137027871	-0.70238038459075	0.558746023898645	"S02"	0.558746023898645	"IS09"
