"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"State"	"MaxFC"	"InitialState"
"PLIN5"	"PLIN5"	0.0641572177845968	0.00469936137481524	0.707974995448515	-0.0968507672728422	-0.0566138143902841	-0.0160171371083775	0.0116554900071203	-0.0924892757665155	-0.0295426717198595	"S01"	0.707974995448515	"IS03"
"DDX60L"	"DDX60L"	0.120362042405895	-0.261578338309632	0.695560214075417	-0.341458476715157	0.00505168034526917	0.302575971785472	-0.0963299419428043	0.0643813186913537	0.214084000333254	"S01"	0.695560214075417	"IS03"
"NABP1"	"NABP1"	0.0479880475469667	-0.261660594221873	0.689623670652321	-0.344055214298806	0.422503038839154	0.339216181975678	-0.30212304735725	0.480427796936806	-0.0673895093494754	"S01"	0.689623670652321	"IS03"
"PPP1R17"	"PPP1R17"	-0.0872229869952673	0.0951300481707962	0.682077685723598	-0.0316247321724967	-0.0840273172131131	-0.0501773021807405	0.0133551729113934	-0.0860677156443366	-0.031506706558771	"S01"	0.682077685723598	"IS03"
"LIMK2"	"LIMK2"	-0.125489379849193	-0.137069279194502	0.671767908144381	-0.168737420054885	0.101445236195767	0.194771121364618	-0.137488382576766	0.216542662364765	0.06662162174183	"S01"	0.671767908144381	"IS03"
"FPR1"	"FPR1"	0.382890962788297	0.103237207579202	0.666029732113681	-0.343614924741352	0.0327722284008482	0.493883500892524	-0.237864640211964	0.342292631806949	-0.695568538958354	"S01"	0.666029732113681	"IS03"
"SPATC1"	"SPATC1"	-0.0569775867911362	-0.0215957894852618	0.661253453060046	-0.0588742054915347	0.0050310349584535	-0.0572851581098468	-0.0195131347184848	0.0348693852227921	0.0218224215396113	"S01"	0.661253453060046	"IS03"
"LYPD2"	"LYPD2"	0.0108064969571306	0.160597986172518	0.65953652325347	-0.0184384784563957	-0.0719258315360009	-0.075064295620118	-0.0809645459308696	-0.0736723749066323	-0.0758835512339801	"S01"	0.65953652325347	"IS03"
"HAL"	"HAL"	0.0569861987553331	0.0411011612075728	0.645125835286221	-0.129884371688277	-0.0591824300031034	-0.0720213982944787	-0.066513728165272	0.194294368356127	-0.086463387394586	"S01"	0.645125835286221	"IS03"
"ADAM8"	"ADAM8"	-0.218254084086112	-0.265956313649119	0.619824342126492	-0.278124408093101	-0.0917899089491784	0.578242451150254	-0.0899753133193367	0.376839683500885	0.0169970498033404	"S01"	0.619824342126492	"IS03"
"ELANE"	"ELANE"	-0.0162574263267305	0.0682211616060712	0.619480845508139	-0.0668061632361703	-0.0622852289137225	-0.0127139623423023	-0.0441567636068138	-0.0637976737659321	0.00583276080197298	"S01"	0.619480845508139	"IS03"
"ACSL1"	"ACSL1"	0.0124006126690203	-0.50523376524485	0.615691456985118	-0.215679860456392	-0.273185628773651	0.285921650126165	0.0925188005012707	0.452430449646977	0.120242376697721	"S01"	0.615691456985118	"IS03"
"MBOAT7"	"MBOAT7"	0.0317987782725427	-0.130024088840998	0.615164322839888	-0.215052291090218	0.183978665781733	0.246637791245991	-0.0374013912520706	0.235639589711049	-0.269932059278579	"S01"	0.615164322839888	"IS03"
"MSRB1"	"MSRB1"	0.488220328144159	0.21706981556927	0.607403328735254	-0.15498732435467	-0.0547155199617996	-0.0762564977940438	-0.171411074637878	-0.0810713820639701	-0.290553213297609	"S01"	0.607403328735254	"IS03"
"FFAR3"	"FFAR3"	-0.0445304454951086	-0.0473147668085879	0.600101670573485	-0.0944182211180655	-0.121583733019747	0.0235082130908075	0.115651882605474	0.0391661001850982	-0.085580412108931	"S01"	0.600101670573485	"IS03"
"JOSD1"	"JOSD1"	-0.00253515678946071	-0.299756160089241	0.599630330948601	-0.322389443439302	0.0632116112348751	0.189099017160577	0.114138562693548	0.463804511956617	-0.164261457394731	"S01"	0.599630330948601	"IS03"
"VASP"	"VASP"	-0.0105623014848757	-0.0196747373180408	0.569720938059088	-0.431928380364834	0.0865157511434004	0.508096191143534	0.0191424669921142	0.190943154235351	-0.343510005067225	"S01"	0.569720938059088	"IS03"
"ITM2B"	"ITM2B"	0.29215485846633	0.404749591157243	0.562641150246916	-0.38280401259227	0.495381781315745	0.20253421792537	0.104555095042492	-0.142727302101531	-1.0230407652919	"S01"	0.562641150246916	"IS03"
"MARCKS"	"MARCKS"	-0.40077250534513	-0.40322506532916	0.53372194230849	-0.559782698233674	0.214084474086262	0.210312202060835	0.250338860174624	0.314762821725878	0.419456007935183	"S01"	0.53372194230849	"IS03"
"CLEC4E"	"CLEC4E"	0.445842975198582	-0.109673800755144	0.524542943585815	-0.276576520622709	-0.00416682937777862	0.0568950710801452	-0.16030105068307	0.111546221286121	-0.0119855968090383	"S01"	0.524542943585815	"IS03"
"ADM"	"ADM"	-0.177905512706929	-0.390350432202079	0.521639111949458	-0.0274249685096429	-0.356539098217358	0.225955716663321	-0.104526378561387	0.362810434189951	0.412562818557619	"S01"	0.521639111949458	"IS03"
"MEFV"	"MEFV"	0.142475168959231	-0.0899179089962078	0.497357655807287	-0.166424923067187	-0.0442800237703126	0.00987974949899721	-0.112225262082309	0.40339773024592	-0.111083958474187	"S01"	0.497357655807287	"IS03"
"DGAT2"	"DGAT2"	-0.0271182526954349	-0.162422232558835	0.488564687988576	-0.149496385148752	-0.10472961623913	0.161479122753919	0.0299104223637032	0.194063918155529	-0.0132950836976463	"S01"	0.488564687988576	"IS03"
"MAP1LC3B"	"MAP1LC3B"	-0.215864229046299	-0.335581093379609	0.488215795932257	-0.399289544908262	0.101692777315773	0.0803648077004858	0.139188871050754	0.372201055568756	0.301343706688404	"S01"	0.488215795932257	"IS03"
"SAMSN1"	"SAMSN1"	-0.044983156650555	-0.335733386633996	0.475248258932045	-0.371773370714658	-0.0424255809143266	0.425721348559384	0.282473858828547	0.319508308291983	-0.262192792387592	"S01"	0.475248258932045	"IS03"
"PHACTR1"	"PHACTR1"	-0.0568735102648812	-0.282226545681096	0.466960679071416	-0.306018991174908	0.280696324193752	0.0393420179486899	0.243246632378622	0.174118066770724	-0.0630601938209874	"S01"	0.466960679071416	"IS03"
"NSMAF"	"NSMAF"	-0.037366675390696	-0.160013128871679	0.465339802375436	-0.286024331008593	0.194351445170893	0.167036951843382	-0.0245815104865311	0.166639116084169	0.051842882767741	"S01"	0.465339802375436	"IS03"
"ZNF267"	"ZNF267"	-0.28113810260254	-0.387870863178689	0.449165056348935	-0.361915039935268	0.0403464716308514	0.21100264912654	0.22188519546925	0.406923866762698	0.170655217208008	"S01"	0.449165056348935	"IS03"
"NOD2"	"NOD2"	0.149735491392604	-0.0856834022535786	0.44686286376847	-0.119678988016609	0.0320852434910982	0.224549512229818	-0.172647798065493	0.147569630789582	-0.120981593225199	"S01"	0.44686286376847	"IS03"
"CPEB4"	"CPEB4"	0.0240212170385703	-0.327046887559674	0.443843252134882	-0.216368068877401	0.184742339241191	0.220988287817946	-0.0891269985232249	0.324450217948019	0.0531797755597558	"S01"	0.443843252134882	"IS03"
"PHF20L1"	"PHF20L1"	0.189400387245653	-0.198938997271094	0.437709662674288	-0.217288261294488	0.0474972412928673	0.397486811053036	-0.161790718227929	0.202371666895555	-0.133583556891562	"S01"	0.437709662674288	"IS03"
"CYTH4"	"CYTH4"	0.0302864175816879	-0.0669072630113539	0.425664490254551	-0.0821394357961198	0.19566255585098	0.160481365064726	-0.178489613054722	0.219761955891889	-0.167294362280797	"S01"	0.425664490254551	"IS03"
"CCL8"	"CCL8"	-0.0772872514628486	0.0265845530710279	0.398088917521648	-0.0646753067419377	-0.104598945713311	-0.0636295984207324	0.179003968432039	-0.0748717225188645	-0.054676786834138	"S01"	0.398088917521648	"IS03"
"LRG1"	"LRG1"	0.294003306715193	-0.113548195841714	0.396907043496453	-0.000858461340964438	-0.155026763476548	0.127447808322443	0.00602064781659728	-0.0567365338516576	-0.204562633575892	"S01"	0.396907043496453	"IS03"
"BAZ1A"	"BAZ1A"	0.14702723650566	-0.223679448536585	0.387375657822306	-0.456754662689007	0.148360709631994	0.141971973007531	0.163080417765108	0.279363619401219	-0.119794786174203	"S01"	0.387375657822306	"IS03"
"SIRPD"	"SIRPD"	0.161900424666804	-0.0421474431280223	0.348182665648699	-0.0240466395316864	-0.0330821392720135	-0.0539523700599484	0.0499632142653874	-0.0828957777390948	-0.0853837819822872	"S01"	0.348182665648699	"IS03"
"CLEC12B"	"CLEC12B"	0.199124144963202	-0.0694330811819587	0.2764556606196	-0.067539159873713	-0.00224818023632202	0.0748589015998296	-0.0708817092706653	0.0095213719875293	-0.0664334710353985	"S01"	0.2764556606196	"IS03"
"NBPF10"	"NBPF10"	-0.0880223261091574	-0.0489726411712938	0.213077494521492	-0.129672339254135	0.0249313239804376	0.0127140790498586	0.0325036786392297	0.0494158535742802	0.116728683655814	"S01"	0.213077494521492	"IS03"
"SIGLEC5"	"SIGLEC5"	-0.0756743364709837	0.128004422525556	0.129560654650041	-0.130780432025249	-0.03419651836085	0.124915510290982	-0.0926532152287738	0.0110183195473941	0.0404705995339645	"S01"	0.129560654650041	"IS03"
"AZU1"	"AZU1"	0.0442211248108238	-0.0630856814207703	0.0846619528618332	-0.0458108899410994	-0.0041088784960746	0.0318739027273676	-0.0483443814318055	0.0666844723259283	0.0539330617046423	"S01"	0.0846619528618332	"IS03"
"ADA2"	"ADA2"	0.29766163567412	-0.158529439053236	-0.298892487020348	-0.230398995318185	-0.0651875540388498	-0.300738604648973	-0.342644328674027	1.68441636528523	-0.301516794724312	"S02"	1.68441636528523	"IS08"
"CCL3L1"	"CCL3L1"	-0.206398340634993	-0.224767599508587	0.171806862045388	-0.168999924074584	-0.200459979472147	0.0245148543969583	-0.44366575018256	1.44389576027577	0.158587141323049	"S02"	1.44389576027577	"IS08"
"COLGALT1"	"COLGALT1"	-0.0772017293702196	-0.223568995147608	0.0154605343110498	-0.186150232352776	-0.0506246021646118	-0.23774380310541	0.0465462226849553	1.0423411240222	-0.0971900415455878	"S02"	1.0423411240222	"IS08"
"PECAM1"	"PECAM1"	0.0705011211692801	-0.201117803666465	-0.0195112951967258	-0.272318697819871	-0.162127545288352	-0.332316780407894	0.261965021277149	1.01887815440782	-0.271001805259671	"S02"	1.01887815440782	"IS08"
"C5AR1"	"C5AR1"	0.105559422742312	-0.443979073297185	0.313316442720623	-0.493235700542362	0.409737691320922	0.204050604246486	0.195167988804789	0.998396966461668	-0.590913158899873	"S02"	0.998396966461668	"IS08"
"CSRNP1"	"CSRNP1"	-0.140864257618861	-0.524711653796312	0.498377578969579	-0.281129958959608	0.0545319511809748	0.204625363327534	0.134066776864626	0.956534654855339	-0.209175639279045	"S02"	0.956534654855339	"IS08"
"SEZ6"	"SEZ6"	-0.0971260357033696	-0.0718410846240747	-0.138142860951851	-0.0976245562409639	-0.103675262095072	-0.151006366222671	-0.0625290926470928	0.950521449230547	-0.152654457532059	"S02"	0.950521449230547	"IS08"
"NFIL3"	"NFIL3"	0.275648908350284	-0.415726071942554	0.0525136847124945	-0.166772065597528	0.166637003768616	0.0865050999093387	-0.205478010653988	0.946408856172029	-0.218981180598269	"S02"	0.946408856172029	"IS08"
"JAML"	"JAML"	0.356397589001299	-0.241697328754078	0.145346660850191	-0.371363206994537	0.0804954489029078	-0.467387045532184	0.342650615341951	0.932205043432155	-0.477046165165336	"S02"	0.932205043432155	"IS08"
"IER5"	"IER5"	-0.187622090821364	-0.184983234148008	-0.0808341637704449	-0.233615891442336	0.151395795727436	0.188574361610679	-0.219667780874106	0.917390308631599	-0.0296207389807748	"S02"	0.917390308631599	"IS08"
"PPP1R15A"	"PPP1R15A"	-0.388224139755059	-0.620963327060847	0.354049992901514	-0.544692333256711	-0.273614584846076	-0.131286079844005	0.702963179510946	0.898589533692666	0.249149687656634	"S02"	0.898589533692666	"IS08"
"FOSB"	"FOSB"	0.0606490386893454	-0.489090378912208	-0.0976100066119688	-0.323071018884312	0.444342493867144	0.284887542547805	0.133146598247309	0.895224595452031	-0.505024963168161	"S02"	0.895224595452031	"IS08"
"LDLR"	"LDLR"	0.0400817809487286	-0.318471511165791	-0.142237353693012	-0.309986276803718	0.0870889585910788	-0.0733056023148408	0.172307236569024	0.886141469703143	-0.191933654075329	"S02"	0.886141469703143	"IS08"
"TNFAIP3"	"TNFAIP3"	-0.462223672955092	-0.720866641684966	0.54566308620112	-0.227228047847637	-9.61105245223214e-05	0.279167351405475	0.271561976745101	0.884839726056813	0.0886082207955188	"S02"	0.884839726056813	"IS08"
"PPP1R15B"	"PPP1R15B"	-0.180027907425387	-0.489614062658825	0.191076510703831	-0.399865286013976	0.00952610210863486	-0.0149271781706861	0.402726602263959	0.880073394653673	-0.0816881352575807	"S02"	0.880073394653673	"IS08"
"CD83"	"CD83"	-0.514933239700714	-0.544945356401256	-0.184282456710449	-0.558913660278457	0.0620930752726599	-0.0448806628345895	0.530540057953116	0.863000529099185	0.392973562791109	"S02"	0.863000529099185	"IS08"
"NR4A1"	"NR4A1"	0.00941483824621986	-0.22511784356917	-0.4488379592309	-0.263488816585258	0.31712084743566	0.157105361321228	-0.145882464344203	0.859581006703485	-0.157594687391791	"S02"	0.859581006703485	"IS08"
"NR4A3"	"NR4A3"	-0.3516408534918	-0.443310758896568	-0.212962629015646	-0.372803795242118	0.0684194169720042	0.10160645012397	0.494464967334632	0.850126948072853	-0.159269600928249	"S02"	0.850126948072853	"IS08"
"GNAI2"	"GNAI2"	0.333386435656731	-0.0274038539207946	-0.19895321432861	-0.56510186814228	0.724238442692681	0.249024523990136	-0.342434618957593	0.844924343223105	-0.49033204984895	"S02"	0.844924343223105	"IS08"
"KLF4"	"KLF4"	0.0535005416735417	-0.166626381301161	-0.594905385353993	-0.354879884277749	0.589107903186856	-0.132367781633222	0.126929492467381	0.844757337573891	-0.395785178245532	"S02"	0.844757337573891	"IS08"
"CHD1"	"CHD1"	0.262190356299185	-0.33673633884937	0.390573119674249	-0.276269982542015	0.114418249415438	0.305199232523312	-0.124785838279583	0.835759601255967	-0.464488433874713	"S02"	0.835759601255967	"IS08"
"MRC1"	"MRC1"	-0.315363659146908	-0.189153322664449	-0.257668731625073	-0.216842478891364	0.355619716390097	-0.185362188864115	0.150712258273243	0.830030079018444	-0.100102115822705	"S02"	0.830030079018444	"IS08"
"MAFF"	"MAFF"	-0.406199340241942	-0.431580485948959	0.318465035862578	-0.372462090072592	-0.120187638632523	-0.124521586677148	0.52996682747107	0.827731428894925	0.0366815305060085	"S02"	0.827731428894925	"IS08"
"CDKN1A"	"CDKN1A"	-0.132727522260384	-0.378131619567027	-0.432613854989576	-0.335295246920374	-0.239467651411403	0.206402620990723	0.490974514512874	0.817368785537913	-0.294190401796298	"S02"	0.817368785537913	"IS08"
"ZNF331"	"ZNF331"	-0.147868130749485	-0.124134541021545	-0.416016658502308	-0.341562269543508	0.71371472842457	0.403389563263918	-0.108911268992164	0.812923477868805	-0.55877982835423	"S02"	0.812923477868805	"IS08"
"BASP1"	"BASP1"	-0.32261327058396	-0.52697470832529	0.47443128604038	-0.40379644280589	-0.0511202925737353	-0.155707176286496	0.159721951123501	0.804839850445962	0.58634361515593	"S02"	0.804839850445962	"IS08"
"IRF2BP2"	"IRF2BP2"	-0.15587504281997	-0.263159775448091	-0.0884632559487649	-0.380236249359845	0.417691855854634	0.31534040375921	0.14077675627536	0.797271291073189	-0.478245214659648	"S02"	0.797271291073189	"IS08"
"SMIM3"	"SMIM3"	-0.352446951159213	-0.330101124182612	-0.378536994970212	-0.23255609415784	-0.221007558147494	-0.328439496915389	0.662068504863242	0.796603406403894	-0.0163385984931576	"S02"	0.796603406403894	"IS08"
"NR4A2"	"NR4A2"	0.146370207364657	-0.275533330217315	0.00975524865527509	-0.339355237203013	0.67712066442284	0.227085720729739	-0.13427031154564	0.795453524570556	-0.507521125025181	"S02"	0.795453524570556	"IS08"
"CYB5D1"	"CYB5D1"	-0.121423203807416	-0.236488514139009	0.623061762410425	-0.190948169525096	-0.0654211509084086	0.0712714621436311	-0.0937003457243256	0.787123163036306	-0.0734179909983501	"S02"	0.787123163036306	"IS08"
"DNAJA4"	"DNAJA4"	-0.283649751067067	-0.0299136794341409	-0.328420441910182	-0.130519841748236	-0.159483023647424	-0.182822923090593	-0.206352292395393	0.774292504037199	0.449721746607264	"S02"	0.774292504037199	"IS08"
"SLC7A5"	"SLC7A5"	-0.454116809851497	-0.433871383848895	-0.14323715373367	-0.367498224745058	-0.249379934114038	0.175869330247063	0.476728289983538	0.752875172378751	0.130650848870951	"S02"	0.752875172378751	"IS08"
"NFKBID"	"NFKBID"	-0.0284777357710765	-0.294999105982622	0.0773829941449444	-0.122156223742745	0.20745292502906	-0.030960246416719	0.0242085813705542	0.749947317937915	-0.22679252755682	"S02"	0.749947317937915	"IS08"
"KDM6B"	"KDM6B"	-0.168807754200478	-0.589303579139049	0.716863077904625	-0.396709022447615	0.00797407911676429	0.418551742245914	0.224550277452647	0.748160120884349	-0.157491223510008	"S02"	0.748160120884349	"IS08"
"BCL3"	"BCL3"	0.0512881467380898	-0.283876820428752	0.381138258340023	-0.263673729538741	-0.0327025030244314	0.100502619020179	0.0549919611268933	0.719715478287167	-0.222932630975163	"S02"	0.719715478287167	"IS08"
"RLF"	"RLF"	-0.184178530671516	-0.297332948599944	0.249718765822231	-0.168707536678332	0.0292018734677859	0.23531900897206	-0.203590726586229	0.714183420467164	0.127333167294103	"S02"	0.714183420467164	"IS08"
"PPIF"	"PPIF"	-0.620800997158933	-0.563376030249272	0.382193868948345	-0.452754333887359	-0.469908465690615	0.626733484990158	0.589132139757966	0.701154612518115	0.00931306446545961	"S02"	0.701154612518115	"IS08"
"NFKBIZ"	"NFKBIZ"	0.277513876768776	-0.488341072390607	0.403017388840675	-0.408625009675032	0.0565945125416533	0.18901511684018	-0.0561370161285195	0.697942142276473	0.0167550628833828	"S02"	0.697942142276473	"IS08"
"GPCPD1"	"GPCPD1"	-0.130200598182729	-0.399806628971612	0.148798742974036	-0.508401544932599	0.0370486293246382	0.347986962286912	0.17879585398792	0.69309638807682	-0.00745487648134832	"S02"	0.69309638807682	"IS08"
"C5AR2"	"C5AR2"	-0.0409611808846861	-0.150512325706933	0.0355766077134469	-0.105276744301672	0.0287209266694008	-0.0918105599734189	-0.0294884947758344	0.687612618323747	-0.112442181868307	"S02"	0.687612618323747	"IS08"
"TRIM25"	"TRIM25"	0.0546557670974957	-0.281442307954386	0.307226622760049	-0.167404267119761	0.00306597251885541	0.0948432734049133	-0.0776805485519767	0.680940384043983	-0.120799406787146	"S02"	0.680940384043983	"IS08"
"IRS2"	"IRS2"	0.384728174412616	-0.28960978166274	0.225909674822256	-0.204660421095528	0.354547045442709	0.0269802422373401	-0.252033034466317	0.671066756890759	-0.256294255627005	"S02"	0.671066756890759	"IS08"
"ITPRIP"	"ITPRIP"	-0.0850487527333296	-0.244512435386203	0.15243015810765	-0.254288208864141	-0.11604941606363	0.0662734652404232	0.156091247902399	0.666613415979315	-0.113114679915328	"S02"	0.666613415979315	"IS08"
