"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"State"	"MaxFC"	"InitialState"
"POU3F1"	"POU3F1"	-0.143208831545098	0.334114340550685	-0.00191815166392595	-0.0907946210365701	-0.117324900941724	0.275573031999597	0.0160881826319393	-0.0495191315697833	0.596098971155151	0.0116918917999836	0.538104266879102	0.267874795680681	-0.172615099802479	"S01"	0.596098971155151	"IS09"
"SUSD4"	"SUSD4"	0.132648431500309	-0.0693568484515759	-0.0553802940309842	-0.0391435637994494	-0.124029098025643	0.137144996565805	-0.119266888630461	-0.093867868971988	0.589083407104987	0.0381086611303093	-0.115569072736585	-0.11706934126876	0.26132796953394	"S01"	0.589083407104987	"IS09"
"SFI1"	"SFI1"	0.0264381672817853	-0.0300900707163361	0.175756903763377	0.0481311837961248	0.101881142043403	-0.0581755934361218	-0.225477196795093	-0.130031679380349	0.586133898700952	-0.182449184167466	0.353800385421343	0.139397397371531	-0.120199006945081	"S01"	0.586133898700952	"IS09"
"TRBV6-5"	"TRBV6-5"	-0.0247803531907665	-0.08630800519938	-0.0846517748224196	-0.0954826416347157	-0.0880693930605918	-0.0814560574306828	-0.084687889060825	-0.0914363942692648	0.579233054175858	-0.0818253965204344	-0.0820621793958553	0.14482064780109	0.461981837070724	"S01"	0.579233054175858	"IS09"
"ITPR1"	"ITPR1"	-0.223828897865598	0.315703530523878	0.484331579384781	-0.0860472423191336	0.30673640613281	0.307927965817246	-0.129357166239067	-0.1399199976474	0.560356568114655	-0.220620594494189	-0.290191308135587	-0.260172022271584	-0.000434705677250032	"S01"	0.560356568114655	"IS09"
"MAL"	"MAL"	-0.0966444001815831	0.119749777671153	-0.00761241907446598	0.0555641714666415	0.0031587232016596	0.268714557295806	-0.0833262934389083	-0.159566312120334	0.549271941663769	0.0740703668643467	-0.14430760812691	-0.0394722276505925	0.122229034191026	"S01"	0.549271941663769	"IS09"
"SLAMF1"	"SLAMF1"	-0.0533063680701251	-0.138268529785367	0.446062844218545	-0.192442023737468	-0.0957484899789756	-0.0264717595151368	0.0435343523351424	-0.10249953549644	0.540827965266906	0.1532132400676	0.0740350987687351	-0.00188441908605705	0.251155668999876	"S01"	0.540827965266906	"IS09"
"TNFAIP8"	"TNFAIP8"	0.0490107544196854	0.24775638721511	0.392967179209473	-0.155766456533284	0.0101130453614467	0.238557903469047	-0.229770607955925	-0.462471024094889	0.532749184278221	-0.0130884950578826	0.178060672382222	0.296486313602274	0.128702171187394	"S01"	0.532749184278221	"IS09"
"TSC22D3"	"TSC22D3"	-0.284764021971574	0.0974750167749961	0.273812321080873	-0.0487018631274953	0.104167586733783	0.0302922072407226	-0.130373453714132	0.393648984411911	0.504372313713487	-0.304462606300055	-0.538593971482784	-1.04309921389217	0.3657204743759	"S01"	0.504372313713487	"IS09"
"ZNF281"	"ZNF281"	-0.0695111554863571	0.45904503996919	0.290392858712359	-0.0435871617298054	0.0958584440594749	-0.0489722996271572	-0.0182402081381855	-0.161360812177888	0.501392381825848	-0.00212238977827922	0.0495085486799669	-0.0815095363558199	-0.236414668038783	"S01"	0.501392381825848	"IS09"
"BTG1"	"BTG1"	-0.130794029043586	0.438248874955063	0.0314494695319912	0.112141835776213	-0.100652844189485	-0.397990895816097	-0.3471712048151	0.0779838417678187	0.491752457740061	-0.620060397476398	-0.107724822537449	-0.531106360849014	0.356464695858197	"S01"	0.491752457740061	"IS09"
"PSTPIP1"	"PSTPIP1"	0.10458332356317	0.192395952356695	0.284869563331876	-0.184827425995361	0.311338965833992	0.0206753283806721	-0.312513386383558	-0.252032972653144	0.483337858614334	-0.111347759004176	0.11352915028553	-0.0452685290761631	0.0033115594912405	"S01"	0.483337858614334	"IS09"
"FBLN7"	"FBLN7"	-0.0107929516449097	0.0807659428700046	-0.164039152659844	0.0263291466888667	-0.0321170876607391	0.170027746274298	-0.19787117383307	-0.231251298526748	0.482653175329563	-0.261582299930248	0.239984658420546	-0.121519423370773	0.385852524842068	"S01"	0.482653175329563	"IS09"
"FCRL3"	"FCRL3"	0.0660332090174431	-0.146396981312436	-0.0195689892075653	0.0561895957413713	-0.114657302764514	-0.0604528464384264	-0.143648915110326	-0.0370107162438376	0.47667322316344	0.236751820875549	-0.139195145522366	-7.31986972345338e-05	0.145757195761899	"S01"	0.47667322316344	"IS09"
"TIAM1"	"TIAM1"	-0.178881486757907	0.00253683829653508	0.170021757242446	-0.108300497983608	-0.0961055301223457	0.0713007463921557	-0.0271062816250134	-0.282800549671632	0.455459286613522	0.204930439197502	0.339484518434715	0.0998092448018273	0.421019264784652	"S01"	0.455459286613522	"IS09"
"CIB1"	"CIB1"	0.201198887837888	0.189305430803936	0.261131228125771	0.0774008561028613	-0.0214474284625922	0.32147460224909	-0.274459986042662	-0.355309778458992	0.44813732861965	-0.330329342909351	0.0571826716813794	-0.049650162123893	-0.0602291147872014	"S01"	0.44813732861965	"IS09"
"ZC3H7A"	"ZC3H7A"	-0.173896301837268	0.20197449124444	0.107209837724301	-0.0510187050498821	-0.0511184529202383	0.239462524296467	-0.0155264561534022	-0.104865404470733	0.401258862099449	0.364054121359439	-0.0815976705026767	-0.0144417632740374	0.0870366891235406	"S01"	0.401258862099449	"IS09"
"PIK3IP1"	"PIK3IP1"	0.199517016235932	0.0257423000055663	0.275964584478359	-0.28399781986082	-0.0158200210079013	-0.0185431407506045	-0.0682920576896619	-0.0884289977142804	0.400692137039262	-0.204933627920222	0.0791005501371699	-0.245889725958577	0.242143954030017	"S01"	0.400692137039262	"IS09"
"ABCD2"	"ABCD2"	0.00234142491140941	0.0944764904054345	0.0641769330463162	-0.105636246493535	-0.00845497717670029	0.0117834380419906	-0.0764669005983002	-0.0886889450129733	0.393796865061713	0.129437376377423	0.0791069456768526	-0.0101459192015004	0.104480365889441	"S01"	0.393796865061713	"IS09"
"HLA-F"	"HLA-F"	-0.0555551634694122	0.159168402472111	0.291041818568286	0.061324094144997	0.0719945647666161	0.269770860471839	-0.112983254477116	-0.230731870010154	0.366275435255605	-0.654643343847488	0.190894102784041	-0.296959233164553	0.123647048743875	"S01"	0.366275435255605	"IS09"
"PHF1"	"PHF1"	-0.0985565566919839	0.0955996906224844	-0.0174619941898753	0.114972978327983	-0.107124742946102	-0.185531548689488	-0.0992587355638622	-0.190729013876601	0.190134625716925	0.158516003835898	0.16622423580781	0.077320237242774	0.165588158139542	"S01"	0.190134625716925	"IS09"
"PAGE5"	"PAGE5"	-0.0149422973577226	-0.103252140891095	-0.0425605955054658	0.00196622988614288	-0.105359327439892	1.60491952921331	-0.101313960771978	-0.0618215908111228	-0.0955269203739008	-0.0978894987838077	0.145033300885047	-0.00208259611226312	-0.0629708169915449	"S02"	1.60491952921331	"IS06"
"IVL"	"IVL"	-0.0396602119064283	-0.0370391892065252	-0.0363284158528819	-0.0409764959956748	-0.0377950910270666	1.35222436785727	-0.0363439143238089	-0.0392400438392483	-0.034267954615852	-0.03511547204246	-0.0352170877118677	-0.0356742609610586	-0.0386700568202488	"S02"	1.35222436785727	"IS06"
"SLC30A3"	"SLC30A3"	0.0288381807959781	0.0168687157673487	-0.0670130485683724	-0.0755871086545615	-0.0697185443180272	1.26629851575808	0.0469636227427552	-0.0723839700105174	-0.0632122280341244	-0.0647755972352982	-0.0649630421218823	-0.0658063646954914	-0.024638163072729	"S02"	1.26629851575808	"IS06"
"IGFL2"	"IGFL2"	-0.141393726412713	-0.223874356062821	-0.038771123571195	-0.0119035598735067	0.659516854215056	1.2236584321493	-0.106810661347908	0.0928292818003941	-0.126372585354307	-0.305122748981866	-0.322866535035042	-0.233902410154784	-0.246697629623136	"S02"	1.2236584321493	"IS06"
"C6orf52"	"C6orf52"	-0.0827457092784751	-0.077277297187028	0.0181202013210968	-0.0355762570117009	0.0230701692117389	1.18413944261823	0.0502104419934052	-0.0258507445139269	-0.0714954881456816	-0.0732637195095484	-0.0734757269657563	-0.0744295575921962	-0.0334444520310988	"S02"	1.18413944261823	"IS06"
"SGSM1"	"SGSM1"	-0.125575733940342	0.108048487851053	0.0421005920876185	-0.0201422246184215	0.0086197164312991	1.15112662652439	-0.115075373935092	-0.124245359974139	-0.108502283388518	-0.111185769375043	0.0722036590679931	-0.112955057162418	0.056062440251399	"S02"	1.15112662652439	"IS06"
"FAIM2"	"FAIM2"	-0.0600048456672607	-0.124468614063835	-0.00980309526061396	-0.113024663637868	0.11745031436484	0.973070673122439	0.0762167691084626	-0.0562007445620486	0.586128042303941	0.0943399296215899	0.0498922497470257	-0.152396110790371	-0.00532961559927941	"S02"	0.973070673122439	"IS06"
"CDH20"	"CDH20"	-0.0401307467750387	-0.0374786278577318	-0.0367594217794384	0.0302465726633752	-0.038243497814012	0.959463018595318	-0.036775104126614	-0.0397055937691309	-0.034674514912624	-0.035532087416646	-0.035634908670022	-0.0360975058931253	-0.0391288443362611	"S02"	0.959463018595318	"IS06"
"TNFRSF18"	"TNFRSF18"	-0.278356246379681	0.0146411760054114	-0.0662612378775915	0.181353110658109	0.830925332346271	0.942366066026262	0.277426510379278	-0.212715415973991	-0.171166426991305	-0.439867518793185	-0.245253608049496	-0.321698033492471	-0.407810684051086	"S02"	0.942366066026262	"IS06"
"FAM153B"	"FAM153B"	-0.05672897935027	-0.0529799337584261	0.103726238593223	-0.00913012180636629	-0.0540611568963532	0.939628143709115	-0.0519854298824147	-0.0561279814115062	-0.0490160288191392	-0.050228296638244	-0.0503736451609673	-0.0510275743904439	0.025381207892899	"S02"	0.939628143709115	"IS06"
"HMHB1"	"HMHB1"	-0.131496784322784	0.0221065215887072	0.170404363170898	-0.134296242759312	0.249282727642657	0.897998112578587	0.0256337907438765	0.00710819918848926	-0.169018154236451	-0.173198322931499	-0.173699516920966	-0.175954410147327	-0.0422021455295402	"S02"	0.897998112578587	"IS06"
"AHSP"	"AHSP"	-0.0029877454000872	-0.0912446395269609	-0.0222388030773415	-0.0132208126952943	-0.0931067750275112	0.863944995619224	0.21291509076362	-0.0966663615439936	-0.0844178080901087	-0.0865056351657091	-0.0867559615179868	0.153021187168984	-0.0479907099020195	"S02"	0.863944995619224	"IS06"
"NTRK2"	"NTRK2"	-0.126160711325002	-0.129146287928629	0.115944122348491	0.238800133772643	0.00432589473715627	0.828605003955428	-0.145757740265478	0.00921554805161554	-0.175848770017938	-0.180197873975513	-0.180719322970068	-0.183065344331907	-0.0862231128380185	"S02"	0.828605003955428	"IS06"
"NMB"	"NMB"	-0.296198343651171	0.168460305291734	-0.171803248951739	0.174964182959722	0.257179388609196	0.81066345622455	-0.119341520007618	0.110093404685718	0.655923276248148	-0.271708897914296	-0.387625108799966	-0.489696052229707	-0.0205073037057599	"S02"	0.81066345622455	"IS06"
"CLDN19"	"CLDN19"	-0.0232774674115456	-0.0217391304347826	-0.0213219616204691	-0.024050024050024	-0.0221827861579414	0.793650793650794	-0.0213310580204778	-0.0230308613542146	-0.0201126307320998	-0.0206100577081616	-0.020669698222406	-0.0209380234505863	-0.0226963231956423	"S02"	0.793650793650794	"IS06"
"RPL36A-HNRNPH2"	"RPL36A-HNRNPH2"	-0.0232774674115456	-0.0217391304347826	-0.0213219616204691	-0.024050024050024	-0.0221827861579414	0.793650793650794	-0.0213310580204778	-0.0230308613542146	-0.0201126307320998	-0.0206100577081616	-0.020669698222406	-0.0209380234505863	-0.0226963231956423	"S02"	0.793650793650794	"IS06"
"HBE1"	"HBE1"	-0.0232774674115456	-0.0217391304347826	-0.0213219616204691	-0.024050024050024	-0.0221827861579414	0.793650793650794	-0.0213310580204778	-0.0230308613542146	-0.0201126307320998	-0.0206100577081616	-0.020669698222406	-0.0209380234505863	-0.0226963231956423	"S02"	0.793650793650794	"IS06"
"MYH6"	"MYH6"	-0.0232774674115456	-0.0217391304347826	-0.0213219616204691	-0.024050024050024	-0.0221827861579414	0.793650793650794	-0.0213310580204778	-0.0230308613542146	-0.0201126307320998	-0.0206100577081616	-0.020669698222406	-0.0209380234505863	-0.0226963231956423	"S02"	0.793650793650794	"IS06"
"LAIR2"	"LAIR2"	-0.15781815384703	-0.117732436516993	-0.00650692991382198	0.0231700698962259	0.446640437364331	0.786829828037452	0.0362652125562292	-0.155985342978502	-0.0121370847940382	-0.0545196415435049	-0.196230323819486	-0.132623152081993	-0.0467785281958912	"S02"	0.786829828037452	"IS06"
"TUBA3D"	"TUBA3D"	-0.0536388817698471	-0.0937539979920145	-0.0522469483589237	-0.0788228767579866	0.130013851383337	0.77609120834487	-0.227249731569771	0.0993297824734192	-0.214269256154281	-0.13822630542349	-0.115614507920669	-0.118865791588141	0.121178797514833	"S02"	0.77609120834487	"IS06"
"HACD1"	"HACD1"	-0.12091279205704	0.00665173256113723	-0.108338414359521	0.0288326884109062	0.0844325712571298	0.76766814878418	0.079522945927398	0.00881435675578372	-0.249888756967908	-0.125934023647229	-0.0294507131594295	-0.140858755071783	-0.0348442719127197	"S02"	0.76766814878418	"IS06"
"APRT"	"APRT"	0.160260304719523	-0.729305180575029	0.278997863929765	0.10806803016812	0.378572160740231	0.722380963064727	-0.478861366719461	-0.18226502654726	0.0126830197998757	-0.648986764980593	0.190540098361011	-0.0807983936862276	0.157608346902687	"S02"	0.722380963064727	"IS06"
"UCP2"	"UCP2"	0.0694756323926225	-0.087482702526407	0.0926582553434139	-0.187710548098249	0.297988768415739	0.70298500354194	-0.179391858107297	-0.503577746102612	0.126371144008408	0.289263285644749	0.291085413536598	-0.0760603395492464	0.271179269658904	"S02"	0.70298500354194	"IS06"
"SNX32"	"SNX32"	-0.0520009248520254	0.0754392268590365	-0.0476324036597657	0.00344266151851256	-0.0495554510124891	0.700072964074948	-0.0476527246510881	-0.0514500168503687	-0.0449308071529165	-0.0460420389868716	-0.046175273494068	-0.0467747012488067	0.0374009034782798	"S02"	0.700072964074948	"IS06"
"CALM3"	"CALM3"	0.199380751799019	-0.26461335650617	0.000692207006323179	-0.0161625933837677	0.252235330402355	0.699292598471145	-0.149323410348821	-0.455370744981668	0.124322886442428	-0.0248504982138229	0.320486481263569	-0.0566660243237354	0.106973054337059	"S02"	0.699292598471145	"IS06"
"KCNQ2"	"KCNQ2"	-0.0519330233718798	-0.04850092791426	0.106815814741413	-0.053656630208176	0.040655277514216	0.688663760182538	-0.0475905009397602	-0.0513828347318277	-0.0448721376519702	-0.045981918467765	-0.0461149790007432	-0.0467136240380226	0.0410984507715261	"S02"	0.688663760182538	"IS06"
"YWHAQ"	"YWHAQ"	-0.124314006944723	-0.185745792460984	0.117771725315726	-0.120139410013925	0.531024869414821	0.685481797487515	-0.146322945306071	-0.120260523926276	-0.0371921090438898	-0.301083606959867	0.268073421072071	-0.107448232414809	0.0199527571711823	"S02"	0.685481797487515	"IS06"
"TNFRSF4"	"TNFRSF4"	-0.144003315446578	-0.0473568854796964	0.100945490840392	0.15610276680678	0.570920794140766	0.682211585674279	0.118831681141178	-0.273499335343116	0.0245662943527233	-0.308601879409909	-0.253487802668839	-0.344944595104638	-0.176672318160725	"S02"	0.682211585674279	"IS06"
"TRABD2A"	"TRABD2A"	-0.00275608408070756	-0.120233623915879	0.51633458144007	-0.120656308560096	0.298309027790058	0.661171004147727	-0.1036524041272	-0.177607131101528	0.443225879765607	-0.14252783925429	-0.247034387689577	-0.292152472815067	0.0150796698141813	"S02"	0.661171004147727	"IS06"
"NSG1"	"NSG1"	-0.0380250300790071	0.113502375178249	0.219212055298062	-0.020338906549538	-0.145952957379785	0.654056059570711	-0.219677929056245	-0.156361055098027	0.0156665896865639	-0.0455816609568568	-0.158474514904388	0.00568418036573953	0.190058095795949	"S02"	0.654056059570711	"IS06"
"PGM2L1"	"PGM2L1"	-0.0473906072362604	0.30777965862138	0.155212388827999	0.173318230222151	-0.0550092194880643	0.64810591285967	-0.291787609445292	-0.154759104432155	0.00438943205290103	-0.199098973206017	-0.180002456000598	-0.335197727168712	-0.00782350472712873	"S02"	0.64810591285967	"IS06"
"CCDC167"	"CCDC167"	0.207911821706369	0.0557198591041943	0.151121918967935	-0.171144807202805	0.478519074679876	0.617214509027401	-0.170783935939953	-0.171727953964226	-0.328704518895809	-0.452997923631482	0.0464302799045922	-0.288519446552001	-0.156073383845911	"S02"	0.617214509027401	"IS06"
"KIF5C"	"KIF5C"	-0.111246583667813	0.229355748732639	0.0692323912229572	-0.00301924238977757	0.117129002442655	0.614956261524241	-0.00553962743795084	-0.0802204100352431	-0.161222428011328	-0.165209792265525	0.0558540192387449	-0.167838758809113	-0.114220701010852	"S02"	0.614956261524241	"IS06"
"ADTRP"	"ADTRP"	-0.029292435947092	-0.1986656386367	-0.0902185731024771	0.0120769454359835	0.0550272154179293	0.609197366502756	-0.00551918814361098	0.0170287327716849	-0.199693635607858	-0.204632472432455	0.0686834269416979	0.0232286476119956	0.0391031721137314	"S02"	0.609197366502756	"IS06"
"CPM"	"CPM"	0.0440759330128913	-0.390842368189376	0.0148484950144613	-0.0182699501591359	-0.0589712487232391	0.587398807094566	-0.0584037615015043	0.135782615310029	0.408254382730522	-0.156622778189607	0.353087441799664	0.028097252406678	-0.0593728126484611	"S02"	0.587398807094566	"IS06"
"IL21R"	"IL21R"	-0.129265795346249	-0.00356113371405086	-0.0566562321714627	-0.0325939924332913	0.165752139304185	0.577413188825269	-0.0931636820534026	-0.189322515498294	-0.312731676857956	0.0459491624268719	0.000712379842454106	0.0440911009114677	0.195531172846616	"S02"	0.577413188825269	"IS06"
"IFNAR2"	"IFNAR2"	0.0715985367108348	-0.178806919955319	0.207748288704064	0.129545729885453	0.113001834364457	0.574314948872756	-0.0311700938142516	-0.211831772153171	-0.244005938493473	-0.0944919311263498	0.331573583251338	0.0455792337962634	-0.306616734190616	"S02"	0.574314948872756	"IS06"
"DNPH1"	"DNPH1"	0.0550648286130166	-0.148752955847772	-0.0250436841454413	-0.0555660353871515	0.552052750782614	0.567584286097125	0.0754536573145981	-0.309554619970781	0.280821245558828	-0.171576021359315	-0.0945641865602353	-0.0876383235709701	-0.0797943208635327	"S02"	0.567584286097125	"IS06"
"MEAF6"	"MEAF6"	0.115922761082173	0.0301869909750498	-0.0398646343434666	-0.0736537007204823	0.288905830976838	0.550724537066747	-0.219099045045564	-0.321244123236326	0.2032625908071	-0.329525117111448	0.322416169140689	0.0848260177382516	0.0129368844841782	"S02"	0.550724537066747	"IS06"
"CHN1"	"CHN1"	-0.175988443252874	0.0522045602655919	0.00818602013501404	0.241054597082154	0.302333069142207	0.53643507511844	-0.109180169586612	-0.0307214810594906	-0.0445678275929098	-0.272332558962465	-0.428181805218234	-0.22689585370299	-0.149809379890071	"S02"	0.53643507511844	"IS06"
"BIRC3"	"BIRC3"	0.0186555750420059	-0.511556145541453	0.11175851927182	-0.0465922232702974	0.453859916855814	0.533307737067135	0.197997696055846	0.277495222845436	0.305714009836271	0.178180181424828	-0.435928485330667	-0.316393563658854	-0.390289805032685	"S02"	0.533307737067135	"IS06"
"CD82"	"CD82"	-0.152194155488257	-0.0940600404887382	-0.141318047342092	-0.070813249207391	0.267383103544879	0.525938062683049	0.119450405897156	-0.302368573141356	0.428330680596825	0.485367611714394	-0.0534208429926736	-0.103573497594244	0.230930362066683	"S02"	0.525938062683049	"IS06"
