"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"State"	"MaxFC"	"InitialState"
"METRN"	"METRN"	0.605615948369668	-0.123736472808861	0.185301054267806	0.30328960291917	-0.261518150431238	0.336582094497671	-0.0862781882217186	-0.351649938508646	0.0720924673895564	-0.0701379583296978	-0.14150324453264	-0.125436088359562	-0.306623752336538	1.08374886321009	-0.131632920077332	-0.125404066860873	0.143358617589791	"S05"	1.08374886321009	"IS14"
"PPP1R14B"	"PPP1R14B"	-0.116924178722726	-0.177624309628337	0.225968784327286	0.0932274390880729	-0.398966243749602	0.435128920562647	0.13768122629887	0.419989693375536	-0.00366703715759595	-0.242892398285017	-0.29637713106567	-0.0163001743827366	-0.134705196682448	1.04559916248609	-0.356705703543613	0.104719517213685	-0.077870648433418	"S05"	1.04559916248609	"IS14"
"FAM89B"	"FAM89B"	-0.448024130688377	0.0888898769557175	0.232933045950069	0.164765442648538	-0.29750286528324	0.0105684628567144	-0.325253125177217	0.479916303381417	0.295204858586548	-0.0515859377971494	-0.038691820844951	-0.297269877343784	-0.304953994741487	0.981638686998544	-0.272949256949693	-0.023516029445132	0.00209805526443259	"S05"	0.981638686998544	"IS14"
"DKKL1"	"DKKL1"	-0.0618778389781484	0.0859838917210709	-0.0665483739446492	0.0279470087863539	-0.0664903544381586	-0.0666355933076172	-0.0622566828902595	-0.0640608454771675	0.233120639968097	-0.0662017678303541	-0.0628725775272613	0.0853166988419359	-0.067341665819486	0.945280933530674	-0.0646582759987859	-0.000169417347021911	-0.0621045900167491	"S05"	0.945280933530674	"IS14"
"HOMER3"	"HOMER3"	-0.256264560007114	0.124656890180057	0.508029662607197	-0.0389660011474853	-0.224777075848293	0.332106331622196	0.47796607836362	-0.435759774386826	0.312789400377273	-0.333905166225394	-0.287038965174855	0.324638099269618	-0.313305780276255	0.932182018683289	-0.274072707554011	-0.0116815759615482	-0.235225303594096	"S05"	0.932182018683289	"IS14"
"SRM"	"SRM"	-0.347480022321244	0.0222892771920068	0.248925390537426	0.175977622365	-0.419928580780969	0.318633968270462	0.274796045028191	0.230188760342557	0.105167462364074	-0.327395593381538	-0.129113522703317	0.0338307696714859	-0.471276602502601	0.924066464814946	-0.122791308891491	0.15478130785753	-0.000494733063052681	"S05"	0.924066464814946	"IS14"
"POP7"	"POP7"	-0.498853694067242	-0.0181241890265537	0.106437328750957	0.185512179663978	-0.213594312445017	0.214311926167835	0.491004957594374	0.14729528730006	-0.0253920351415248	-0.189568692529789	-0.162206458999543	0.112822486052045	-0.35244755796819	0.912018295553382	-0.126641198905692	0.0901644657623796	-0.242318939748094	"S05"	0.912018295553382	"IS14"
"EVA1B"	"EVA1B"	-0.743412695960709	-0.082057588982196	0.0787856797454851	0.444105354563736	-0.573611950335023	0.333617053239203	0.315140577596982	0.851447210328371	0.35523155472475	-0.296159346584838	-0.238691062783519	-0.115055933714548	-0.749752638117361	0.874156781385857	-0.18687137256777	0.178731940327596	0.0162830009996091	"S05"	0.874156781385857	"IS14"
"TUG1"	"TUG1"	-0.326060774132026	0.103126154486381	0.237722760575406	0.245918408522491	-0.326714949072022	0.107443714275373	-0.00539368911530044	-0.533939852579301	0.206697249782833	-0.127563183355835	-0.310793919808907	0.237883861349737	-0.561285116552457	0.871407988341176	0.109078178204655	0.287597122280645	0.0639754568080334	"S05"	0.871407988341176	"IS14"
"C4orf48"	"C4orf48"	-0.395575485812305	-0.293987493068401	0.642112034926152	0.126964036398902	-0.230926921228905	0.574516530891563	0.698765767708776	0.234724887163079	0.578887041764015	-0.689020105003313	-0.393128593113012	0.314183666920187	-0.974700422543777	0.84422432534064	-0.130213075260151	0.214009184887436	0.134074385134964	"S05"	0.84422432534064	"IS14"
"KDELR2"	"KDELR2"	-0.430216609272452	0.0714527011854438	0.733719666397997	0.0251951332304347	-0.511217446027801	0.492605378850116	0.716952446552505	-1.02308346840321	0.254148596034953	-0.65589781882587	-0.505850963779572	0.679766315246719	0.139704861789884	0.83934142874711	-0.516305812239118	0.0201213664445912	0.117615602624586	"S05"	0.83934142874711	"IS14"
"MFSD12"	"MFSD12"	-0.180025881101429	-0.209101191473674	0.239284915397587	0.128474961114963	-0.312933448944692	0.464510368469983	0.222352696020338	-0.0305932855063464	0.133037634570386	-0.246694503673998	-0.207876376023421	-0.0667890222007492	-0.199579480884291	0.826402004013854	-0.0845893097944388	0.0293901506654465	0.00736074435089412	"S05"	0.826402004013854	"IS14"
"TNC"	"TNC"	0.00462476489800248	-0.413257749782705	0.363073024404564	-0.159455051575102	-0.346994991719074	0.761217240651802	0.572508076503896	0.280690602100095	0.107688487932037	-0.307987191719193	0.669504698840883	-0.0650735923035741	0.165917751105875	0.812127563779251	-0.483597244076267	-0.468647484980068	0.0497217784018198	"S05"	0.812127563779251	"IS14"
"BRI3"	"BRI3"	-0.563308050576559	0.0667793209336094	0.368045993977564	-0.0525466882672539	-0.41025550205492	0.425692344196214	0.0631176821057289	-0.77776030758775	0.389642547525054	-0.339572447280819	-0.284444740662543	-0.166697078619427	0.294446316212377	0.806784708867972	-0.156879699369462	-0.0429081126482243	0.497118329765886	"S05"	0.806784708867972	"IS14"
"GLRX3"	"GLRX3"	0.000220339085353725	-0.125247086747856	0.252217944898382	0.223325403584183	-0.373594780892783	0.421371762899305	0.442644515413717	-0.306657781545898	0.236577797204499	-0.143349302098897	-0.131596643093009	0.0836237325455749	-0.330190652473461	0.79020776101846	-0.307060834652103	-0.038926873443665	0.216989512190997	"S05"	0.79020776101846	"IS14"
"NXN"	"NXN"	-0.38512975858967	-0.228070408631184	0.435932580691209	-0.28197580845299	-0.409899121622667	0.182122971674126	-0.0989573829336107	0.453182996219858	0.247953913161739	-0.373466414690151	0.279568485214195	-0.0812418959753772	-0.0855291762473068	0.778310136745628	0.0486110589210368	0.331562139961864	0.120658963794312	"S05"	0.778310136745628	"IS14"
"EIF4EBP1"	"EIF4EBP1"	-0.328586894743725	-0.135253536517657	0.274038991123282	0.274865862852228	-0.334289043541981	0.667978734285906	0.720502848805894	0.00622026306066928	-0.00151434777105422	-0.165306403553254	-0.205030732709235	0.40920425764682	-0.595053836215283	0.775607626140391	-0.29254626204086	-0.244770704028256	-0.0817402840712608	"S05"	0.775607626140391	"IS14"
"SNRPD1"	"SNRPD1"	-0.429051479640705	-0.184319825332057	0.261605533480567	0.164150898070401	-0.385597341033221	0.424659086034912	0.619916230714501	-0.287094173904365	0.0953491550938741	-0.184135707080962	-0.163949178286442	0.34281481396856	-0.282608146919691	0.765853299065164	-0.180832820226993	0.0543422155635724	0.0198641423163904	"S05"	0.765853299065164	"IS14"
"SQLE"	"SQLE"	-0.195770784742064	-0.102893096468547	0.131763293931923	-0.0265414201130983	-0.33389969220003	0.279323054870824	0.416230072092646	-0.183944944642108	0.215976221472358	-0.322879808028095	-0.210276757757255	0.344437328624564	-0.128083677406374	0.765070195170568	-0.102619489029555	0.187400711148657	0.434199665814786	"S05"	0.765070195170568	"IS14"
"NDUFC2"	"NDUFC2"	-0.0155086593430823	0.130954017068345	0.655396606853771	0.0905285257838574	-0.598431355463802	0.621225570597348	0.692737951746066	-0.0901710623561582	0.33333800109056	-0.079520774794733	-0.221633147081044	0.129861635612905	-1.16147230771042	0.763316224003724	-0.200522890692706	0.0628648408000054	0.234882812368633	"S05"	0.763316224003724	"IS14"
"AP1S1"	"AP1S1"	-0.216946887731041	-0.0836960145169432	0.370335238199689	0.298455779578662	-0.357371409347625	0.322113536416675	0.679541645664867	-0.555271474926125	0.110032914735868	-0.214180746764364	-0.171572991640533	0.196188621547387	-0.315918400540178	0.761105029813005	-0.205749817686847	-0.0345966743255142	0.0146547961961803	"S05"	0.761105029813005	"IS14"
"MSANTD3"	"MSANTD3"	-0.372378164670796	-0.0644489145522998	0.0684804263728838	-0.118448851654578	-0.353975760965974	0.483170261251821	0.256896986971169	-0.356854589336669	0.0948544996035987	-0.355820771232899	-0.0906136216458628	0.235612124475555	0.432620468822908	0.738424414006964	-0.124579654668016	-0.0879327791225165	-0.0119778279368106	"S05"	0.738424414006964	"IS14"
"YIF1A"	"YIF1A"	-0.0429434341296076	0.00214530243943214	0.45393722450388	0.0540857355826796	-0.62469197212307	0.469990550033738	0.620800756641366	0.172122584874299	0.212333504169667	-0.28902980591967	-0.163797759837969	0.389934201850976	-0.606940253197864	0.733983146352723	-0.152529806083587	0.0465013621085812	-0.0763798381510957	"S05"	0.733983146352723	"IS14"
"HSBP1"	"HSBP1"	-0.279970387878254	0.153539255276473	0.495708297791543	0.15970106717684	-0.264191728793033	0.463276793880899	0.66688273820761	-0.535721074674502	0.119047218006335	-0.409190440189941	-0.26910932170911	0.321052573804592	-0.708886976568683	0.717541097720146	-0.0829031256529467	0.0215489847031817	0.249413724896591	"S05"	0.717541097720146	"IS14"
"UQCC2"	"UQCC2"	0.0271605892245107	0.0279612958430448	0.352014279562268	0.110210225089095	-0.431553154783367	0.377146606559336	0.482769727127046	-0.0148822717476259	0.14351961045222	0.0330538764144432	-0.235833952465156	0.30108860320885	-0.693300405038531	0.709444606280574	-0.192708745508139	0.0111939376176147	-0.0984256233310414	"S05"	0.709444606280574	"IS14"
"RAB5C"	"RAB5C"	-0.26490666295195	0.0716714807663725	0.35362622054854	0.261168306899475	-0.447893799769248	0.246108135380183	0.684264742741237	-0.888994811498005	0.00059982268297804	-0.0693675969688599	-0.191863564801891	0.0893373817031561	-0.251851257334762	0.707213651013157	-0.259748962960804	0.197288606388612	0.128439157320883	"S05"	0.707213651013157	"IS14"
"NME1"	"NME1"	-0.239732038952776	-0.0553624711043865	0.436467484297004	0.263838210454646	-0.353958155522235	0.437176260179587	0.680321073804681	-0.531517984942221	-0.158564639297685	-0.42874843646522	-0.40760953287567	0.431003010737305	-0.154677972611317	0.700736848245531	-0.355781739769389	0.10509593022552	-0.134325094455126	"S05"	0.700736848245531	"IS14"
"MXRA7"	"MXRA7"	-0.648813421874186	0.061378031588205	0.383953270079835	-0.120692675041654	-0.402478228200795	0.359937503970794	-0.102889166238418	0.107115097886951	0.0660212663961052	-0.396474027561307	0.0494125680022327	-0.216049562488078	0.424148834987178	0.686169633617663	-0.113702718013103	-0.182609874516154	-0.407601661055529	"S05"	0.686169633617663	"IS14"
"MEIS3"	"MEIS3"	-0.313207836447655	-0.188690700708068	0.180161795936897	0.114285211521209	-0.199349510328253	0.080275083550513	-0.113383418276043	0.32882517496038	0.356197131337233	-0.198969944868762	-0.110707449481461	-0.255634950941336	-0.024915179444974	0.681899483067363	-0.0276588349027265	-0.0711224323217632	-0.0143158010502552	"S05"	0.681899483067363	"IS14"
"MAGOHB"	"MAGOHB"	-0.422659118750144	-0.13165388531841	0.539568765937093	0.0181564507061568	-0.20027939058985	0.307016749449774	0.353237202636591	0.258293389348083	0.153807330349085	-0.269387804646177	-0.263371443633519	-0.160884698033414	-0.48361271023679	0.681690093206458	-0.110831000447772	0.101951792726804	0.161895300170355	"S05"	0.681690093206458	"IS14"
"COMMD4"	"COMMD4"	0.143615911911885	-0.0187686608909672	0.380898612029524	0.085026467957369	-0.353417339200243	0.367338895589625	0.592856901775807	-0.241450262723912	0.347508044812515	-0.132685140297913	-0.352698984094645	0.17115792252203	-0.47085272715517	0.674309546572517	-0.182931749035584	-0.051018437103252	0.0329085628241438	"S05"	0.674309546572517	"IS14"
"SHC1"	"SHC1"	-0.695394708500335	-0.038060308267648	0.353779934998229	-0.0544921110311779	-0.425272599007183	0.380945314493236	0.365192891387108	-0.604510073697253	0.245825765106478	-0.372849337605813	-0.424983160573602	0.420182184665234	0.119296249670096	0.665321754527275	-0.318465756137808	0.283325557437534	0.2987805086049	"S05"	0.665321754527275	"IS14"
"ZNF281"	"ZNF281"	-0.463830951306905	-0.161955240736728	0.241441319893357	-0.19609519986579	-0.392330842978304	0.102394031423533	0.0010925061034802	0.392696646336478	0.315758243034722	-0.282907857613791	0.00735632468154992	0.237388426166303	0.235237538737698	0.659941463439049	-0.0204702648702603	-0.094237962086238	0.161379167689171	"S05"	0.659941463439049	"IS14"
"ATOX1"	"ATOX1"	-0.0455274411332988	0.0274776562274735	0.479046907817763	0.182473674716125	-0.286808188570803	0.568057506399388	0.63328121153	0.382548868691806	0.255804426443202	-0.33359698302294	-0.356615641395746	0.339924327835552	-1.23971130830296	0.648726587713051	-0.224626298615604	0.0880646203373908	0.131425042379273	"S05"	0.648726587713051	"IS14"
"MRPL14"	"MRPL14"	-0.0391288662949918	-0.0757843683178698	0.292742070411872	0.136231717535931	-0.425115516954013	0.578441954920263	0.501717758147408	0.176640593203207	0.0899333867051491	-0.281882398206399	0.0332639882176898	0.520857673125272	-0.644065107185703	0.634523608214663	-0.308893372078262	-0.0351425681210123	-0.0074159711848236	"S05"	0.634523608214663	"IS14"
"VMP1"	"VMP1"	0.309455432674088	-0.222921162282237	0.35814035423546	0.0917117720013555	-0.380439691982865	0.148178144410349	-0.0096683269023763	0.573768778162854	0.404068945827025	-0.204095506956339	0.0220127481031488	0.453258861187723	-0.625752975924694	0.625567301337012	0.155121796346485	-0.15724237940007	-0.305605914657321	"S05"	0.625567301337012	"IS14"
"PRRX2"	"PRRX2"	-0.298113890021482	-0.0335295566508262	0.574011684809872	-0.269564984700891	-0.306484289501945	0.506654767919791	-0.0634911571946206	0.425405030945786	0.352736056952606	0.00171886071999335	-0.043604134226927	-0.247386932368886	-0.254889040665966	0.624326078751218	-0.223066072251335	-0.361909894915122	0.20522284825807	"S05"	0.624326078751218	"IS14"
"MANF"	"MANF"	0.0959625358301413	0.134092623528593	0.495706744441464	0.0542198357876213	-0.549300549001924	0.397249163585805	0.546233645674085	0.236887430084605	0.0516235022711787	-0.448646686741347	-0.37085234544097	0.16666101855038	-0.356693117631822	0.621378902978232	-0.197356031640323	-0.00439291580312647	0.00931789671968651	"S05"	0.621378902978232	"IS14"
"FOXO1"	"FOXO1"	-0.150895729439678	0.0235672471001255	0.395860647842748	-0.40298297537601	-0.265845473483585	0.342678019072968	-0.0575270455041087	0.186120971544073	0.0996186701712073	-0.237544851579366	-0.128237089442949	0.405910858153879	0.181627787538459	0.577259235118919	-0.0879412057705591	-0.25103070648258	0.0531199109339296	"S05"	0.577259235118919	"IS14"
"NANS"	"NANS"	-0.102548256451794	-0.0501814717752735	0.301249395963362	0.0408435175888775	-0.378746989121309	0.417580421803467	0.540141402171639	0.255265072659863	0.13351180738152	-0.317802858430456	-0.141589928358754	0.205975753354548	-0.397076239025386	0.570619802996153	-0.269085072235987	0.111021643519247	-0.110598618716433	"S05"	0.570619802996153	"IS14"
"DTYMK"	"DTYMK"	-0.258553531189181	0.00438931598932911	0.0809280454694386	0.168549572255251	-0.158202522844731	0.130839186990615	0.46950116949851	0.22625008748214	0.0361228654541369	-0.127638974531905	-0.185032427219415	0.0926838851382398	-0.407049964809941	0.523711203197583	-0.089892368984069	0.0330065914408043	-0.00281684946740554	"S05"	0.523711203197583	"IS14"
"RANBP1"	"RANBP1"	-0.0612210720260932	-0.0247241935683368	0.24137470914291	0.361615321345631	-0.333232276260017	0.270152196493725	0.512144540185891	0.0512673706013428	0.038371408484338	-0.118046444378036	0.0334590366091208	0.117130393967436	-0.594740060442826	0.523698457299468	-0.271891501289321	-0.0125263018235797	-0.208833581372593	"S05"	0.523698457299468	"IS14"
"HDDC2"	"HDDC2"	-0.220917457593826	0.197376655537254	0.141767430922002	0.275355333688767	-0.176468690487911	0.302127513421425	0.376398626703977	-0.584849336447007	0.111915816538266	0.0349850104416803	-0.401648925441727	0.201497541032514	-0.519669601378191	0.512317932445055	-0.22091549955239	0.0204724074316016	-0.0902812422211299	"S05"	0.512317932445055	"IS14"
"FUT8"	"FUT8"	-0.0202883567807675	0.0380133923950421	0.265078441907257	-0.243957588541583	-0.34089771488249	0.218699202153501	0.0397416325024589	0.426203757556806	0.121314373537891	-0.347755830380876	0.0309172333034966	0.081757118741913	-0.128548490303402	0.485547605289835	0.167058995741007	0.00854065196189903	0.185337360594673	"S05"	0.485547605289835	"IS14"
"KLF13"	"KLF13"	-0.256998928685447	-0.0493880213546029	0.0906955310177536	0.0625890418037605	-0.304180582122539	0.23606015289266	-0.0228949544009041	-0.472666487153674	0.34220290980996	-0.129173336622023	0.0626852909026702	0.00146952391521842	-0.00277245376048103	0.447008348456028	-0.118763229562146	0.180411082333516	0.0228282198975452	"S05"	0.447008348456028	"IS14"
"TATDN1"	"TATDN1"	-0.29810869128204	0.133590584921167	0.0483449793657007	0.0526974264782638	-0.186499592389911	0.125704118072433	-0.0396262835550554	0.029641591931899	0.0466544606130061	-0.0557204447714528	0.225598715776416	0.259837290121029	-0.329620967562412	0.440543498877695	-0.104386459132871	0.000289968860334824	0.0352848591259688	"S05"	0.440543498877695	"IS14"
"STRADB"	"STRADB"	-0.242839561385523	0.0282342386620928	0.0729209414404857	-0.042970545767988	-0.142914153314103	-0.0208282758713575	0.361792455421456	0.105680581664288	-0.0684110969106548	-0.000507528235668144	0.156763077429503	-0.0328018516973002	-0.0924722730732909	0.384143008132563	0.0412548637460545	0.0237451073186641	-0.0513986557023347	"S05"	0.384143008132563	"IS14"
"CCT7"	"CCT7"	-0.241427375100171	-0.0337695173975479	0.0478413433469794	0.266370332421453	-0.626388156409493	0.330346033565943	0.22117577606944	0.345311053837076	0.219767184375789	0.112220657830472	-0.0728036531784214	-0.0580207454532425	-0.420402468927503	0.345533000723429	-0.162908386126283	0.0737110297739337	-0.255249643684773	"S05"	0.345533000723429	"IS14"
"CARF"	"CARF"	0.00289648807174303	0.116510088992165	0.0257402574261285	0.00444265799926619	-0.220478132441655	-0.0888975663653756	-0.143145711912345	0.14013945271362	0.0552369242244452	-0.121361448521981	0.117268421177563	0.0216552693936481	-0.0723204127350103	0.208045620103923	0.0638951897791981	0.156650703675669	-0.0609676699194688	"S05"	0.208045620103923	"IS14"
"C17orf97"	"C17orf97"	0.143583415888472	0.0995206680380395	0.0915923572836682	-0.0229933467821949	-0.0925443915875505	0.0271688840129793	-0.120989873783672	-0.105519228503389	0.122621363254456	-0.0892000807164526	0.0309459364528736	0.0279615085382646	-0.0540112053663524	0.168484985122459	-0.0468769941988992	0.0081434424232768	0.0379447755169224	"S05"	0.168484985122459	"IS14"
"IGFL2"	"IGFL2"	-0.24062434828123	-0.25079424833254	2.01120230254558	-0.25371097551988	-0.16405467504798	-0.197060444827177	-0.0301239390546512	-0.203806998492162	-0.199740255201909	-0.25743881011859	-0.244492588010401	0.0786330705645729	-0.00660480021457056	-0.240722004266734	-0.251436633536767	-0.2433910567473	0.120879233305303	"S06"	2.01120230254558	"IS03"
"SDC1"	"SDC1"	-0.381675102997808	-0.385767389822552	1.86978676299622	-0.388157744495876	-0.367898970528319	0.0415363338721931	0.561285800661386	0.0306125608350799	0.334495420670591	-0.374665885154092	-0.38781085279868	-0.0294550038254075	0.0689387806085462	0.184144266540271	-0.346117537771018	-0.241293468098579	0.0588687494782876	"S06"	1.86978676299622	"IS03"
"COL10A1"	"COL10A1"	-0.467161439020808	-0.246882679821595	1.86570038450729	-0.518716684863533	-0.326477174739339	0.349609574673747	0.387440284975201	0.280788804714391	0.551965077428333	-0.499805966660717	-0.402239833257411	0.00761029983131143	-0.0507400828038812	0.561995950740505	-0.48815300855714	-0.498076534250126	-0.0360062268819048	"S06"	1.86570038450729	"IS03"
"GJB2"	"GJB2"	-0.441356517135314	-0.311107583053054	1.81524610929259	-0.488965246357071	-0.340528591230505	-0.00203428206559734	0.988273785484764	0.147174961045374	0.3329702966786	-0.456243794861234	-0.448451696099979	0.253352390790806	-0.06504072939304	0.135412616493782	-0.439381978651564	-0.175337909310681	0.486607329974267	"S06"	1.81524610929259	"IS03"
"PLPP4"	"PLPP4"	-0.222139446460462	-0.405582428842341	1.65941925156633	-0.448250771201404	-0.254401254282798	0.21792752541187	0.925975813210794	0.255808310576934	0.317069866302218	-0.434983087815122	-0.127340793476172	0.329423251194083	-0.184165247623762	0.270960737614802	-0.394586027442961	-0.410223348397405	0.153059372792209	"S06"	1.65941925156633	"IS03"
"COL11A1"	"COL11A1"	-0.500451121308019	-0.521265144165702	1.65339006160676	-0.586351034642445	-0.359902245453594	-0.0270846576096264	0.170767669523649	0.459466022564195	0.586191186284107	-0.563611913387118	-0.371847955044073	0.106917143688717	0.729233055632877	0.475742140189219	-0.49922781828453	-0.345244084622723	-0.156697928156157	"S06"	1.65339006160676	"IS03"
"C5orf46"	"C5orf46"	-0.234571192242471	-0.254385388859521	1.50060301084254	-0.258132062790047	-0.037034303748094	0.318249288773174	-0.100471280271006	-0.220113909072485	-0.181114502046724	-0.25096266878372	-0.114095658313807	0.345778720081656	-0.255283880299201	-0.0602646710381167	-0.245111483203769	-0.250094285846752	-0.0995571873336227	"S06"	1.50060301084254	"IS03"
"COMP"	"COMP"	-0.348242391804853	0.496095207412298	1.45974546917312	-0.37738838323678	-0.131746172955089	-0.325173287539985	-0.00151869487794791	-0.012376096025708	-0.118844840883341	-0.362835499088269	-0.323626188965435	1.15543400187196	-0.229214996322189	-0.308004979035291	-0.350823468441592	-0.371287844203703	-0.198181784288279	"S06"	1.45974546917312	"IS03"
"CTHRC1"	"CTHRC1"	-0.883154528858862	0.00282412775604443	1.43041854937339	-0.913648557085024	-0.334413802805684	0.562254851629017	1.01602364969522	0.665917057867748	1.05103163182003	-0.954379565137267	-0.592360151231654	0.899323049991981	-0.0100388875016438	0.810948016629406	-0.893495223967726	-0.430358613655484	0.526311685696357	"S06"	1.43041854937339	"IS03"
"CALB2"	"CALB2"	0.00361887854470754	-0.219621402306998	1.41359430405207	-0.228780681688271	-0.161605011628128	-0.086695956777249	0.0856064323137255	-0.152782817466085	-0.181316340245597	-0.21666642684193	-0.154767302503284	0.974245793273328	-0.195681539614728	-0.110810187731666	-0.211614856907082	-0.215916716022408	-0.203257104008064	"S06"	1.41359430405207	"IS03"
"THBS2"	"THBS2"	-0.592898155912467	0.0704045764135121	1.40393708601473	-0.667246830659977	-0.508125714494046	0.368572567211454	0.499016420559343	0.530713455701985	0.810090402701533	-0.830917190230059	-0.58553376568049	0.980517197015667	0.445883771945152	0.362468979951506	-0.909489975298061	-0.697467004784771	0.234417949330608	"S06"	1.40393708601473	"IS03"
"EPYC"	"EPYC"	-0.244478062364181	-0.105118204904367	1.37161999458756	-0.271217903005538	-0.240945202876142	-0.124254735458197	-0.195854391742268	0.617017129446617	-0.196903457702202	-0.261561815854039	-0.248408253803671	0.365075314048856	-0.129671595300611	-0.0918609758513522	-0.255463511542054	-0.243279107002574	0.309615468071045	"S06"	1.37161999458756	"IS03"
"C1QTNF3"	"C1QTNF3"	-0.203276398323408	0.847198975822512	1.35694458648254	-0.367573275020935	-0.182569543311476	-0.338670632931269	-0.129447452900718	-0.356661202699298	-0.0207012345079707	-0.322612481786576	-0.19213203195936	0.697973737035981	-0.302590924498504	-0.186067718433066	-0.265323116147045	-0.313043379864106	-0.166380552656503	"S06"	1.35694458648254	"IS03"
"RBP4"	"RBP4"	-0.256130532662443	-0.0689381274514135	1.26657593532273	-0.267959744402199	-0.241895219425154	-0.18199982676462	-0.0961418801135922	0.0109764531751983	0.121220743141	-0.242201684850381	-0.26024804740846	0.507074504002173	0.0718868860621172	0.261349502254858	-0.267639577368768	-0.215302767422093	-0.209481872345146	"S06"	1.26657593532273	"IS03"
"MFAP5"	"MFAP5"	-0.400911785410158	1.13609860188506	1.21275513985666	-0.446780894304697	-0.265135349262414	-0.366771270866578	-0.0543643785426147	-0.18612119951758	0.0262473505556887	-0.428926888470504	0.112204521076063	-0.0293628028188729	-0.0161921908727513	-0.225626223785675	-0.177509879967923	-0.405610316897638	-0.193215976363481	"S06"	1.21275513985666	"IS03"
"POSTN"	"POSTN"	-0.996979702390881	-0.75214791966493	1.13680504624901	-0.335033348441746	-0.545418670220096	0.16336200964269	0.705052963792519	0.333461332148213	0.443481749852344	-0.901241502890884	-0.337284201264175	-0.110562545416317	0.468963230606371	0.581100403876566	0.0506036306708041	0.447478638021613	0.18994513182452	"S06"	1.13680504624901	"IS03"
"ADAM12"	"ADAM12"	-0.547031261327947	-0.17945167266387	1.13408191249681	-0.069607204946039	-0.407056681918481	0.285916583077781	0.34865405569344	0.660722641590624	0.086777292926744	-0.534767950414443	-0.530313415098525	1.1098887225347	-0.110067821449829	0.248537791353287	-0.557792518949024	-0.583231859504061	0.0361831588347185	"S06"	1.13408191249681	"IS03"
"FN1"	"FN1"	-0.548770780743809	-0.364336921842384	1.12767730901077	0.191181734456828	-0.460267451790161	0.119317767061791	0.451516588916675	0.404064240138365	0.231377390675747	-0.33857599693097	0.235995806927465	0.39219092990264	-0.0621913054096411	0.27482639182576	-0.226519225984306	-0.849600981304201	-0.328173849953386	"S06"	1.12767730901077	"IS03"
"RCN3"	"RCN3"	-0.83110412652788	0.200794277402637	1.11816952515655	-0.097951290486866	-0.438411906749903	0.650397950372876	0.954788565220426	-0.76653152762957	0.399038085854801	-0.769634232819303	-0.6061918053037	0.61546718770313	-0.319183876289122	0.517465681787258	-0.63826647056318	-0.0553626634327714	0.560910046918413	"S06"	1.11816952515655	"IS03"
"CHPF"	"CHPF"	-0.444824113876376	0.119898850650291	1.11782288144111	-0.29571237506459	-0.502057300543891	0.127185945513638	0.511713689425443	0.12505151721607	0.598998903830925	-0.530097923302113	-0.531227152150801	1.03729314997896	-0.197467183948801	0.301030146829868	-0.442368688205036	-0.299052514213898	0.108679709245426	"S06"	1.11782288144111	"IS03"
"PODNL1"	"PODNL1"	-0.501489625629968	-0.160565224706299	1.10334105617073	-0.552176668016213	-0.302624436931245	0.493365817862077	0.881965607083501	-0.0458163791353726	0.408106954856847	-0.497829962847274	-0.307779854934798	0.545751359358082	-0.255347928209592	0.207629900888654	-0.332121474490351	-0.0147909557604597	0.634530736659898	"S06"	1.10334105617073	"IS03"
"FAP"	"FAP"	-0.790982680378357	0.205656718129008	1.07002002264654	-0.605921780269248	-0.566379872326157	0.519511798678223	0.515000726624028	0.688312019273609	0.682585078690252	-0.696033898963752	-0.0407834834964567	0.47989137336943	0.159382649449316	0.675872930329291	-0.708666988525383	-0.682362260896864	0.376768545031727	"S06"	1.07002002264654	"IS03"
"INHBA"	"INHBA"	-0.68677368634655	-0.5525768270055	1.06923692742069	-0.654082726277773	-0.516758677482428	0.72428083683596	0.415778379678035	-0.657729604471583	0.668353262178647	-0.487981975139324	-0.413586622228278	0.280335389985667	0.897072686976992	0.96737820192948	-0.722558124436896	-0.0415858675718034	0.541256061420029	"S06"	1.06923692742069	"IS03"
"CERCAM"	"CERCAM"	-0.736678459043107	0.254679138205854	1.06433167733535	-0.145324179603145	-0.517464068972924	0.152073111368455	1.03497198000898	-0.299801009633952	0.379620813596137	-0.628402880284561	-0.647283397882433	0.891538533121998	-0.266138724599541	0.622766628644565	-0.298125834654709	-0.207729961253086	0.18456686463621	"S06"	1.06433167733535	"IS03"
"MFAP2"	"MFAP2"	-0.810929447698678	-0.142994991221992	1.06077357650684	-0.685616564486644	-0.364344406411371	0.16030558065099	0.689238118896276	-0.695568368175134	0.808565350952595	-0.833290040920078	-0.217469233617183	0.733877200608416	0.583422979957232	0.433539773373844	-0.612201145797001	0.343839559614644	0.45084341147379	"S06"	1.06077357650684	"IS03"
"NOX4"	"NOX4"	-0.293325407190926	0.1334020842678	1.01935394995819	-0.251042384373548	-0.217517871672339	-0.0572141167029579	0.175050112983357	0.2913418844186	0.308119329056889	-0.313822538509389	0.276618529588083	-0.156343640020363	-0.139856086953752	0.306951111114612	-0.306505777331764	-0.312736647372678	-0.00773594603007198	"S06"	1.01935394995819	"IS03"
