"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"State"	"MaxFC"	"InitialState"
"TACC3"	"TACC3"	-0.303173258821737	-0.0365896069719191	-0.215418455568907	-0.0146210657965702	-0.123914459238128	-0.219561149623638	1.53054322344911	0.307019122097505	-0.285485763281055	0.00415386818509067	-0.124362606881638	0.094074962433167	"S01"	1.53054322344911	"IS07"
"PCNA"	"PCNA"	-0.335507103776076	0.00557628916830907	-0.242427537268283	0.0456521067066296	-0.147024541431331	-0.0313872657770569	1.51122767855199	0.285551498429866	-0.252444493605225	-0.0224166481787965	-0.187741745864263	0.0558414784975801	"S01"	1.51122767855199	"IS07"
"HMGB3"	"HMGB3"	-0.0856818999920866	0.143652380596931	-0.0388762786572923	0.0798222542102844	-0.292446858246927	-0.19928161588679	1.46404993588317	-0.119328857627543	-0.238024481064841	-0.199278348804216	-0.0095261307365933	-0.0905766887285634	"S01"	1.46404993588317	"IS07"
"POC1A"	"POC1A"	-0.0959777371401341	-0.088139942124193	-0.122822605086831	-0.0562242646554675	-0.109578589766778	-0.202759218739753	1.44061685990471	0.0680990569170115	-0.130174773967343	-0.0742465707378314	-0.0813053324888885	-0.098366392062319	"S01"	1.44061685990471	"IS07"
"AURKA"	"AURKA"	-0.144539751103775	-0.147566431926924	-0.136921687812572	-0.0188471247624298	-0.220792410174325	-0.0658803767109948	1.42400877929493	0.066812895010001	-0.135317021990485	-0.0293491681986693	-0.062051791010604	-0.0216831003509634	"S01"	1.42400877929493	"IS07"
"GMNN"	"GMNN"	-0.14684345134033	0.0451654896722727	-0.173800911551497	0.164587306480198	-0.210514280064098	-0.27562498836267	1.40662663402263	0.119537240737546	-0.294242474075793	-0.00543243627872855	-0.150492234408147	0.0273608069267427	"S01"	1.40662663402263	"IS07"
"SNRNP25"	"SNRNP25"	-0.394319018104454	0.241490055467802	-0.200832905601374	0.190538552798061	-0.0783543311767009	-0.367868380526157	1.35200744364778	-0.040267449605854	-0.285508479002144	-0.0454121334021159	-0.0521660118072277	-0.028650716560653	"S01"	1.35200744364778	"IS07"
"RPA3"	"RPA3"	-0.213246813088853	0.0554239707152977	-0.19652946067135	0.200131943726839	-0.0626220388741821	-0.409213079584895	1.3255190075659	0.018162932209516	-0.337661288331066	-0.0440401922599579	-0.0456645246539181	0.0405723034035601	"S01"	1.3255190075659	"IS07"
"MCM5"	"MCM5"	-0.339705453130295	0.101221222286667	-0.20554442609215	0.0508428729434465	-0.289586637816834	-0.204534654946206	1.26297294584575	0.481246020636324	-0.307541352764083	0.057414990127798	-0.0679838708716053	0.0712866290297584	"S01"	1.26297294584575	"IS07"
"PARP1"	"PARP1"	-0.4690034864635	0.0195315353305835	-0.313429792161785	0.150638958792943	-0.341227474173364	-0.291181007272157	1.24898670579463	0.476407540523951	-0.528220870668855	0.536034835396931	-0.0615344390916762	0.316055604950515	"S01"	1.24898670579463	"IS07"
"TUBB"	"TUBB"	-0.148631926173475	0.138983678553305	-0.441094057076712	0.303359690506727	0.125876586766251	-0.326112946281712	1.2458481807527	0.22654995272298	-0.533287148057685	-0.178494327884125	-0.158816658104855	0.313456748702452	"S01"	1.2458481807527	"IS07"
"PRIM1"	"PRIM1"	-0.229391204058778	-0.113378111225137	-0.093743367922454	0.0295560668423978	-0.177645603022421	-0.186221612578745	1.20400221980314	0.196129352564342	-0.117096605550148	-0.0548047615225248	-0.0824146482671796	-0.0234700468409256	"S01"	1.20400221980314	"IS07"
"NUDT1"	"NUDT1"	-0.388117230606356	-0.153055715964067	-0.247227593822593	0.217056720006048	0.0708880920797954	-0.402362023933253	1.19370370240428	0.225230868087313	-0.259608480838668	0.0138996685926567	-0.0443392646538173	0.0136258368528502	"S01"	1.19370370240428	"IS07"
"KNSTRN"	"KNSTRN"	-0.165458466032454	-0.0113910851838603	-0.0316729992470156	-0.121844899573665	-0.121640250475356	-0.00291103815174341	1.19067330266051	0.134011684404412	-0.075462683296475	-0.140921267858853	-0.134446659229885	-0.0668564223200316	"S01"	1.19067330266051	"IS07"
"RANBP1"	"RANBP1"	-0.451036533893939	0.0789842972027587	-0.337271986766036	0.386233943720935	0.302530401267288	-0.499216355269049	1.18245416892881	-0.0137186781912934	-0.307957295292019	-0.262271326819985	0.0654581024549336	-0.122570253174782	"S01"	1.18245416892881	"IS07"
"TUBA1B"	"TUBA1B"	-0.948006498116421	-0.00968263501292383	-0.262688947586863	0.465910516452669	-0.0316864493739295	-0.235143886424663	1.11942547209411	0.350234000664323	-0.390929201678693	0.173046912577223	-0.140742177057961	0.187008122783853	"S01"	1.11942547209411	"IS07"
"S100B"	"S100B"	-0.344668701081357	-0.330301830551677	-0.26109988160125	0.588342773646954	-0.497433689385446	-0.343978073349552	1.11670908639511	-0.00545894379432288	-0.0889441607898865	0.0321168207750979	-0.0900643811235772	0.251725150583765	"S01"	1.11670908639511	"IS07"
"DDX39A"	"DDX39A"	-0.0860637148688331	0.075309768488089	-0.27811581625919	0.144705621010938	0.0664420881113014	-0.105384181420497	1.11178766598865	0.0408781062086215	-0.441942212056276	-0.0659928962829957	0.000400244849651946	0.0915982790170433	"S01"	1.11178766598865	"IS07"
"IDH2"	"IDH2"	-0.516629911358762	0.132675235323624	-0.252353353359665	0.416387866818199	-0.315879466218596	-0.198411280693232	1.0906223304738	0.275671490543947	-0.487320754887878	0.149669214257301	0.0707444743962078	0.0974212264777052	"S01"	1.0906223304738	"IS07"
"DCTPP1"	"DCTPP1"	-0.449209807977109	0.108895116310323	-0.159318146463596	0.314095608122788	-0.0935127545436319	-0.417527575353626	1.07750686791753	0.162158914474886	-0.290562487948425	-0.0453080508824577	-0.0591753442378973	0.0202250831875738	"S01"	1.07750686791753	"IS07"
"SNRPD1"	"SNRPD1"	-0.433768871540008	0.120667164890995	-0.248945123700355	0.41236620611669	0.204645449962169	-0.368142158172373	1.06863949856343	-0.287010559961972	-0.268928297712312	-0.177880797205813	-0.156052988693013	0.136125786494386	"S01"	1.06863949856343	"IS07"
"LSM5"	"LSM5"	-0.334246742348222	0.000833157890192587	-0.164236593334611	0.287661712989977	0.193683174239321	-0.508178046647083	1.05266750283059	-0.10090315939542	-0.414116037432112	-0.102776722152347	0.0735492446874901	0.074831837293958	"S01"	1.05266750283059	"IS07"
"LSM4"	"LSM4"	-0.523287286487715	0.30611191518292	-0.324459531678625	0.358231822679083	-0.0537567369581214	-0.32954381998883	1.04353581174974	0.22286424704263	-0.436437417330267	0.0306837100518118	0.0503617609064605	-0.00619960542896776	"S01"	1.04353581174974	"IS07"
"CKS2"	"CKS2"	-0.267062614188594	-0.0303557513828402	-0.295143737886424	-0.114784460572864	-0.104570260971866	-0.0681207709828946	1.03432119248671	0.295242514257599	-0.323936311661229	-0.17954079426988	0.708936605894885	-0.251903208562633	"S01"	1.03432119248671	"IS07"
"PKIB"	"PKIB"	-0.180680174643416	-0.260203601556863	-0.266044784023992	0.246663100184805	-0.205201183412146	-0.228573387240164	1.03093875455874	0.281981612564141	-0.0952127541411132	0.159093258976557	0.0567258529412729	-0.240478677510661	"S01"	1.03093875455874	"IS07"
"SAC3D1"	"SAC3D1"	-0.139819319601703	0.0752942421754992	-0.212632896532829	0.134504646842823	-0.0450055119879465	-0.314920582900377	1.02725099754218	-0.0384993871533372	-0.121011784732949	0.0535923227833352	-0.0981379554941931	-0.0927659922104186	"S01"	1.02725099754218	"IS07"
"PA2G4"	"PA2G4"	-0.234286481723668	0.228216691326601	-0.292094286432996	0.456430837629779	-0.0260558627036723	-0.0451592167855229	0.994494394639158	-0.298578745491939	-0.517342247650841	0.103578319075159	-0.145578568183013	0.239519129377579	"S01"	0.994494394639158	"IS07"
"PAK1"	"PAK1"	-0.412257489424246	-0.119227089069709	-0.331364734693636	0.432154668294073	-0.199546298643804	-0.00387280113890664	0.991011713921725	0.230859386406792	-0.509851691646748	0.297416808422074	0.025337458209133	0.184662962850918	"S01"	0.991011713921725	"IS07"
"ANKRD39"	"ANKRD39"	-0.242488439823067	0.15986912418908	-0.108756190215222	0.311116318668233	-0.151673412842134	-0.272128906727192	0.982093763966045	-0.33939778117195	-0.225564634601117	0.0105120684497321	-0.0608596888541899	0.038598904387109	"S01"	0.982093763966045	"IS07"
"NDRG2"	"NDRG2"	-0.20320791188768	-0.196336661090484	-0.252232144988571	0.300884589829443	-0.211892705876603	0.499489782205151	0.974346539590042	-0.36792269693361	-0.221198719029704	0.302509661838709	0.0200969149381178	-0.0602412142461889	"S01"	0.974346539590042	"IS07"
"CKLF"	"CKLF"	-0.254798413559376	0.247867084612767	-0.13231410864301	0.413412731693205	0.331134974943585	-0.866048663360875	0.967834702864298	-0.275230106003164	-0.499845690628656	0.0989488844784705	-0.0808381021853048	-0.0313104232833071	"S01"	0.967834702864298	"IS07"
"NME1"	"NME1"	-0.453869345167481	0.198441718194879	-0.217398788462328	0.432027311009357	0.524727700471545	-0.329767399724998	0.950344452243598	-0.499947926313869	-0.372044042821588	-0.187007975705716	-0.0126712489127542	-0.112530992063822	"S01"	0.950344452243598	"IS07"
"BANF1"	"BANF1"	-0.483444585801781	0.240432272840147	-0.194961376714538	0.425670111018222	0.147393653532583	-0.0468848282556463	0.898101031879592	-0.356784054468107	-0.540809569942376	0.0215661057078093	0.114170883940596	0.0275639609870357	"S01"	0.898101031879592	"IS07"
"ZDHHC12"	"ZDHHC12"	-0.267830714467788	0.350995255171251	-0.120038366651935	0.407684827393174	-0.158315834634175	-0.405626269598724	0.892389510632354	-0.0170670408549672	-0.441991089602984	-0.037478769675078	-0.0186467546871365	0.0224685589332894	"S01"	0.892389510632354	"IS07"
"ANAPC11"	"ANAPC11"	-0.411903953829793	0.339025767705829	-0.104295468138523	0.511693895608845	0.235969071624517	-0.723270638213551	0.887462568471589	-0.00980719818666328	-0.514034064518258	-0.0504453534069093	0.00414514675561527	-0.204807056786714	"S01"	0.887462568471589	"IS07"
"CD1B"	"CD1B"	-0.135452170536884	-0.0865975392042302	-0.175853079525233	0.129601084568427	-0.0678896673354296	-0.185112162833352	0.885510814797605	0.126241273164584	-0.0875909530600007	-0.175146707116021	-0.0373637766720262	0.00144936195479959	"S01"	0.885510814797605	"IS07"
"TUBA1C"	"TUBA1C"	-0.00612192549050801	0.144422830766981	-0.281066775292097	0.171236211755337	0.0776463024261438	0.19427150685101	0.879751684319461	-0.391251024543591	-0.547386170109677	-0.245951694580033	-0.00952082346020151	0.561483521562967	"S01"	0.879751684319461	"IS07"
"UQCC2"	"UQCC2"	-0.420548586989179	0.287236741016112	-0.107352199971806	0.382808555664599	0.0853943338904047	-0.554308229067006	0.874297374055761	-0.0826943463091812	-0.345728962899694	-0.0549565908295547	-0.160763969610606	0.0855652042382574	"S01"	0.874297374055761	"IS07"
"COPS3"	"COPS3"	-0.335846696036032	0.0890493468289222	-0.182840023839693	0.286892072534475	-0.198740391478829	-0.404898101493395	0.86353923662174	0.368675224398253	-0.299150159072883	0.0209859330530281	-0.0602205302617148	0.0989763997546731	"S01"	0.86353923662174	"IS07"
"PPIH"	"PPIH"	-0.315797545447081	0.13365741879781	-0.235705910547248	0.195332369852682	0.0704578853030721	-0.150095427340849	0.861401307701294	-0.0968579426643639	-0.197084555693736	-0.0305855342426397	-0.0692000772797904	0.0335421448941342	"S01"	0.861401307701294	"IS07"
"ITGB7"	"ITGB7"	-0.211558418169609	-0.106006477264418	-0.3075708106266	0.484622493848936	-0.101239155610992	-0.087749714433626	0.846392102931566	-0.0465116784236376	-0.376388999980172	-0.0446880595427428	0.0486309167092876	0.178506742176975	"S01"	0.846392102931566	"IS07"
"VDAC3"	"VDAC3"	-0.349975420108296	0.199935747765414	-0.342601376577577	0.290160043384157	-0.0574302980813823	-0.34565508819383	0.838068083814274	0.201542106466142	-0.37988801191829	-0.0133043975077276	-0.0394147107985857	0.283031976326967	"S01"	0.838068083814274	"IS07"
"TIMM10"	"TIMM10"	-0.38131570234849	0.200476693627605	-0.194491730793547	0.350800389213576	0.100318530989446	-0.304392467766252	0.837927124377218	-0.17633091138058	-0.281464302918784	-0.0747375784963368	-0.0617352823098456	0.0392611563038807	"S01"	0.837927124377218	"IS07"
"CYC1"	"CYC1"	-0.458322449562228	0.383343069498442	-0.477698060819445	0.588617100234156	0.0992284253259892	-0.391258382830456	0.817281956597452	0.00564677406104299	-0.44489277663168	0.00446642246190351	0.11272902514935	-0.0907679197248583	"S01"	0.817281956597452	"IS07"
"SNRPE"	"SNRPE"	-0.332093076436208	0.140907546501822	-0.143306818320529	0.410618478407162	0.374083925743323	-0.528394419645571	0.800732581596085	-0.393604341172642	-0.374079414572017	0.0107329207003087	-0.0859124426533873	0.00534904659546661	"S01"	0.800732581596085	"IS07"
"ERH"	"ERH"	-0.232233947167378	0.264595835914438	-0.0778535684162248	0.431219716506247	0.354741008447548	-0.520504939029477	0.799318137356957	-0.285657426235891	-0.482027962213317	-0.106314235822082	-0.220663574226295	0.0912265284029817	"S01"	0.799318137356957	"IS07"
"ETFB"	"ETFB"	-0.0902193024788062	0.0947920830417957	-0.18495187784944	0.380600986936184	-0.103135002345592	-0.545699988808858	0.789362921139543	0.0893580243373058	-0.469569306793267	0.129368964168606	0.0218535437820634	0.0985991856082189	"S01"	0.789362921139543	"IS07"
"HNRNPD"	"HNRNPD"	-0.236594713037557	-0.144408847400317	-0.246427788317522	0.0796623249801172	0.100614885941427	0.209394818196749	0.785743187670876	0.369193432059595	-0.60852533005429	0.287233922604837	-0.236025832812073	0.522163474149059	"S01"	0.785743187670876	"IS07"
"NAA38"	"NAA38"	-0.387457849917642	0.341961866951594	-0.0479394715725258	0.488567675361342	-0.114335103416232	-0.570490725908341	0.784287166456184	-0.237507233996753	-0.36537429462825	0.0327676768626727	0.0502252167595786	-0.0858358009299416	"S01"	0.784287166456184	"IS07"
"TXNL4A"	"TXNL4A"	-0.325502174550086	0.213773305937679	-0.308949386589927	0.325568493094543	0.0940498048576752	-0.255708094686747	0.776814949691263	0.260503260691826	-0.375954852795238	-0.0243590993676823	-0.204427397858735	0.174062353509416	"S01"	0.776814949691263	"IS07"
"IMPA2"	"IMPA2"	-0.12752132093715	-0.109452650045554	-0.199309792590307	0.0841830890768464	-0.162261189639951	-0.0581324676193326	0.767796346461962	0.251020715930517	-0.167757779747214	0.0685999721430052	0.000936545922394582	0.0386107827836843	"S01"	0.767796346461962	"IS07"
"SLC25A5"	"SLC25A5"	-0.764739138429467	0.383007940641804	-0.388305166920127	0.49694054655192	-0.161065785974699	-0.426500537361321	0.762017130700115	0.459029516026718	-0.574623354995744	0.155801865472305	0.23427441227817	0.0872258561187147	"S01"	0.762017130700115	"IS07"
"SNRPG"	"SNRPG"	-0.324167766866133	0.155970930532058	-0.106975545300838	0.475246103753962	0.466802235938168	-0.784830244869587	0.759793230840371	-0.306245705202251	-0.342603370220684	-0.0563645260404363	-0.266909852275915	0.0596876599349167	"S01"	0.759793230840371	"IS07"
"GGCT"	"GGCT"	-0.260232090071179	0.25613319436384	-0.322722710885533	0.322240942255684	0.0821084842517743	-0.263893939581036	0.758553615181493	0.0368792082110412	-0.232451134411221	-0.15116803804415	-0.058503317589337	-0.00805717497667533	"S01"	0.758553615181493	"IS07"
"COX5A"	"COX5A"	-0.489609364573218	0.414692804747249	-0.137449366800165	0.585117220290121	0.00589151060213509	-0.628372030995966	0.751920329054855	-0.151359518581716	-0.485305950352587	-0.0302710166184735	0.0308369368817873	0.0290602592641591	"S01"	0.751920329054855	"IS07"
"SNRPD3"	"SNRPD3"	-0.290650153493677	0.179549482191389	-0.180436509074323	0.306109323101511	0.280897023892731	-0.439802032516561	0.748289436073918	-0.383731513039767	-0.450629740066239	0.0403113640108234	-0.108492006922069	0.328284718411463	"S01"	0.748289436073918	"IS07"
"STOML2"	"STOML2"	-0.280643333423782	0.164885787905672	-0.383632321099535	0.394167237475993	0.0448394532436008	-0.214762813306881	0.740730120798777	0.195553700547288	-0.322685798114238	-0.113356078853996	0.0812505794349656	-0.0603940249428466	"S01"	0.740730120798777	"IS07"
"PRKCA"	"PRKCA"	-0.250587951761886	-0.268814258061582	-0.269899109185309	0.0527994598811804	-0.196009540361643	0.0555012012861283	0.739808030371614	0.263453036662846	-0.334249126730272	0.531519773090172	0.142881359048833	0.121545080889133	"S01"	0.739808030371614	"IS07"
"NDUFS8"	"NDUFS8"	-0.386097071949139	0.33842066248633	-0.122218883267759	0.541771092312428	-0.106374892894328	-0.563268183023434	0.730160808052437	0.00484213079407681	-0.502302985498124	0.0613611577982832	0.0303233017620058	0.0190386953923199	"S01"	0.730160808052437	"IS07"
"NPM3"	"NPM3"	-0.229027564764317	0.218265592659282	-0.0954109260883257	0.267247930195742	-0.0237342738625231	-0.319917375224059	0.719166481250908	-0.0892577124921702	-0.309497995878334	-0.0492685469475011	0.100814879833105	-0.103344160977492	"S01"	0.719166481250908	"IS07"
"PGAM1"	"PGAM1"	0.245650379550517	0.280582252428594	-0.41220771553124	0.399758189615088	0.516397406946717	0.0475022511219639	0.711738391270589	-0.976516309597879	-0.381434320926643	-0.348392741559511	-0.190529131588175	0.293820109885845	"S01"	0.711738391270589	"IS07"
"YWHAH"	"YWHAH"	-0.583650836204545	-0.00797340420698777	-0.0176170498657175	0.625913684936425	-0.270296110557441	-0.540806966993575	0.703478713119911	0.0300108026424245	-0.492261727760227	0.328438469486535	-0.0476840301809632	0.254055783736313	"S01"	0.703478713119911	"IS07"
"C1QBP"	"C1QBP"	-0.362001535033956	0.18209679129343	-0.421542010890159	0.575520663141142	0.120442069137447	-0.649866494831616	0.702330103066363	-0.0214608532842913	-0.391682734462279	-0.0280344602294469	0.0577015264815138	0.147893805599273	"S01"	0.702330103066363	"IS07"
"GDI2"	"GDI2"	-0.257353095712419	0.16139522202229	-0.337478336730874	0.409757185962005	-0.0956115794882317	-0.323621408646923	0.672738381074138	0.3302449563473	-0.595135247826362	0.351786179217198	-0.076476285737201	0.264851165405489	"S01"	0.672738381074138	"IS07"
"TUFM"	"TUFM"	-0.457759044615666	0.256489357143126	-0.31768733726949	0.562707518234056	0.0168270025029885	-0.271308083248689	0.672080668661525	0.264368884949575	-0.568887001602095	0.19019920895701	-0.101338582764561	0.122389757145172	"S01"	0.672080668661525	"IS07"
"MRPS34"	"MRPS34"	-0.393888522010357	0.205725948461802	-0.281535216616843	0.450002860256956	0.172728185547523	-0.183097278076522	0.66919990250002	0.1151639798771	-0.516150871449076	0.0497459255300177	-0.0990499511164524	0.134695440555275	"S01"	0.66919990250002	"IS07"
"ATG3"	"ATG3"	-0.177602663417551	0.119574405646256	-0.255756034744362	0.34588658470644	0.0357022094355971	-0.311409211967903	0.661224109471099	0.139790874127115	-0.4995283584779	-0.0904766378864907	-0.010005661234208	0.316898873242039	"S01"	0.661224109471099	"IS07"
"NRG1"	"NRG1"	-0.057495987494682	-0.348579196326826	-0.264976630056954	0.480911435854831	-0.0464479755015623	-0.203197476386086	0.658025623443195	-0.143303693501947	-0.0843729912142801	0.0186771937644396	0.0853450912574181	-0.129209028378837	"S01"	0.658025623443195	"IS07"
"MRPL12"	"MRPL12"	-0.567591575860853	0.383316203787747	-0.277010244700009	0.621425387964412	0.188030758643722	-0.480016346743781	0.653446189038642	-0.678319515197127	-0.314693618368089	0.0274437872822164	0.115807167859337	-0.0156669785402195	"S01"	0.653446189038642	"IS07"
"COTL1"	"COTL1"	-0.627188907649479	-0.0507322206357966	-0.537685189560989	0.511428762049504	0.0800169734148729	-0.264096678224072	0.642429401826201	0.41529336131158	-0.309672884923988	-0.125068628876159	0.152615641704786	0.200081453679248	"S01"	0.642429401826201	"IS07"
"PRELID1"	"PRELID1"	0.0563219666624375	0.109401985086162	-0.516298056632974	0.609970608181788	0.361604771890068	-0.873627874679131	0.636466254969885	-0.432960124168463	-0.253963457981163	-0.0692809021532882	0.126610719089282	-0.104851416171593	"S01"	0.636466254969885	"IS07"
"ARHGAP4"	"ARHGAP4"	-0.335390539508878	-0.0767623172693548	-0.24061320361894	0.278424292961801	-0.265639302474545	-0.465323865939977	0.633230615955316	-0.645087780529707	-0.381460819044692	0.61468574999531	0.270068965667302	0.532648342806875	"S01"	0.633230615955316	"IS07"
"CCT5"	"CCT5"	-0.332712691746416	0.253493718915227	-0.382946226959256	0.277435103139125	0.373142563381001	-0.299533736801463	0.630572086782551	0.186589461822617	-0.531329589172608	-0.0535765352327866	-0.289760911013822	0.525810617557127	"S01"	0.630572086782551	"IS07"
"PSMD4"	"PSMD4"	-0.239641080882345	0.326648487817818	-0.224813504979184	0.465278128192852	0.0134119337585555	-0.120527586564205	0.613534334265028	0.112844656707681	-0.493323797183648	-0.0340905227404569	0.0102536263304458	-0.0773504518578025	"S01"	0.613534334265028	"IS07"
