"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"State"	"MaxFC"	"InitialState"
"HMCES"	"HMCES"	0.300674955953819	-0.182382839065137	0.0869410801730746	0.037541707272266	-0.32854462303549	-0.370937615986889	-0.188855854012361	-0.0767941168291013	-0.205792981893777	1.49800192139256	-0.257192943144928	-0.0125767994908359	-0.269597882917299	-0.292971066980959	"S01"	1.49800192139256	"IS10"
"SNX22"	"SNX22"	0.0407918311393452	0.0050804535231002	-0.118597671367136	-0.131580604810938	-0.0821181879713796	0.0336567509828643	-0.140963183206078	-0.0403649833094849	0.306421543523047	1.4927339297547	-0.138196708043738	-0.0674135103509463	-0.129918421131582	-0.128764057131221	"S01"	1.4927339297547	"IS10"
"RFC1"	"RFC1"	-0.126022886512174	0.104930145069029	-0.31864086216108	0.0409418094184725	0.0954276679687833	0.159619006729105	-0.229927917956318	-0.200626710277875	-0.146575182884901	1.49092309889188	-0.265096160722137	0.276939695249596	0.0125089850665109	0.161427557951839	"S01"	1.49092309889188	"IS10"
"SH2B2"	"SH2B2"	-0.346467323961083	0.181522789527003	-0.158853184092242	-0.281936217541979	-0.00876771672150273	-0.0112424086837137	0.175354252829656	0.00242762511898661	-0.136716978725424	1.48871556079634	-0.172652433213268	0.0341473272524122	0.207253536479993	0.00763799957004327	"S01"	1.48871556079634	"IS10"
"CD19"	"CD19"	0.168927609595503	0.00471950750991002	-0.0356391670984603	-0.189362007097885	-0.187408715997108	0.0172230905943519	-0.038867605765893	0.0280992284614286	-0.157319345485782	1.4595327914186	-0.161698923154997	-0.228194481767004	-0.0861804666994945	-0.359619181840117	"S01"	1.4595327914186	"IS10"
"KCNK12"	"KCNK12"	-0.232544291215086	0.522235652739101	-0.204859119209707	-0.232751613963225	-0.111200332207907	0.06868932340247	-0.0313570539139567	0.31188687884014	0.11635389424742	1.45574071569805	-0.216968065021426	0.0102879264321758	-0.181563558289182	0.195297281656455	"S01"	1.45574071569805	"IS10"
"NCF1"	"NCF1"	-0.350951621430176	0.511754293796548	-0.00781190745125707	-0.0171837599282401	0.00512941027949577	-0.0224130823182139	0.196744678365824	0.366894363695897	0.176800247845281	1.4516704895836	-0.0499162325199497	-0.44698453710387	0.0416417425591052	-0.243991578328586	"S01"	1.4516704895836	"IS10"
"IFT57"	"IFT57"	0.138202784369984	-0.101113138534001	-0.118473193615695	0.23406579790361	-0.11126851867106	0.197986695479032	-0.157903602410226	-0.167790289639171	-0.197386612974798	1.39938796668705	-0.278629700072599	-0.039477865117389	-0.260032394825735	0.389236696156925	"S01"	1.39938796668705	"IS10"
"PPP1CC"	"PPP1CC"	0.00699932718285659	0.178201709434783	0.0559653297752209	0.0128856199380447	-0.319714124575734	0.144078429393951	0.210865654543943	-0.107832388817834	-0.0843653677056323	1.38857439260513	-0.232448517941885	-0.335139869604289	-0.015399367251811	-0.0161877199479474	"S01"	1.38857439260513	"IS10"
"PRPSAP2"	"PRPSAP2"	-0.0794979451847011	0.237381439199491	-0.0985576173718781	-0.121620329045124	0.0233552388202531	-0.115131139828035	-0.0911304137999806	0.0272285779776455	0.194094666750987	1.37943730059969	-0.254096562883976	-0.0358389656115731	-0.0541081071096488	-0.17832784611854	"S01"	1.37943730059969	"IS10"
"STRBP"	"STRBP"	0.330926419214394	0.0657355913423605	-0.366371053699253	0.217709060323706	-0.0238466032992145	0.353168518382091	-0.236981201031635	-0.256669350816777	-0.0958069134978801	1.32302617992142	-0.260416947228068	-0.158300072957733	-0.058250860273732	-0.0378726670646715	"S01"	1.32302617992142	"IS10"
"BFSP2"	"BFSP2"	-0.289201916276957	-0.020034843922487	0.016352213470428	0.0383643422688651	0.104546299647444	-0.0997070676164233	0.15385721542541	-0.014560374641691	-0.253872502598565	1.31155531777344	-0.187476182429506	-0.0915630413570094	-0.0239126074621216	0.106750038805796	"S01"	1.31155531777344	"IS10"
"PIF1"	"PIF1"	-0.162837822455793	0.42015120266864	-0.0909714813578945	-0.170743288662494	0.209132493649377	-0.104796483331966	0.0304046810046174	-0.0592417104664246	-0.172188072469724	1.3047221520353	-0.205443258695404	-0.190252587317725	-0.153159633265228	-0.00686122374202363	"S01"	1.3047221520353	"IS10"
"E2F2"	"E2F2"	-0.0677711164276256	0.4353774765434	-0.1510700805027	-0.162267151107888	0.0432805267014601	0.0218594784553489	-0.121271472192067	0.0107036661732793	0.350449786290008	1.30203064087716	-0.170426227626533	-0.114820659308789	-0.160217321570665	-0.158793742784496	"S01"	1.30203064087716	"IS10"
"SMARCB1"	"SMARCB1"	-0.226249695986545	0.479345946759679	-0.282113366919695	0.202830450891603	-0.208180729277497	0.117319897020357	0.0999623348772155	0.429760026145677	-0.0288823803889257	1.27174350984588	-0.0939894688168368	-0.131384404212014	-0.160147759272405	-0.182552696816673	"S01"	1.27174350984588	"IS10"
"CDC6"	"CDC6"	-0.166318942421142	0.508733262260843	-0.128372686611223	-0.194883759181622	-0.00133146095993827	-0.00653562080755746	-0.0592261910229309	0.00263922633777656	0.0565842129759821	1.23889528163737	-0.145715794067687	-0.0210909533788689	-0.192421902403044	0.0487425266330584	"S01"	1.23889528163737	"IS10"
"POU2F2"	"POU2F2"	0.045588817566846	0.132579528449604	-0.279877680877794	-0.0803888297588925	0.164726821999058	-0.14586543465237	-0.237600660731656	-0.226621020640131	-0.336552045206246	1.21319093643006	-0.294163445272405	0.141377195985	0.380043451250671	0.197609911962708	"S01"	1.21319093643006	"IS10"
"HLA-DOB"	"HLA-DOB"	-0.437788995231823	-0.179118520084552	0.180420155999555	-0.0141712554871334	0.0161041007261303	0.326405948030987	0.153881237842856	-0.109119534837345	-0.0698845904018349	1.18349874487634	-0.200895002274005	0.0806043581714449	0.018534186137046	0.190963980902406	"S01"	1.18349874487634	"IS10"
"AIM2"	"AIM2"	0.00227711090739475	0.0146613107115402	-0.00876033305319112	0.184245628919019	0.0439791846951909	-0.238253842012273	-0.135986645942705	-0.098756135578008	-0.030454465521337	1.13830006301545	-0.0503180525645583	-0.116331212808772	-0.0226799759437893	-0.156778867523126	"S01"	1.13830006301545	"IS10"
"USP6NL"	"USP6NL"	0.119650610602981	0.0493313334979187	-0.202071952116925	-0.069455944385245	-0.0558217205117605	0.101535922913057	-0.104476663148879	-0.206732913230441	-0.100464355030867	1.13709014716332	-0.134914668143632	-0.0779853005469338	0.0705939030335408	0.33441620091978	"S01"	1.13709014716332	"IS10"
"RBM6"	"RBM6"	0.014448066527372	0.15950385691072	-0.148485480409561	-0.20532044905443	0.248789366975128	0.0984639354765155	-0.00747427340717868	-0.255251115054028	-0.218670492137947	1.12048093869587	-0.089138767930983	-0.342236892448003	0.507347370569189	0.0069438724498226	"S01"	1.12048093869587	"IS10"
"DEF8"	"DEF8"	-0.059100430929816	0.526240251012034	0.0867760857669557	-0.357606565765116	-0.119473448021159	-0.0884808243490226	0.215010037747401	0.194869900484852	0.171993448041863	1.10985051364867	-0.302906312804941	-0.453274196124307	0.163769903637582	-0.0625356955563795	"S01"	1.10985051364867	"IS10"
"EML6"	"EML6"	0.102025138946018	-0.0784774139569338	-0.0798166480998481	-0.175971934830455	-0.0761333342103681	0.0688664234967399	-0.116656512966278	-0.105010859753475	0.0268473302280673	1.10586311146206	-0.163438928109687	-0.0545586784259285	0.233982062268102	0.0493695184495728	"S01"	1.10586311146206	"IS10"
"UCHL1"	"UCHL1"	-0.0297637640007464	0.0149192512377491	-0.143548344934317	0.243337404391334	-0.155351417892153	-0.000217108573536019	0.0622647267402988	-0.0184235425886488	-0.192540123552077	1.10478530722925	-0.16868255140727	-0.0376460732114756	-0.0847195395578737	-0.191218159860483	"S01"	1.10478530722925	"IS10"
"MBD2"	"MBD2"	0.246311885153892	-0.0153132617337398	-0.312758570159615	-0.286078250391791	0.033573157440039	-0.284580209005256	-0.327568696280999	-0.450541884103963	-0.286607941732844	1.08281043459351	-0.344547242224048	0.408011107357634	0.15980074937318	0.0227795340833988	"S01"	1.08281043459351	"IS10"
"E2F5"	"E2F5"	0.0404348102551996	0.293156891882833	-0.105581019008364	-0.293474136598218	-0.119548686730719	-0.00810162611365572	0.245582894084925	-0.0676595055550949	-0.070695927488574	1.02982444981986	-0.157396683610137	-0.370404166063358	0.0751682109773754	-0.000928659660354455	"S01"	1.02982444981986	"IS10"
"MEF2C"	"MEF2C"	0.212023347317279	0.190080839493853	-0.463837242640871	0.191105130730625	0.310492662762973	0.481968873178275	-0.161232987114771	-0.288161585224706	-0.199260463287858	1.02862483623587	-0.274766024616746	-0.359948982122925	0.778032275594124	0.179863298259972	"S01"	1.02862483623587	"IS10"
"NCAPH2"	"NCAPH2"	-0.141979631366777	0.384013388538034	-0.00570378886903977	-0.316672996977627	-0.12421764286694	-0.0189978517074048	-0.00963125794259292	-0.076668627149231	-0.28474815413594	1.01687140826447	-0.0768937605133009	0.0486894221319221	0.0470982188655498	-0.0784954470866585	"S01"	1.01687140826447	"IS10"
"LRWD1"	"LRWD1"	-0.0492236930493465	0.075039492797573	-0.0476119243816094	-0.127160561233294	-0.181774199539796	-0.0971907376708354	0.0572621928966442	-0.13761838691194	-0.147400360228192	1.00905336957192	-0.192049758930419	0.0913860371467606	-0.0260431583923684	-0.0884507258646908	"S01"	1.00905336957192	"IS10"
"HINT2"	"HINT2"	-0.744782141164992	0.554934095302326	0.105441648938668	-0.275440414967377	0.0173579010748158	0.275693708099626	0.409768684731205	0.279845537112278	-0.0835909207219238	1.00696137243155	-0.0682633255882854	-0.0524948396679074	-0.243916809992262	-0.0843864923306319	"S01"	1.00696137243155	"IS10"
"UQCRH"	"UQCRH"	-0.401178815099051	0.844035345974392	-0.118745991870444	0.235023711997866	0.0884911475935488	-0.1396456131411	0.0978816879561703	0.00413200255749372	0.0621008440326118	1.00293912439282	-0.202965768776247	-0.0608776680935501	-0.199183947676549	-0.061731267936596	"S01"	1.00293912439282	"IS10"
"KLHL6"	"KLHL6"	0.157678169381714	-0.176045509943839	-0.384998665681426	0.10585427880842	0.102567318265721	-0.205474261710053	-0.196217266504904	-0.18114536103903	-0.0436677659678394	0.992117766606025	-0.359666394403723	0.175664891538196	0.493377163086205	0.203360716145601	"S01"	0.992117766606025	"IS10"
"PM20D2"	"PM20D2"	0.0479560493440924	0.115306816890137	-0.127823904719365	0.0911231203325623	-0.009125567773583	0.0971586205302244	-0.16226912533109	-0.0732162666343767	-0.152674661851397	0.987329070279372	-0.141477246271302	-0.0572013837395099	0.0491961924880247	0.339142076998919	"S01"	0.987329070279372	"IS10"
"CCM2"	"CCM2"	-0.334193476259899	0.250864931708104	0.0838314925069078	-0.230252428651742	-0.0572598260075313	0.0114610682706131	0.13066170996696	-0.146564031282602	-0.0397213773841337	0.978425221906885	-0.296871141846852	0.183878267647334	-0.000371745122287016	-0.0236759608150882	"S01"	0.978425221906885	"IS10"
"CCDC69"	"CCDC69"	0.160657510181253	0.30378611095078	-0.384983262144722	-0.0898117328948911	-0.0199939944889627	-0.0296606141830717	-0.123437167647604	-0.178236515073495	-0.244292608804054	0.965367238612646	-0.263453480024416	0.0348120178881728	0.31690972192791	0.0464219622119001	"S01"	0.965367238612646	"IS10"
"BLOC1S6"	"BLOC1S6"	0.426016068686078	0.230445218200056	-0.225954667522833	-0.364898069741705	0.13107854508886	0.203671673413942	-0.140497235944285	-0.334442608701783	-0.0900795292124001	0.95674808447511	-0.219201478821908	-0.43567246240305	0.378020158355125	-0.0840022584733355	"S01"	0.95674808447511	"IS10"
"NUGGC"	"NUGGC"	0.05078460261528	-0.116361041532368	-0.344100464366392	-0.0210728804793538	-0.00463706847849096	-0.0311208352265113	-0.190937265329424	-0.00424691145487893	-0.273583651028429	0.946408391953839	-0.177964367126433	0.288441096811658	0.0394875082826565	0.0616007778870794	"S01"	0.946408391953839	"IS10"
"RAD17"	"RAD17"	0.0893133420175905	0.243560191911293	-0.119974974787589	-0.242505373274938	-0.0567066182866623	0.203265790480199	-0.0657770244212017	-0.283055851941345	-0.342520494642604	0.944419978824437	-0.202804336397696	-0.0447519589138612	0.122317335858946	0.357497790996462	"S01"	0.944419978824437	"IS10"
"XKR6"	"XKR6"	0.157228315471272	0.0112037285784091	-0.0655579187158517	-0.045004945548865	-0.0395628071850484	-0.138188082167014	-0.0296672553455763	-0.11178654010844	-0.209493209322031	0.926043159715116	-0.190903754154392	-0.0974107686329204	-0.209920049601824	-0.208054847222486	"S01"	0.926043159715116	"IS10"
"ZBTB8OS"	"ZBTB8OS"	-0.530828633609606	0.631755604676171	-0.0830725735861183	0.00348059366064463	0.0871359242050275	0.18677504809478	0.1355307843334	0.041737736941101	-0.0227583628620477	0.906432470874834	-0.121206025105157	0.0870260908965843	-0.0272309747081691	-0.378805477453859	"S01"	0.906432470874834	"IS10"
"EAF2"	"EAF2"	-0.168909954906237	0.470123605587072	-0.438109497419387	-0.139863505951015	0.219880200958807	0.256048564020809	0.0100525368789978	-0.107456784384437	-0.263229120788757	0.902175354317939	-0.321000388389628	0.16513209611647	-0.102940133029398	-0.148040664256456	"S01"	0.902175354317939	"IS10"
"RNGTT"	"RNGTT"	-0.0398316231690543	0.168051365771983	-0.0496364446645108	-0.170745039267692	0.234663024877146	-0.0464094502275108	-0.124855016280369	-0.0916648159608221	-0.127699794108887	0.890543392169636	-0.0818341780511727	-0.089044319092113	-0.107340357797139	-0.146740524734978	"S01"	0.890543392169636	"IS10"
"SYK"	"SYK"	0.21595171125096	0.157792121803897	-0.224614335312335	-0.0843490109201664	-0.0122570073017329	-0.22991615719752	-0.188272654788089	-0.0185506466980441	-0.0688063579698857	0.886351282861654	-0.170791206725947	-0.0312433796052728	0.0240243068106073	-0.143747609888598	"S01"	0.886351282861654	"IS10"
"UBE2G1"	"UBE2G1"	0.0837584925819234	0.376513025129094	0.0106703032595509	-0.234931317021635	-0.135010259986291	-0.257616548042851	-0.0206718681723462	-0.214794973968894	-0.0968709597430333	0.877390808625304	-0.189620453309908	-0.0985156994650613	0.251370007971128	-0.141168804798658	"S01"	0.877390808625304	"IS10"
"LRRK1"	"LRRK1"	0.029000213423307	-0.156869570921578	-0.108841884226219	0.0524557779145226	-0.0483162793898411	0.069291328069385	-0.198042724402407	-0.0545847013502862	-0.218416728372825	0.871231205574187	-0.0728265274195587	0.15117738723459	-0.247839082636265	0.632653776314264	"S01"	0.871231205574187	"IS10"
"CD79A"	"CD79A"	0.226109725350148	-0.0243716979104728	0.0576085453859227	-0.609789096026192	-0.275429637798609	0.21921205059688	0.282522220447367	0.186085223336935	0.262067887941531	0.866950035870557	-0.466696817447895	-0.312671361809819	-0.305424679457111	-0.348873990122851	"S01"	0.866950035870557	"IS10"
"MDM4"	"MDM4"	-0.187573713977111	0.0369634982084564	-0.364372216345749	0.343309816088534	0.168513659614214	0.0770141812279055	-0.129720834968863	-0.395377716858291	-0.171870204067991	0.864181764329137	-0.187938839843453	0.277598293966755	0.752155332289838	0.173413036514744	"S01"	0.864181764329137	"IS10"
"APOM"	"APOM"	-0.0600849477696491	0.304104521346818	-0.0145136758856535	0.00130871534698692	-0.054657139387771	0.0933967934525329	-0.0150692172862019	-0.0920634464543393	0.0185654859394878	0.854551464408188	-0.16603294961315	-0.072017345634221	-0.0766340741332375	-0.221180793499697	"S01"	0.854551464408188	"IS10"
"CCNE2"	"CCNE2"	0.00202579828193051	0.0415005656483558	-0.0177320902235377	-0.136050133349843	-0.0519147378074791	-0.130663303294313	-0.0943670061783429	-0.00434858220062685	-0.128763416621028	0.851996819388572	-0.104915026354161	0.0826187783822587	-0.21338546183594	-0.211489468233197	"S01"	0.851996819388572	"IS10"
"RMND5B"	"RMND5B"	-0.0181078901680023	0.403578535629246	-0.178681734742861	0.0166449753218938	-0.107912726757881	-0.120942211423864	0.0298954385175938	-0.0488573245406195	-0.198895065011222	0.841571709697921	-0.13061667253975	-0.0729618226224926	0.13624228751445	-0.0752837559951347	"S01"	0.841571709697921	"IS10"
"TMEM156"	"TMEM156"	-0.0898762148768502	0.18238022357728	0.0873293370278265	-0.308269402513354	0.0580261625082899	-0.0477304848526244	-0.0334458113326568	-0.080481529533445	-0.169770580442184	0.836225306208926	-0.273490929208757	-0.0302925195653493	0.543423992376005	-0.0757505856383395	"S01"	0.836225306208926	"IS10"
"SCMH1"	"SCMH1"	0.121474364637573	-0.0703798786997791	-0.0944978691064047	0.0768239240752816	-0.045958482559156	-0.0546656722443541	-0.111519258738327	-0.049016772722794	0.0653722619785669	0.816268754696436	-0.0740146412381627	-0.0840760720942087	0.0235598728026327	-0.173270920593876	"S01"	0.816268754696436	"IS10"
"FAM3C"	"FAM3C"	-0.211398227219602	0.515700294970479	0.00635560401637152	-0.0682949595178099	-0.086908889982916	0.670345804070049	0.394126815137208	-0.143276731657418	-0.0969856363779369	0.808379290972742	-0.352873086592199	-0.383582433078971	0.177346466099471	-0.0894615889133274	"S01"	0.808379290972742	"IS10"
"SMDT1"	"SMDT1"	0.0788802137556515	0.362423377677358	-0.00435349820042081	0.443820996009095	-0.421666980592876	0.342910855426535	0.189287420939034	-0.203320685849179	0.158287492402508	0.794052356563712	-0.325385160374776	-0.238507208498326	-0.262877428430148	-0.120922611853898	"S01"	0.794052356563712	"IS10"
"CCDC144A"	"CCDC144A"	-0.269575319264391	0.12921843778717	0.201501601399645	-0.126348884419522	0.415485628138489	-0.0667653654745105	0.164930780661261	-0.153023024945541	-0.150171916441989	0.792993271352443	-0.177531226501407	-0.312689422878997	0.0855189703281292	-0.279872266136532	"S01"	0.792993271352443	"IS10"
"KMT2A"	"KMT2A"	0.217826864432844	0.0183153204432379	-0.33223417134436	0.0171831171697477	0.0630797964303605	-0.136251436828815	-0.327206344179597	-0.219265746338676	-0.15497228548358	0.788343549509809	-0.296024748200107	0.217579121773257	0.474076399699258	0.278353917553162	"S01"	0.788343549509809	"IS10"
"DNAJC10"	"DNAJC10"	-0.157018798583612	0.389724802158741	-0.166982522878884	-0.0861397249171169	0.186587282272642	0.072479667616236	-0.0796059637447672	-0.0595143953404216	-0.123479400743123	0.776987667187429	-0.266451887124941	0.0557314652537783	0.305150589526151	-0.0759173749847078	"S01"	0.776987667187429	"IS10"
"ID3"	"ID3"	0.475178988064474	-0.234501884776265	-0.139543607167812	0.719096155386782	-0.385466732684733	0.0277450083368065	-0.292195954565232	-0.222729835158303	-0.406694828592	0.775437434555276	-0.0970424466760774	0.0208319779211621	-0.199710636050849	-0.35298238318845	"S01"	0.775437434555276	"IS10"
"DDX11"	"DDX11"	0.133277336459136	0.117411903415736	-0.177496111237651	-0.0915326329775296	-0.0708041670090932	0.0585795183596523	-0.0838828063966776	-0.0588296211531378	-0.0595208771531431	0.764513652887966	-0.106839995643891	-0.0741585951878006	0.10836881778862	-0.0936166533575894	"S01"	0.764513652887966	"IS10"
"CD180"	"CD180"	0.185198544111423	0.184064434515517	-0.148971447131624	-0.143429359270178	-0.118219546821303	-0.0864391871461821	-0.139145943666768	-0.236353943486527	-0.292359895085442	0.763675091511659	-0.301434551684337	0.170998712846727	-0.114758634813335	0.0693813953103628	"S01"	0.763675091511659	"IS10"
"TMA16"	"TMA16"	-0.150946487238773	0.577771875835251	-0.184322425785108	0.0305719663291578	0.218569723113904	0.175625921229366	0.0342169418813375	-0.17806835825655	-0.274762652945506	0.760444611239712	-0.0593368963458919	-0.194533261022239	-0.00854982547054807	-0.326258055695798	"S01"	0.760444611239712	"IS10"
"OSBPL10"	"OSBPL10"	-0.155381488288672	0.132625983592233	0.03259196617815	-0.00108172863513205	-0.0584944685354197	-0.0941400650165689	-0.143034968729598	-0.0938253193984387	0.0796555524501232	0.760429575461106	-0.0884651676553113	0.177729496260794	0.310305688544871	-0.224377947247559	"S01"	0.760429575461106	"IS10"
