"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"	"InitialState"
"PBRM1"	"PBRM1"	0.275712380445795	-0.247078833765092	0.00645655715267671	0.524288870996193	-0.286181486349734	0.223455177489737	-0.0714188187490124	"S01"	0.524288870996193	"IS04"
"SPTY2D1"	"SPTY2D1"	0.0620256253168754	-0.134608635105971	0.043452739085239	0.522408539749102	-0.267185214968288	0.0199772895159792	0.0423884249613765	"S01"	0.522408539749102	"IS04"
"ADD3"	"ADD3"	0.171072758083063	-0.306252408312388	0.0247431741189593	0.518880499430324	-0.14698169877227	0.31236317559115	-0.170449855348315	"S01"	0.518880499430324	"IS04"
"DHX9"	"DHX9"	0.393651033540672	-0.259162163511256	0.170507818402892	0.517877528884109	-0.279580825784048	-0.0765773608723558	-0.0504134066632	"S01"	0.517877528884109	"IS04"
"FLNA"	"FLNA"	0.123948348220935	-0.279081007515954	0.296820326047165	0.515987365989337	-0.366710335231179	0.0994309864976992	-0.0302340344209019	"S01"	0.515987365989337	"IS04"
"STAT5B"	"STAT5B"	0.0315168056363052	-0.115767244341713	0.00754143122090076	0.514379107939229	-0.207022752242813	0.150644092492679	-0.0936324404819264	"S01"	0.514379107939229	"IS04"
"FBXO45"	"FBXO45"	0.0466820159694439	-0.0919185569884784	0.133170933251335	0.512469570241178	-0.156324973038759	-0.0857337445498158	-0.11472517710629	"S01"	0.512469570241178	"IS04"
"MCM6"	"MCM6"	0.493830494581537	-0.0640017736686261	0.120951790903185	0.506401959494413	-0.457080226406993	-0.478829288694917	0.228933686200864	"S01"	0.506401959494413	"IS04"
"WDHD1"	"WDHD1"	0.454691271328828	-0.111976166114343	-0.0251828505149124	0.50595839603358	-0.254169293218361	-0.154641714963768	-0.028779621784302	"S01"	0.50595839603358	"IS04"
"THAP12"	"THAP12"	0.162444134384342	-0.299211719012392	-0.110011277706771	0.50205266119506	-0.204536854261454	0.17411377156444	0.148132407555929	"S01"	0.50205266119506	"IS04"
"ATP2B4"	"ATP2B4"	0.135295183585381	-0.228342468702043	0.102244587639762	0.496827680352034	-0.290767417562817	0.26354626071024	-0.111682877992058	"S01"	0.496827680352034	"IS04"
"CDK5RAP2"	"CDK5RAP2"	0.225601679750195	-0.271373034386534	-0.0907168616776793	0.493047749936013	-0.0695718500328107	0.330797013697814	-0.215926116004241	"S01"	0.493047749936013	"IS04"
"DGKA"	"DGKA"	-0.0522561141683204	-0.204627614191581	0.236551098199727	0.493033772670553	-0.226642722468731	0.109928098952641	-0.0927215969043065	"S01"	0.493033772670553	"IS04"
"TMEM238"	"TMEM238"	0.19163511303092	-0.267569581917073	-0.0733626293238403	0.49267983164011	-0.247907069563887	0.248990955564536	0.0439073938307379	"S01"	0.49267983164011	"IS04"
"FURIN"	"FURIN"	-0.0783686063992963	-0.361902558891911	0.271303070283053	0.492037484342878	-0.135279001954833	-0.0529888960339347	0.119073838020402	"S01"	0.492037484342878	"IS04"
